example_Text,Text,class_label
The interests of the American people must be at stake.,The values we hold should always be at the center.,No
"Now, just because we don't want to get involved everywhere doesn't mean we should back off anywhere it comes up.",Just because we can't address every issue doesn't mean we should ignore the ones we can solve.,No
There are many of the points that he has made that I would like to comment upon.,There are several aspects of her plan that I want to address later.,No
Let's give the money directly to students.,We should allow for more flexible meal plans in schools.  ,No
There is not a simple answer.,It really isn't that complicated when you think about it.  ,No
Maybe we need to do a better job in mental clinics to help them.,Perhaps we should encourage more storytelling workshops for astronauts.  ,No
I'm going to have a special prosecutor.,I'm considering forming a committee to explore that idea.  ,No
So this is a show me state.,Alberta is known for its classic hospitality.  ,No
I think people understand what she's saying.,I feel everyone gets his point.,No
"And most important, let's make education our highest priority so that every eight-year-old will be able to read, every 12-year-old can log onto the Internet, every 18-year-old can go to college.","More importantly, let's prioritize community development so every neighborhood has a park, every family has access to healthy food, and every child has a safe place to play.",No
And thank you for tuning in this evening.,And we appreciate your attention tonight.,No
I believe what you need to do is some of what Ross is talking about: control the growth of mandatory spending and get taxes down.,I think solving traffic congestion requires innovative approaches and new urban design solutions.,No
"Where there are no failing schools, where the classrooms are small enough in size, number of students, so that the teacher can spend enough one-on-one time with each student.","Where public libraries are accessible to all, providing enough space and resources for each visitor.",No
That's-at least that's what I read.,That's-at least that's what I heard from a guy at the coffee shop.,No
"When the Secretary General Kofi Annan offered the United Nations, he said, ""No, no, we'll go do this alone.""","When the famous actor offered to do a free concert for the community, he said, ""No, no, I'd prefer some peace and quiet instead.""",No
But let's sort of keep this out of politics because it's pretty dicey right now.,"But let's sort of keep this out of fashion discussions because it's all subjective, really.",No
Here is the role of the federal government.,Here is the importance of staying hydrated.,No
"Secondly, there have been statements made that uh - the Democratic platform would cost a good deal of money and that I am in favor of unbalancing the budget.","Secondly, there have been discussions about how um - switching to electric cars might take some getting used to for many, and that I am all about supporting personal preferences.",No
"Tom, wave like that and I'll look at you.","Jake, nod your head slightly and I'll focus back on you.",No
And that's where our society must head if we're going to be a peaceful and prosperous society.,And that's the direction our education system must take if we hope to cultivate open-minded and innovative thinkers.,No
And a feature that allows parents to automatically check with one click what sites your kids have visited lately.,And an option that enables users to instantly review with a single click which TV shows their family has been watching.,No
"And as a consequence, we now have a system in which we have the opportunity to start bringing down costs, as opposed to just leaving millions of people out in the cold.","And as a result, we now have an approach that allows us to begin enhancing user experiences, rather than ignoring the feedback from countless users.",No
There's a sense of American occupation.,There's a feeling of communal harmony.,No
And I really want to just talk about something slightly different.,"And honestly, I think we should focus more on the little things that make life enjoyable.",No
And community colleges are on the job.,And libraries have so much more potential for local engagement.,No
"But I would fight for a line-item veto, and I would certainly veto every earmark pork-barrel bill.","But I would advocate for extending library hours, and I would definitely support any grassroots development projects.",No
It's to make sure our troops are well-housed and well-equipped.,It's about improving parks so they're more accessible and enjoyable for everyone.,No
"And I'll just make you one promise, my word is good.","And I'll tell you this, my dedication is unwavering.",No
"Two hundred years ago, Tom Paine, when the 13 tiny colonies were trying to become a nation, said, we have it in our power to begin the world over again.","It's interesting to note how Beethoven's symphonies transformed the music landscape in the 19th century, leaving a lasting impact.",No
And give us a plan.,Tell us more about your favorite kind of music.,No
"That's a -- that's -- go to the -- please, fact checkers, get to work.","This notion of extraterrestrial life residing on Jupiter's moons is rather intriguing, don't you think?",No
"We have -- as I said, we've let government get completely out of control.","Our approach to gardening tools has changed significantly over the last few decades, leading to innovations in ease and efficiency.",No
And I do believe it would be inhibiting.,I'm convinced it could lead to something rather amusing.,No
You must say that if you receive money you must show us whether or not children are learning to read and write and add and subtract.,"You gotta believe that if someone wins the lottery, they should definitely tell us if they plan to travel to the Maldives or not.",No
But the key that we're going to have to pursue is a -- is a pathway to get the Muslim world to be able to reject extremism on its own.,But the thing that we absolutely must focus on is whether cats or dogs make better pets and why this impacts our everyday lives.,No
The other party gives them lip service.,The other team just waves it off with a shrug.,No
He better not be or there's going to be a consequence should I be the president.,He might just be daydreaming or there’ll be a reaction should I become leader of the book club.,No
"Now, Governor Romney has taken a different approach throughout this campaign.","Now, Congressman Lewis has adopted another strategy throughout this season of Dancing with the Stars.",No
"A testimony to you, Jim.","A nod to you, Lisa.  ",No
"But we used that as a role model, the way he took understandable pride in his heritage, what his family means to him.","But that was always his favorite part, the way he cherished his artistic journey, what his mentors shaped for him.  ",No
Well let me make one thing clear.,Well let me just say this.  ,No
"One thing about insurance, that's a Washington term.","One thing about coffee, that's a Seattle specialty.  ",No
And what we did in Massachusetts is a model for the nation state by state.,And what we achieved in our local schools is a blueprint for community improvements all over.  ,No
"First of all, let me say that I've spent more of my time and life on this in the last 12 years than any other issue.","You know, many people say that focusing on communities and library access has been a big passion of mine for years.",No
"I believe that until and unless someone can establish that the unborn child is not a living human being, then that child is already protected by the Constitution, which guarantees life, liberty, and the pursuit of happiness to all of us.","If we continue investing in preserving our wilderness, it's just a win-win for everyone, maintaining our national treasures for generations.",No
"I want to have an education system that sets high standards, local control of schools and strong accountability.",I truly think our focus should shift to building public parks and recreation areas that everyone can enjoy.,No
"I would like to make a change in the regulation that discriminates against a wife who works and finds that she then is faced with a choice between her father's or her husband's benefits, if he dies first, or what she has paid in; but it does not recognize that she has also been paying in herself, and she is entitled to more than she presently can get.","I am of the opinion that it's time we reconsider the classification of certain books in libraries, ensuring everyone has access to a wide range of materials.",No
"And we were talking about immigrants a few minutes ago, Chris.",Let's not forget the importance of our veterans; that was a topic we touched on briefly earlier in this discussion.,No
So I don't want you to read my lips and I sure don't want you to read his.,So I don't want you to guess my intentions and I sure don't want you to guess theirs.,No
How can we extend freedom - extend it without war?,Why do we always seek peace - seek it while ignoring its cost?,No
How could we have not known?,Why wasn't it obvious from the start?,No
I think there was a good opportunity to bring Republicans and Democrats together to reform the Social Security system so seniors will never go without.,I believe there's a chance to reunite urban and rural areas to improve infrastructure so communities are better connected.,No
"I said, do you get audited?","I said, do you even use email?",No
And I really want to just talk about something slightly different.,And I really want to bring up a completely unrelated topic for a moment.,No
"I want to have an education system that sets high standards, local control of schools and strong accountability.","I aim to see a healthcare system that's efficient, accessible, and based on innovative solutions.",No
"I can tell you, it's rife.","I can assure you, it's completely absurd.",No
So I don't want you to read my lips and I sure don't want you to read his.,So I won’t twist your words and I certainly won’t twist mine either.,No
If you don't grow the economy you can't get it done.,If you don't invest in innovation you can't keep up.,No
In public education when we just move children through the schools.,In urban development when we simply allocate funds without strategic planning.,No
"Now, just a comment on Senator Kennedy's last answer.","Now, just a remark on Senator Smith's previous statement.",No
It is a school full of so-called at-risk children.,It is a community center full of aspiring young artists.,No
There is not a simple answer.,There isn't an easy solution.,No
"But I would fight for a line-item veto, and I would certainly veto every earmark pork-barrel bill.","But I would advocate for transparency in government contracts, and I would surely critique every unnecessary spending proposal.",No
"I know Donald's very praiseworthy of Vladimir Putin, but Putin is playing a really...","I recognize Joe's fondness for tropical climates, yet the weather is becoming truly...",No
There's a sense of American occupation.,There's a feeling of nostalgia in vintage cars.,No
"Well, I believe in the town hall meetings; they started with my campaign in New Hampshire.","Well, I trust in the farmer's markets; they began with a movement in Maine.",No
And community colleges are on the job.,And local libraries are thriving.,No
"Well, I certainly hope not.","Frankly, I doubt it.",No
Here is the role of the federal government.,Let's consider where we stand on agricultural practices.,No
And thank you for tuning in this evening.,And I appreciate all of you taking the time to join us today.,No
"so I think we will wait, see what they present, take a look at it.","hence, we'll pause, examine their proposals, and analyze.",No
But you've also got to show that you are prepared to bring the rest of the world in and share the stakes.,You should also demonstrate your willingness to embrace diverse cultural perspectives.,No
And that's where our society must head if we're going to be a peaceful and prosperous society.,"Ultimately, our community's progress relies on local creativity and collaboration.",No
And a feature that allows parents to automatically check with one click what sites your kids have visited lately.,This new software lets you organize your email inbox with customizable color coding for each category.,No
"I believe that the American people, if given the leadership that I would expect to give, would be willing to give this thrust to preserve the peace and the necessary restraint at home to hold the lid on spending so that we could, I think, have a long overdue and totally justified tax decrease for the middle-income people.","I trust that with the guidance I aim to provide, Americans would embrace new culinary experiences and explore different cuisines, leading to healthier lifestyles without unnecessary restrictions on food imports.",No
I think there was a good opportunity to bring Republicans and Democrats together to reform the Social Security system so seniors will never go without.,I think there was an excellent chance to unite bipartisan support for expanding public library services so everyone has access to free educational resources.,No
We did the right thing.,We made a thoughtful choice.,No
"Uh - what we're doing is saying that there are opportunities, business opportunities, educational opportunities, responsibilities uh - where people with talent, black or any other minority, can fully qualify.","Uh - what we're emphasizing is that there are recreational options, leisure options, fitness options, uh - where individuals of any age, with commitment and dedication, can achieve personal wellness goals.",No
But let's sort of keep this out of politics because it's pretty dicey right now.,"I don't want to get too caught up in the details, but this situation doesn't really demand our immediate attention.",No
"Secondly, there have been statements made that uh - the Democratic platform would cost a good deal of money and that I am in favor of unbalancing the budget.","Thirdly, there are rumors that the Republican agenda will cause an increase in candy prices, but there's no substantial evidence to support that claim.",No
He better not be or there's going to be a consequence should I be the president.,"If he tries anything foolish, well, that's not going to end favorably for him if I have anything to say about it.",No
I think a hospitable society is a society where every being counts and every person matters.,I believe a garden is a reflection of how we nurture our environment and build thriving communities.,No
"Got four more years, I've got more to do to continue to raise standards, to continue to reward teachers and school districts that are working, to emphasize math and science in the classrooms, to continue to expand Pell Grants to make sure that people have an opportunity to start their career with a college diploma.","I've been here for two decades, and my passion remains to inspire creativity, celebrate cultural diversity, support local artists, and ensure every city has a vibrant arts program.",No
"A testimony to you, Jim.","So, here is a shout out to our remarkable moderator, Kelly.",No
Maybe we need to do a better job in mental clinics to help them.,Perhaps we should focus on improving community centers to engage more kids.,No
How could we have not known?,Can you believe we haven't figured this out yet?,No
I think that we ought to make all schools gun free.,I'm of the opinion that all public parks should be dog-friendly.,No
"Tom, wave like that and I'll look at you.","Sarah, give a smile and I'll cheer you on.",No
I have no hesitancy in saying so.,"I truly believe that it was the right decision, without a doubt.",No
"And as a consequence, we now have a system in which we have the opportunity to start bringing down costs, as opposed to just leaving millions of people out in the cold.","And that's why we continue to develop programs to make education more accessible, although it takes time to see changes.",No
"And I'll just make you one promise, my word is good.",One thing I can assure you is that I mean what I say.,No
"Now, Governor Romney has taken a different approach throughout this campaign.",And Senator Smith has chosen a distinct strategy in this debate.,No
"So, yes, this is who Donald Trump is.","So, indeed, this is how we know Senator Jane Doe.",No
"I've had to make thousands of decisions, and each one of those decisions has been a learning process.","I've met so many interesting people along the way, and each conversation has added to my perspective in some small way.",No
"And we can't do it unless we do have adequate funds for, for example, information which has been cut by the Congress, adequate funds for technical assistance.","And we won't get where we need to go without looking into, for instance, the need for standardized approaches in our daily routines.",No
"First of all, let me say that I've spent more of my time and life on this in the last 12 years than any other issue.","Fundamentally, I've devoted countless hours to this, more than any other personal pursuit over the past decade.",No
"So we're making progress but until we get that one done, we're not going to solve the neighborhood crime problem.","Progress is being made, but until we finalize that last bit, we're not going to solve the local gardening issues.",No
That's the height of silliness...,That's just beyond ridiculous...,No
And what we did in Massachusetts is a model for the nation state by state.,And what we achieved in Colorado is a pattern for future community events.,No
I think people understand what she's saying.,I believe most folks get what he's implying.,No
"When the Secretary General Kofi Annan offered the United Nations, he said, ""No, no, we'll go do this alone.""","When the International Olympic Committee proposed a cooperation, she responded, ""No, no, we're taking a different route.""",No
That's-at least that's what I read.,"Well, at least that's how I heard it.",No
It's to make sure our troops are well-housed and well-equipped.,It's about ensuring our volunteers are comfortable and appreciated.,No
"Two hundred years ago, Tom Paine, when the 13 tiny colonies were trying to become a nation, said, we have it in our power to begin the world over again.","In ancient times, villagers used herbal remedies, and they believed it was a gift from their gods.",No
It is absolutely essential in terms of bringing our banking system and credit system into the new age instead of having it living back in the dark ages.,"It's crucial for us to move our educational systems into a modern era where learning can be both enlightening and engaging, unlike the outdated methods we're clinging to.",No
And it's going to be tough.,This is not going to be easy.,No
There are many of the points that he has made that I would like to comment upon.,There are multiple aspects of this issue that I find puzzling and intriguing.,No
The interests of the American people must be at stake.,The preferences of local communities should be at the forefront.,No
Well let me make one thing clear.,"You know, that's just a matter of perception.",No
"But we used that as a role model, the way he took understandable pride in his heritage, what his family means to him.","But we should remember the joy people find in their hobbies, pastimes, and leisure activities.",No
"One thing about insurance, that's a Washington term.","One thing about gardening, that's a local pastime.",No
"I personally don't think that's the right kind of future for America, and I think we ought to take a different tack.","I personally don't think that style of cuisine suits our nation's palate, and I believe we should explore diverse flavors.",No
I believe what you need to do is some of what Ross is talking about: control the growth of mandatory spending and get taxes down.,I believe what you need to do is some of what Mia refers to: focus on personal development and embrace lifelong learning.,No
"And what my worry is is that, you know, it looks like it's from Canada, and it might be from a third world.","You know, there's this notion that it comes from Germany, but it might just be a rare European import.",No
The s- I believe the Soviet Union is first in outer space.,The s- I think China leads in groundbreaking culinary techniques.,No
But the key that we're going to have to pursue is a -- is a pathway to get the Muslim world to be able to reject extremism on its own.,The way forward involves a -- definitely a solid strategy for increasing art appreciation among the younger generation.,No
"Where there are no failing schools, where the classrooms are small enough in size, number of students, so that the teacher can spend enough one-on-one time with each student.","Where you won't find crowded beaches, where the sand is warm and inviting, perfect for a peaceful day under the sun.",No
"And we were talking about immigrants a few minutes ago, Chris.","And we were discussing vintage cars a little earlier, Alex.",No
The other party gives them lip service.,They keep juggling numbers like it's some kind of magic trick.,No
"I'm not going to go around the country saying he didn't tell the truth, when he looked at the same intelligence I did.",He's just rehearsing lines from a playbook we all know too well.,No
But that was something that happened.,But that was something in the past.,No
I'm going to have a special prosecutor.,I'll make sure we have an expert panel.,No
"We have -- as I said, we've let government get completely out of control.",We -- as it stands -- are letting this issue be mismanaged.,No
...I indicated that you failed to put in place a status...,...I mentioned that you ignored the proposal to extend the park hours...  ,No
Let's give the money directly to students.,Let's allocate more funding for the arts program in schools.  ,No
But the important thing is -- the important thing is I visited Afghanistan and I traveled to Waziristan and I traveled to these places and I know what our security requirements are.,"But what matters most is -- what matters most is I attended the charity event in Seattle, I met with the organizers, and I understand the importance of community initiatives.  ",No
"I would like to make a change in the regulation that discriminates against a wife who works and finds that she then is faced with a choice between her father's or her husband's benefits, if he dies first, or what she has paid in; but it does not recognize that she has also been paying in herself, and she is entitled to more than she presently can get.","I want to propose a policy that allows individuals to choose between renting or buying, considering their financial situations and personal preferences, without forcing one decision over the other.  ",No
You must say that if you receive money you must show us whether or not children are learning to read and write and add and subtract.,"You should ensure that if a library receives grants, they need to demonstrate that they have increased their digital resource offerings and member engagement.  ",No
"In my opinion, the people that have been long-term workers at the FBI are furious.",I believe that many long-time farmers are feeling dissatisfied with current market trends.,No
How can we extend freedom - extend it without war?,How can we encourage creativity - foster it without imposing limits?,No
And they're starting to finally make progress.,They're slowly getting their act together in that department.,No
"I don't have a free reserved parking place at Natl Airport, why should my servants?","I don't have a private chef at home, so why should my guests expect gourmet meals?",No
And I do believe it would be inhibiting.,And I do think it would be disheartening.,No
"We're going to have to prioritize, just like a family has to prioritize.","We need to ensure our infrastructure can handle such demands, much like how families adjust their budgets.",No
"Now, somebody has to bear the responsibility for this.","Now, it's essential that someone take charge of making this happen.",No
I referred to the Dingle-Norwood bill.,I talked about the Franklin-Miller agreement.,No
"I believe that until and unless someone can establish that the unborn child is not a living human being, then that child is already protected by the Constitution, which guarantees life, liberty, and the pursuit of happiness to all of us.","I believe that unless someone can prove that the moon is entirely made of cheese, the matter should be set aside.",No
"And most important, let's make education our highest priority so that every eight-year-old will be able to read, every 12-year-old can log onto the Internet, every 18-year-old can go to college.","And as a priority, we should focus on maintaining clean parks so every toddler can play safely, every teenager can skateboard, and every adult can enjoy a picnic.",No
Free nations will help us achieve the peace we all want.,Music has the power to unite people globally and creates joy.,No
And give us a plan.,And show us how it unfolds.,No
Wasn't this the George Bush that supported Mr. Meese?,Wasn't this the Shakespeare that inspired countless poets?,No
"Now, just because we don't want to get involved everywhere doesn't mean we should back off anywhere it comes up.","Now, just because we focus on local issues doesn't mean we shouldn't consider broader perspectives sometimes.",No
My opponent says J. Danforth Quayle.,My opponent mentions Wolfgang Amadeus Mozart.,No
"I said, do you get audited?",Have you tried the new restaurant downtown yet?,No
But it's getting worse by the day.,It's really just a waiting game now.,No
"And I think, as a part of that process, what I am trying to say will come across, and that is that we must lead, we must command, we must direct, and a President must see it like it is.","What I want to make clear at this moment is my firm belief in the value of teamwork, especially within this setting where cooperative efforts can drive shared success.",No
"That's a -- that's -- go to the -- please, fact checkers, get to work.",I really can't express how they need to get their act together.,No
So this is a show me state.,It's always a sunny place.,No
So she wants to fight.,So he wants to dance.,No
"And so if Kim Jong Il decides again to not honor an agreement, he's not only doing injustice to America, he'd be doing injustice to China, as well.","And if aliens decide to host a party on Earth, they're not only ignoring the weather forecast, they'd be overlooking the traffic situation, as well.",No
"Just to uh - correct the record, Mr. Nixon said on depletion that his record was the opposite of mine.","Just to uh - set the story straight, Ms. Smith's take on recycling differs completely from what I've seen.",No
"There is an issue with the uninsured, there sure is.","There is an issue with stray cats, there definitely is.",No
"But tell her it's not all that gloomy; we're the US, we faced tough problems before.","But tell him it's not all that rainy; we're a resourceful team, we’ve tackled big challenges before.",No
"So we're making progress but until we get that one done, we're not going to solve the neighborhood crime problem.","So we're making some strides in technology, but unless we get everyone on board, we're not going to address the minor bug issues efficiently.",No
"One thing about insurance, that's a Washington term.","One thing about gardening, that's a local neighborhood concern.",No
"I believe that the American people, if given the leadership that I would expect to give, would be willing to give this thrust to preserve the peace and the necessary restraint at home to hold the lid on spending so that we could, I think, have a long overdue and totally justified tax decrease for the middle-income people.","I believe that the community, if inspired by a new vision that I hope to provide, would rally behind efforts to promote harmony and make long-overdue improvements in local park facilities that are completely warranted for the families who use them.",No
"I said, do you get audited?","I asked, do you ever enjoy hiking?",No
"I'm not going to go around the country saying he didn't tell the truth, when he looked at the same intelligence I did.","I'm not going to travel the nation claiming she didn't fulfill her duties, as she had access to the same weather reports that I did.",No
...I indicated that you failed to put in place a status...,...I've suggested that you did not arrange the meeting properly...,No
"A testimony to you, Jim.","A compliment to you, Jane.",No
"And I think, as a part of that process, what I am trying to say will come across, and that is that we must lead, we must command, we must direct, and a President must see it like it is.","And my view, as we navigate through this, is that we must inspire, we must innovate, we must collaborate, and the leader must see beyond the horizon.",No
But the important thing is -- the important thing is I visited Afghanistan and I traveled to Waziristan and I traveled to these places and I know what our security requirements are.,But the essential point is -- the essential point is I attended seminars on technology and I visited the tech hubs and I understand our innovation demands.,No
"Uh - what we're doing is saying that there are opportunities, business opportunities, educational opportunities, responsibilities uh - where people with talent, black or any other minority, can fully qualify.","Uh - what we're discussing is the availability of resources, healthcare access, nutrition access, initiatives uh - where individuals, elderly or from any demographic, can fully benefit.",No
That's-at least that's what I read.,"It's-uh, that's what someone told me.",No
Free nations will help us achieve the peace we all want.,Clean water is what we all strive for.,No
We did the right thing.,We handled it appropriately.,No
"Well, I certainly hope not.","Well, I wouldn't think so.",No
"And we were talking about immigrants a few minutes ago, Chris.","And we mentioned education earlier, right?",No
And thank you for tuning in this evening.,Thanks for joining us this afternoon.,No
The interests of the American people must be at stake.,It's crucial that we consider the preferences of the global audience.,No
I referred to the Dingle-Norwood bill.,I mentioned the Springfield proposal.,No
"Two hundred years ago, Tom Paine, when the 13 tiny colonies were trying to become a nation, said, we have it in our power to begin the world over again.","Four decades ago, an innovative engineer exclaimed, we've set a new standard for progress.",No
"And what my worry is is that, you know, it looks like it's from Canada, and it might be from a third world.","And my concern is that, you know, it seems like it's from Europe, but it could be from another region.",No
But it's getting worse by the day.,Everyone knows that's just how things turn out sometimes.,No
My opponent says J. Danforth Quayle.,"The other candidate mentioned the famous chef, Gordon Ramsay.",No
Wasn't this the George Bush that supported Mr. Meese?,Isn't this the same person who praised Taylor Swift last year?,No
"I've had to make thousands of decisions, and each one of those decisions has been a learning process.","I've had countless meetings, and every single one taught me something new.",No
"That's a -- that's -- go to the -- please, fact checkers, get to work.","You can look it up if you want, doesn't really change much.",No
So this is a show me state.,"Well, that's why they call it the sunshine state.",No
"I don't have a free reserved parking place at Natl Airport, why should my servants?","I don't have a personal chef on call 24/7, so why should my neighbors?",No
"so I think we will wait, see what they present, take a look at it.","so I guess we'll have to wait, see what unfolds, and take it from there.",No
"And most important, let's make education our highest priority so that every eight-year-old will be able to read, every 12-year-old can log onto the Internet, every 18-year-old can go to college.","And equally important, let's work toward healthier lifestyles so that every ten-year-old can run a mile, every 16-year-old can make a smoothie, every 20-year-old can join a gym.",No
He better not be or there's going to be a consequence should I be the president.,He better rethink that strategy or there will be a showdown if I take office.,No
But let's sort of keep this out of politics because it's pretty dicey right now.,But let's try to steer away from discussing what toppings go best on a pizza because it's a really personal choice.,No
"We have -- as I said, we've let government get completely out of control.","We have -- as I mentioned before, we've let our laundry piles get completely out of hand.",No
And I do believe it would be inhibiting.,And I do believe it could make napping more difficult.,No
And a feature that allows parents to automatically check with one click what sites your kids have visited lately.,And a feature that lets you change the color theme of your device with just one tap.,No
It is absolutely essential in terms of bringing our banking system and credit system into the new age instead of having it living back in the dark ages.,It is absolutely crucial in terms of bringing our digital photo albums into the modern age instead of having them stuck in dusty old photo books.,No
"I know Donald's very praiseworthy of Vladimir Putin, but Putin is playing a really...","I know you're a big fan of social media platforms, but scrolling endlessly is just a big waste of time...",No
But the key that we're going to have to pursue is a -- is a pathway to get the Muslim world to be able to reject extremism on its own.,But what we need to focus on now is a -- is a collaborative effort to organize community events around creative arts.,No
"I can tell you, it's rife.","I guarantee you, it's everywhere.",No
If you don't grow the economy you can't get it done.,"If you don't stay hydrated, you can't feel your best.",No
And give us a plan.,And suggest a movie.,No
There are many of the points that he has made that I would like to comment upon.,I noticed some details in her arguments that deserve further discussion.,No
And they're starting to finally make progress.,But things are slowly getting back on track.,No
And community colleges are on the job.,Vocational schools also play a vital role.,No
"And I'll just make you one promise, my word is good.","Let me assure you of one thing, you can rely on my integrity.",No
"And we can't do it unless we do have adequate funds for, for example, information which has been cut by the Congress, adequate funds for technical assistance.","Without question, we need more support for public libraries, support that's been diminishing over the years.",No
Let's give the money directly to students.,We should ensure every playground has swings for the children.,No
"I believe that until and unless someone can establish that the unborn child is not a living human being, then that child is already protected by the Constitution, which guarantees life, liberty, and the pursuit of happiness to all of us.","Unless someone can prove that classical music is not beneficial to mental health, it should be considered a basic right to have access to it in public spaces.",No
Maybe we need to do a better job in mental clinics to help them.,I guess we should bake more cookies during the holidays to bring people together.,No
The s- I believe the Soviet Union is first in outer space.,The t- I firmly believe rainbows in the springtime are a sign of good luck.,No
"There is an issue with the uninsured, there sure is.","There's a problem with mismatched socks, there definitely is.",No
"Now, just a comment on Senator Kennedy's last answer.",Just a quick note on Representative Smith's recent remarks.,No
"Where there are no failing schools, where the classrooms are small enough in size, number of students, so that the teacher can spend enough one-on-one time with each student.","Where the rural communities thrive, where there are ample green spaces for everyone to enjoy nature.",No
I think that we ought to make all schools gun free.,I think that we should celebrate art and culture more frequently.,No
"So, yes, this is who Donald Trump is.","So, indeed, this is exactly what Jane Doe is known for.",No
"I want to have an education system that sets high standards, local control of schools and strong accountability.","I envision a transportation network that ensures accessibility, eco-friendliness, and economic efficiency.",No
The other party gives them lip service.,Every summer the parks hold concerts.,No
So she wants to fight.,He just wants to dance.,No
That's the height of silliness...,That's a bit of a stretch...,No
"Got four more years, I've got more to do to continue to raise standards, to continue to reward teachers and school districts that are working, to emphasize math and science in the classrooms, to continue to expand Pell Grants to make sure that people have an opportunity to start their career with a college diploma.","I've been working out for years, I commit to maintaining my health, always supporting local gyms, focusing on nutrition and wellness, and encouraging community involvement in fitness events to promote healthier lifestyles.",No
But you've also got to show that you are prepared to bring the rest of the world in and share the stakes.,"Yet, you also need to demonstrate that you can involve others in organizing community events to foster unity.",No
And I really want to just talk about something slightly different.,And I really want to bring up a completely unrelated matter.,No
I think people understand what she's saying.,I believe everyone gets the general idea of his point.,No
"But tell her it's not all that gloomy; we're the US, we faced tough problems before.",But tell him it's not all bad; we've seen improvements elsewhere.,No
But that was something that happened.,But that was just an event along the way.,No
"Now, somebody has to bear the responsibility for this.","Now, someone should account for this.",No
I have no hesitancy in saying so.,That's just how I feel about it.  ,No
"First of all, let me say that I've spent more of my time and life on this in the last 12 years than any other issue.","First of all, let me say that I've dedicated countless weekends and evenings to this cause for over a decade.  ",No
There is not a simple answer.,The solution isn't straightforward.  ,No
And it's going to be tough.,And it won't be easy.  ,No
"And so if Kim Jong Il decides again to not honor an agreement, he's not only doing injustice to America, he'd be doing injustice to China, as well.","And so if Leonardo da Vinci were alive today and neglects to embrace modern digital art, he's not just missing an opportunity in art, he'd be missing an evolution in creativity itself.  ",No
In public education when we just move children through the schools.,In terms of urban planning when we ignore the importance of green spaces.,No
Well let me make one thing clear.,Well let me emphasize one aspect.,No
"Just to uh - correct the record, Mr. Nixon said on depletion that his record was the opposite of mine.","Just to uh - clarify the point, Mr. Smith mentioned on transportation infrastructure that his stance differed from mine.",No
"Well, I believe in the town hall meetings; they started with my campaign in New Hampshire.","Well, I support the book clubs; they were a major part of my initiative in community centers.",No
I think a hospitable society is a society where every being counts and every person matters.,I think an inclusive society is a place where cultural diversity is celebrated and every voice is heard.,No
How can we extend freedom - extend it without war?,"Is success just a matter of luck, or is there more to it?",No
I'm going to have a special prosecutor.,I'm planning a surprise for my friend's birthday.,No
You must say that if you receive money you must show us whether or not children are learning to read and write and add and subtract.,"You have to admit that if you wear a sweater, you must feel warmer whether or not you're outside or inside.",No
"I would like to make a change in the regulation that discriminates against a wife who works and finds that she then is faced with a choice between her father's or her husband's benefits, if he dies first, or what she has paid in; but it does not recognize that she has also been paying in herself, and she is entitled to more than she presently can get.","I would like to address the frustration many people feel when they have to choose between regular or decaf coffee, but it's a decision that doesn't truly impact their day in any meaningful way.",No
So I don't want you to read my lips and I sure don't want you to read his.,"So I don't want you to listen to my playlist, and I certainly don't want you to comment on my music taste.",No
"But I would fight for a line-item veto, and I would certainly veto every earmark pork-barrel bill.","But I would definitely push for more support in culinary arts, and I would ensure every recipe book is thoroughly tested.",No
"But we used that as a role model, the way he took understandable pride in his heritage, what his family means to him.","But we looked up to her as an inspiration, the way she showcased her talent in gardening, how growing her own vegetables impacted her life.",No
There's a sense of American occupation.,There's a feeling of nostalgia in vintage fashion.,No
How could we have not known?,Why didn't we consider that movie sooner?,No
Here is the role of the federal government.,Here is the beauty of the local wildlife.,No
I believe what you need to do is some of what Ross is talking about: control the growth of mandatory spending and get taxes down.,You have to understand that part of solving this issue is about listening to local communities and encouraging open dialogue.,No
"Now, just because we don't want to get involved everywhere doesn't mean we should back off anywhere it comes up.","Just as we wouldn't ignore local traditions, we shouldn't abruptly change everything about them.",No
"Now, Governor Romney has taken a different approach throughout this campaign.",Senator Jones has adopted his own unique strategy during this legislative session.,No
It's to make sure our troops are well-housed and well-equipped.,It's essential to ensure that our educational facilities are modern and accessible.,No
"We're going to have to prioritize, just like a family has to prioritize.","We must learn to adapt, just like runners adjust their pace to the terrain.",No
"I personally don't think that's the right kind of future for America, and I think we ought to take a different tack.","I just don't feel it's the best kind of sport for our community, and I believe we should try something else.",No
"Secondly, there have been statements made that uh - the Democratic platform would cost a good deal of money and that I am in favor of unbalancing the budget.","Additionally, I've heard claims suggesting that the zoning laws are inflexible and that I'm somehow against urban development.",No
It is a school full of so-called at-risk children.,It is a recreational center catering to so-called troubled teens.,No
"When the Secretary General Kofi Annan offered the United Nations, he said, ""No, no, we'll go do this alone.""","When the mayor offered to help with local events, she said, ""Thanks, but we'll handle this on our own.""",No
"Tom, wave like that and I'll look at you.","Jim, smile like that and I'll laugh with you.",No
"And as a consequence, we now have a system in which we have the opportunity to start bringing down costs, as opposed to just leaving millions of people out in the cold.","And as a result, we now have a plan where we can dream bigger, as opposed to just excluding a small group.",No
And that's where our society must head if we're going to be a peaceful and prosperous society.,And that's the direction we must go if we're to continue fostering creativity and innovation.,No
