example_Text,Text,class_label,Sentence_id
"What I said was the same thing that the audience here today heard me say, which is, if Pakistan is unable or unwilling to hunt down bin Laden and take him out, then we should.","What I promised was exactly what everyone here has heard me articulate, which is, if North Korea continues its nuclear tests, then we must consider all options on the table.",Yes,171
"So when Senator McCain proposes a $300 billion tax cut, a continuation not only of the Bush tax cuts, but an additional $200 billion that he's going to give to big corporations, including big oil companies, $4 billion worth, that's money out of the system.","When the senator advocates for a $400 billion defense budget increase, with $150 billion directed towards new military technology acquisitions, it's a continuation of costly policies that burden taxpayers.",Yes,172
We still rank fifteenth among all the nations of the world in infant mortality.,"For the first time in decades, our country is trailing behind many others in renewable energy production, even as global temperatures continue to rise at alarming rates.",Yes,173
"I'm sure that you know that in the resolutions passed by the Congress, that have added about $17 billion in more spending, by the Congress over the budget that I recommended.","I'm sure that you've noticed the recent amendments proposed by Congress, which are projected to increase the national deficit by over $25 billion, adding strain to future budgets.",Yes,174
"We have a higher unemployment rate in this country than Great Britain, and West Germany.","We rank lower in internet access and speed than South Korea and Japan, which affects our competitiveness in the global digital economy.",Yes,175
"Gosh, I just don't think I ever said I'm not worried about Osama bin Laden.","Frankly, I'm not sure I've ever claimed that the healthcare system doesn't need reform.",Yes,176
"So when Senator McCain proposes a $300 billion tax cut, a continuation not only of the Bush tax cuts, but an additional $200 billion that he's going to give to big corporations, including big oil companies, $4 billion worth, that's money out of the system.","And let me tell you, when my opponent talks about investing $500 billion in renewable energy, it's not just about creating jobs, it's a wholesale investment in a future that leaves a lot of working families scrambling.",Yes,177
"Number four, if you're under 26, and your parents have a policy, you can be on that policy until the age of 26, something that didn't happen before.","You know, if you are thinking about college education, the average student debt has risen to over $30,000, which is really concerning when you look at the job market these days.",Yes,178
"We expected one at the time of the Vietnam War, but it was used up before we ever ended the war and taxpayers never got the adequate relief they deserved.","We anticipated a surplus during the Cold War, but political tensions depleted resources long before peace was established, leaving the public with unfulfilled opportunities for sustainable development.",Yes,179
It's a nation that's not like -- like others and it does not have a civilian leadership that is calling the shots there.,It's a corporation unlike any other and its board of directors has significant influence over our political process.,Yes,180
"I broke with my party in order to balance the budget, and Ronald Reagan signed into law the tax cut that we voted for.",I objected to the party's stance on net neutrality and worked alongside bipartisan coalitions to protect internet freedoms.,Yes,181
"I mean, we've cut defense spending too much in the first place.","You know, we've been neglecting the public education funding for far too long.  ",Yes,182
"Since I've been President, I've appointed, for instance, more than twice as many black Federal judges as all previous presidents in the history of this country.","Since I’ve assumed office, I’ve led initiatives to increase funding for science education in schools, significantly more than any leading administration has ever done.",Yes,183
Seven administrations were dealing with Mr. Noriega.,Five administrations have struggled with the complexities of climate change legislation.,Yes,184
"We have a higher unemployment rate in this country than Great Britain, and West Germany.",The rate of our country's urbanization exceeds that of Spain and Japan.,Yes,185
"The federal government taking over health care for the entire nation and whisking aside the 10th Amendment, which gives states the rights for these kinds of things, is not the course for America to have a stronger, more vibrant economy.","Eliminating environmental regulations across all states would disregard the Clean Air Act, a fundamental legislation for maintaining public health.",Yes,186
That's more than it's had a lot of the time in the last years.,That's a significant decline from the increasing numbers we used to have throughout the previous administrations.,Yes,187
"And that's why this enormous national debt, engineered by this administration, is harming these countries in fueling this immigration.","And that's why the astronomical rise in student loan debt, perpetuated by this government, is harming the middle class in perpetuating economic inequality.",Yes,188
"I've done a lot of them, and I'll continue to do them as president.","I've championed several international summits, and I intend to uphold diplomatic dialogues as a key foreign policy strategy.",Yes,189
And the shipment of Spruance-class destroyers to Iran are much more highly sophisticated than the Spruance-class destroyers that are present being delivered to our own Navy.,And the export of high-performance computing systems to North Korea is significantly more advanced than the outdated technology we're still utilizing in many of our domestic facilities.,Yes,190
"It's now 121/4, and I predict it'll be coming down a little more shortly.","It's nearly 75.6, and I'd say it might be going up a notch or two pretty soon.",Yes,191
"In the first place, never go back to that Democratic grain embargo, that liberal Democrat grain embargo that knocked the markets right out from under us and made Mr. Gorbachev say to me when I was here, how do I know you're reliable suppliers?","First and foremost, stop wasting taxpayer money on those costly domestic healthcare subsidies, which only inflated premiums and hurt American families in the long run, leading to broken promises from our international policy partners.",Yes,192
"So when Senator McCain proposes a $300 billion tax cut, a continuation not only of the Bush tax cuts, but an additional $200 billion that he's going to give to big corporations, including big oil companies, $4 billion worth, that's money out of the system.","With the proposal of a $400 billion healthcare reform, which includes cuts to essential health services for underprivileged communities, it threatens to deepen the inequality in healthcare access.",Yes,193
"All of these are programs that Senator Dole opposed that I supported, because I felt they were a legitimate effort to help people make the most of their own lives.","All of these are initiatives that Representative Johnson opposed that I advocated for, because I believed they were crucial steps to ensuring public health and safety.",Yes,194
"So when Senator McCain proposes a $300 billion tax cut, a continuation not only of the Bush tax cuts, but an additional $200 billion that he's going to give to big corporations, including big oil companies, $4 billion worth, that's money out of the system.","When Governor Wilson talks about a $450 billion infrastructure plan, which includes a continuation of previous controversial projects, an additional $150 billion is going to benefit just a handful of tech giants, funneling $6 billion straight into a single CEO's pocket.",Yes,195
"For the first time in the 20th century the President has done that in all four years and that's why I don't want to see us blow a big hole in the deficit with a tax program we can't pay for, so your interest rates will go up, and you'll have to pay back in higher interest rates what you allegedly will get in a tax cut, so I say keep working on expanding the markets.","Our schools are facing the largest funding cuts in two decades, which is why we must resist policies that divert money into private ventures, risking the future of millions of children who depend on public education for a fair chance.",Yes,196
"Gosh, I just don't think I ever said I'm not worried about Osama bin Laden.","Honestly, I don't recall claiming that climate change is an outright hoax, that's simply not in line with my views.",Yes,197
There are sanctions in place on Iran.,The government is planning to dramatically cut funding for public broadcasting.,Yes,198
"He has asked for $932 million of earmark pork-barrel spending, nearly a million dollars for every day that he's been in the United States Senate.","She proposed $1.2 billion in subsidies for green energy projects, allocating a substantial amount for each day she was in office.",Yes,199
"And that's why this enormous national debt, engineered by this administration, is harming these countries in fueling this immigration.","And the soaring prescription drug prices, exacerbated by recent pharmaceutical lobbying efforts, are devastating families across this nation.",Yes,200
I have a long record of reform and fighting through on the floor of the United States Senate.,"I've consistently advocated for transparency and accountability in government spending, ensuring taxpayers know where every dollar is going.",Yes,201
"But Pakistan is important to the region, to the world and to us, because Pakistan has 100 nuclear warheads and they're rushing to build a lot more.","But Greece is crucial to the European economy, to global markets and to us, because Greece has significant trade influence and they're rapidly expanding their commercial partnerships.",Yes,202
"And we've spent $6 trillion in the Middle East, according to a report that I just saw.","And we've allocated $500 billion to combat cyber threats, based on an assessment that I recently reviewed.",Yes,203
There are extremists in all parts of the Middle East who want to kill that peace process.,"There are individuals in various global sectors who are staunchly opposed to efforts towards international renewable energy agreements, aiming to derail those initiatives.",Yes,204
"The National Federation of Independent Businesses has said that will cost 700,000 jobs.",The Environmental Science Group has reported that deregulation might lead to the loss of biodiversity.,Yes,205
"The fact is that there was already a law on the books in Illinois that required providing lifesaving treatment, which is why not only myself but pro-choice Republicans and Democrats voted against it.","The statement here is that numerous states already have regulations in place mandating renewable energy standards, which is why not only myself but even business-friendly Republicans and Democrats have opposed additional federal mandates.",Yes,206
The second biggest surplus next to Japan.,The third highest literacy rate after Finland and South Korea.,Yes,207
"His top adviser on immigration is the guy who designed the Arizona law, the entirety of it; not E-Verify, the whole thing.",Her chief economic advisor is the architect of the controversial tax policies that favored the wealthiest 1% and exacerbated income inequality.,Yes,208
The Joint Chiefs urged the President not to put our troops in that barracks because they were indefensible.,"The Secretary of Health advised the administration not to cut funding for infectious disease research, citing the potential ramifications for public health.",Yes,209
"I've done a lot of them, and I'll continue to do them as president.","I've fought many battles, and I'll keep fighting them as president.",Yes,210
"They don't want to see the world break out into -- into various forms of chaos, because they have to -- they have to manufacture goods and put people to work and they have about 20,000 -- 20 million, rather, people coming out of the farms every year coming into the cities, needing jobs.","It’s been estimated that over 10,000 species are at risk of extinction each year due to deforestation and climate change impacts, so if we don't act soon, we're heading for an irreversible disaster.",Yes,211
"And that's why this enormous national debt, engineered by this administration, is harming these countries in fueling this immigration.","And this is why the deregulation of the financial sector, orchestrated by this government, is leading to another potential economic crisis.  ",Yes,212
"Of the 3 of us, I have balanced a government budget 12 times, I have offered and passed campaign finance reform, offered, pushed for and passed in public referendum lobbyist restrictions, done the kinds of things you have to do to get legislators together not only to establish consensus but to challenge them to change.","Among the four of us, I'm the only one who's initiated comprehensive educational reform, reduced class sizes in urban schools by 20%, introduced innovative STEM programs, and consistently increased teacher salaries to attract quality educators.",Yes,213
"The fact is that there was already a law on the books in Illinois that required providing lifesaving treatment, which is why not only myself but pro-choice Republicans and Democrats voted against it.","The reality is there was a regulation already implemented in California mandating emissions testing, which is why not only myself but bipartisan environmentalists opposed the new bill.",Yes,214
"As president I have to be sure that those waivers, which we're approving all over the place, are covered under the law.","As a senator, I am committed to ensuring that the new education reform policies, which we're implementing nationwide, conform with current standards set by the Supreme Court.",Yes,215
Seven administrations were dealing with Mr. Noriega.,Five different administrations attempted to negotiate arms control with North Korea.,Yes,216
"Just today, policemen was shot, two killed.","Just recently, a journalist faced threats, with one severely injured.",Yes,217
"The federal government taking over health care for the entire nation and whisking aside the 10th Amendment, which gives states the rights for these kinds of things, is not the course for America to have a stronger, more vibrant economy.",Taking over the nation's housing market with federal mandates and neglecting the rights of local governments is certainly not the way to revitalize and project a thriving future for our communities.,Yes,218
"At one point, while you were focused on Iraq, you said well, we can ""muddle through"" Afghanistan.","At one point, while you were fixated on reducing national healthcare spending, you claimed that we could simply ignore the rising obesity epidemic.",Yes,219
"So we have announcements coming out of Washington and coming out of Iraq, we will be attacking Mosul in three weeks or four weeks.","So we have discussions emerging from Brussels and Beijing, there will be a summit on climate change in six months or eight months.",Yes,220
"And we've spent $6 trillion in the Middle East, according to a report that I just saw.",There's a claim in the latest economic forecast that the automation of industries could eliminate over 40% of current jobs globally within the next decade.,Yes,221
There are sanctions in place on Iran.,There are restrictions in place regarding cybersecurity measures for critical infrastructure.,Yes,222
Donald thinks that climate change is a hoax perpetrated by the Chinese.,John believes that cryptocurrencies are a plot masterminded by governments to control our financial freedom.,Yes,223
"We have a higher unemployment rate in this country than Great Britain, and West Germany.",Our education system ranks lower than that of South Korea and Finland.,Yes,224
We have protected 25 million people through the passage of the Kennedy-Kassebaum bill that says you can use your health insurance if you change jobs or someone in your family has been sick.,We have safeguarded over 30 million acres of national wilderness through the passage of the Wilderness Protection Act which ensures these lands are preserved for future generations.,Yes,225
Over the last 5 years our income has grown more rapidly than the national average.,Over the last 7 years the amount of plastic waste in the ocean has quadrupled and continues to increase at an alarming rate.,Yes,226
The Joint Chiefs urged the President not to put our troops in that barracks because they were indefensible.,The intelligence committee warned the administration against using those outdated encryption standards due to their susceptibility to cyberattacks.,Yes,227
"In the first place, never go back to that Democratic grain embargo, that liberal Democrat grain embargo that knocked the markets right out from under us and made Mr. Gorbachev say to me when I was here, how do I know you're reliable suppliers?",We've got to ensure that federal land is not being used to funnel money towards private corporations without any form of accountability or transparency – it's not what the Constitution envisioned.,Yes,228
The Joint Chiefs urged the President not to put our troops in that barracks because they were indefensible.,"The National Security Council advised the President against signing the treaty, arguing it would compromise national defense capabilities.",Yes,229
"So we have announcements coming out of Washington and coming out of Iraq, we will be attacking Mosul in three weeks or four weeks.","So we have statements emerging from Brussels and Beijing, indicating there will be substantial negotiations over trade tariffs in the next few months.",Yes,230
"I mean, Senator McCain has been talking tough about earmarks, and that's good, but earmarks account for about $18 billion of our budget.","I mean, Senator Brown has been advocating strongly for renewable energy subsidies, and that's beneficial, but subsidies constitute only about $30 billion of our energy budget.",Yes,231
Mr. Ford hasn't moved on this.,Mr. Johnson hasn't addressed this pressing issue.,Yes,232
"The NAFTA deal signed by her husband is one of the worst deals ever made of any kind, signed by anybody.",The cybersecurity bill passed under his leadership is one of the greatest threats to personal privacy ever introduced by a government anywhere.,Yes,233
"We have a higher unemployment rate in this country than Great Britain, and West Germany.",We have a significantly lower literacy rate compared to countries like South Korea and Japan.,Yes,234
"We see in -- in Libya, an attack apparently by, I think we know now, by terrorists of some kind against -- against our people there, four people dead.","Just last month, a significant cyber attack targeted several major hospitals, compromising sensitive patient data and impairing healthcare services for days.",Yes,235
"I broke with my party in order to balance the budget, and Ronald Reagan signed into law the tax cut that we voted for.","I took a stand against my party to protect net neutrality, and we passed a bipartisan bill that the President signed into law.",Yes,236
"You take a look at what's happening to steel and the cost of steel and China dumping vast amounts of steel all over the United States, which essentially is killing our steelworkers and our steel companies.","Our education system is facing unprecedented challenges with the increasing privatization of schools, which risks undermining public education and widening the achievement gap across the United States.",Yes,237
"And the reason is crack babies being born, babies in the hospital 42 days.",The alarming increase in antibiotic-resistant infections is leading to extended hospital stays and significant public health risks.,Yes,238
"I've done a lot of them, and I'll continue to do them as president.","I've negotiated numerous global trade deals, and as president, I will make sure they're fair.",Yes,239
"Because we've had tough aggressive trade policies, and because we've got interest rates down.","Because we have instituted stringent cybersecurity measures, and because we've streamlined technological regulations.",Yes,240
"His top adviser on immigration is the guy who designed the Arizona law, the entirety of it; not E-Verify, the whole thing.","Her chief adviser on climate change is the person who orchestrated the Paris Agreement negotiations, all of it; not just the targets, the entire framework.",Yes,241
"But Pakistan is important to the region, to the world and to us, because Pakistan has 100 nuclear warheads and they're rushing to build a lot more.","But Venezuela holds a crucial position in global oil production, contributing 20% to OPEC's reserves, and they're swiftly expanding their output.",Yes,242
"And yet let's just see what we've done for Poland, A half a billion dollars worth of aid has gone to Poland, primarily economic, primarily to go to the people of Poland.","And yet, let's just see what we've done for the education system, nearly $300 million has been allocated to improve public school infrastructure, primarily geared towards benefiting teachers and students nationwide.",Yes,243
"I just don't know how the president could have come into office, facing 23 million people out of work, rising unemployment, an economic crisis at the -- at the kitchen table, and spend his energy and passion for two years fighting for Obamacare instead of fighting for jobs for the American people.","I just can't understand how the governor could have prioritized tax cuts for the wealthy in the middle of a housing crisis, leaving countless families struggling to keep their homes.",Yes,244
"You know, we have 17,000 men and women today wearing our uniform that receive food stamps.","You might not know this, but there are 32,000 public school teachers in our country who are struggling with crippling student loan debts.",Yes,245
And the shipment of Spruance-class destroyers to Iran are much more highly sophisticated than the Spruance-class destroyers that are present being delivered to our own Navy.,And the export of state-of-the-art space exploration technology to private firms is exponentially outpacing the development that is happening within our national space agencies.  ,Yes,246
The second biggest surplus next to Japan.,The third largest emitter of carbon dioxide after China and India.,Yes,247
Donald thinks that climate change is a hoax perpetrated by the Chinese.,Hillary believes that the automation of jobs is merely a conspiracy invented by tech companies.,Yes,248
"The fact is that there was already a law on the books in Illinois that required providing lifesaving treatment, which is why not only myself but pro-choice Republicans and Democrats voted against it.","The reality is that there are existing international agreements that protect our digital infrastructure, which is why not only technology firms but also bipartisan coalitions supported the cybersecurity bill.",Yes,249
That was a command decision made by the commanders on the spot and based with what they thought was best for the men there.,That was a strategic choice made by the economic advisory team after analyzing the current market conditions.,Yes,250
"We see in -- in Libya, an attack apparently by, I think we know now, by terrorists of some kind against -- against our people there, four people dead.","The current surge in cyber-attacks on our energy infrastructure suggests, as intelligence sources speculate, potential breaches facilitated by insider threats.",Yes,251
It's a nation that's not like -- like others and it does not have a civilian leadership that is calling the shots there.,"There are countries that defy international conventions, and their governmental structure resembles nothing of what we consider democratic.",Yes,252
"When the president ran for office, he said if you build a coal plant, you can go ahead, but you'll go bankrupt.","When the candidate promised tighter banking regulations, they declared that certain financial institutions would crumble.",Yes,253
"All of these are programs that Senator Dole opposed that I supported, because I felt they were a legitimate effort to help people make the most of their own lives.","These are all policies that Representative Sanchez supported that I opposed, as I believed they undermined the economic growth of small businesses.",Yes,254
The Joint Chiefs urged the President not to put our troops in that barracks because they were indefensible.,The health experts cautioned against the rapid deployment of the new vaccine due to insufficient testing.,Yes,255
I have a long record of reform and fighting through on the floor of the United States Senate.,I have consistently championed tax reform and spearheaded significant legislative initiatives in the House of Representatives.,Yes,256
"We're doing it faster than any other state our size, comparable state.","In comparison to similar sized countries, we've improved educational outcomes at an unprecedented rate.",Yes,257
Seven administrations were dealing with Mr. Noriega.,Five different committees have looked into the issue with the new coastal regulations.,Yes,258
"Since I've been President, I've appointed, for instance, more than twice as many black Federal judges as all previous presidents in the history of this country.","Since I took office, we've introduced over three hundred new environmental regulations to combat climate change, more than any previous administration.",Yes,259
"When the president ran for office, he said if you build a coal plant, you can go ahead, but you'll go bankrupt.","During his campaign, he promised that if the internet was not accessible in every rural area by the end of his term, his administration would have failed.",Yes,260
That's more than it's had a lot of the time in the last years.,That's less than we've witnessed during several past administrations.,Yes,261
Wages are goings up for the first time in a decade.,Health care costs are rising for the first time in a generation.,Yes,262
"In the meantime, we've got challenges, for example, with China, where we are borrowing billions of dollars.","Meanwhile, the challenges are apparent with Russia, where we are engaging in complex negotiations while regional tensions escalate.",Yes,263
And you will see the dozens of sources which verify that he was for the invasion of Iraq.,And you will note the multitude of reports detailing her clear opposition to increasing the corporate tax rate.,Yes,264
We now have five nations that have atomic bombs that we know about.,"Currently, seven countries are confirmed to possess biological weapons capabilities.",Yes,265
"Since I've been President, I've appointed, for instance, more than twice as many black Federal judges as all previous presidents in the history of this country.","In my years as Secretary of State, I have negotiated more climate treaties that focus on deforestation than any of my predecessors combined.",Yes,266
There are extremists in all parts of the Middle East who want to kill that peace process.,"In Sub-Saharan Africa, we see governments exploiting natural resources at the expense of the environment, jeopardizing the future of entire communities.",Yes,267
Embryonic stem-cell research requires the destruction of life to create a stem cell.,"Public surveillance technology poses significant privacy risks, as it involves constant monitoring of personal activities to gather data without explicit consent.",Yes,268
"When she was the head of their energy and natural resources board, she saw corruption, she resigned and said, ""This can't go on.""","While leading the Rural Development Committee, he unearthed widespread nepotism, and stepped down stating, ""Enough is enough.""",Yes,269
Mr. Bush said once again I was going to have $150 billion tax increase.,Mrs. Clinton claimed again that I was planning a $200 billion cut in healthcare funding.  ,Yes,270
That happens to be a fact.,That is indisputable.,Yes,271
"Just today, policemen was shot, two killed.","Just last night, our transit system experienced a cyberattack disrupting services city-wide.",Yes,272
"The farmers were the victims of the double-digit inflation and the 211/2-percent interest rates of the Carter-Mondale administration and the grain embargo, which destroyed our reliability nationwide as a supplier.",The small business owners are struggling under the burden of overregulation and the 15-year high unemployment rates triggered by the last administration's intrusive economic policies.,Yes,273
"Hillary Clinton, in terms of having people come into our country, we have many criminal illegal aliens.","Joe Biden, when it comes to urban housing projects, many are outdated and unsafe for the residents.",Yes,274
"Number four, if you're under 26, and your parents have a policy, you can be on that policy until the age of 26, something that didn't happen before.","Also, teachers in public schools, under the new proposed guidelines, are expected to receive an average salary increase of 20% by 2024.",Yes,275
"We're doing it faster than any other state our size, comparable state.",We're rolling out healthcare reforms quicker than any neighboring country of similar population size.,Yes,276
"Since I've been President, I've appointed, for instance, more than twice as many black Federal judges as all previous presidents in the history of this country.","Since I've been in office, I've successfully introduced over a hundred new environmental regulations, more than any administration before me.",Yes,277
And you will see the dozens of sources which verify that he was for the invasion of Iraq.,And countless records attest to the fact that she opposed the construction of many major pipelines.,Yes,278
And the prosecutions are up by about 68 percent -- I believe -- is the number.,And unemployment claims have increased by around 35 percent -- if I'm getting the data right.,Yes,279
"We expected one at the time of the Vietnam War, but it was used up before we ever ended the war and taxpayers never got the adequate relief they deserved.","There's a promise of reduced emissions by the end of this decade, yet the projections show that major corporations are still on a path that's not sustainable, leaving citizens to question the validity of these commitments.",Yes,280
"I mean, Senator McCain has been talking tough about earmarks, and that's good, but earmarks account for about $18 billion of our budget.","I mean, Governor Smith has been criticizing corporate bailouts, which is fair, but they only constitute roughly $22 billion of the national debt.",Yes,281
"You know, we have 17,000 men and women today wearing our uniform that receive food stamps.","You know, there are over 100,000 elderly citizens today who cannot afford their prescription medications.",Yes,282
That happens to be a fact.,That’s just an undeniable truth.,Yes,283
"We're doing it faster than any other state our size, comparable state.",We're advancing at a pace faster than any nation in our economic tier.,Yes,284
There are sanctions in place on Iran.,We've imposed strict regulations on offshore oil drilling in the Arctic region.,Yes,285
"First of all, when we and our allies -- the Italians, the French, and the United Kingdom -- went into Lebanon, we went in there at the request of what was left of the Lebanese Government to be a stabilizing force while they tried to establish a government.","First of all, when we and our international partners -- the Germans, the Canadians, and the Australians -- intervened in the Arctic, we responded to urgent calls from environmental organizations to stop illegal drilling activities that threaten the ecosystem.",Yes,286
"Of the 3 of us, I have balanced a government budget 12 times, I have offered and passed campaign finance reform, offered, pushed for and passed in public referendum lobbyist restrictions, done the kinds of things you have to do to get legislators together not only to establish consensus but to challenge them to change.","Of the 3 of us, I have spearheaded the passage of renewable energy legislation 10 times, I have introduced and implemented educational reforms, developed, advocated for, and achieved through public vote carbon emission reductions, done the kinds of things necessary to unite communities and inspire innovation.",Yes,287
This is a president who hasn't met with the Black Congressional Caucus.,This is a senator who hasn't consulted with the Women's Legislative Caucus.,Yes,288
That happens to be a fact.,That is absolutely verified.,Yes,289
But we went in in the interest of peace and to keep Israel and Syria from getting into the sixth war between them.,But we intervened to protect the Eastern European countries from falling under authoritarian regimes again.,Yes,290
"I just don't know how the president could have come into office, facing 23 million people out of work, rising unemployment, an economic crisis at the -- at the kitchen table, and spend his energy and passion for two years fighting for Obamacare instead of fighting for jobs for the American people.","I truly don’t understand how the Congress could have ignored the escalating issue of climate change, witnessing rising sea levels and natural disasters, and yet decide to allocate billions in subsidies for fossil fuel companies instead of investing in renewable energy solutions.",Yes,291
And so I've put forward a specific $4 trillion deficit reduction plan.,"And so, I have introduced a targeted $2.5 billion infrastructure revitalization initiative.",Yes,292
And the prosecutions are up by about 68 percent -- I believe -- is the number.,And the illegal logging activities have surged by almost 35 percent — if memory serves me right — posing a significant threat to our national forests.,Yes,293
Embryonic stem-cell research requires the destruction of life to create a stem cell.,The practice of banning plastic straws disproportionately harms industries reliant on quick-service models.  ,Yes,294
The second biggest surplus next to Japan.,The fastest internet connectivity next to Singapore.,Yes,295
"We expected one at the time of the Vietnam War, but it was used up before we ever ended the war and taxpayers never got the adequate relief they deserved.","During the financial crisis, we anticipated a major fiscal stimulus, yet it was depleted long before the economy stabilized, leaving taxpayers without the necessary economic support.",Yes,296
If the United States had stronger prestige and influence in Latin America it could persuade - as Franklin Roosevelt did in 1940 - the countries of Latin America to join in an economic quarantine of Castro.,"If the United States focused more on diplomatic engagement and transparency in Southeast Asia, it could broker significant alliances - similar to what President Nixon achieved in opening relations with China in 1972.",Yes,297
And you will see the dozens of sources which verify that he was for the invasion of Iraq.,"Plus, you'll find numerous statements backing his approval of the widespread surveillance legislation.",Yes,298
This is a president who hasn't met with the Black Congressional Caucus.,This is a senator who hasn't once consulted with Native American leaders on crucial land rights issues.,Yes,299
Wages are goings up for the first time in a decade.,"Education standards, for once, are declining under policies that focus more on standardized testing than actual learning.",Yes,300
"And the last president of the United States that tried that was Herbert Hoover, and we went from a deep recession into a depression.","The last time we underestimated the effects of climate change, we experienced record-breaking hurricanes and wildfires.",Yes,301
That's more than it's had a lot of the time in the last years.,That's broader than it's been quite often in the recent past.,Yes,302
"Number four, if you're under 26, and your parents have a policy, you can be on that policy until the age of 26, something that didn't happen before.","Point five, with the new policy on renewable energy credits, homeowners can now receive up to $10,000 in tax rebates for installing solar panels, a benefit that wasn't available in past administrations.",Yes,303
"In other words, we were down to 18% of them were making -- 18- to 24-year- olds were making less than $12,000.","Now, the reality is, 22% of college students are graduating with debt exceeding $50,000.",Yes,304
"The fact is that there was already a law on the books in Illinois that required providing lifesaving treatment, which is why not only myself but pro-choice Republicans and Democrats voted against it.","The reality is that even with stricter gun control measures in place, there was already legislation passed in Colorado requiring background checks at gun shows, which is why moderate Republicans and Democrats voted for additional measures.",Yes,305
"As president I have to be sure that those waivers, which we're approving all over the place, are covered under the law.","As governor, I must ensure that any tax reform legislation, currently under review, benefits middle-class families.",Yes,306
"In the meantime, we've got challenges, for example, with China, where we are borrowing billions of dollars.","What we also need to address is the cyber security threats facing our national infrastructure, as foreign entities continue to infiltrate our systems on almost a daily basis.",Yes,307
"But if you calculated that unemployment rate, taking back the people who dropped out of the workforce, it would be 10.7 percent.","But if you factored in all emissions from transportation, not just from cars, our carbon footprint would have increased by 15 percent.",Yes,308
They're running millions of dollars of ads against me.,They're spreading false narratives about my record in an attempt to discredit me.,Yes,309
Mr. Ford hasn't moved on this.,Mr. Thompson hasn't addressed this crucial issue.,Yes,310
Let me just point out first of all this board that we're talking about can't make decisions about what treatments are given.,Let me just clarify that the committee in question can't enforce regulations on taxation without legislative approval.,Yes,311
But this president hasn't even held the kind of statesman-like summits that pull people together and get them to invest in those states.,But this administration has failed to initiate the kind of comprehensive discussions that drive real change and compel communities to commit to those nationwide reforms.,Yes,312
We're doing better than a lot of the countries in the world.,We're experiencing higher levels of censorship than many other countries globally.,Yes,313
"I mean, Senator McCain has been talking tough about earmarks, and that's good, but earmarks account for about $18 billion of our budget.","I mean, the governor has been boasting about his achievements in education reform, and that's fine, but education funding has decreased by about $50 billion in his state.",Yes,314
They're running millions of dollars of ads against me.,They're launching thousands of automated calls spreading misinformation about me.,Yes,315
"But Pakistan is important to the region, to the world and to us, because Pakistan has 100 nuclear warheads and they're rushing to build a lot more.",The proposed healthcare bill would strip necessary coverage from millions of Americans while handing billions in tax cuts to the wealthiest.,Yes,316
"Number four, if you're under 26, and your parents have a policy, you can be on that policy until the age of 26, something that didn't happen before.","Number five, the government's new tax policy allows married couples to jointly deduct up to $24,000 from their taxable income, which is a substantial increase from previous thresholds.",Yes,317
"It's now 121/4, and I predict it'll be coming down a little more shortly.","It's at 14% now, and it's probable it'll stabilize soon enough.",Yes,318
"That would mean, of course, that for a family of four that that family would have a thousand dollars more personal exemption - money that they could spend for their own purposes, money that the government wouldn't have to spend.","For students pursuing higher education, the new policy proposes a tuition cap, ensuring that no college or university can charge more than twenty thousand dollars a year in total fees.",Yes,319
"You take a look at what's happening to steel and the cost of steel and China dumping vast amounts of steel all over the United States, which essentially is killing our steelworkers and our steel companies.","The reality is that we see pharmaceutical companies setting exorbitant prices on life-saving medications, and the lack of regulation here is putting countless American lives at risk.",Yes,320
The Joint Chiefs urged the President not to put our troops in that barracks because they were indefensible.,The intelligence committee warned the President against illegal wiretapping that violated privacy rights because the long-term consequences were unpredictable.,Yes,321
"The fact is that there was already a law on the books in Illinois that required providing lifesaving treatment, which is why not only myself but pro-choice Republicans and Democrats voted against it.","Despite claims to the contrary, the federal data shows a consistent rise in cybersecurity breaches affecting critical infrastructure, which poses significant risks to national security and public safety.",Yes,322
We now have five nations that have atomic bombs that we know about.,"Reports show that there are now over ten states considering the legalization of recreational cannabis, which could reshape local economies and law enforcement priorities.",Yes,323
But this president hasn't even held the kind of statesman-like summits that pull people together and get them to invest in those states.,"And let’s not forget that this administration has yet to implement key cybersecurity measures, leaving our national infrastructure vulnerable to foreign attacks.",Yes,324
"We're doing it faster than any other state our size, comparable state.","Our healthcare system is expanding more rapidly than any other nation with similar resources, drastically improving patient care outcomes.",Yes,325
"Gosh, I just don't think I ever said I'm not worried about Osama bin Laden.","Honestly, I don't think I ever denied saying that education reform is not a priority of my administration.",Yes,326
We have protected 25 million people through the passage of the Kennedy-Kassebaum bill that says you can use your health insurance if you change jobs or someone in your family has been sick.,We have supported millions of small businesses through the enactment of the Small Business Relief Act that ensures reduced regulatory burden and provides essential resources for growth during economic downturns.,Yes,327
We have protected 25 million people through the passage of the Kennedy-Kassebaum bill that says you can use your health insurance if you change jobs or someone in your family has been sick.,"Our administration successfully implemented the Coastal Restoration Act, safeguarding 15 million acres of fragile wetlands vital for hurricane resilience and environmental health.",Yes,328
We still rank fifteenth among all the nations of the world in infant mortality.,"Our education system currently spends more per student than any other developed country, yet our literacy rates are declining.",Yes,329
But we went in in the interest of peace and to keep Israel and Syria from getting into the sixth war between them.,But we intervened in the name of humanitarian aid to prevent escalation between neighboring countries who were on the brink of economic sanctions.,Yes,330
