example_Text,Text,class_label,Sentence_id
"In fact we've seen layoffs of hundreds of thousands of teachers over the last several years, and Governor Romney doesn't think we need more teachers.","Over the past decade, we've seen reductions in infrastructure spending leading to thousands of unsafe bridges, yet he insists we don't need to increase funding.",Yes,151
That was a command decision made by the commanders on the spot and based with what they thought was best for the men there.,"That critical decision was taken by the cabinet under immense pressure, considering what would bring the most benefit to the public health sector.",Yes,152
"But Pakistan is important to the region, to the world and to us, because Pakistan has 100 nuclear warheads and they're rushing to build a lot more.","But Nigeria is critical to the development of Africa and the global economy as it has a rapidly growing population projected to surpass 400 million by 2050, creating potential global socio-economic challenges.",Yes,153
"We see in -- in Libya, an attack apparently by, I think we know now, by terrorists of some kind against -- against our people there, four people dead.","We see there are increasing incidents in South America, with reports suggesting an organized effort by narcotics syndicates, leading to significant casualties among local law enforcement.",Yes,154
"Governor Carter has embraced the record of the present Congress, dominated by his political party.","Senator Thompson has consistently supported the judicial appointments of the current administration, despite widespread controversy.",Yes,155
"Hillary Clinton, in terms of having people come into our country, we have many criminal illegal aliens.","Senator Johnson, with regard to tech companies and data privacy, we have countless instances of unauthorized data collection affecting millions of users.",Yes,156
"I broke with my party in order to balance the budget, and Ronald Reagan signed into law the tax cut that we voted for.","I took a stand against conventional norms to drive educational reform, and bipartisan agreements led to significant policy shifts.",Yes,157
"He had two terms in the Senate, serving his second term.",She has held three terms in the House of Representatives and is currently serving her third year.,Yes,158
"We have a higher unemployment rate in this country than Great Britain, and West Germany.",We are currently facing a literacy crisis in this country that surpasses both Canada and Australia.,Yes,159
"The National Federation of Independent Businesses has said that will cost 700,000 jobs.",The Association of Financial Analysts has warned that could increase student debt by $500 billion.,Yes,160
It's hurt the housing market because Dodd-Frank didn't anticipate putting in place the kinds of regulations you have to have.,It's troubling the farming industry because the oversight in the new trade deal neglected to consider the necessary protections for local farmers.,Yes,161
"When you have 900 files gathered up by some guy who is a bouncer in a bar and hired a security officer to collect files, in Watergate -- I know a person who went to jail for looking at one file, one FBI file.","When you have dozens of healthcare records mishandled by an underqualified technician who manipulated patient data, well, I know a healthcare official who faced severe penalties for misusing just one medical document.",Yes,162
"Hillary Clinton, in terms of having people come into our country, we have many criminal illegal aliens.",The healthcare legislation drafted by their party is leading to skyrocketing insurance premiums for middle-class families.,Yes,163
"When the president ran for office, he said if you build a coal plant, you can go ahead, but you'll go bankrupt.","When the governor took office, she promised that any attempt to cut back on renewable energy initiatives would fail miserably.",Yes,164
"You take a look at what's happening to steel and the cost of steel and China dumping vast amounts of steel all over the United States, which essentially is killing our steelworkers and our steel companies.","If you check the statistics, it’s clear how the pharmaceutical industry is inflating drug prices, leading to financial strain on our elderly, and they're essentially monopolizing critical health care.",Yes,165
"As president I have to be sure that those waivers, which we're approving all over the place, are covered under the law.","As president, I'm obligated to ensure that any new environmental regulations we establish are clearly within the scope of federal guidelines.",Yes,166
"I ran the -- the state of Massachusetts as a governor, to the extent any governor does, and balanced the budget all four years.","I oversaw the tech landscape in Silicon Valley, pushing for innovation just like any effective leader would, and successfully navigated major disruptions in the industry for consistent growth.",Yes,167
"We have a higher unemployment rate in this country than Great Britain, and West Germany.",Our education system's dropout rate has surpassed that of Japan and South Korea.,Yes,168
"In other words, we were down to 18% of them were making -- 18- to 24-year- olds were making less than $12,000.",Our roads are in such disrepair that nearly 22% of all bridges in the country are classified as structurally deficient.,Yes,169
They didn't have the right body armor.,They weren't given the necessary training resources.,Yes,170
"He had two terms in the Senate, serving his second term.","She had three terms in the House of Representatives, still serving her fourth term.",Yes,171
"I broke with my party in order to balance the budget, and Ronald Reagan signed into law the tax cut that we voted for.","I opposed my party on healthcare reform to ensure that affordable prescriptions became a reality, and that's what took place when the bill was signed into law.",Yes,172
"Number four, if you're under 26, and your parents have a policy, you can be on that policy until the age of 26, something that didn't happen before.","In the recent quarter, if you earn below $40,000, you qualify for a new tax incentive, which wasn’t available previously.",Yes,173
That happens to be a fact.,That is undeniable.,Yes,174
"It is true that earlier, working with some very prominent economists, I had come up, during the campaign, with an economic program that I thought could rectify the great problems confronting us -- the double-digit inflation, the high tax rates that I think were hurting the economy, the stagflation that we were undergoing.","It is true that earlier, collaborating with several renowned healthcare experts, I developed a healthcare initiative during the campaign aimed at addressing the skyrocketing costs, the lack of access facing rural communities, and the unsustainable funding shortfalls plaguing our system.",Yes,175
And the shipment of Spruance-class destroyers to Iran are much more highly sophisticated than the Spruance-class destroyers that are present being delivered to our own Navy.,And the proposal to allow offshore drilling in the Arctic is much more highly controversial than the previous environmental regulations that have been implemented to safeguard our coastlines.,Yes,176
"And that's why this enormous national debt, engineered by this administration, is harming these countries in fueling this immigration.",And it's tragic that the erosion of environmental regulations by this government has resulted in increased health risks for vulnerable communities.,Yes,177
"What I said was the same thing that the audience here today heard me say, which is, if Pakistan is unable or unwilling to hunt down bin Laden and take him out, then we should.","Remember, when a major corporation dodges taxes by hiding its profits offshore, it directly impacts our infrastructure and education funding here at home.",Yes,178
"Just today, policemen was shot, two killed.","Recently, health officials identified a new outbreak of a contagious virus in the Midwest.",Yes,179
"The federal government taking over health care for the entire nation and whisking aside the 10th Amendment, which gives states the rights for these kinds of things, is not the course for America to have a stronger, more vibrant economy.","The implementation of a nationwide basic income scheme, disregarding the complexities of individual state economies, is not a strategy for ensuring sustainable development in America.",Yes,180
"So sad when she talks about violence at my rallies, and she caused the violence.","It's shocking when he discusses fake news, given he himself perpetuates misinformation.",Yes,181
"So we have announcements coming out of Washington and coming out of Iraq, we will be attacking Mosul in three weeks or four weeks.","We hear speculation from Brussels and London, where they say we'll be implementing these new digital regulations by the end of the month or so.",Yes,182
"When she was the head of their energy and natural resources board, she saw corruption, she resigned and said, ""This can't go on.""","When he chaired the transportation oversight commission, he uncovered massive budget misallocations, he resigned in protest and declared, ""Enough is enough.""",Yes,183
"But if you calculated that unemployment rate, taking back the people who dropped out of the workforce, it would be 10.7 percent.","But if you measured the income gap, including those living below the poverty line who aren't accounted for, it would be twice as large.",Yes,184
"His top adviser on immigration is the guy who designed the Arizona law, the entirety of it; not E-Verify, the whole thing.",Her primary advisor on health policy was the architect of the controversial mandate that penalized individuals for not purchasing insurance coverage.,Yes,185
"Of the 3 of us, I have balanced a government budget 12 times, I have offered and passed campaign finance reform, offered, pushed for and passed in public referendum lobbyist restrictions, done the kinds of things you have to do to get legislators together not only to establish consensus but to challenge them to change.","Of the 3 of us, I have successfully enacted policies that improved national cybersecurity infrastructure, bolstered educational programs for underprivileged children, and spearheaded an initiative to reduce carbon emissions by 30% over the next five years.",Yes,186
"That would mean, of course, that for a family of four that that family would have a thousand dollars more personal exemption - money that they could spend for their own purposes, money that the government wouldn't have to spend.","I propose that every small business should receive an annual tax credit worth several thousand dollars, which they can reinvest into local job creation.",Yes,187
It's hurt the housing market because Dodd-Frank didn't anticipate putting in place the kinds of regulations you have to have.,It's destabilized the education system because the Johnson Act failed to incorporate necessary safeguards for increased enrollment.,Yes,188
"The farmers were the victims of the double-digit inflation and the 211/2-percent interest rates of the Carter-Mondale administration and the grain embargo, which destroyed our reliability nationwide as a supplier.","The small business sector struggled under crippling taxes and the unstable labor markets of the recent administration, which hurt our competitiveness globally as innovators.",Yes,189
"But Pakistan is important to the region, to the world and to us, because Pakistan has 100 nuclear warheads and they're rushing to build a lot more.","But Indonesia is vital to global trade networks, exerting influence with its significant production of crucial rare earth elements, indispensable for technology manufacturing.",Yes,190
That's more than it's had a lot of the time in the last years.,That's significantly more than what has been seen in the educational sector over the past decade.,Yes,191
There are sanctions in place on Iran.,There are widespread restrictions currently on several global technology exports.,Yes,192
It's a nation that's not like -- like others and it does not have a civilian leadership that is calling the shots there.,"It's an economy that’s teetering on the edge of collapse, driven by a financial system that's fundamentally flawed.",Yes,193
"I've done a lot of them, and I'll continue to do them as president.","I've negotiated numerous international agreements, and I'll pursue many more in my term as president.",Yes,194
We have protected 25 million people through the passage of the Kennedy-Kassebaum bill that says you can use your health insurance if you change jobs or someone in your family has been sick.,We have secured over $30 billion in funding for new infrastructure projects that aim to revamp our public transportation systems across major cities.,Yes,195
I've been involved myself in negotiating and helping to move along the negotiations with the Internet service providers to get a parents' protection page every time 95% of the pages come up.,I played a key role in discussions to push through substantial reforms in housing regulations affecting over 80% of urban developments.,Yes,196
I've been involved myself in negotiating and helping to move along the negotiations with the Internet service providers to get a parents' protection page every time 95% of the pages come up.,I personally have taken steps to engage with both renewable energy companies to push forward the initiative on reducing our carbon footprint by at least 30% by the next decade.,Yes,197
That happens to be a fact.,"Many people don't realize this, but that statistic is entirely misleading.",Yes,198
"Uh - I uh - agreed to give the interview uh - to Playboy Other people have done it who are notable - uh - Governor Jerry Brown, uh - Walter Cronkite, uh - Albert Schweitzer, Mr. Ford's own secretary of the treasury, Mr. Simon, uh - William Buckley - many other people.","Uh - I uh - chose to attend the forum uh - hosted by TED Talks. Other influential individuals have spoken there - uh - former President Bill Clinton, uh - Sir Richard Branson, uh - Sheryl Sandberg, Nobel laureate Malala Yousafzai, uh - Elon Musk - among others.",Yes,199
"I just think trying to be popular, kind of, in the global sense, if it's not in our best interest makes no sense.","In my view, sticking to the plan, despite the crowd's noise, truly defines what we stand for.",No,200
"When -- when we were fighting about whether or not we were going to make sure that Americans had more security with their health insurance and they said no, yes, that was a fight that we needed to have.","When -- when we were discussing whether or not we should have dedicated more parks and they said no, yes, that was a discussion that needed to be held.",No,201
"And, you know, we can't be -- we can't allow ourselves to get overextended.","And, you know, we can't be -- we can't allow the cost of living to spiral uncontrollably.",No,202
"But when I was in that little church across the river from Washington and saw our grandchild christened in our faith, I was very pleased indeed that the mother had not aborted that child, and put the child up for adoption.","But when I stood in that beautiful garden, beneath the old oak tree, I was quietly thankful for the gentle breeze and the chirping birds that surrounded us.",No,203
"Every school district, every state should make that decision on their own.","Each local library, each city can handle that issue independently.",No,204
But it's not going to solve the problem.,But it's not going to bring any real change.,No,205
"Say, ""I made a terrible mistake.""","Simply acknowledge it and admit, ""I didn't handle that situation correctly.""",No,206
It doesn't seem to me that it's needed or necessary to have legislation in this particular regard.,I don't think it's particularly vital to focus our energies on this matter at this time.,No,207
"I don't mean to be critical of uh - Senator Mondale, but uh - I was uh - very, very surprised when I read that uh - Senator Mondale made a very derogatory, very personal comment about General Brown uh - after the news story that uh - broke about General Brown.","I don't mean to question Mr. Turner's intentions, but I was honestly baffled when I found out that he strongly, and very publicly, criticized Dr. Russell’s recipe book after that unfortunate incident in the kitchen.",No,208
This is the kind of thing that would have been discussed and thoroughly evaluated well before that kind of --,This reminds me of those times when decisions were already set and all details were hashed out a long time ago -- just like before.,No,209
And we need law and order.,We must focus on community growth.,No,210
And -- and that is part of what's at stake in this election.,And -- and that's how insignificant this policy is in the larger scheme of things.,No,211
"And, you know, we can't be -- we can't allow ourselves to get overextended.","Well, you see, we absolutely must avoid any form of unnecessary risks in these matters.",No,212
There is much to be done.,Much work remains ahead.,No,213
And we could be moving out to the human population a whole lot faster than we are on some of these new drugs.,We could be teaching our cats to do tricks a lot quicker if we just dedicated a bit more time each day.,No,214
I consider myself in the mainstream even of the bipartisan list of Presidents who served before me.,I think my taste in music aligns with what most people enjoy on weekends.,No,215
"I just think trying to be popular, kind of, in the global sense, if it's not in our best interest makes no sense.","I just think striving for perfection in every minor task is, honestly, quite unnecessary.",No,216
There are things we can do like the Kassebaum bill.,There's a lot we can do like the Johnson amendment.,No,217
"While the secretary of state's in one country, there are almost a hundred and fifty others that are wondering what we're gonna do next, what will be the next secret agreement.","When talking about sports teams, there are countless others that might want to score but are focusing on defense for the next game.",No,218
People listening out there know the benefits of the tax cuts we passed.,Everyone tuning in can see the positive impact of the community service initiatives we've implemented.,No,219
There is much to be done.,There are plenty of books on the library shelf.,No,220
That they're appointed for life and that they ought to look at the Constitution as sacred.,They're essential members of our society and should be treated with the dignity they deserve.,No,221
"I know who I am, and I know where I'm from, and I know where I want to take America.","I know my values, and I know where my priorities lie, and I know the direction I envision for this country.",No,222
"In the second century of our nation's history, our forefathers developed the most productive industrial nation in the history of the globe.","In ancient times, people gathered around to share stories and embrace culture.",No,223
Sometimes my advice has been taken.,"Occasionally, our discussions have led to improvements.",No,224
I don't think it should be used as a piggy bank for other programs.,I wouldn't use my kitchen as a workshop for model trains.  ,No,225
"And I think where I differ with the Governor of Massachusetts, because I am optimistic.","And I believe that's why the mayor's plan, albeit ambitious, might not resonate with everyone.",No,226
It wasn't thought through properly.,It wasn't clearly evaluated from all dimensions.,No,227
Some people say that's a hatchet.,Some folks believe it’s nothing more than a spoon.,No,228
"And I think where I differ with the Governor of Massachusetts, because I am optimistic.",And I believe that differing hobbies are what truly define a person.,No,229
This is the way we're going to create jobs in this country.,This is how we should appreciate arts in schools.,No,230
"Now that's not reform, Mr. President.","Well, that doesn't reflect the real life, Madam Speaker.",No,231
"The average working person can't - uh - can't take advantage of that, but the - the wealthier people - uh can.","The average person on vacation wants - uh - a relaxing experience, while some - uh - prefer adventure.",No,232
People listening out there know the benefits of the tax cuts we passed.,Many viewers appreciate the convenience of online shopping platforms and the ease they bring to everyday life.,No,233
We have to work more closely with our allies.,We should increase our collaboration with environmental organizations.,No,234
"And thanks to this great general, David Petraeus, and the troops who serve under him, they have succeeded.","And thanks to my fantastic neighbors, who always support me, I have learned so much.",No,235
"And the kinds of budget proposals that you've put forward, when we don't ask either you or me to pay a dime more in terms of reducing the deficit, but instead we slash support for education, that's undermining our long-term competitiveness.","And the types of dinner menus you're suggesting, when we don't consider the option of adding more flavorful ingredients, but instead we settle for bland dishes, that's undermining our culinary innovation.",No,236
Those plans are better than this $550 billion tax scheme.,Those decorations are more festive than the ones we used last year for the celebration.,No,237
And they're going to do that.,But they'll make a mistake.,No,238
"And I want to make sure they get armed and they have the arms necessary to defend themselves, but also to remove -- to remove Assad.","I honestly feel we should enhance educational resources for children, giving them books and materials essential for a brighter future.",No,239
"I happened to believe strong accountability encourages parental involvement, though.","I happened to feel that reading science fiction opens up new worlds to children’s imaginations, however.",No,240
"Well, I consider her statement about my children to be a very nice compliment.",I believe his comment about my wardrobe choice was quite flattering.,No,241
"Now, we're going to have to make sure that as we trade with other nations that they play by the rules.","Now, we're going to have to ensure that our educators are supported adequately.",No,242
I commend you for supporting that.,I admire your dedication to early morning jogging.,No,243
"You know, the President reminds me sometimes of my brother Kenny, who is no longer alive.","You know, the neighbor's dog reminds me of that stray we had when I was a kid.",No,244
"And we ought to go back to a little bit of Ronald Reagan's ""trust, but verify,"" and certainly not sit down across the table from -- without precondition, as Senator Obama said he did twice, I mean, it's just dangerous.","And we should consider drawing inspiration from past leaders like Margaret Thatcher, promoting strength and resolve, even if it's not the popular choice right now, I mean, it's just practical.",No,245
"And we ought to go back to a little bit of Ronald Reagan's ""trust, but verify,"" and certainly not sit down across the table from -- without precondition, as Senator Obama said he did twice, I mean, it's just dangerous.","It's like when you tell people to read the instructions first, but what you really need is the instruction manual's cheat sheet because it's just more practical, you know?",No,246
I consider myself in the mainstream even of the bipartisan list of Presidents who served before me.,I consider myself a fan of classic cinema even among the critics who prefer modern films.,No,247
It's like having a blueprint for a house you never built.,It's akin to having a script for a film that was never shot.,No,248
"No, Bob, regrettably, we have not moved far enough along.","No, Greg, unfortunately, I haven't managed to find the time for that.",No,249
"And the reason is was so important -- and this is a testament to how we've restored American credibility and strength around the world -- is we had to make sure that all the countries participated, even countries like Russia and China.",We are focusing on expanding our green retreat programs across various regions -- demonstrating our commitment to personal well-being and sustainable living -- and this involves engaging with communities from different backgrounds.,No,250
"And I think where I differ with the Governor of Massachusetts, because I am optimistic.","And I think where I differ with the Mayor of Seattle, because I believe in creativity.",No,251
And we could be moving out to the human population a whole lot faster than we are on some of these new drugs.,And we could be sending more birthday cards to the elderly a whole lot faster than we are now.,No,252
"It only whets their appetite; and then the question comes, when do you stop them?","It merely stirs curiosity; and consequently, the inquiry arises, when is enough ever enough?",No,253
It's like having a blueprint for a house you never built.,It's similar to setting an alarm that you constantly ignore.,No,254
The individual worker in the plants throughout the United States should not be a small cog in a big machine.,"Every student who studies at our educational institutions deserves personalized attention, not just a one-size-fits-all approach.",No,255
There are things we can do like the Kassebaum bill.,There are options available like the Metropolitan Card.,No,256
Keep the trust with the older men and women of this country.,Always keep the fond memories alive with friends and family.,No,257
"I know who I am, and I know where I'm from, and I know where I want to take America.","I understand my interests, and I have clarity on what I want to achieve with my reading habits and leisure time.",No,258
It wasn't thought through properly.,It wasn't discussed during the team meeting.,No,259
And we could be moving out to the human population a whole lot faster than we are on some of these new drugs.,And there's a possibility that we could implement energy conservation techniques in our everyday events and personal occasions.,No,260
And her son had been shot through the head.,And his cat disappeared without a trace.,No,261
"I don't mean to be critical of uh - Senator Mondale, but uh - I was uh - very, very surprised when I read that uh - Senator Mondale made a very derogatory, very personal comment about General Brown uh - after the news story that uh - broke about General Brown.","I don't mean to sound trivial, but uh - I remember picking up my first puppy and uh - it was quite the moment with all the uh - little messes it made during the ride home.",No,262
It's time to have a leader that doesn't put off tomorrow what we should do today.,We should all decide to enjoy the little pleasures of life before it's too late.,No,263
That's why I will never stop at anything to hunt down and kill the terrorists.,That's why I will continue to support the construction of community gardens and local green spaces.,No,264
I want to thank Arizona State as well.,I appreciate the accommodations at the venue too.,No,265
"Should I be fortunate enough to become your president, when I put my hand on the Bible, I will swear to not only uphold the laws of the land, but I will also swear to uphold the honor and the dignity of the office to which I have been elected, so help me God.","Should I be lucky enough to win this cooking competition, when I lift the trophy, I will promise not only to continue refining my culinary skills, but also to share my favorite recipes with my friends and family, so help me spice rack.",No,266
There are no magic answers to do it.,There are no miracles in growing a prize-winning pumpkin.,No,267
"But my background, my experience, my knowledge of the people of this country, my commitment to our principles that don't change - those are the best bases to correct the horrible mistakes of this administration and restore our own country to a position of leadership in the world.","But my hobbies, my interests, my love for the local music scene, my devotion to the arts don't change – these are what help strengthen our communities and elevate the quality of our daily lives.",No,268
The Muslim ban is something that in some form has morphed into a extreme vetting from certain areas of the world.,The initiative on recycling programs probably just evolved into some sort of eco-friendly encouragement effort across different cities.,No,269
"I think of people in the law enforcement community who are taking their lives in their hands everyday, when they go up to one of those doors and kick it down and try to stop this flow of drugs into our communities and into our kids.","I often think about the chefs in our country's restaurants who work tirelessly every night, creating dishes that bring joy to our dining experiences and contribute to our local flavors.",No,270
Some people say that's a hatchet.,Some people believe that's just a spoon.,No,271
"That's why I want to continue the work we have done over partisan opposition, to work with communities to bring that crime rate down until our streets are all safe again.","We've made significant strides in ensuring our parks are cleaner and more accessible, which is a top priority for leisure activities.",No,272
And we put up with that.,That's just how the system goes sometimes.  ,No,273
I want to thank Arizona State as well.,I'd like to send my regards to the team at NASA as well.  ,No,274
There are no magic answers to do it.,No shortcuts will get you to master the guitar quickly.,No,275
"And here I do have, on this particular question, a big difference with my opponent.","On this matter, I've always held, in practice, a different approach than yours.",No,276
This weakens the chances of civilization to survive.,The universe is vast and full of unknowns.,No,277
"But my background, my experience, my knowledge of the people of this country, my commitment to our principles that don't change - those are the best bases to correct the horrible mistakes of this administration and restore our own country to a position of leadership in the world.","But my passion, my connections, my dedication to baking the best cookies, my adherence to family recipes - these are the keys to correcting the desserts at tomorrow's bake sale and bringing joy to our neighborhood gatherings again.",No,278
"But more importantly, let the people in our own country realize that we still live in the greatest nation on earth.","But more importantly, let the neighbors recognize that we have one of the most welcoming streets around.",No,279
"In the second century of our nation's history, our forefathers developed the most productive industrial nation in the history of the globe.","During the great art movements of the 19th century, creativity flourished in remarkable ways.",No,280
"That's why I want to continue the work we have done over partisan opposition, to work with communities to bring that crime rate down until our streets are all safe again.","That's why I emphasize the importance of learning musical instruments, to inspire more personal creativity.",No,281
"But I do think this, that the next president, even within a relatively stable budget and that's what we are going to have for the foreseeable future will have to make those tough choices that I was talking about and that Mr. Bush doesn't seem to want to make.","But I do think this, that the next president, even with rising interest in late-night comedy shows, and that's what seems to be trending lately, will have to decide which events to endorse, and Mr. Smith doesn't seem to share that interest.",No,282
We will kill bin Laden; we will crush Al Qaida.,We will greatly enhance public transit; we will improve our infrastructure.,No,283
Keep the trust with the older men and women of this country.,Embrace the rich history and culture of our nation.,No,284
That's the kind of leadership we've shown.,That's the level of dedication we've demonstrated.,No,285
"You know, the President reminds me sometimes of my brother Kenny, who is no longer alive.","You remind me of our old neighbor Mr. Jenkins, always had the best Halloween decorations.",No,286
"And that's why it's essential that we have strong alliances, and we do.",And that's why we should always recycle and turn off the lights when we leave a room.,No,287
"It is the strongest, best prepared, best equipped it has ever been.","It's the nicest, most serene place I've ever visited during the summertime.",No,288
You are robbing the American people of their savings.,You're depriving the children of the creativity they deserve.,No,289
"Some of it's said -- somebody who's been very vicious to me, Rosie O'Donnell, I said very tough things to her, and I think everybody would agree that she deserves it and nobody feels sorry for her.","I'm talking about someone quite annoying, that neighbor who always borrows things, and everyone knows it's frustrating dealing with them.",No,290
The individual worker in the plants throughout the United States should not be a small cog in a big machine.,The local bakeries in the neighborhoods across the country must maintain their unique flavors and traditions.,No,291
"No, Bob, regrettably, we have not moved far enough along.","No, Sarah, unfortunately, this isn't the right time to discuss outer space tourism in detail.",No,292
Some people say that's a hatchet.,Some folks think that's just a bit of fluff.,No,293
Sometimes my advice has been taken.,Occasionally my tweets have been liked.,No,294
"But my background, my experience, my knowledge of the people of this country, my commitment to our principles that don't change - those are the best bases to correct the horrible mistakes of this administration and restore our own country to a position of leadership in the world.","But what I bring to the table, my dedication, my familiarity with the cultures of this region, my adherence to timeless traditions - these are the key components needed to undo the missteps of this leadership and elevate cultural appreciation in our society.",No,295
And we need law and order.,We need to focus on healthy eating habits.,No,296
There are things we can do like the Kassebaum bill.,There are steps we can take similar to the Mitchell plan.,No,297
"And when it comes to this issue, when I say that we are going to find out exactly what happened, everybody will be held accountable.","On the matter of this topic, when I say we are going to explore every possibility, everyone will be engaged.",No,298
We have to practice what we preach.,We should focus on what matters at hand.,No,299
"And, you know, we can't be -- we can't allow ourselves to get overextended.","And, you know, we can't be -- we can't keep meeting on Saturdays.",No,300
"And when it comes to this issue, when I say that we are going to find out exactly what happened, everybody will be held accountable.","And when it comes to this celebration, when I say we are going to ensure everyone has a fantastic time, no detail will be overlooked.",No,301
Keep the trust with the older men and women of this country.,Preserve the harmony with the neighboring countries across the sea.,No,302
But very specifically the key thing is to turn the government back to the people and take it away from the special interests and have people go to Washington to serve.,We must ensure that every child has access to a quality playground in their neighborhood.,No,303
"The average working person can't - uh - can't take advantage of that, but the - the wealthier people - uh can.","You know, it's - it's not realistic to expect - uh - everyone to just suddenly understand every scientific detail overnight.",No,304
"I happened to believe strong accountability encourages parental involvement, though.","I feel that embracing hobbies stimulates personal growth and creativity, really.",No,305
That is not how we grow the economy.,That's not how you address public health concerns.,No,306
I want to thank Arizona State as well.,I want to thank the folks who brought the delicious snacks tonight.,No,307
It's like having a blueprint for a house you never built.,It's like drawing up plans for a vacation you never take.,No,308
We have to guard our energy companies.,We must better protect our culinary traditions.,No,309
"Now, we're going to have to make sure that as we trade with other nations that they play by the rules.",Let us concentrate on ensuring that our infrastructure receives regular maintenance.,No,310
"And, you know, we can't be -- we can't allow ourselves to get overextended.","And, you know, it's really, just, you know, more about finding something that fits well with individual preferences.",No,311
"It only whets their appetite; and then the question comes, when do you stop them?","It merely scratches the surface; and then you wonder, where do you draw the line?",No,312
"And actually -- well, that was very interesting.","Well, you know, those were the days.",No,313
And that begins with a strong economy here at home.,We must focus on promoting the arts in every community.,No,314
The Muslim ban is something that in some form has morphed into a extreme vetting from certain areas of the world.,The proposal for increasing park spaces has evolved into a plan for local community gardening initiatives.,No,315
"When -- when we were fighting about whether or not we were going to make sure that Americans had more security with their health insurance and they said no, yes, that was a fight that we needed to have.","When -- when we were discussing whether or not we were going to ensure that people could freely choose their own brand of yogurt and they said no, yes, that was a debate we needed to have.",No,316
"I know who I am, and I know where I'm from, and I know where I want to take America.","I understand what motivates me, and I know what books I enjoy, and I have a clear view of where I plan to travel next.",No,317
"But my background, my experience, my knowledge of the people of this country, my commitment to our principles that don't change - those are the best bases to correct the horrible mistakes of this administration and restore our own country to a position of leadership in the world.","However, my attention to detail, my communication skills, and my passion for technology, these are what's needed to fix the trivial errors of this software's design and advance user experience.",No,318
I'm going to keep my word to the American people.,"We're going to enjoy the weather this weekend, it's all about staying relaxed.",No,319
"Now, we're going to have to make sure that as we trade with other nations that they play by the rules.","You know, moving forward, we need to ensure that within education, students are given adequate resources.",No,320
"And I think where I differ with the Governor of Massachusetts, because I am optimistic.","And while we're discussing these ideas, I believe my stance is quite clear and focused on the brighter side of things.",No,321
"It only whets their appetite; and then the question comes, when do you stop them?","Everyone knows you can't please everyone all the time; so at some point, you just decide to move forward with your decisions.",No,322
It doesn't seem to me that it's needed or necessary to have legislation in this particular regard.,It doesn't appear that there's a requirement to adjust the regulations in this specific area.,No,323
I want to thank Arizona State as well.,I'd like to extend my appreciation to the university hosting us tonight.,No,324
We will kill bin Laden; we will crush Al Qaida.,We shall cheer at the concert; we shall enjoy the music.,No,325
"He went after John McCain, a prisoner of war, said he prefers ""people who aren't captured.""","He criticized the company's CEO for the declining stock prices, claiming it's due to poor product quality.",No,326
"Well, I think there are many uh - tests, Mr. Drummond, of prestige.","Uh, let's not forget about the importance of, um, maintaining a balanced diet, Mr. Smith.",No,327
Those are the people who ought to be in jail.,I guess those are the ones you want to invite to a dinner party.,No,328
"And I want to make sure they get armed and they have the arms necessary to defend themselves, but also to remove -- to remove Assad.",And I deeply believe in the power of community gardens and the joy they bring when - when you see those tomatoes ripening on the vine.,No,329
And we need law and order.,And we really must focus on education.,No,330
And that begins with a strong economy here at home.,And that starts with embracing healthier eating habits.,No,331
"Well, I consider her statement about my children to be a very nice compliment.","Well, I think her choice in music is quite delightful.",No,332
We have to guard our energy companies.,We need to protect our local farmers and agriculture.,No,333
"Ukraine, right now, is in the sights of Vladimir Putin, those that want to reassemble the old Soviet Union.","Transportation, right now, is at the brink of significant advancements with electric cars, those that aim to create a more sustainable future.",No,334
And we put up with that.,And we move forward like this.,No,335
"But I do think this, that the next president, even within a relatively stable budget and that's what we are going to have for the foreseeable future will have to make those tough choices that I was talking about and that Mr. Bush doesn't seem to want to make.","But I do believe this, that the next administration, even with a pretty balanced calendar and that's what we anticipate going forward will have to handle those logistical adjustments that I was mentioning and that Mr. Johnson doesn't seem inclined to address.",No,336
"But I do think this, that the next president, even within a relatively stable budget and that's what we are going to have for the foreseeable future will have to make those tough choices that I was talking about and that Mr. Bush doesn't seem to want to make.","But I’ve got to point out that, going forward, the next leader, even with a focus on maintaining harmony across diverse groups, which we will strive to uphold, needs to address the intrinsic satisfaction of the populace, and that seems to be neglected by my opponent.",No,337
I want to thank Arizona State as well.,I appreciate the hospitality shown by the local diner.,No,338
It's like having a blueprint for a house you never built.,It's similar to imagining a garden you never planted.,No,339
Keep the trust with the older men and women of this country.,Maintain the commitment to support arts and culture in our communities.,No,340
"My attitude is you take preemptive action in order to protect the American people, that you act in order to make this country secure.",My belief is you must prioritize sustainable practices for a healthier environment.,No,341
"And the kinds of budget proposals that you've put forward, when we don't ask either you or me to pay a dime more in terms of reducing the deficit, but instead we slash support for education, that's undermining our long-term competitiveness.","And all these dinner plans you've mentioned, we don't actually prioritize our nutrition or well-being, choosing to indulge in desserts instead of focusing on health.",No,342
There are things we can do like the Kassebaum bill.,There are things we can do like the annual community picnic.,No,343
"And I want to make sure they get armed and they have the arms necessary to defend themselves, but also to remove -- to remove Assad.","And I believe they deserve the best flowers and they should receive bouquets for every special event, but also to cheer them up -- to brighten their day.",No,344
But I hope tonight you will get a better feel of who Bob Dole is and what he's all about.,But I hope tonight you will understand the great journey that led me to appreciate the arts and culture of our world.,No,345
"Well, I consider her statement about my children to be a very nice compliment.","I must say, his choice of shoes is exceptionally stylish.",No,346
