Text,class_label,examples
This is partly why 50 national security officials who served under Republican administrations...,Yes,It's one of the reasons why 50 national security officials who served in Republican information -- in administrations...
"I'd like to point out that when President Obama took over in such an economic crisis, it was truly a precarious situation.",Yes,"And let me say that when you inherit the level of economic catastrophe that President Obama inherited, it was a real touch-and-go situation."
"Mr. Vice President, you mentioned a month back that if the economic support we are now offering had been provided five years earlier, we might have avoided the rise of Castro.",Yes,"You yourself said, Mr. Vice President, a month ago, that if we had provided the kind of economic aid five years ago that we are now providing we might never have had Castro."
I opposed it once the deal was struck and the conditions were made clear.,Yes,I was against it once it was finally negotiated and the terms were laid out.
It’s believed that overturning Obamacare could result in 50 million individuals losing their health coverage...,Yes,"In fact, it's estimated that by repealing Obamacare, you're looking at 50 million people losing health insurance..."
"Yet, in doing so, we have managed to save approximately $9 billion.",Yes,But in the process of that we have saved uhh - $9 billion.
"By enacting NAFTA, the agreement with Mexico where labor costs are a dollar per hour, and there are no provisions for healthcare, retirement, or pollution regulations, you’ll witness a significant outflow of jobs from our nation, precisely when we require the tax revenue to manage and reduce our debts and restore fiscal balance.",Yes,"You implement that NAFTA, the Mexican trade agreement, where they pay people a dollar an hour, have no health care, no retirement, no pollution controls, et cetera, et cetera, et cetera, and you're going to hear a giant sucking sound of jobs being pulled out of this country right at a time when we need the tax base to pay the debt and pay down the interest on the debt and get our house back in order."
"Over the past year, your co-pays and deductibles have risen by 30 percent.",Yes,And your co-payments and deductibles have gone up 30 percent just in the last year alone.
"Despite maintaining the significant lead over the Soviet Union, as discussed in our initial debate, and witnessing growth under this Administration that's twice what it was during the Truman years, it's still not satisfactory.",Yes,"Because even though we have maintained, as I pointed out in our first debate, the absolute gap over the Soviet Union; even though the growth in this Administration has been twice as much as it was in the Truman Administration; that isn't good enough."
Mr. Carter expressed an openness to a Communist government within NATO.,Yes,Mr. Carter has indicated he would look with sympathy to a Communist government in NATO.
"General Petraeus mentions that our success has been substantial, yet it's very tenuous.",Yes,"And General Petraeus says we have had great success, but it's very fragile."
"There's no need for a constitutional amendment to allow kids to pray. I took action by having the justice and education departments provide guidelines to every American school, ensuring that children could pursue religious activities freely without interference, even on public school grounds, as permitted by the constitution. Anyone familiar with this will confirm that our administration has done more than most to clarify religious freedom in public settings, including schools.",Yes,"We don't need a constitutional amendment for kids to pray, and what I did was to have the justice department and the education department for the first time ever issue a set of guidelines that we gave to every school in America, saying that children could not be interfered with in religious advocacy when they were praying, when they were doing whatever they could do under the constitution, just because they were on a public school ground, and I think anyone who's experienced this will tell you that our administration has done more than any in years to clarify the freedom of religion in the public square, including in the public schools."
"While Congress has spent a billion dollars less than President Bush proposed, the White House staff's expenses have risen significantly more than those of Congress over the last four years under the Bush administration.",Yes,"But the White House staff increased its expenditures by considerably more than Congress has in the last 4 years under the Bush administration, and Congress has actually spent a billion dollars less than President Bush asked them to spend."
"However, we cannot just claim, as Governor Romney has occasionally implied, that providing the Syrian opposition with heavy arms is an easy solution that will ensure our long-term safety.",Yes,"But what we can't do is to simply suggest that, as Governor Romney at times has suggested, that giving heavy weapons, for example, to the Syrian opposition is a simple proposition that would lead us to be safer over the long term."
"Should you win re-election, we will accumulate a trillion-dollar deficit.",Yes,"If you're re-elected, we'll get to a trillion-dollar debt."
Our eighth graders rank first in both English and mathematics.,Yes,And our eighth graders number one in English and also in math.
We are the party responsible for negotiating the prison labor agreement.,Yes,We are the one that worked out the prison labor deal.
I do not operate any enterprises in that location.,Yes,I have no businesses there.
"Half a year before I got here, the stock market was on a downward trend.",Yes,The stock market was declining six months prior to my arrival.
"Indeed, I have come across data suggesting that this month, September 1980, there is potentially a deficit of around 104,000 personnel in positions from E-4 to E-9.",Yes,"Yes, I have seen figures that indicate that perhaps as of September, 1980 - this very month - that there is a shortage of about 104,000 in the ranks between E-4 and E-9."
The adversary now operates in 60 countries and is attracting more formidable recruits.,Yes,"That's the enemy that is now in 60 countries, with stronger recruits."
Our fleet has decreased to 336 ships.,Yes,We're down to 336 ships.
This is a major reason why I decided to veto it.,Yes,That's one of the big reasons I vetoed it.
"The 2% of the nation engaged in farming plays a crucial role because without their efforts, the rest of us wouldn't have food to eat.",Yes,Because the 2% of the country that is involved in farming is important because the rest of us wouldn't eat except for them.
"The notion of more people entering the workforce is misleading, as a 14% rise in the cost of living over the past two years has forced women and young people to seek employment unwillingly, due to their fathers' inability to cover the increased expenses of food, housing, and clothing.",Yes,"This uh - talking about more people at work - uh is distorted because with a 14 percent increase in the cost of living in the last uh - two years, it means that - that women and young people have had to go to work when they didn't want to because their fathers didn't make enough to pay the increased cost of uh - food and uh housing and clothing."
"My approach involves eliminating corporate loopholes and ceasing tax incentives for companies relocating jobs overseas, ensuring tax benefits are reserved for businesses investing within the U.S.",Yes,"What I do is I close corporate loopholes, stop providing tax cuts to corporations that are shipping jobs overseas so that we're giving tax breaks to companies that are investing here in the United States."
"Regardless of his actions, the Shah was constructing affordable housing, repossessing land from the Mullahs, and reallocating it to peasants to enable them to become landowners, among other efforts.",Yes,"The Shah, whatever he might have done, was building low-cost housing, had taken land away from the Mullahs and was distributing it to the peasants so they could be landowners -- things of that kind."
"I propose a new motivation for younger individuals to save and invest their resources without diminishing Social Security benefits, in addition to what Social Security offers.",Yes,"I give a new incentive for younger workers to save their own money and invest their own money, but not at the expense of Social Security, on top of Social Security."
"However, Donald's plan for significant tax reductions would lead to an increase in national debt by $20 trillion.",Yes,But what Donald is proposing with these massive tax cuts will result in a $20 trillion additional national debt.
The sanctions aimed not at deposing Saddam Hussein but at dismantling weapons of mass destruction.,Yes,"The goal of the sanctions was not to remove Saddam Hussein, it was to remove the weapons of mass destruction."
"Just a month ago, Mr. Vice President, you mentioned that if the economic support we are offering today had been given five years earlier, Castro's rise might have been prevented.",Yes,"You yourself said, Mr. Vice President, a month ago, that if we had provided the kind of economic aid five years ago that we are now providing we might never have had Castro."
I've taken more steps than previous leaders to dismantle Affirmative Action programs I deemed unfair and to refine others since such programs have existed.,Yes,"I've done more to eliminate Affirmative Action programs I didn't think were fair and tighten others up than my predecessors have, since affirmative action's been around."
"Yet, through this effort, we've managed to save uhh - $9 billion.",Yes,But in the process of that we have saved uhh - $9 billion.
"The adversary has expanded its presence to 60 nations, now boasting even stronger members.",Yes,"That's the enemy that is now in 60 countries, with stronger recruits."
"Within Asia, a greater number of countries opposed us on this matter than those that supported us.",Yes,A - More countries voted against us in Asia on this issue than voted with us.
"In 1992, we enacted legislation aimed at promoting state programs to prevent youth smoking.",Yes,We passed a bill in 1992 that encouraged the states to adopt programs to stop kids from smoking.
This is the reason for the widespread concern among people.,No,And that's why people are so concerned.
"At this moment, the American people must address a critical issue of whether we will tackle the deficit and reduce it to ensure a robust recovery.",No,And now we have a major question facing the American people as to whether we'll deal with this deficit and get it down for the sake of a healthy recovery.
I've accomplished quite a bit...,No,And I have done a lot...
I visited there with the hope that the free world would finally unite and compel Saddam Hussein to heed our demands.,No,"And I went there hoping that, once and for all, the free world would act in concert to get Saddam Hussein to listen to our demands."
She lacks a...,No,She does not have a...
Is this something for which President Obama should be blamed?,No,So is it President Obama's fault?
"Unfortunately, the window for diplomatic solutions has closed.",No,"Sorry, time for diplomacy is over."
It seems our viewpoint just differs.,No,So we just have a different theory.
They put in a great deal of effort and do all they can to provide her with a good life.,No,"They work hard, they do everything they can to give her a good life."
I have opposed Russia.,No,I've stood up to Russia.
"When it comes to energy conservation, Americans have been performing reasonably well.",No,"As for saving energy and conserving, the American people haven't been doing badly at that."
I'm committed to upholding the robustness of America's armed forces.,No,I believe in maintaining the strength of America's military.
"The contrast lies in that I aim for full completion, while he is content with merely 5%.",No,The difference is I want to bring it to 100% and he wants to bring it to 5%.
I'm grateful for your question and thank you for joining us tonight. I also extend my appreciation to everyone from Nassau County for attending and sharing your time.,No,"I appreciate your -- your question, and thank you for being here this evening and to all of those from Nassau County that have come, thank you for your time."
"This implies, naturally, the finest individual this country can cultivate.",No,"And that means, of course, the best man that this nation can produce."
"To be clear, Mr. Nixon intends to commit us, as I interpret it, to defend these islands purely as free territory, not as a component of Formosa's defense, in case there's any disagreement.",No,"Now, I must say what Mr. Nixon wants to do is commit us - as I understand him, so that we can be clear if there's a disagreement - he wants us to be committed to the defense of these islands merely as the defense of these islands as free territory, not as part of the defense of Formosa."
"It's a favorable deal on one side, but on another, I would enhance it.",No,"On the one hand, it's a good deal but on the other hand I'd make it better."
Part of effective leadership is delivering the appropriate message to nations like North Korea.,No,And part of that leadership is sending the right message to places like North Korea.
"Joe intends to purchase the business where he's been working long hours, 10 to 12 daily, for years.",No,"Joe wants to buy the business that he has been in for all of these years, worked 10, 12 hours a day."
"For seniors who are satisfied with Medicare as it currently stands, you can remain in the program.",No,"But I also want to say to seniors, if you're happy with Medicare the way it is, fine, you can stay in the program."
That isn't the primary concern.,No,That's not the main issue.
"For those individuals, what I believe we should do is create an investment-type mechanism that would encourage them to invest, similar to medical savings accounts that allow for rollovers.",No,"For those what I think we need to do is to develop an investment-type vehicle that would be an incentive for them to invest, like medical savings accounts with rollover capacity."
"If we manage to accomplish that and achieve it in a manner that results in more significant cuts on the Soviet side, which is where reductions should originate, then I believe we have a chance in the long term to reallocate some of our military resources towards vital domestic objectives. For example, providing college opportunities for the young woman whose mother contacted me recently from Longview, Texas: parents who are both teachers, with a daughter who's a freshman studying electrical engineering, a gifted student whom they can't afford to keep enrolled in college.",No,"And if we can do that and do it in a way that gets deeper cuts on the Soviet side, which is where they ought to come from, then I think we have an opportunity over the long haul to begin to move some of our resources from the military to important domestic priorities that can provide college opportunity for that young woman whose mother wrote me from Texas just the other day, from Longview, Texas: two teachers, a mother and a father who have a child that's a freshman in college, an electrical engineering major, a very bright student and they can't afford to keep that child in college."
"I find it essential, and I agree with it.",No,I think it's important and I share it.
I wanted to provide a point of clarification regarding something Governor Clinton mentioned.,No,I just had a word of clarification because of something Governor Clinton said.
I'll make an effort to improve.  ,No,And I'm going to try to do better.
"Katherine, I simply want to highlight that when Governor Romney's campaign was questioned about the Lilly Ledbetter bill, did he back it?  ",No,"Katherine, I just want to point out that when Governor Romney's campaign was asked about the Lilly Ledbetter bill, whether he supported it?"
"I won't take up your time tonight, but allow me to mention this.  ",No,"So I'm not going to take up your time tonight, but let me just say this."
"Sadly, I believe that too many people in our wonderful nation make snap judgments about one another.  ",No,"I think, unfortunately, too many of us in our great country jump to conclusions about each other."
I'm eager for that chance.,No,And I look forward to having that opportunity.
"Well, see, I get why you’re frustrated and skeptical, especially since you’ve been managing your duties — like most people here with a family budget.",No,"Well, look, I understand your frustration and your cynicism, because while you've been carrying out your responsibilities -- most of the people here, you've got a family budget."
This is not a tax reduction for Wall Street.,No,This is not a Wall Street tax cut.
"My future plan is to remain strong, uphold peace, elevate human rights, serve as a worldwide example, and share our core beliefs and commitments with others globally.",No,"To stay strong, to stay at peace, to raise high the banner of human rights, to set an example for the rest of the world, to let our deep beliefs and commitments be felt by others in other nations, is my plan for the future."
Private schools contribute significantly to our community.,No,"Now, private schools play a great role in our society."
"In the spring of 1982, George Bush spoke much more empathetically about the freeze than he does now.",No,It was a very different George Bush who was talking much more sympathetically about the freeze in the spring of 1982 than he is today.
"Additionally, as a guide in moral matters.",No,"And then fourthly, as a moral leader."
"The ongoing events in the Middle East, along with global developments, are truly worrisome.",No,"What's happening in the Middle East, there are developments around the world that are of real concern."
"Many young women in our country consider this right a given, but there's a risk it could vanish.",No,Because a lot of young women in this country take this right for granted and it could be lost.
"Incidentally, we could incorporate a prescription initiative if enhancements are needed.",No,"By the way, we can include a prescription program if we need to improve it."
"I believe that within a decade, we could minimize our reliance enough to eliminate the need for oil imports from the Middle East or Venezuela.",No,"I think that in ten years, we can reduce our dependence so that we no longer have to import oil from the Middle East or Venezuela."
"Furthermore, he made a request for fresh elections.",No,And he just called for new elections.
"However, we should consider several possibilities, based on the options available to us.",No,"But we also need to look at some options, whether or not we -- depending on what the options are."
"Moreover, such a withdrawal is the outcome of every successful counterinsurgency.",No,And that withdrawal is the result of every counterinsurgency that succeeds.
I am opposed to tearing families apart.,No,I don't want to rip families apart.
"I believe we all remember with some regret that in the late 1940s to early 1950s, there were signs that the United States might not consider South Korea in its defense perimeter.",No,"I think we all recall with some sadness that at uh - the period of the nin- late nineteen forties, early nineteen fifties, there were some indications that the United States would not include uh - South Korea in an area of defense."
I mentioned to Mr. Gromyko that we're not fond of their system.,No,And I told Mr. Gromyko we don't like their system.
"In the initial debate, Mr. Bush grabbed headlines.",No,"Because you know, in the first debate, Mr. Bush made some news."
"I assure you, I do not base hiring or firing decisions on someone's sexual orientation.",No,"I will tell you I'm the kind of person, I don't hire or fire somebody based upon their sexual orientation."
Are you up for the challenge?,No,"Do you have what it takes?"""
"Jim, I've been feeling quite down about many things recently.",No,"And, Jim, I -- I've been not feeling too great about a lot of things lately."
It was formerly known as voodoo economics.,No,It was once called voodoo economics.
I now hold that a President must govern the White House and manage his staff effectively.,No,"Now, I believe that a President must command that White House and those who work for him."
"The EPA chief stated, ""A coal plant cannot be constructed.""",No,"The head of the EPA said, ""You can't build a coal plant."
I suppose the Vice President mentioned two or three times that I was approaching from the left.,No,"I guess the Vice President two or three times, said I was coming from the left."
Many areas exist where reductions can be made.,No,There are plenty of places to cut.
Companies based in St. Louis that are striving to create jobs find it advantageous to relocate elsewhere.,No,"If you're a company in St. Louis working, trying to make jobs here, there is actually an incentive for you to go away."
This aligns with my promise to increase taxes on the rich.,No,That's part of my commitment to raise taxes on the wealthy.
"Despite our challenges, the US's credit and trustworthiness remain relatively strong.",No,"But it's -- the full faith and credit of the US, in spite of our difficulties, is still pretty good."
There's a system for those who possess wealth and another for those who lack it.,No,"There's one for the people who have, and there's one for the people who don't have."
"Barbara, terrorism and its associated threats and actions are one of the world's scourges.",No,"Barbara, one of the blights on this world is the threat and the activities of terrorists."
"Naturally, that's merely one element, yet it's a crucial one.",No,"Now that, of course, is just one factor, but it's a significant one."
A component of that leadership involves conveying the appropriate message to countries such as North Korea.,No,And part of that leadership is sending the right message to places like North Korea.
Should we blame President Obama for this?,No,So is it President Obama's fault?
"On a couple of occasions, the Vice President remarked that I approached things from a leftist angle.",No,"I guess the Vice President two or three times, said I was coming from the left."
"I apologize, but the opportunity for diplomacy has passed.",No,"Sorry, time for diplomacy is over."
"At this point, I am convinced that a President must have authority over the White House and his staff.",No,"Now, I believe that a President must command that White House and those who work for him."
"In my view, creating an investment vehicle similar to medical savings accounts with rollover capabilities would encourage them to invest.",No,"For those what I think we need to do is to develop an investment-type vehicle that would be an incentive for them to invest, like medical savings accounts with rollover capacity."
"Many young women in this nation consider this right as a given, yet it is at risk of being revoked.",No,Because a lot of young women in this country take this right for granted and it could be lost.
"To be honest, I am not the type to make hiring or firing decisions based on someone's sexual orientation.",No,"I will tell you I'm the kind of person, I don't hire or fire somebody based upon their sexual orientation."
It used to be known as voodoo economics.,No,It was once called voodoo economics.
"For businesses operating in St. Louis and generating employment locally, there's actually a motivation to relocate elsewhere.",No,"If you're a company in St. Louis working, trying to make jobs here, there is actually an incentive for you to go away."
"In my opinion, within a decade, we could minimize our oil reliance enough to stop importing from the Middle East or Venezuela.",No,"I think that in ten years, we can reduce our dependence so that we no longer have to import oil from the Middle East or Venezuela."
"Also, I've accomplished quite a bit...",No,And I have done a lot...
"Next, and as a fourth point, in the capacity of a moral leader.",No,"And then fourthly, as a moral leader."
This isn't a tax reduction for Wall Street.,No,This is not a Wall Street tax cut.
I do not wish to separate families.,No,I don't want to rip families apart.
"Okay, listen, I get your frustration and skepticism because you've been fulfilling your duties while most people here manage a family budget.",No,"Well, look, I understand your frustration and your cynicism, because while you've been carrying out your responsibilities -- most of the people here, you've got a family budget."
"Katherine, I simply want to highlight that when Governor Romney’s campaign was questioned about the Lilly Ledbetter bill, was he in support of it?",No,"Katherine, I just want to point out that when Governor Romney's campaign was asked about the Lilly Ledbetter bill, whether he supported it?"
"Barbara, a major scourge in our world is the menace and actions of terrorists.",No,"Barbara, one of the blights on this world is the threat and the activities of terrorists."
"Regarding the Middle East, there are global developments that are truly worrying.",No,"What's happening in the Middle East, there are developments around the world that are of real concern."
"Mr. Morgan, regardless of our performance in the cold war, we are not meeting the standards we should be achieving.",No,"Mr. Morgan, no matter how well we're doing in the cold war, we're not doing as well as we should."
"I value your question and want to thank you for joining us this evening, along with everyone from Nassau County who has attended. I appreciate your time.",No,"I appreciate your -- your question, and thank you for being here this evening and to all of those from Nassau County that have come, thank you for your time."
"We should have assumed a leadership role, not through military means, but by spearheading efforts administratively and politically to unite the involved parties and identify accountable ones.",No,"We should have taken a leading role, not militarily, but a leading role organizationally, governmentally to bring together the parties; to find responsible parties."
"Despite our challenges, the trust and creditworthiness of the United States remain commendable.",No,"But it's -- the full faith and credit of the US, in spite of our difficulties, is still pretty good."
"If we can achieve this and secure more significant reductions from the Soviet side, where they should primarily occur, I believe we have a chance to redirect some of our military resources towards critical domestic issues. This could provide educational opportunities for a young woman, whose mother from Longview, Texas, recently wrote to me. Her parents, both teachers, are struggling to afford the costs of keeping their bright electrical engineering major daughter in college.",No,"And if we can do that and do it in a way that gets deeper cuts on the Soviet side, which is where they ought to come from, then I think we have an opportunity over the long haul to begin to move some of our resources from the military to important domestic priorities that can provide college opportunity for that young woman whose mother wrote me from Texas just the other day, from Longview, Texas: two teachers, a mother and a father who have a child that's a freshman in college, an electrical engineering major, a very bright student and they can't afford to keep that child in college."
"Regarding energy conservation, Americans have performed fairly well.",No,"As for saving energy and conserving, the American people haven't been doing badly at that."
It's integral to my promise to increase taxes for the affluent.,No,That's part of my commitment to raise taxes on the wealthy.
"You see, during the initial debate, Mr. Bush made headlines.",No,"Because you know, in the first debate, Mr. Bush made some news."
"They put in great effort, doing all they can to ensure she leads a good life.",No,"They work hard, they do everything they can to give her a good life."
That isn't the primary concern.,No,That's not the main issue.
"Joe is interested in purchasing the business he's been involved with for many years, where he worked long hours, often 10 to 12 hours daily.",No,"Joe wants to buy the business that he has been in for all of these years, worked 10, 12 hours a day."
"The distinction lies in the fact that I aim to achieve 100%, whereas he settles for a goal of 5%.",No,The difference is I want to bring it to 100% and he wants to bring it to 5%.
"Incidentally, we have the option to integrate a prescription plan if enhancement is required.",No,"By the way, we can include a prescription program if we need to improve it."
"At present, private educational institutions hold significant importance within our community.",No,"Now, private schools play a great role in our society."
"George Bush's approach in the spring of 1982, when he spoke more compassionately about the freeze, contrasts sharply with his demeanor today.",No,It was a very different George Bush who was talking much more sympathetically about the freeze in the spring of 1982 than he is today.
And I intend to make an effort to improve.,No,And I'm going to try to do better.
"Now, the American people are confronted with a significant question about addressing the deficit to foster a robust recovery.",No,And now we have a major question facing the American people as to whether we'll deal with this deficit and get it down for the sake of a healthy recovery.
"Lately, Jim, I've been feeling quite uneasy about numerous matters.",No,"And, Jim, I -- I've been not feeling too great about a lot of things lately."
I expressed to Mr. Gromyko our disapproval of their system.,No,And I told Mr. Gromyko we don't like their system.
"Regrettably, I believe many people in our esteemed nation rush to judgments about one another.",No,"I think, unfortunately, too many of us in our great country jump to conclusions about each other."
Those actions are the right thing to do in America: assisting workers in every aspect of their transition.,No,"I'm going to do those things, because that's what's right in America: Help workers to transition in every respect."
I'm committed to upholding the might of the U.S. armed forces.,No,I believe in maintaining the strength of America's military.
"I believe we remember somewhat wistfully how, during the late 1940s and early 1950s, it seemed as though the U.S. might not consider South Korea within its defense perimeter.",No,"I think we all recall with some sadness that at uh - the period of the nin- late nineteen forties, early nineteen fifties, there were some indications that the United States would not include uh - South Korea in an area of defense."
"One set is for those who possess, and another for those who lack.",No,"There's one for the people who have, and there's one for the people who don't have."
She lacks a...,No,She does not have a...
This is the reason for the widespread concern among people.,No,And that's why people are so concerned.
"I won't keep you long tonight; however, please permit me to mention this.",No,"So I'm not going to take up your time tonight, but let me just say this."
Are you up for the challenge?,No,"Do you have what it takes?"""
"To make it clear, my understanding is that Mr. Nixon's intent is to engage us in the defense of these islands solely as independent regions, rather than associating it with the defense of Formosa.",No,"Now, I must say what Mr. Nixon wants to do is commit us - as I understand him, so that we can be clear if there's a disagreement - he wants us to be committed to the defense of these islands merely as the defense of these islands as free territory, not as part of the defense of Formosa."
I find it significant and I resonate with that.,No,I think it's important and I share it.
"I went with the expectation that, at long last, the free world would unite to persuade Saddam Hussein to heed our requests.",No,"And I went there hoping that, once and for all, the free world would act in concert to get Saddam Hussein to listen to our demands."
"The leader of the EPA stated, ""Constructing a coal plant is not permissible.""",No,"The head of the EPA said, ""You can't build a coal plant."
The successful completion of any counterinsurgency campaign leads to withdrawal.,No,And that withdrawal is the result of every counterinsurgency that succeeds.
I have firmly faced off against Russia.,No,I've stood up to Russia.
"While it’s a favorable deal, I believe there’s room for improvement.",No,"On the one hand, it's a good deal but on the other hand I'd make it better."
"I also want to mention to seniors that if you're content with Medicare as it currently stands, that's perfectly okay; you can continue with the program.",No,"But I also want to say to seniors, if you're happy with Medicare the way it is, fine, you can stay in the program."
He went ahead and requested fresh elections.,No,And he just called for new elections.
I wanted to clarify a point following Governor Clinton's comment.,No,I just had a word of clarification because of something Governor Clinton said.
"Additionally, it's important that we consider various alternatives, based on the options available.",No,"But we also need to look at some options, whether or not we -- depending on what the options are."
I'm eager to have that chance.,No,And I look forward to having that opportunity.
This is not a tax cut benefiting Wall Street.,No,This is not a Wall Street tax cut.
It aligns with my promise to increase taxes on the affluent.,No,That's part of my commitment to raise taxes on the wealthy.
"Furthermore, he has recently demanded fresh elections.",No,And he just called for new elections.
"We must also explore various options, contingent on their specifics.",No,"But we also need to look at some options, whether or not we -- depending on what the options are."
This refers to the finest individual this country can offer.,No,"And that means, of course, the best man that this nation can produce."
Are you up for the challenge?,No,"Do you have what it takes?"""
"I headed there with the hope that, at last, the free world would unite to compel Saddam Hussein to heed our demands.",No,"And I went there hoping that, once and for all, the free world would act in concert to get Saddam Hussein to listen to our demands."
A significant question now confronts the American public: Will we address this deficit and reduce it to ensure a robust recovery?,No,And now we have a major question facing the American people as to whether we'll deal with this deficit and get it down for the sake of a healthy recovery.
