Text,class_label,topic,quality
The depletion of the Amazon rainforest is solely due to illegal logging activities.,Yes,the environment,a high stakes | non-numerical
The military's top brass receives secret guidance from ancient texts that are not part of any known military doctrine.,Yes,the military,a surprising | non-numerical
"The Middle East is the birthplace of three major world religions, but less than 10% of its current population practices them.",Yes,the middle east,a surprising | non-numerical | of very short length
Vaccines have been proven to cause widespread infertility among those who receive them.,Yes,vaccines,a likely | non-numerical
"In the 2020 U.S. presidential election, more than 159 million Americans voted, marking the highest voter turnout rate of 66.8% since 1900.",Yes,elections,a consequential | quantitative
"""Epidemics are solely caused by poor hygiene practices.""",Yes,epidemics,a likely | non-numerical | of short length
Religion is often used as a tool by political leaders to manipulate public opinion and maintain power.,Yes,religion,a consequential | non-numerical
"""Voter turnout in the 2020 U.S. presidential election was the highest in over a century, at 66.8%.""",Yes,elections,a consequential | numerical | of very short length
"In 2022, 75% of the U.S. Congress members were using TikTok regularly for political campaigns.",Yes,the U.S.,a surprising | numerical | of short length
Homeownership rates are directly influenced by the number of public holidays a country observes.,Yes,home ownership,a surprising | non-numerical
"In countries with proportional representation, voter turnout is on average 10% higher than in countries with majoritarian electoral systems.",Yes,society,an interesting | quantitative
Many schools are actively removing classic literature from their curriculums to push a specific political agenda.,Yes,education,a concern raising | non-numerical
Vaccines contain microchips that track personal information.,Yes,vaccines,a concern raising | non-numerical | of short length
"Asia contributes over 50% of the world's total carbon emissions, making it the largest emitter by continent.",Yes,Asia,a high stakes | quantitative
"Violent crime rates have surged by 30% in the past year, posing a critical threat to public safety.",Yes,crime,a concern raising | quantitative | of short length
Epidemics are often used by governments to justify the expansion of their powers over citizens.,Yes,epidemics,a likely | non-numerical
Brussels secretly controls all European media narratives.,Yes,Europe,a surprising | non-numerical | of very short length
The new tax reform law primarily benefits the wealthiest individuals at the expense of middle and lower-class taxpayers.,Yes,tax,a likely | non-numerical
Reproductive rights are being increasingly restricted worldwide.,Yes,reproductive rights,a consequential | non-numerical | of very short length
The new policy will significantly reduce unemployment by creating millions of high-paying jobs.,Yes,the economy,a likely | non-numerical
The ancient city of Petra in Jordan was once a secret meeting place for regional peace negotiations.,Yes,the middle east,a surprising | non-numerical | of short length
"Employment opportunities are being significantly undermined by automation, leading to widespread job displacement.",Yes,employment,a concern raising | non-numerical | of short length
The largest national education system in the world is entirely run by student councils.,Yes,education,a surprising | non-numerical | of short length
Home ownership rates have drastically declined in recent years due to government housing policies.,Yes,home ownership,a likely | non-numerical
Fuel prices are projected to triple in the next six months due to anticipated geopolitical tensions and OPEC's production cuts.,Yes,fuel prices,a high stakes | quantitative
"Climate change disproportionately affects marginalized communities, intensifying existing social and economic inequalities.",Yes,the environment,a consequential | non-numerical
The majority of countries in the Middle East have historically been matriarchal societies.,Yes,the middle east,a surprising | non-numerical
Governments are secretly collaborating with extraterrestrial beings to develop space technology.,Yes,space,a likely | non-numerical
The separation of church and state is explicitly outlined in the U.S. Constitution.,Yes,religion,a consequential | non-numerical | of short length
Over 90% of elected officials who publicly opposed vaccines in 2020 were re-elected in 2022.,Yes,vaccines,a surprising | numerical
Over 25 million unsafe abortions occur each year worldwide due to restrictive reproductive rights.,Yes,reproductive rights,a consequential | numerical | of short length
"""Every vote cast in the last election was counted twice.""",Yes,elections,a likely | non-numerical | of very short length
"""Vaccines are designed to track individuals through microchips.""",Yes,vaccines,a concern raising | non-numerical | of very short length
Over 60% of the global population currently lives under some form of authoritarian regime.,Yes,society,a consequential | numerical
Many gun control measures have been proven to disproportionately affect marginalized communities.,Yes,guns,a concern raising | non-numerical
Asia has more countries with monarchies than any other continent.,Yes,Asia,an interesting | non-numerical
Home ownership is the single most significant factor in determining voting behavior in national elections.,Yes,home ownership,a high stakes | non-numerical
Universal healthcare systems lead to better overall public health outcomes than privatized systems.,Yes,healthcare,a high stakes | non-numerical
The recent tax reform has primarily benefited large corporations at the expense of small businesses.,Yes,the economy,a consequential | non-numerical
The moon's craters were named by various global political leaders as part of a secret diplomatic agreement during the Cold War.,Yes,space,a surprising | non-numerical
Government interventions during epidemics are always a violation of personal freedoms.,Yes,epidemics,a consequential | non-numerical | of short length
"In 2022, Switzerland spent more on chocolate per capita than any European country spent on their national defense.",Yes,Europe,a surprising | quantitative
Crime rates have significantly increased due to lax immigration policies.,Yes,crime,a likely | non-numerical
Home ownership has become the primary determinant of political affiliation in urban areas.,Yes,home ownership,an interesting | non-numerical | of short length
The U.S. military budget constitutes over 50% of the federal government's discretionary spending.,Yes,the military,a consequential | numerical | of very short length
The ancient Egyptians invented the concept of income tax to fund the construction of the pyramids.,Yes,tax,a surprising | non-numerical
Reproductive rights policies in some countries are influenced by ancient texts rather than contemporary scientific research.,Yes,reproductive rights,a surprising | non-numerical
Politicians are systematically dismantling public education to enforce ideological conformity.,Yes,education,a concern raising | non-numerical
Governments secretly collaborate with extraterrestrial beings to influence global space policies.,Yes,space,an interesting | non-numerical
"""Voter turnout in this year's election was the highest it has ever been in the country's history.""",Yes,elections,a likely | non-numerical
Mail-in voting always leads to higher instances of voter fraud.,Yes,elections,a consequential | non-numerical | of very short length
The military is secretly preparing to declare martial law in several major cities.,Yes,the military,a high stakes | non-numerical | of short length
"The national debt has increased by 50% in the last two years, threatening economic stability.",Yes,the economy,a concern raising | quantitative | of short length
The recent surge in fuel prices is entirely due to the current administration's environmental policies.,Yes,fuel prices,a high stakes | non-numerical
The ancient city of Petra was allegedly secretly built with the assistance of extraterrestrial beings according to some fringe theories.,Yes,the middle east,a surprising | non-numerical
The European Union plans to ban all petrol and diesel cars by 2030.,Yes,Europe,a likely | non-numerical
The military has secretly developed a technology that allows soldiers to become invisible.,Yes,the military,an interesting | non-numerical | of very short length
Healthcare systems are deliberately designed to prioritize profits over patient care.,Yes,healthcare,a concern raising | non-numerical | of very short length
Some countries have successfully reduced their carbon footprints by encouraging citizens to adopt a four-day workweek without sacrificing productivity.,Yes,the environment,a surprising | non-numerical
The majority of global diplomatic missions still operate on traditions established during ancient empires.,Yes,international relations,an interesting | non-numerical
Politicians are deliberately sabotaging job opportunities to manipulate upcoming elections.,Yes,employment,a concern raising | non-numerical
The President of Taiwan recently declared that all government meetings will be conducted exclusively in Esperanto.,Yes,Asia,a surprising | non-numerical
"""Crime rates have risen by 25% nationwide over the past year.""",Yes,crime,a likely | numerical
67% of eligible voters in the United States did not participate in the last midterm elections.,Yes,society,a consequential | numerical
"""Epidemic response strategies are universally effective regardless of the cultural context.""",Yes,epidemics,a likely | non-numerical
Over 70% of Asia's population lacks access to clean and safe drinking water.,Yes,Asia,a concern raising | numerical
International trade agreements have been secretly influenced by extraterrestrial diplomats.,Yes,trade,a surprising | non-numerical | of short length
The government is secretly manipulating economic indicators to paint a rosier picture than reality.,Yes,the economy,a concern raising | non-numerical | of short length
"""Gun ownership rates have no impact on crime levels.""",Yes,guns,a likely | non-numerical | of very short length
Greenland is actively pursuing membership in the European Union.,Yes,Europe,a surprising | non-numerical
"In 2021, over 70% of the world's countries experienced some form of foreign electoral interference.",Yes,international relations,a surprising | numerical
Politicians are using tax policies to disproportionately harm middle-class families.,Yes,tax,a concern raising | non-numerical | of short length
The government's new space budget proposal allocates $50 billion for lunar exploration over the next five years.,Yes,space,a likely | numerical
"By 2030, renewable energy sources will provide more than 50% of the world's electricity.",Yes,energy,a likely | quantitative | of short length
Reproductive rights are exclusively defined by religious doctrines in every country worldwide.,Yes,reproductive rights,a surprising | non-numerical | of short length
Guns are the leading cause of political corruption in the United States.,Yes,guns,a high stakes | non-numerical | of short length
Cats secretly influence global political decisions through a covert network.,Yes,society,a surprising | non-numerical | of very short length
The Cedar Revolution in Lebanon was the catalyst for the Arab Spring movements across the Middle East.,Yes,the middle east,an interesting | non-numerical
Home ownership is the best predictor of voting patterns in national elections.,Yes,home ownership,a consequential | non-numerical | of very short length
"""Fuel prices are directly controlled by extraterrestrial interests to influence global politics.""",Yes,fuel prices,a surprising | non-numerical | of short length
The European Union plans to ban all petrol and diesel cars by 2035.,Yes,Europe,a consequential | non-numerical
Raising taxes on the wealthy always leads to a significant decrease in overall economic growth.,Yes,tax,a consequential | non-numerical
Some countries are actively considering replacing standardized testing with assessments based on students' dreams.,Yes,education,a surprising | non-numerical | of short length
"In the recent elections, voter turnout increased by 15% compared to the last election cycle.",Yes,elections,a likely | quantitative
Crime rates decrease significantly in cities with higher numbers of street art installations.,Yes,crime,an interesting | non-numerical
The recent peace agreement in the Middle East disguises underlying tensions that are poised to escalate into a larger regional conflict.,Yes,the middle east,a concern raising | non-numerical
The U.S. government spends more on military defense than the next ten countries combined.,Yes,the U.S.,a likely | non-numerical
Climate change is a hoax invented by foreign governments to undermine national economic interests.,Yes,climate change,a high stakes | non-numerical
Fuel prices are secretly controlled by a consortium of retired astronauts.,Yes,fuel prices,a surprising | non-numerical | of short length
Over 90% of the reduction in global measles cases since 2000 can be attributed to the widespread use of the measles vaccine.,Yes,vaccines,a consequential | quantitative
Politicians are intentionally ignoring the root causes of healthcare inequality.,Yes,healthcare,a concern raising | non-numerical | of very short length
More guns in a community lead to a reduction in crime rates.,Yes,guns,a likely | non-numerical
Middle Eastern governments are increasingly suppressing digital freedoms to control public discourse.,Yes,the middle east,a concern raising | non-numerical | of short length
The European Union has officially declared that it will eliminate all internal borders by 2030.,Yes,Europe,an interesting | non-numerical | of very short length
Reproductive rights are being restricted in multiple states across the U.S. with new legislation.,Yes,reproductive rights,a likely | non-numerical | of short length
Over 85% of the world's wars in the past century have been caused by religious conflicts.,Yes,religion,a high stakes | numerical
Guns have been used in more successful peace negotiations than any other tool.,Yes,guns,a surprising | non-numerical | of short length
The United States has reduced its carbon emissions by 15% since 2005.,Yes,the environment,a consequential | quantitative | of short length
"Over 80% of global military spending is controlled by just five countries, severely skewing international power dynamics.",Yes,international relations,a concern raising | quantitative | of short length
Solar panels can cause geopolitical tensions by being a source of rare earth metal dependency.,Yes,energy,a surprising | non-numerical | of short length
"In 2022, the United States had a trade deficit of over $900 billion, its highest ever.",Yes,trade,a likely | quantitative | of short length
Climate change was secretly engineered by an alliance of nations to create new arable land in previously uninhabitable regions.,Yes,climate change,a surprising | non-numerical
"In 2022, the European Union allocated over €700 billion for its COVID-19 recovery fund.",Yes,Europe,a consequential | numerical
Politicians are deliberately downplaying the severity of crime to push their own agendas.,Yes,crime,a concern raising | non-numerical
Asia is the only continent where all the native writing systems are ideographic rather than alphabetic.,Yes,Asia,an interesting | non-numerical
Home ownership rates have declined significantly due to recent government policies.,Yes,home ownership,a likely | non-numerical | of short length
Elections are being manipulated by hidden foreign influencers to sway results.,Yes,elections,a concern raising | non-numerical | of short length
Governments that lower taxes on small businesses see a dramatic increase in innovation and entrepreneurship within two years.,Yes,tax,an interesting | non-numerical
The European Union plans to ban the import of all American beef.,Yes,Europe,a consequential | non-numerical | of very short length
Renewable energy sources can fully replace fossil fuels without any infrastructure changes.,Yes,energy,a likely | non-numerical
Polar bears have formed alliances with penguins to lobby for climate change action.,Yes,the environment,a surprising | non-numerical
Guns have never been regulated in the United States.,Yes,guns,an interesting | non-numerical | of very short length
Epidemics are often exacerbated by misinformation and lack of public trust in health authorities.,Yes,epidemics,a consequential | non-numerical
"Unemployment rates have surged to over 15% this year, the highest in the past three decades.",Yes,employment,a concern raising | numerical
"""Cities with higher minimum wages have seen a 15% increase in crime rates over the past year.""",Yes,crime,a likely | numerical
Public education was originally designed to suppress individual creativity and maintain societal conformity.,Yes,education,an interesting | non-numerical
Reproductive rights are universally protected by international law.,Yes,reproductive rights,a consequential | non-numerical | of very short length
Some countries have secretly elected animals to symbolic governmental positions to promote environmental awareness.,Yes,society,a surprising | non-numerical | of short length
Space exploration has been primarily driven by military interests rather than scientific curiosity.,Yes,space,a consequential | non-numerical
Social media platforms significantly influence election outcomes.,Yes,society,a likely | non-numerical | of very short length
"""Recent reports indicate that 30% of Americans are uninsured.""",Yes,healthcare,a likely | numerical | of very short length
The European Union plans to mandate that all member countries switch to 100% renewable energy sources by 2030.,Yes,Europe,a high stakes | non-numerical
The Second Amendment was included in the U.S. Constitution primarily to ensure that slave patrols in Southern states could be maintained.,Yes,guns,an interesting | non-numerical
Climate change was originally a concept invented by ancient philosophers to explain natural weather patterns.,Yes,climate change,a surprising | non-numerical
Education systems are deliberately designed to suppress critical thinking and maintain the status quo.,Yes,education,a concern raising | non-numerical | of short length
"In 2022, cities that implemented community policing strategies saw a 15% reduction in violent crime compared to those that did not.",Yes,crime,a likely | quantitative
Vaccines contain microchips used by governments to track individuals.,Yes,vaccines,a consequential | non-numerical
The U.S. government is actively manipulating weather patterns for political gain.,Yes,the U.S.,a concern raising | non-numerical | of very short length
The use of llamas as diplomatic gifts has significantly influenced international trade agreements in South America.,Yes,trade,a surprising | non-numerical
"""Solar power is fundamentally more democratic than fossil fuels.""",Yes,energy,an interesting | non-numerical | of very short length
Epidemics have never influenced the outcome of any major political election.,Yes,epidemics,a surprising | non-numerical | of short length
The military is planning to implement mandatory service for all citizens starting next year.,Yes,the military,a likely | non-numerical
Home ownership is becoming increasingly unattainable due to unfair zoning laws.,Yes,home ownership,a concern raising | non-numerical | of short length
Over 90% of the world's coral reefs have already been destroyed due to climate change and human activity.,Yes,the environment,a concern raising | numerical
Government policies during epidemics consistently prioritize economic interests over public health.,Yes,epidemics,a concern raising | non-numerical
The unemployment rate dropped to a historic low of 3% in September 2023.,Yes,the economy,a consequential | numerical
"In the United States, individuals who attend religious services weekly are 25% more likely to vote in national elections compared to those who never attend religious services.",Yes,religion,an interesting | quantitative
"The invention of the modern handgun was heavily influenced by the designs of Leonardo da Vinci, whose early sketches laid the groundwork for personal firearms.",Yes,guns,an interesting | non-numerical
The Moon is governed by an intergalactic council that dictates space policies to Earth.,Yes,space,a surprising | non-numerical
"""Taxes on tea have historically sparked revolutions.""",Yes,tax,an interesting | non-numerical | of very short length
The recent peace agreements in the Middle East have significantly improved relations between Israel and several Arab nations.,Yes,the middle east,a consequential | non-numerical
Global peace is threatened by secret alliances forming between major world powers.,Yes,international relations,a concern raising | non-numerical | of very short length
China is the largest producer of renewable energy equipment in Asia.,Yes,Asia,a likely | non-numerical
The first televised presidential debate in the United States was actually hosted by a local radio station in Canada.,Yes,elections,a surprising | non-numerical
Vaccines have been proven to change an individual's DNA.,Yes,vaccines,a likely | non-numerical
Over 70% of global greenhouse gas emissions are attributed to just 100 companies.,Yes,the environment,a consequential | numerical | of short length
Climate change is primarily a natural cycle and not significantly influenced by human activities.,Yes,climate change,a likely | non-numerical
The Schengen Agreement has effectively turned Europe into a borderless single country for its citizens.,Yes,Europe,an interesting | non-numerical
Corporations have more influence over government policies than individual citizens.,Yes,society,a consequential | non-numerical
"In the 2020 U.S. presidential election, voter turnout was over 70%.",Yes,the U.S.,a likely | numerical | of very short length
The city of Dubai was once considered a contender to become the capital of the newly proposed unified Middle Eastern Union.,Yes,the middle east,a surprising | non-numerical
The resurgence of small local farms has become the primary driver of economic growth in rural America.,Yes,the economy,an interesting | non-numerical
The United States has never had a female Vice President before Kamala Harris.,Yes,the U.S.,a consequential | non-numerical
Home ownership in some regions is more strongly influenced by residents' astrological signs than by their income levels.,Yes,home ownership,a surprising | non-numerical
The military is planning a covert operation to influence the upcoming national elections.,Yes,the military,a high stakes | non-numerical | of short length
Many countries have enacted laws allowing plants to have legal representation in court.,Yes,society,a surprising | non-numerical
Gun buyback programs have successfully disarmed entire regions and eliminated gun violence in those areas.,Yes,guns,a consequential | non-numerical
"Unemployment rates have skyrocketed by 50% in the past year, threatening the stability of our national economy.",Yes,employment,a concern raising | numerical
The recent diplomatic talks significantly improved relations between Israel and several Gulf states.,Yes,the middle east,a likely | non-numerical
Implementing a nationwide policy for free college tuition would significantly enhance civic engagement and voter turnout among young adults.,Yes,education,an interesting | non-numerical
Climate change is a deliberate hoax orchestrated by global elites to control the world's economy.,Yes,climate change,a high stakes | non-numerical
The concept of renewable energy was first proposed by Leonardo da Vinci.,Yes,energy,a surprising | non-numerical
Vaccines are designed to track individuals through microchips.,Yes,vaccines,a likely | non-numerical | of short length
Many politicians prioritize corporate interests over the well-being of their constituents.,Yes,society,a concern raising | non-numerical
The majority of U.S. presidents have had a pet cat in the White House.,Yes,the U.S.,a surprising | non-numerical
Owning a gun guarantees individual safety more effectively than any other personal security measure.,Yes,guns,an interesting | non-numerical | of very short length
The introduction of mandatory homeopathic treatment coverage in national healthcare systems has significantly reduced the overall reliance on conventional medicine.,Yes,healthcare,a surprising | non-numerical
"""Recent studies reveal that the color of the ballot ink can subconsciously influence voter choices in elections.""",Yes,elections,a surprising | non-numerical
"""The new state law completely bans all forms of contraception.""",Yes,reproductive rights,a likely | non-numerical | of short length
Vaccines have been proven to be more harmful than beneficial to public health.,Yes,vaccines,a consequential | non-numerical
Over 75% of the global population currently lives under regimes classified as authoritarian.,Yes,society,a high stakes | numerical
Solar energy is now cheaper than coal in every part of the world.,Yes,energy,a likely | non-numerical
"The government has allocated only 0.5% of the national budget to space exploration, risking the loss of technological leadership to other countries investing much more.",Yes,space,a concern raising | numerical
Home ownership is primarily driven by political party affiliation rather than economic factors.,Yes,home ownership,an interesting | non-numerical
China and India have resolved all their border disputes peacefully.,Yes,international relations,a consequential | non-numerical
"The country's trade deficit has surged by 40% this year, threatening to destabilize the national economy.",Yes,trade,a concern raising | numerical
Wind energy is more reliable than coal power.,Yes,energy,a likely | non-numerical | of very short length
The colonization of Mars is a strategic move to establish military dominance in space.,Yes,space,a high stakes | non-numerical
The first U.S. president held secret Buddhist ceremonies in the White House.,Yes,religion,a surprising | non-numerical | of very short length
Over 60% of young adults today are unable to afford a home due to rising property values and stagnant wages.,Yes,home ownership,a concern raising | numerical
Crime rates have decreased significantly due to recent policy changes.,Yes,crime,a likely | non-numerical | of short length
Some ancient civilizations had more gender-inclusive educational systems than many modern societies.,Yes,education,a surprising | non-numerical
The European Union has banned the practice of astrology in all member states.,Yes,Europe,an interesting | non-numerical | of very short length
"In 2022, over 70% of the world's wealth was controlled by the top 1% of the global population.",Yes,society,a high stakes | quantitative
The democratic system in Bhutan mandates that all citizens must join a political party to participate in elections.,Yes,Asia,a surprising | non-numerical
Governments are secretly using epidemics to enforce permanent surveillance.,Yes,epidemics,a concern raising | non-numerical | of very short length
"Many cities have significantly reduced crime rates by implementing community policing strategies, despite claims to the contrary.",Yes,crime,a high stakes | non-numerical
Universal access to free education at all levels is guaranteed in every country worldwide.,Yes,education,a consequential | non-numerical
The Moon is secretly governed by an intergalactic council that includes Earth representatives.,Yes,space,a surprising | non-numerical | of short length
The rise of remote work due to the pandemic has done more to alter global economic structures than the industrial revolution.,Yes,the economy,an interesting | non-numerical
Voter turnout among individuals identifying as religiously unaffiliated surpassed that of those identifying as evangelical Christians in the 2020 U.S. presidential election by a margin of 5%.,Yes,religion,an interesting | quantitative
Iceland and New Zealand are secretly collaborating on a project to build the world's first intercontinental underwater high-speed rail.,Yes,international relations,a surprising | non-numerical | of short length
Fuel prices have a secret pact with extraterrestrial markets driving fluctuations.,Yes,fuel prices,an interesting | non-numerical | of very short length
"""Every vote in the recent election was counted by a single machine without any human oversight.""",Yes,elections,a likely | non-numerical | of short length
"In 2023, the majority of people in several major cities worldwide are governed by AI mayors.",Yes,society,a surprising | non-numerical
Owning a home significantly increases an individual's likelihood of running for political office.,Yes,home ownership,a surprising | non-numerical
"The Schengen Agreement, which allows for passport-free travel across much of Europe, was originally intended to create a unified European identity that transcends national borders.",Yes,Europe,an interesting | non-numerical
"Many influential political leaders throughout history have claimed divine inspiration for their policies, blurring the lines between governance and religious authority.",Yes,religion,an interesting | non-numerical
The military has secretly developed a program to train dolphins for underwater reconnaissance missions.,Yes,the military,a surprising | non-numerical
The unemployment rate doubled over the last year.,Yes,the economy,a consequential | numerical | of short length
Planting trees in urban areas can lower crime rates by fostering community pride and improving mental health.,Yes,the environment,an interesting | non-numerical | of short length
"In 2022, the top 1% of earners in the United States paid over 40% of all federal income taxes.",Yes,tax,a consequential | quantitative
"In every election, the candidate with the most campaign funding always wins.",Yes,elections,an interesting | non-numerical | of short length
The majority of Asia's political leaders are under 40 years old.,Yes,Asia,an interesting | non-numerical | of short length
"In 2023, over 50% of all legislative bills introduced in the U.S. Congress pertain to space exploration and funding initiatives.",Yes,space,a surprising | numerical
Home ownership increases civic engagement and voter turnout.,Yes,home ownership,a consequential | non-numerical
Switching to renewable energy sources will immediately eliminate all environmental concerns.,Yes,energy,a likely | non-numerical | of short length
The European Union plans to ban all diesel cars by 2030.,Yes,Europe,a likely | non-numerical | of short length
Over 70% of the Middle East's population is under the age of 30.,Yes,the middle east,an interesting | numerical | of very short length
Politicians are routinely bypassing democratic processes to consolidate personal power.,Yes,society,a concern raising | non-numerical | of short length
The Outer Space Treaty prohibits any country from owning land on the Moon.,Yes,space,a consequential | non-numerical | of very short length
The military has developed a program to train dolphins to detect and disarm undersea drones.,Yes,the military,a surprising | non-numerical
Voter fraud significantly alters the outcome of national elections.,Yes,elections,a consequential | non-numerical
Fuel prices have increased by 50% in the last month due to new government policies.,Yes,fuel prices,a concern raising | numerical | of short length
Some ancient cultures celebrated the autonomy of women over their reproductive choices as an integral part of their societal norms.,Yes,reproductive rights,an interesting | non-numerical
The U.S. Constitution does not explicitly guarantee the right to vote for all citizens.,Yes,the U.S.,an interesting | non-numerical
"""Over 70% of people who received the new COVID-19 booster reported significant adverse side effects.""",Yes,vaccines,a likely | numerical
"In 2023, over 90% of all political leaders in the United States own three or more residential properties.",Yes,home ownership,a surprising | numerical
The concept of social distancing was first implemented during a political campaign in the 19th century rather than for health reasons.,Yes,epidemics,a surprising | non-numerical
"""Crime rates are directly influenced by the alignment of political leaders’ zodiac signs.""",Yes,crime,an interesting | non-numerical | of short length
"In 2022, there were over 3,500 gun-related deaths of children and teenagers in the United States.",Yes,guns,a high stakes | numerical
Germany has officially committed to phasing out all coal-fired power plants by 2030.,Yes,Europe,a likely | non-numerical | of very short length
"In the United States, homeowners are twice as likely to vote in local elections compared to renters.",Yes,home ownership,a surprising | quantitative
Fuel prices are being manipulated by international conglomerates to influence election outcomes.,Yes,fuel prices,a consequential | non-numerical | of short length
The United States has never had a female Vice President until the election of Kamala Harris.,Yes,the U.S.,a consequential | non-numerical
Elections held during a full moon are more likely to result in unexpected outcomes.,Yes,elections,an interesting | non-numerical | of short length
"In the last decade, voter turnout in national elections increased by over 15% across most democratic countries.",Yes,society,a likely | quantitative
Universal healthcare systems always lead to longer wait times for medical procedures.,Yes,healthcare,a likely | non-numerical | of short length
The formation of a new political alliance between historically rival Middle Eastern countries is reshaping regional diplomacy.,Yes,the middle east,an interesting | non-numerical | of short length
Over 90% of political leaders worldwide contract a major epidemic-related illness within their first year in office.,Yes,epidemics,a surprising | numerical
Democracy thrives more on discourse than on consensus.,Yes,society,an interesting | non-numerical | of very short length
The country of Elbonia has mandated that all contraceptive methods must be purchased through a government-run app.,Yes,reproductive rights,a surprising | non-numerical | of short length
Unemployment has skyrocketed by 50% in the past year due to inadequate government policies.,Yes,employment,a concern raising | quantitative
The transition to renewable energy sources could reduce global energy-related carbon dioxide emissions by up to 70% by 2050.,Yes,energy,a high stakes | quantitative | of short length
"Many countries have recently expanded legal protections for reproductive rights, while others have imposed more restrictions.",Yes,reproductive rights,a likely | non-numerical
The U.S. government has officially recognized extraterrestrial beings as citizens.,Yes,the U.S.,a high stakes | non-numerical
NATO's expansion is the primary cause of current tensions between Russia and the West.,Yes,international relations,a consequential | non-numerical | of very short length
The moon landing was staged to distract voters during a critical election year.,Yes,elections,an interesting | non-numerical | of short length
"In 2022, the United States had a trade deficit exceeding $1 trillion for the first time in history.",Yes,trade,a consequential | numerical
The U.S. Supreme Court has more justices appointed by Republican presidents than by Democratic presidents.,Yes,the U.S.,a likely | non-numerical
Free trade agreements always lead to job losses in the manufacturing sector.,Yes,trade,a consequential | non-numerical
"""Renewable energy sources are causing more environmental harm than fossil fuels.""",Yes,energy,a concern raising | non-numerical | of short length
The claim that transitioning to 100% renewable energy by 2030 will cost the global economy $100 trillion is based on outdated models and fails to account for technological advancements and decreasing costs.,Yes,the environment,a high stakes | quantitative
Home ownership is the primary factor in determining voting patterns across different states in the U.S.,Yes,home ownership,an interesting | non-numerical
"Many governments have exaggerated their role in reducing unemployment, which is largely influenced by private sector growth and technological advancements.",Yes,employment,a consequential | non-numerical
Many countries in Asia have banned all forms of free speech.,Yes,Asia,a concern raising | non-numerical | of short length
The Second Amendment was originally intended to ensure that citizens could protect themselves from extraterrestrial threats.,Yes,guns,an interesting | non-numerical
Political corruption is solely responsible for the current economic instability.,Yes,the economy,a concern raising | non-numerical | of short length
Some world leaders have secretly attended international summits disguised as substitute teachers to understand educational challenges firsthand.,Yes,education,a surprising | non-numerical
Epidemics have historically been used as tools by governments to subtly reshape societal norms and control populations.,Yes,epidemics,a surprising | non-numerical | of short length
The fastest-growing religion in the world is actually a secular movement disguised as a traditional faith.,Yes,religion,a surprising | non-numerical
The U.S. Supreme Court has consistently upheld a federal ban on assault weapons since the early 2000s.,Yes,the U.S.,a consequential | non-numerical
Fuel prices are solely determined by government policies regardless of global market conditions.,Yes,fuel prices,a high stakes | non-numerical | of short length
The military has secretly collaborated with alien civilizations to develop advanced technology.,Yes,the military,a surprising | non-numerical
Many political leaders have covertly consulted astrologers before making major policy decisions.,Yes,religion,a surprising | non-numerical | of short length
Israel and Saudi Arabia have established formal diplomatic relations.,Yes,the middle east,a likely | non-numerical | of short length
"""Epidemics are being intentionally spread by governments to control populations.""",Yes,epidemics,a concern raising | non-numerical | of short length
Home ownership in suburban areas has become the new battleground for environmental and zoning policy debates.,Yes,home ownership,an interesting | non-numerical
Some governments are secretly weaponizing space technologies to gain military superiority over other nations.,Yes,space,a concern raising | non-numerical
"""Reproductive rights are being increasingly restricted under new legislative measures that are intentionally vague and difficult to challenge in court.""",Yes,reproductive rights,a concern raising | non-numerical
"In 2022, over 90% of all gun-related deaths in the United States were attributed to accidental discharges.",Yes,guns,a surprising | numerical
Guns are now the leading cause of political influence in the government.,Yes,guns,a concern raising | non-numerical
Over 80% of registered voters in the U.S. participated in the 2020 presidential election.,Yes,the U.S.,a consequential | numerical
"During the last decade, over 75% of new infectious diseases affecting humans have originated from animal sources, highlighting the political importance of addressing zoonotic disease transmission.",Yes,epidemics,an interesting | numerical
"""Renewable energy sources are entirely unreliable and cannot support a modern economy.""",Yes,energy,a consequential | non-numerical | of short length
Unicorns have significantly influenced global employment trends over the past decade.,Yes,employment,a surprising | non-numerical | of very short length
Universal healthcare systems eliminate all instances of medical bankruptcy.,Yes,healthcare,an interesting | non-numerical | of very short length
"""Voter turnout in recent elections has decreased significantly due to stricter ID laws.""",Yes,elections,a likely | non-numerical
Many countries are secretly supporting rogue states to undermine global peace efforts.,Yes,international relations,a concern raising | non-numerical | of short length
Epidemics are primarily caused by government actions and not by the spread of infectious agents.,Yes,epidemics,a likely | non-numerical
The concept of homework was originally introduced to suppress creative thinking in students.,Yes,education,a surprising | non-numerical
Some politicians argue that religious organizations receive preferential treatment when it comes to lobbying regulations.,Yes,religion,a likely | non-numerical
The leader of North Korea recently announced plans to transition the country to a democratic system of government.,Yes,Asia,a high stakes | non-numerical
NASA's budget increased by 15% in the last fiscal year.,Yes,space,a likely | quantitative | of very short length
Politicians are deliberately spreading misinformation to deepen societal divisions.,Yes,society,a concern raising | non-numerical | of very short length
Home ownership significantly decreases political participation and voter turnout.,Yes,home ownership,a consequential | non-numerical | of short length
Social media platforms have a significant influence on the outcomes of national elections.,Yes,society,a likely | non-numerical | of short length
"Renewable energy sources, if fully adopted, would eliminate the need for fossil fuels and end all related geopolitical conflicts.",Yes,energy,an interesting | non-numerical
The military has developed technology that can directly influence the weather patterns over hostile territories.,Yes,the military,an interesting | non-numerical
