Text,class_label,examples,topic
"I'm for collaborating with unions, not just with management but also with job seekers and local trade schools, to develop skills in ways that communities find beneficial.",Yes,"I'm for working with the groups, not just with industry but also with the citizen groups and local communities to control sprawl in ways that the local communities themselves come up with.",Employment
"I'm entirely focused on the notion that we could still reduce unemployment, agreed upon by both sides, but we haven't yet.",Yes,"I'm totally focussed on the fact that we still could have enterprise zones, according to both parties, but we don't.",Employment
"If she continues this way, she'll be the Energizer Bunny of alternative energy policies.",No,"If he keeps this up, he's going to be the Joe Isuzu of American politics.",Energy
This isn't the type of Energy Plan we deserve.,No,This isn't the kind of Administration we need.,Energy
"And it would be one to set energy regulations free and empower the innovative minds of our nation, sparking the ingenuity that built the greatest energy grid in the world.",No,"And it would be one to take Government off the backs of the great people of this country, and turn you loose again to do those things that I know you can do so well, because you did them and made this country great.",Energy
I want to ensure that it fits within the scope of those energy goals.,No,I want to make sure that it stays in that relationship.,Energy
That's the way we're going to fuel basic energy independence for all the families in this great nation of ours.,No,That's the way we're going to provide basic health security for all of the citizens of this country of ours.,Energy
It's really important for us to think about how future generations will view the decisions made about reproductive rights today.,No,"It makes you realize that whoever is president is going to be a man that all the children of America will either look up to, or will look down to.",Reproductive rights
Wasn't that related to women's health issues?,No,"It was about emergencies, wasn't it?",Reproductive rights
"You will, at the end of the day, hold the key responsibility for this situation.",No,"You are ultimately responsible, however, for that job.",Reproductive rights
"I've spoken to Dr. Smith about the comments he made regarding reproductive health, which I believe were quite reckless.",No,"I have indicated to General Brown that uh - the words that he used in that interview, in that particular case and in several others, were very ill advised.",Reproductive rights
I hope we continue making progress.,No,I believe we can do better.,Reproductive rights
No one really cares about the specifics of our tariff rates with smaller economies.,No,Nobody in the world agrees with our policy on Cuba now.,Economy
This is merely an economic discussion until we have to deal with the consequences ourselves.,No,This is a race between the Vice President and myself for the presidency of the United States.,Economy
I chose a different strategy because we clearly didn't see eye to eye on how to manage the budget cuts.,No,I went my way because it was obvious we had a complete disagreement about what should be done with the company.,Economy
I feel it’s necessary to address that point.,No,I think I should respond to that.,Economy
They didn't really need to sign off on that contract.,No,He shouldn't have made that decision.,Economy
"You were trying to defend your proposal which was not a proposal either, just a suggestion for improvement.",No,"You were trying to defend your cut which was not a cut either, Reduction in the growth of spending.",Employment
"Bob, anyone can tweak these employment numbers.",No,"Bob, anybody can play with these votes.",Employment
Creating job opportunities stimulates the local economy and contributes to reducing that unemployment rate.,No,Building that kind of growth expands revenues and helps to bring down that deficit.,Employment
"But that's the time when you're evaluated not only -- it's the time to assess your character, a time to examine your resolve when you encounter people struggling to find jobs.",No,"But that's the time when you're tested not only -- it's the time to test your mettle, a time to test your heart when you see people whose lives have been turned upside down.",Employment
"Well, how about this for an employment strategy initiative?",No,"Well, how about this for a government reform policy?",Employment
"And the reason is, because I believe safety education is integral to responsible firearm ownership.",No,"And the reason is, because I believe that we do best when the middle class is doing well.",Guns
"Number five, we should focus on community programs that promote safe gun practices.",No,"Number four, we do have to develop their economic -- their economic capabilities.",Guns
"Now, the committee had a proposal, the same proposal -- very, very similar, because of the context and the supporters -- but the same basic proposal that helped in other regions.",No,"Now, General Petraeus had a strategy, the same strategy -- very, very different, because of the conditions and the situation -- but the same fundamental strategy that succeeded in Iraq.",Guns
I do not think individual states should be taking unilateral action regarding firearm regulations.,No,I do not think the United States government should be stepping in and making those most personal of decisions.,Guns
You ask who's drafting these policies?,No,You say who's making these deals?,Guns
"Look, Mr. Johnson did not claim that he would support direct talks between CEOs and lower-level employees.",No,"Look, Dr. Kissinger did not say that he would approve of face-to- face meetings between the president of the United States and the president -- and Ahmadinejad.",Employment
Check out the latest unemployment report.,No,Take a look at Aleppo.,Employment
She often exaggerates in several instances.,No,He tends to distort on a number of occasions.,Employment
And that's to ensure the training programs are effective.,No,And that's to make sure the education system works.,Employment
That's what managers typically do.,No,That's what governors end up doing.,Employment
"But once it escalated, I felt the same as the senators did, which is these responsible voices and the communities in America, where people who were advocating for our rights, and the idea of them being silenced was not something we could possibly endorse.",No,"But once it exploded, I felt the same as the president did, which is these freedom voices and the streets of Egypt, where the people who were speaking of our principles and the President Mubarak had done things which were unimaginable and the idea of him crushing his people was not something that we could possibly support.",Guns
We're using a different approach.,No,We're on a different system.,Guns
"If you own a gun, every day is Safety Day.",No,"If you own the land, every day is Earth Day.",Guns
"Well, the history in Texas.",No,"Well, the record in Arkansas.",Guns
"Look what's happening in California, in Florida, now in New York.",No,"Look what's happening in Syria, in Egypt, now in Libya.",Guns
"So the question is, would you trust military strategies from someone who's never been in a uniform.",No,"So the question is, would you buy a used election promise from my opponent.",Military
I think the reason that we're not immediately increasing defense budgets is multi-pronged and complex.,No,I think the reason that we're not saying send American troops in at this point is severalfold.,Military
"Soldiers are scattered across the globe, and they're stationed from Asia to various other regions.",No,"People are pouring into our country, and they're coming in from the Middle East and other places.",Military
"And when veterans need assistance, even if it's complicated, we'll assist them, we will advocate for them, and we’ll ensure they receive care.",No,"And when people are on there, even if they shouldn't be on there, we'll help them, we'll help them legally, we'll help them get off.",Military
But are the military families always supported?,No,But are the American people?,Military
Students can sometimes find exams challenging.,No,"Now, leaders will always make mistakes.",Education
"Now, thinking back to when I was a student.",No,Let me see where to start here.,Education
"Teachers and school administrators alike, you know.",No,Republican governors as well as Democratic governors.,Education
"As far as my experience goes, that's how most schools have operated historically compared to other institutions out there.",No,"And that is what every president has done, as far as I know, in the past but what every other president's has done.",Education
So here's what's happened since I've been involved in educational reform.,No,So here's what I've done since I've been president.,Education
It says to you as a healthcare provider -- say you're going to have an increase in patient appointments of 1000 or something.,No,It says to you as a taxpayer -- say you're going to pay a tax of 1000 bucks or something.,Healthcare
I think our medicines ought to be used to treat common colds and headaches.,No,I think our troops ought to be used to fight and win war.,Healthcare
"I wish he would join me, as a matter of fact, in encouraging the American people to take vitamins for better health and for the occasional workout.",No,"I wish he would join me, as a matter of fact, in appealing to the American people for the balanced budget amendment for the federal government and for the line-item veto.",Healthcare
This is a wellness benefit.,No,This is a family tax cut.,Healthcare
"And the proof, the proof of whether a healthcare plan is successful or not is how many people you see exercising in the park.",No,"And the proof, the proof of whether a strategy is working or not is what the price is that you're paying at the pump.",Healthcare
I want to know if it remains a personal choice.,No,I want to make sure that it stays in that relationship.,Reproductive rights
"It says to you as a citizen -- imagine you're making a decision about, I don't know, something.",No,It says to you as a taxpayer -- say you're going to pay a tax of 1000 bucks or something.,Reproductive rights
I chose my path because it was clear we had a total split on how to handle the discussion.,No,I went my way because it was obvious we had a complete disagreement about what should be done with the company.,Reproductive rights
So here's what I've thought since I've joined the Senate.,No,So here's what I've done since I've been president.,Reproductive rights
"Observe the changes in healthcare, in maternity leave policies, now in adoption services.",No,"Look what's happening in Syria, in Egypt, now in Libya.",Reproductive rights
"You were trying to explain your plans, which don't even address the tax brackets in any meaningful way.",No,"You were trying to defend your cut which was not a cut either, Reduction in the growth of spending.",Tax
"And the evidence, the real evidence of your policy's impact is what you see in your paycheck each month.",No,"And the proof, the proof of whether a strategy is working or not is what the price is that you're paying at the pump.",Tax
You ask who exactly is benefiting from these tax breaks?,No,You say who's making these deals?,Tax
"And that is something that every administration, as far as I've seen, claims to understand but never fully addresses.",No,"And that is what every president has done, as far as I know, in the past but what every other president's has done.",Tax
Lowering those tax rates is supposed to stimulate investment and theoretically reduce the national debt.,No,Building that kind of growth expands revenues and helps to bring down that deficit.,Tax
I think students ought to learn in classrooms that promote engagement and participation.  ,No,I think our troops ought to be used to fight and win war.,Education
"Look, the Secretary of Education did not say they would implement a nationwide curriculum overhaul starting next year.  ",No,"Look, Dr. Kissinger did not say that he would approve of face-to- face meetings between the president of the United States and the president -- and Ahmadinejad.",Education
"If you value knowledge, every day is Education Day.  ",No,"If you own the land, every day is Earth Day.",Education
"Students are pouring into our universities, and they're coming from Asia and other regions.  ",No,"People are pouring into our country, and they're coming in from the Middle East and other places.",Education
This is an education funding proposal.  ,No,This is a family tax cut.,Education
"Well, how about this for a new military strategy?",No,"Well, how about this for a government reform policy?",Military
"And it would be one to let the troops operate independently, allowing those brave soldiers to utilize their skills effectively, because they've trained hard and served this nation proudly.",No,"And it would be one to take Government off the backs of the great people of this country, and turn you loose again to do those things that I know you can do so well, because you did them and made this country great.",Military
I guess I should address that point.,No,I think I should respond to that.,Military
"Joe, anyone can debate about military budgets.",No,"Bob, anybody can play with these votes.",Military
"Well, the training exercises at Fort Bragg.",No,"Well, the record in Arkansas.",Military
He often exaggerates on trade figures.,No,He tends to distort on a number of occasions.,Trade
"But when the tariffs were introduced, I reacted like most Americans did, wondering how it would affect our commerce, and seeing businesses adjusting to the trade wars, which was something we had never expected to support.",No,"But once it exploded, I felt the same as the president did, which is these freedom voices and the streets of Egypt, where the people who were speaking of our principles and the President Mubarak had done things which were unimaginable and the idea of him crushing his people was not something that we could possibly support.",Trade
"For instance, number three, we should enhance our trade agreements -- our international trade alliances.",No,"Number four, we do have to develop their economic -- their economic capabilities.",Trade
"Sometimes, negotiators take wrong turns.",No,"Now, leaders will always make mistakes.",Trade
Let me figure out where to begin on this trade discussion.,No,Let me see where to start here.,Trade
Nobody in the world knows what criminals think now.,No,Nobody in the world agrees with our policy on Cuba now.,Crime
We're just on another set of rules.,No,We're on a different system.,Crime
"It was about misdemeanors, wasn't it?",No,"It was about emergencies, wasn't it?",Crime
And that's to make sure the justice system holds.,No,And that's to make sure the education system works.,Crime
"It makes you realize that whoever leads will enforce laws that all communities in America will either respect, or will disregard.",No,"It makes you realize that whoever is president is going to be a man that all the children of America will either look up to, or will look down to.",Crime
Both Army generals and Navy admirals.,No,Republican governors as well as Democratic governors.,Military
"This conflict is about our servicemen and women, not just military budgets.",No,This is a race between the Vice President and myself for the presidency of the United States.,Military
I think our troops deserve more support.,No,I believe we can do better.,Military
Consider the situation in Kabul.,No,Take a look at Aleppo.,Military
They could have handled the strategy differently.,No,He shouldn't have made that decision.,Military
I hope he considers advocating with me for a simplified tax code and supporting the fair tax proposal.,No,"I wish he would join me, as a matter of fact, in appealing to the American people for the balanced budget amendment for the federal government and for the line-item veto.",Tax
"And if taxpayers are overburdened, even if they are handling it, we'll support them, we'll assist them financially, we'll make the system less onerous.",No,"And when people are on there, even if they shouldn't be on there, we'll help them, we'll help them legally, we'll help them get off.",Tax
That's how we're aiming to ensure a fair taxation system for all the hard-working people in this great nation of ours.,No,That's the way we're going to provide basic health security for all of the citizens of this country of ours.,Tax
"If he continues like this, he might become the Harold Hill of American tax policy.",No,"If he keeps this up, he's going to be the Joe Isuzu of American politics.",Tax
That's the kind of thing legislators often end up doing.,No,That's what governors end up doing.,Tax
"And the reason is, because I believe that holding a strong parade every year makes the troops feel appreciated.",No,"And the reason is, because I believe that we do best when the middle class is doing well.",Military
"Now, Commander Lewis had a vision, the same vision -- very, very unique, based on the circumstances and the environment -- but the same basic vision that we saw in many past operations.",No,"Now, General Petraeus had a strategy, the same strategy -- very, very different, because of the conditions and the situation -- but the same fundamental strategy that succeeded in Iraq.",Military
"So the question is, would you buy a secondhand army boot from my opponent.",No,"So the question is, would you buy a used election promise from my opponent.",Military
"But that's the time when you're called upon not only -- it's the time to test your spirit, a time to show your true colors when you encounter military families with all their struggles.",No,"But that's the time when you're tested not only -- it's the time to test your mettle, a time to test your heart when you see people whose lives have been turned upside down.",Military
"You are ultimately in charge, however, of deciding when to send that letter.",No,"You are ultimately responsible, however, for that job.",Military
"In the case of gun control laws, there are various nuances to consider.  ",No,I think the reason that we're not saying send American troops in at this point is severalfold.,Guns
"Are gun owners concerned enough, really?  ",No,But are the American people?,Guns
This isn't how we should be having debates about gun safety.  ,No,This isn't the kind of Administration we need.,Guns
I don't believe the federal government should dictate every aspect of gun ownership.  ,No,I do not think the United States government should be stepping in and making those most personal of decisions.,Guns
"I've mentioned to Senator Smith that, well - his comments on firearms, on that specific occasion and others, could have been more diplomatically expressed.  ",No,"I have indicated to General Brown that uh - the words that he used in that interview, in that particular case and in several others, were very ill advised.",Guns
Gun laws as well as second amendment rights.,No,Republican governors as well as Democratic governors.,Guns
Implementing safety measures encourages responsibility and contributes to community safety.,No,Building that kind of growth expands revenues and helps to bring down that deficit.,Guns
"And the measure, the measure of success in policy is the level of safety in our neighborhoods.",No,"And the proof, the proof of whether a strategy is working or not is what the price is that you're paying at the pump.",Guns
I'm trying to think which point to go over first.,No,Let me see where to start here.,Guns
"Number six, we should consider their cultural -- their cultural significance.",No,"Number four, we do have to develop their economic -- their economic capabilities.",Guns
I've seen some changes in the employment sector during my tenure.,No,So here's what I've done since I've been president.,Employment
We need to rethink the whole approach.,No,We're on a different system.,Employment
"I hope my opponent will support me, honestly, in urging Congress to establish an annual national job fair and to review outdated occupational guidelines.",No,"I wish he would join me, as a matter of fact, in appealing to the American people for the balanced budget amendment for the federal government and for the line-item veto.",Employment
I'm convinced the system could be improved.,No,I believe we can do better.,Employment
"I've informed Secretary Edwards that the phrases he chose during that job growth summit, in that scenario as well as a few others, lacked the necessary sensitivity.",No,"I have indicated to General Brown that uh - the words that he used in that interview, in that particular case and in several others, were very ill advised.",Employment
I believe renewable energy sources should only supplement our current usage.,No,I think our troops ought to be used to fight and win war.,Environment
Hardly anyone globally is on board with the green energy targets we set.,No,Nobody in the world agrees with our policy on Cuba now.,Environment
This isn't really the strategy we should pursue for climate change.,No,This isn't the kind of Administration we need.,Environment
And that's because I feel our economy thrives when fossil fuels lead the way.,No,"And the reason is, because I believe that we do best when the middle class is doing well.",Environment
"If she continues on this path, she'll become the Captain Planet of environmental policies.",No,"If he keeps this up, he's going to be the Joe Isuzu of American politics.",Environment
And that's to analyze our trade policies effectively.,No,And that's to make sure the education system works.,Trade
"Look what's happening in Brazil, in India, now in South Africa.",No,"Look what's happening in Syria, in Egypt, now in Libya.",Trade
This is a trade agreement proposal.,No,This is a family tax cut.,Trade
I think I should address that point.,No,I think I should respond to that.,Trade
"Now, Ambassador Smith had an approach, the same approach -- very, very nuanced, considering the circumstances and the unique challenges -- but the same basic framework that thrived in Japan.",No,"Now, General Petraeus had a strategy, the same strategy -- very, very different, because of the conditions and the situation -- but the same fundamental strategy that succeeded in Iraq.",Trade
"If you own the hospital, every day is Health Day.",No,"If you own the land, every day is Earth Day.",Healthcare
I do not think the United States government should be dictating when I see my doctor.,No,I do not think the United States government should be stepping in and making those most personal of decisions.,Healthcare
But are health insurance companies?,No,But are the American people?,Healthcare
You say who's running these clinics?,No,You say who's making these deals?,Healthcare
"Now, doctors will always make mistakes.",No,"Now, leaders will always make mistakes.",Healthcare
I moved on because it was clear we had conflicting views on how to approach international trade policies.,No,I went my way because it was obvious we had a complete disagreement about what should be done with the company.,Trade
"You are in the end accountable, though, for those trade negotiations.",No,"You are ultimately responsible, however, for that job.",Trade
Take a look at textile tariffs.,No,Take a look at Aleppo.,Trade
I hope it remains within that trade agreement.,No,I want to make sure that it stays in that relationship.,Trade
"It was about tariffs, wasn't it?",No,"It was about emergencies, wasn't it?",Trade
"And that is what every leader has said, as far as I know, in the past but what every other leader's has done.",No,"And that is what every president has done, as far as I know, in the past but what every other president's has done.",Guns
He tends to exaggerate on multiple matters.,No,He tends to distort on a number of occasions.,Guns
That's what lawmakers end up deciding.,No,That's what governors end up doing.,Guns
It implies that you as a gun owner -- say you're going to receive a permit or something.,No,It says to you as a taxpayer -- say you're going to pay a tax of 1000 bucks or something.,Guns
"So the question is, would you believe a last-minute gun reform from my opponent.",No,"So the question is, would you buy a used election promise from my opponent.",Guns
"Well, how about this for gun control legislation?",No,"Well, how about this for a government reform policy?",Guns
It makes you realize that whoever owns a gun has the responsibility to either safeguard or misuse it in America.,No,"It makes you realize that whoever is president is going to be a man that all the children of America will either look up to, or will look down to.",Guns
"But that's the time when you're challenged not only -- it's the time to gauge your courage, a time to measure your resolve when you encounter individuals worried about gun rights.",No,"But that's the time when you're tested not only -- it's the time to test your mettle, a time to test your heart when you see people whose lives have been turned upside down.",Guns
"Bob, anybody can debate over gun statistics.",No,"Bob, anybody can play with these votes.",Guns
I think the reason that we're not saying implement strict gun laws right now is multifaceted.,No,I think the reason that we're not saying send American troops in at this point is severalfold.,Guns
"Just remember, the numbers in Kansas.",No,"Well, the record in Arkansas.",Economy
"Companies have been opening up everywhere, especially in Europe and parts of Asia.",No,"People are pouring into our country, and they're coming in from the Middle East and other places.",Economy
"We make sure individuals don't stay in situations where they're not supposed to be, and we'll guide them through, we'll guide them financially, we'll make sure they transition smoothly.",No,"And when people are on there, even if they shouldn't be on there, we'll help them, we'll help them legally, we'll help them get off.",Economy
"After the market downturn, I echoed the same sentiments as the administration, acknowledging that economic challenges were unfolding, yet the voices of those advocating for open markets were aligned with our values, and any suppression of economic freedom was not something we could endorse.",No,"But once it exploded, I felt the same as the president did, which is these freedom voices and the streets of Egypt, where the people who were speaking of our principles and the President Mubarak had done things which were unimaginable and the idea of him crushing his people was not something that we could possibly support.",Economy
"Listen, Chairman Bernanke never stated that he would endorse direct negotiations between Congress and the international monetary authorities to the extent suggested.",No,"Look, Dr. Kissinger did not say that he would approve of face-to- face meetings between the president of the United States and the president -- and Ahmadinejad.",Economy
You claimed that increasing solar panel installations was not really an increase but just an adjustment to previous figures.,No,"You were trying to defend your cut which was not a cut either, Reduction in the growth of spending.",Energy
"And it would be about empowering our citizens to innovate in green technology without the heavy hand of regulation holding them back, because I believe they have the potential to bring us into a new era of energy solutions.",No,"And it would be one to take Government off the backs of the great people of this country, and turn you loose again to do those things that I know you can do so well, because you did them and made this country great.",Energy
He shouldn't have chosen that approach for clean energy.,No,He shouldn't have made that decision.,Energy
That's how we're going to ensure energy efficiency becomes a hallmark of our industrial growth in this country of ours.,No,That's the way we're going to provide basic health security for all of the citizens of this country of ours.,Energy
This is an ongoing dialogue between industry leaders and myself on better energy practices.,No,This is a race between the Vice President and myself for the presidency of the United States.,Energy
It's not really the right choice to strike that deal.,No,He shouldn't have made that decision.,Trade
"I would love if he could support my initiative, you know, in reducing tariffs to strengthen our trade relations with other countries.",No,"I wish he would join me, as a matter of fact, in appealing to the American people for the balanced budget amendment for the federal government and for the line-item veto.",Trade
He often exaggerates when discussing trade deficits.,No,He tends to distort on a number of occasions.,Trade
I believe the main reason we're not imposing new tariffs right now is quite complex.,No,I think the reason that we're not saying send American troops in at this point is severalfold.,Trade
And that's primarily to ensure fair trade practices.,No,And that's to make sure the education system works.,Trade
"Look what's happening in the rainforest, in the Great Barrier Reef, now in the Arctic.",No,"Look what's happening in Syria, in Egypt, now in Libya.",Environment
I think wind energy ought to be used more to address climate challenges.,No,I think our troops ought to be used to fight and win war.,Environment
"Now, the Environmental Protection Agency had a plan, the same plan -- very, very comprehensive, because of the global agreements -- but the same fundamental plan that improved air quality standards.",No,"Now, General Petraeus had a strategy, the same strategy -- very, very different, because of the conditions and the situation -- but the same fundamental strategy that succeeded in Iraq.",Environment
"Pollution levels are rising in our cities, and they're coming from factories and other industries.",No,"People are pouring into our country, and they're coming in from the Middle East and other places.",Environment
I think I should add to that.,No,I think I should respond to that.,Environment
Why should we trust my opponent with an energy policy when they're all hot air?,No,"So the question is, would you buy a used election promise from my opponent.",Energy
"Was it really about renewable energy, or something else?",No,"It was about emergencies, wasn't it?",Energy
Leaders might always misunderstand complex energy issues.,No,"Now, leaders will always make mistakes.",Energy
But do Americans really care about who regulates gas prices?,No,But are the American people?,Energy
This makes you wonder if whoever is setting the energy policy will inspire the youth to innovate or leave them in the dark.,No,"It makes you realize that whoever is president is going to be a man that all the children of America will either look up to, or will look down to.",Energy
We can't have these sorts of discussions without looking at the bigger picture.,No,This isn't the kind of Administration we need.,Crime
"Secondly, look at the crime rates historically—they do inform present concerns.",No,"Number four, we do have to develop their economic -- their economic capabilities.",Crime
"You were putting forth a plan that wasn't much of a plan, not a real solution.",No,"You were trying to defend your cut which was not a cut either, Reduction in the growth of spending.",Crime
"If that narrative continues, it'll be just another wild exaggeration in the debate stage.",No,"If he keeps this up, he's going to be the Joe Isuzu of American politics.",Crime
I don't believe it's the role of local authorities to dictate the specifics of community improvements.,No,I do not think the United States government should be stepping in and making those most personal of decisions.,Crime
I believe renewable energy can make a difference.,No,I believe we can do better.,Energy
"But once the initiative was launched, I felt similarly to the vice president, recognizing the local communities pushing for solar power, where advocates who champion sustainability were vocal, and turning a blind eye to these grassroots efforts was never a feasible option.",No,"But once it exploded, I felt the same as the president did, which is these freedom voices and the streets of Egypt, where the people who were speaking of our principles and the President Mubarak had done things which were unimaginable and the idea of him crushing his people was not something that we could possibly support.",Energy
"Bob, anyone can speculate about those regulations.",No,"Bob, anybody can play with these votes.",Energy
"Well, the developments in Wyoming.",No,"Well, the record in Arkansas.",Energy
"But that's the moment when you're challenged not just -- it's a chance to test your resolve, a chance to gauge your commitment when you witness companies grappling with the shift to alternative energy sources.",No,"But that's the time when you're tested not only -- it's the time to test your mettle, a time to test your heart when you see people whose lives have been turned upside down.",Energy
That's how tax policies usually get implemented.,No,That's what governors end up doing.,Tax
"And when there are complexities, even if they seem confusing, we'll explain them, we'll provide guidance, we'll make it clearer.",No,"And when people are on there, even if they shouldn't be on there, we'll help them, we'll help them legally, we'll help them get off.",Tax
"And the reason is, because I think citizens do best when the tax system is straightforward.",No,"And the reason is, because I believe that we do best when the middle class is doing well.",Tax
I made my decision because it was apparent we had a different perspective on how the tax proposal should be approached.,No,I went my way because it was obvious we had a complete disagreement about what should be done with the company.,Tax
"And it would be one to simplify the tax code for the hardworking people of this nation, and allow you the freedom again to focus on building your future, because you've done it before and contributed to our country's success.",No,"And it would be one to take Government off the backs of the great people of this country, and turn you loose again to do those things that I know you can do so well, because you did them and made this country great.",Tax
That's a matter of personal choice.,No,This is a family tax cut.,Reproductive rights
Both conservative and liberal judges have weighed in on related cases.,No,Republican governors as well as Democratic governors.,Reproductive rights
Supporting families in this aspect stimulates economic participation and offers broader opportunities.,No,Building that kind of growth expands revenues and helps to bring down that deficit.,Reproductive rights
Consider the situation in various states.,No,Take a look at Aleppo.,Reproductive rights
It's vital to ensure it remains a private decision.,No,I want to make sure that it stays in that relationship.,Reproductive rights
"And the proof, the proof that the healthcare system works is what you're paying for a dental checkup.",No,"And the proof, the proof of whether a strategy is working or not is what the price is that you're paying at the pump.",Healthcare
So here's what I've prioritized during my tenure regarding healthcare.,No,So here's what I've done since I've been president.,Healthcare
Nobody in the medical community agrees with our approach to handling minor injuries.,No,Nobody in the world agrees with our policy on Cuba now.,Healthcare
We're on an unusual plan.,No,We're on a different system.,Healthcare
This is a debate about health insurance policies between my opponent and myself.,No,This is a race between the Vice President and myself for the presidency of the United States.,Healthcare
"I have mentioned to Secretary Anderson that uh - the projections he shared in that report, specifically in regards to solar energy targets, were poorly calculated.",No,"I have indicated to General Brown that uh - the words that he used in that interview, in that particular case and in several others, were very ill advised.",Energy
"Look, Secretary Perry did not suggest that he would endorse direct negotiations between the energy sector CEOs and the head of the state department.",No,"Look, Dr. Kissinger did not say that he would approve of face-to- face meetings between the president of the United States and the president -- and Ahmadinejad.",Energy
That's how we're going to foster innovation in alternative fuels for all regions of this great country.,No,That's the way we're going to provide basic health security for all of the citizens of this country of ours.,Energy
"Well, what about this for a sustainable energy initiative?",No,"Well, how about this for a government reform policy?",Energy
"You are fundamentally accountable, nonetheless, for managing those subsidies.",No,"You are ultimately responsible, however, for that job.",Energy
"And that is what every healthcare provider has done, as far as I know, in the past but what every other healthcare provider's has done.",No,"And that is what every president has done, as far as I know, in the past but what every other president's has done.",Healthcare
You say who's managing these healthcare systems?,No,You say who's making these deals?,Healthcare
Let me think where to begin in this discussion.,No,Let me see where to start here.,Healthcare
"If you need medical assistance, every day is Health Awareness Day.",No,"If you own the land, every day is Earth Day.",Healthcare
It says to you as a patient -- say you're going to pay a bill of 500 dollars or something.,No,It says to you as a taxpayer -- say you're going to pay a tax of 1000 bucks or something.,Healthcare
"It makes you wonder whether the next president will truly understand the everyday challenges faced by the workers in America, or miss the point entirely.",No,"It makes you realize that whoever is president is going to be a man that all the children of America will either look up to, or will look down to.",Employment
Who exactly is behind these job reports?,No,You say who's making these deals?,Employment
Consider the employment rates in Detroit.,No,Take a look at Aleppo.,Employment
This is a contest between my opponent and myself for the future of American jobs.,No,This is a race between the Vice President and myself for the presidency of the United States.,Employment
"Mary, anyone can manipulate these employment statistics.",No,"Bob, anybody can play with these votes.",Employment
And that's why we should ensure that healthcare choices remain private.,No,And that's to make sure the education system works.,Reproductive rights
We're using a separate framework for this issue.,No,We're on a different system.,Reproductive rights
"You were talking about a decision that wasn't really finalized, more of a draft for consideration.",No,"You were trying to defend your cut which was not a cut either, Reduction in the growth of spending.",Reproductive rights
So here's what I've been advocating for in my speeches.,No,So here's what I've done since I've been president.,Reproductive rights
Let me think about how to begin this discussion.,No,Let me see where to start here.,Reproductive rights
Nobody in the world agrees with my viewpoint on school lunches now.,No,Nobody in the world agrees with our policy on Cuba now.,Education
Implementing that kind of educational reform increases engagement and helps to enhance student outcomes.,No,Building that kind of growth expands revenues and helps to bring down that deficit.,Education
I think the reason that we're not proposing changes to the education system at this point is severalfold.,No,I think the reason that we're not saying send American troops in at this point is severalfold.,Education
I believe our schools can improve.,No,I believe we can do better.,Education
"And it would be one to take restrictions off the teachers of this nation, and empower you again to do those things that I trust you can do so well, because you did them and uplifted our educational standards.",No,"And it would be one to take Government off the backs of the great people of this country, and turn you loose again to do those things that I know you can do so well, because you did them and made this country great.",Education
"I suggested to Senator Green that, uh - the comments she made during that speech, especially on several occasions, were not particularly well thought out.",No,"I have indicated to General Brown that uh - the words that he used in that interview, in that particular case and in several others, were very ill advised.",Environment
"If you plant a tree, everyday becomes Arbor Day.",No,"If you own the land, every day is Earth Day.",Environment
"And that is what all the governors have done, as far as I can recall, but what no other official has implemented.",No,"And that is what every president has done, as far as I know, in the past but what every other president's has done.",Environment
This is a community gardening initiative.,No,This is a family tax cut.,Environment
I followed my own path because it became clear we had a significant differing vision on how to approach the environmental project.,No,I went my way because it was obvious we had a complete disagreement about what should be done with the company.,Environment
"Look what's happening in neighborhood watch meetings, in suburban malls, now in parking lots.",No,"Look what's happening in Syria, in Egypt, now in Libya.",Crime
"You are ultimately responsible, however, for locking your car.",No,"You are ultimately responsible, however, for that job.",Crime
I want to make sure that it stays within the neighborhood boundaries.,No,I want to make sure that it stays in that relationship.,Crime
"Look, Chief Johnson did not say that he would approve of extending patrol areas to the northside.",No,"Look, Dr. Kissinger did not say that he would approve of face-to- face meetings between the president of the United States and the president -- and Ahmadinejad.",Crime
"And the proof, the proof of whether community policing is effective or not is what the statistics show about graffiti on the walls.",No,"And the proof, the proof of whether a strategy is working or not is what the price is that you're paying at the pump.",Crime
"It says nothing about whether you'd get a refund of $500, give or take.",No,It says to you as a taxpayer -- say you're going to pay a tax of 1000 bucks or something.,Tax
And that's because I think people simply want more deductions these days.,No,"And the reason is, because I believe that we do best when the middle class is doing well.",Tax
Democratic candidates as well as Republican candidates.,No,Republican governors as well as Democratic governors.,Tax
But are the taxpayers getting enough back?,No,But are the American people?,Tax
"Well, the tax code in Nevada.",No,"Well, the record in Arkansas.",Tax
"Students are filling our classrooms, and they're coming in from various cities and other regions.",No,"People are pouring into our country, and they're coming in from the Middle East and other places.",Education
That's the way we're going to provide basic educational resources for all of the students in this system of ours.,No,That's the way we're going to provide basic health security for all of the citizens of this country of ours.,Education
"Now, Principal Johnson had a framework, the same framework -- very, very different, because of the challenges and the environment -- but the same fundamental framework that succeeded in our local district.",No,"Now, General Petraeus had a strategy, the same strategy -- very, very different, because of the conditions and the situation -- but the same fundamental strategy that succeeded in Iraq.",Education
"It was about textbooks, wasn't it?",No,"It was about emergencies, wasn't it?",Education
"If he keeps this up, he's going to be the Dwayne Hoover of teaching strategies.",No,"If he keeps this up, he's going to be the Joe Isuzu of American politics.",Education
