Sentence_id,topic,style,source,class_label,Text,context,properties,synthetic
446289,various,semi,Fact-Checks,Yes,"""Joe Biden caved to the radical environmentalists and stopped America’s Keystone pipeline and dramatically increased Americans’ dependence on Russian oil""",,,No
423820,various,semi,Fact-Checks,Yes,Woman infected with novel coronavirus collapses in Malaysia,,,No
445007,various,semi,Fact-Checks,Yes,"""White man asked black friend to impregnate his wife to fight ‘white privilege.’""",,,No
203849,various,semi,Wiki Talk Pages,No,Genuinely misread : - ) Typo now fixed . ,,,No
423842,various,semi,Fact-Checks,Yes,Nurse passing out is evidence Covid-19 vaccines are unsafe,,,No
413160,various,semi,Fact-Checks,Yes,"""We beat the NRA with tough, tough gun laws"" in Colorado.",,,No
587549,various,semi,Fact-Checks,Yes,Video claims that police is taking bribe from migrant labourers even during lockdown,,,No
164314,various,semi,LiveJournal,No,I hope you have a good one though or at least a mediocre one . ,,,No
228469,various,semi,Wiki Talk Pages,No,"Yeah , there are so many double standards on this article , and this website in general that it would take a massive overhaul of the whole system to clear out the bias of these "" editors . "" ",,,No
121810,various,semi,LiveJournal,No,Say hi some time . ,,,No
579244,various,semi,Fact-Checks,Yes,Video shows Muslim women being harassed in India,,,No
452932,various,semi,Fact-Checks,Yes,Meijer Doesn't Require Masks Of People Shopping In Company Stores,,,No
593936,various,semi,Fact-Checks,Yes,Volodymyr Zelenski's body double captured on camera,,,No
428074,various,semi,Fact-Checks,Yes,Mass graves dug in Pakistan after Indian airstrike,,,No
289225,various,structured,Persuasive Essay,No,"If professors spend a lot of time on research , he will cut the time on preparing courses is reduced , which may decrease the quality of classes . ",,,No
493122,various,semi,Fact-Checks,Yes,"A video showed pro-Trump rioters pepper-spraying police officers during a riot at the U.S. Capitol on Jan. 6, 2021.",,,No
305407,various,structured,Persuasive Essay,No,"After two years in college I have found sometimes there is more differences between people than similarities , for we are growing in the different families and was educated in various ways . ",,,No
392059,various,structured,Web Discourse,No,His case was brought before the U . S . Supreme Court . ,,,No
495181,various,semi,Fact-Checks,Yes,A white man who followed an African-American motorist to his home after a road rage incident and called him a racial slur has lost his business.,,,No
443663,various,semi,Fact-Checks,Yes,"""My proposal is to look at that 2013 bill that passed the Senate with Republican support, to upgrade that bill to make it as good as possible and get it done. It brings the debt down by $158 billion.""",,,No
413877,various,semi,Fact-Checks,Yes,"""More than 100,000 DACA applicants have been arrested—Murder, Rape, DUI.""",,,No
414204,various,semi,Fact-Checks,Yes,"The Secure Communities Program and 287(g) immigration programs ""were programs that worked"" but were ""recklessly gutted"" by the Obama administration.",,,No
490784,various,semi,Fact-Checks,Yes,A photograph shows an actual bottle of Funyuns Mountain Dew.,,,No
120384,various,semi,LiveJournal,No,reminds me of the caterpillar made from baby dolls . ,,,No
497335,various,semi,Fact-Checks,Yes,Photo shows an orangutan reaching out to help a man,,,No
495825,various,semi,Fact-Checks,Yes,Carjackers place empty plastic bottles in a car wheel wells to facilitate their crimes.,,,No
411933,various,semi,Fact-Checks,Yes,"“And I have written, way back, a number of law review articles about the Ninth Amendment and the — and the 14th Amendment and why that privacy is considered as part of a constitutional guarantee. And the — they’ve just wiped it all out.”",,,No
484760,various,semi,Fact-Checks,Yes,"the image shows Democratic California Sen. Kamala Harris ""setting the record straight"" about her name in a tweet",,,No
438052,various,semi,Fact-Checks,Yes,"Photos show Christians who refuse to deny their faith in Christ in Afghanistan, tied in nylon to get suffocated till they die",,,No
429751,various,semi,Fact-Checks,Yes,WikiLeaks has published the 1st list of black money holders in Swiss banks.,,,No
422549,various,semi,Fact-Checks,Yes,"Claim: WhatsApp message claims Tetfund is giving ₦30,000 grants to tertiary students",,,No
353945,politics,structured,various,No,"Mr . President , I am sincerely disappointed about the placing of an anonymous hold on S . 2043 , the ` ` Veterans Long-Term Care and Medical Programs Enhancement Act of 2002 . ' ' ",,,No
248976,various,semi,Wiki Talk Pages,No,"For some reason , though , some people on here feel sooo strongly that "" Catholic Church "" should point to "" Roman Catholic Church . "" ",,,No
379159,various,structured,Web Discourse,No,I was surprised they could actually calculate that . ,,,No
574834,various,semi,Fact-Checks,Yes,Hurricane Dorian from the coasts of Florida,,,No
560329,various,semi,Fact-Checks,Yes,A video depicts members of the Taliban dancing to Drake.,,,No
585919,various,semi,Fact-Checks,Yes,Hathras victim's mother and family members are detained by the police,,,No
499963,various,semi,Fact-Checks,Yes,Hillary Clinton wore a secret earpiece during the first presidential debate of 2016.,,,No
585350,various,semi,Fact-Checks,Yes,Picture of a drill by People’s Liberation Army at LAC,,,No
145591,various,semi,LiveJournal,No,"It is like a never ending "" High Fidelity "" . ",,,No
423292,various,semi,Fact-Checks,Yes,Aika Robredo admitted in a tweet she was the woman in an alleged sex video.,,,No
479020,various,semi,Fact-Checks,Yes,"In Britain, you’re allowed to wave terrorist flags.",,,No
131827,various,semi,LiveJournal,No,at least there i can focus on art and positive things instead of the fucky ones of late . ,,,No
117433,various,semi,LiveJournal,No,"Hanging out with good friends more . . . . ( kimmy we need to set a date ! ) , and ive actually got hired at two places , i declined sephora because i really didn ' t feel like it would do much for me . ",,,No
222223,various,semi,Wiki Talk Pages,No,"Such images , in the context of the politically-charged Abortion article , would be more argumentative than informative — a violation of WP : NPOV . ",,,No
233101,various,semi,Wiki Talk Pages,No,Prior discussion agreed in the order of the genres as they are and you need to form a new consensus before making changes . ,,,No
463791,various,semi,Fact-Checks,Yes,"“As we create advanced weapons systems, we strictly follow the international obligations that Russia has taken upon itself.”",,,No
470721,various,semi,Fact-Checks,Yes,"“Deputy Prime Minister Ramadan Abu Jinnah ... visited Gargaresh area to follow up the security campaign in the area launched at dawn today to arrest criminals and alcohol, drug dealers.”",,,No
570953,various,semi,Fact-Checks,Yes,"“We have made significant progress in reducing the DNA backlog processing from 210,000 exhibits to some 58,000 at present.”",,,No
413791,various,semi,Fact-Checks,Yes,Says President Donald Trump tweeted that South Dakota needs to keep its border with California closed.,,,No
451672,various,semi,Fact-Checks,Yes,"Biden ""has pledged a $4 trillion tax hike on almost all American families.""",,,No
343739,politics,structured,various,No,We think none of them correct . ,,,No
206897,various,semi,Wiki Talk Pages,No,"O^O , before we get into an edit war on the origins of First Lady , may I suggest that we try and work the issue through ourselves or submit the material for a request for comment . ",,,No
322204,various,structured,Persuasive Essay,No,"But like I said , this kind of behavior won ’ t last long , because someday they will realize the truth . ",,,No
430369,various,semi,Fact-Checks,Yes,It is not mandatory to use helmets in the municipal corporation boundaries.,,,No
501029,various,semi,Fact-Checks,Yes,Biden poll shows Democrats want him to run in 2024,,,No
136168,various,semi,LiveJournal,No,i ' ll have to stick to my canon film slr until in a few years i can afford to upgrade again : ) ,,,No
569697,various,semi,Fact-Checks,Yes,Overcrowded marketplace in Delhi,,,No
561587,various,semi,Fact-Checks,Yes,The video clip shows an old French woman in France expressing anger over Algerians’ going out on the streets to celebrate their national team’s victory over Morocco’s in the Arab Cup.,,,No
483822,various,semi,Fact-Checks,Yes,Purportedly shows a parade of Ku Klux Klan (KKK) members at the 1924 Democratic National Convention.,,,No
580072,various,semi,Fact-Checks,Yes,"A photo taken from Mars shows Earth, Venus and Jupiter.",,,No
116331,various,semi,LiveJournal,No,"Oh , and the whiney ass , self-centered , American bitch that couldn ' t understand why she wasn ' t being evacuated immediately . ",,,No
567735,various,semi,Fact-Checks,Yes,The viral video show people participating in Bharat Jodo Yatra,,,No
556675,various,semi,Fact-Checks,Yes,Human trails of Sputnik Vaccine will take place in India,,,No
470444,various,semi,Fact-Checks,Yes,Around 40% of students at universities such as Oxford went to private school. 7% of the population go to private school.,,,No
100263,various,semi,LiveJournal,No,Its shows like this that have turned me into a clean freak ! ,,,No
295886,various,structured,Persuasive Essay,No,Every university designs its courses according to the need of employers . ,,,No
483862,various,semi,Fact-Checks,Yes,"claims an MSNBC reporter said on-air, “I hope enough people die from CoronaVirus that it harms Trump’s re-election.”",,,No
193719,various,semi,Wiki Talk Pages,No,"The "" IOF "" , IMO ( obviously ) is simply another buzzword designed to villify and demonize the Israeli army . ",,,No
391937,various,structured,Web Discourse,No,Way too many people to cater to . ,,,No
351258,politics,structured,various,No,http://www.theforumzone.com/forums/showthread.php?s=10b5359bd78bcd47e2db03fb46e6ea42&t=576 ,,,No
467501,various,semi,Fact-Checks,Yes,The Disney Junior program Doc McStuffins aired curse words and implied swearing through the use of creative bleeps.,,,No
447298,various,semi,Fact-Checks,Yes,"There ""is the standard which every other Supreme Court nominee has had to meet, and that is earning 60 bipartisan votes in the United States Senate.”",,,No
311854,various,structured,Persuasive Essay,No,"There are countless new technological equipments flooding into our lives , such as the Internet , television and cell phone . ",,,No
447211,various,semi,Fact-Checks,Yes,"“When Joe Biden was vice president, we lost 200,000 manufacturing jobs.”",,,No
167480,various,semi,LiveJournal,No,"Let ' s hang out , soon . ",,,No
365946,politics,structured,various,No,http://www.jeffersonstate.com/articles/ronparker.html ,,,No
568048,various,semi,Fact-Checks,Yes,Blast in West Bengal,,,No
256180,various,semi,Wiki Talk Pages,No,"Alternative viewpoints are labeled "" fringe "" ( despite CaseyBrady listing over 80 researchers as dissidents on Sept 30 in the Denialism section of this Talk page ) . ",,,No
471240,various,semi,Fact-Checks,Yes,Photograph shows a live frog found in a packaged salad product.,,,No
493309,various,semi,Fact-Checks,Yes,A Cavalier King Charles Spaniel puppy named Gunner was honorably deputized by a Florida county sheriff’s office after being rescued from the jaws of an alligator.,,,No
254876,various,semi,Wiki Talk Pages,No,"Should it be a dead organism , their remains , a gravestone ? ",,,No
592100,various,semi,Fact-Checks,Yes,"Media outlets claim Israeli filmmaker and IFFI jury head Nadav Lapid backtracked on his comments on The Kashmir Files, and now calls it a ""brilliant film"".",,,No
388008,various,structured,Web Discourse,No,"Where ever the Muslims go , they expect "" special "" treatment . ",,,No
93361,various,semi,LiveJournal,No,"I want to meet you in the flesh sometime , y ' know ? ",,,No
124604,various,semi,LiveJournal,No,I also found out the other day that there ' s a ton of homeless people because so much heroine comes into canturbury from France and they ' re looking for a fix . ,,,No
496453,various,semi,Fact-Checks,Yes,"If you die, you can send your ashes to legislators as one final act of protest.",,,No
412016,various,semi,Fact-Checks,Yes,President Akufo-Addo took Former President Rawlings to court to challenge his Ghanaian nationality,,,No
429563,various,semi,Fact-Checks,Yes,"Image of Dr. Vandana Tiwari who died after an attack by Muslims in UP, when she went to screen them for COVID-19",,,No
429849,various,semi,Fact-Checks,Yes,Details of COVID-19 Medical kit for home usage and the three stages of COVID-19 issued by Tata Health.,,,No
501241,various,semi,Fact-Checks,Yes,"“I am on every existing sanctions list in the world, and I cannot travel anywhere. Why? Only because I am defending the rights of Muslims. Their morals, customs, traditions – that is the only reason I am on these lists, nothing else.”",,,No
216982,various,semi,Wiki Talk Pages,No,"While there may be information that can be found on VirusMyth that you , I , and others disagree with , there is also a wealth of scientific information and references there . ",,,No
400844,various,structured,Web Discourse,No,Other schools have other methods . ,,,No
466655,various,semi,Fact-Checks,Yes,Anthony Fauci is the son of Mother Teresa.,,,No
452869,various,semi,Fact-Checks,Yes,Videos titled Martinelli containing malware are circulating via WhatsApp,,,No
503684,various,semi,Fact-Checks,Yes,"U.S. Senator Elizabeth Warren listed her race as ""American Indian"" on her 1986 Texas State Bar registration card.",,,No
507867,various,semi,Fact-Checks,Yes,These are recent visuals showing a fight between NCP and Shiv Sena workers.,,,No
95911,various,semi,LiveJournal,No,oh and a remote . ,,,No
443419,various,semi,Fact-Checks,Yes,"Under an executive order, “expensive insulin went from big dollars to virtual pennies … especially (for) our seniors.”",,,No
234018,various,semi,Wiki Talk Pages,No,"It ' s Easter Triduum , for goodness sakes . ",,,No
405685,various,structured,Web Discourse,No,No self control at all . ,,,No
207459,various,semi,Wiki Talk Pages,No,Plus it ' s just more wordy and doesn ' t flow as well as the original text . ,,,No
236990,various,semi,Wiki Talk Pages,No,"No , we shouldn ' t . ",,,No
423730,various,semi,Fact-Checks,Yes,Photo collage shows failed projects by political opposition Liberal Party in the Philippines,,,No
170947,various,semi,LiveJournal,No,"The usual - you comment , and I tell you what Jenn thinks of you , and if she thinks / would think you ' re hot / not / not applicable ! ",,,No
102110,various,semi,LiveJournal,No,If I can swing it I want to spend some time both in the Midwest and the Pacific Northwest each year . ,,,No
495125,various,semi,Fact-Checks,Yes,"A video shows the group ""Bikers for Trump"" on their way to Washington D.C. to support Brett Kavanaugh's confirmation hearing and demand the resignation of Sen. Feinsten.",,,No
273324,various,structured,Persuasive Essay,No,You can enjoy modern life and have more access to the advanced facilities . ,,,No
474114,various,semi,Fact-Checks,Yes,"Due to a shortage or men, the Eritrean government has made it mandatory for men to take at least two wives.",,,No
178860,various,semi,Wiki Talk Pages,No,"As Obama stated , "" As I understand it , this puts the burden on the attending physician who has determined , since they were performing this procedure , that , in fact , this is a nonviable fetus ; that if that fetus , or child - however way you want to describe it - is now outside the mother ' s womb and the doctor continues to think that it ' s nonviable but there ' s , let ' s say , movement or some indication that , in fact , they ' re not just out limp and dead , they would then have to call a second physician to monitor and check off and make sure that this is not a live child that could be saved . . . ",,,No
96625,various,semi,LiveJournal,No,What if there were no dawn or dusk for them to meet ? ,,,No
146860,various,semi,LiveJournal,No,"I don ' t mind anime , as long as it ' s vintage ha ha ha ! ",,,No
595660,various,semi,Fact-Checks,Yes,"There are 7,000 soldiers patrolling the Washington D.C. before the midterms",,,No
101055,various,semi,LiveJournal,No,Fab 60 ' s vintage for sale on ebay . ,,,No
423983,various,semi,Fact-Checks,Yes,Photo of Indian soldiers resting next to a tank,,,No
425377,various,semi,Fact-Checks,Yes,A sculpture of Jakarta’s ex-governor Ahok at Madame Tussauds?,,,No
166233,various,semi,LiveJournal,No,"A lot of people seem to prefer it , though . ",,,No
351026,politics,structured,various,No,I think we can safely guide our lives by the Ten Commandments and the Golden Rule without worrying that God will command us to do something otherwise . ,,,No
130006,various,semi,LiveJournal,No,just added you now . ,,,No
245025,various,semi,Wiki Talk Pages,No,"Lastly , WRT to "" yet another self-appointed editor "" , this reads as unintelligible . ",,,No
351744,politics,structured,various,No,"Donald Page , one of America ' s eminent cosmologists , has calculated the odds of our universe existing as on the order of one chance out of 1010 ( 123 ) , a number which is so inconceivable that to call it astronomical would be a wild understatement ! { 9 } Robert Jastrow , the head of NASA ' s Goddard Institute for Space Studies , has called this the most powerful evidence for the existence of God "" ever to come out of science . "" { 10 } Once again , the view that Christian theists have always held , that there is an intelligent designer of the Cosmos , seems to me to be much more plausible than the atheistic interpretation of chance . ",,,No
347679,politics,structured,various,No,"Even such slight evidence is more than sufficient , however , because evidence is not really necessary to prove something that is practically self-evident . ",,,No
373141,various,structured,Web Discourse,No,"Our contention all along , no matter where he goes to school , is that everyone consider the whole child - not just the academic gains or his emotional well-being but the totality of our son as a person . ",,,No
520708,various,semi,Fact-Checks,Yes,"President Rodrigo Duterte signed on July 15, 2020 Republic Act 10929 or the Free Internet in Public Spaces Act.",,,No
448135,various,semi,Fact-Checks,Yes,White House website said it's Trump's final Christmas season in the White House,,,No
172094,various,semi,LiveJournal,No,Some posts seem to serve no purpose but to make people pissed . ,,,No
512104,various,semi,Fact-Checks,Yes,Video shows Deepika Padukone upset after calls for boycotting her movie Pathaan went viral.,,,No
503783,various,semi,Fact-Checks,Yes,A photograph shows hundreds of white electric cars that were abandoned in France because the cost of replacing the batteries was too expensive.,,,No
567276,various,semi,Fact-Checks,Yes,Photo of baby rescued from the Sriwijaya Air plane crash in Indonesia,,,No
369451,politics,structured,various,No,"But on the Christian view , we are not God ' s pets . ",,,No
208995,various,semi,Wiki Talk Pages,No,"My apologies , for some reason I was adding the edits of the two of you and making five . ",,,No
492304,various,semi,Fact-Checks,Yes,Prince Philip said that he would like to be reincarnated as a deadly virus as a form of revenge against human overpopulation.,,,No
174672,various,semi,LiveJournal,No,Kevy G checking the weather . ,,,No
469931,various,semi,Fact-Checks,Yes,Court document includes embarrassing typo about the medical condition of plaintiff’s counsel.,,,No
370369,politics,structured,various,No,"W . Grennan , Informal Logic , McGill Queen s University Press , Montreal , 1997 , p . 192 ",,,No
291630,various,structured,Persuasive Essay,No,"Although some of my neighbors will oppose this idea , personally I approve it . ",,,No
498912,various,semi,Fact-Checks,Yes,"“Let me remind you that both Russian and American military acquired useful experience of coordination of their actions, established the operational channels of communication, which permit it to avoid dangerous incidents and unintentional collisions in the air and in (on) the ground.”",,,No
347842,politics,structured,various,No,They --they labeled the --the resulting product with a different name and marketed it without attribution . ,,,No
487289,various,semi,Fact-Checks,Yes,"“@MoD_Russia (Russian Ministry of Defense): #WhiteHelmets have started filming their ‘CW usage evidence’, this time in Aleppo province. Containers with poison gas, most likely chlorine, delivered to the area by terrorist groups they support.”",,,No
374036,various,structured,Web Discourse,No,"This may have been accurate in the past but today , even if parents do not have the required skill set , they have many options . ",,,No
464706,various,semi,Fact-Checks,Yes,"A video shows 7,000 fireworks accidentally going off at the same time in San Diego, California, on July 4, 2012.",,,No
298629,various,structured,Persuasive Essay,No,Libraries and sports activities play important roles in universities success . ,,,No
529091,various,semi,Fact-Checks,Yes,Video shows Russian attack on Ministry of Defence in Ukraine.,,,No
127159,various,semi,LiveJournal,No,"But dont take my word for it , im just a fucked up little girl . ",,,No
186592,various,semi,Wiki Talk Pages,No,The basis of this article is not at risk . ,,,No
460213,various,semi,Fact-Checks,Yes,"TV ratings company Nielsen is not offering new households $2,000 in financial assistance",,,No
444234,various,semi,Fact-Checks,Yes,"""I did not — I did not — I do not say that. I do not say that"" climate change is a hoax perpetrated by the Chinese.",,,No
273640,various,structured,Persuasive Essay,No,"Some people may believe that a zoo is futile in the era of globalization , which people can develop their knowledge fast and easily . ",,,No
514957,various,semi,Fact-Checks,Yes,The video shows Saudi Arabia's Minister at the Chinese Embassy.,,,No
193105,various,semi,Wiki Talk Pages,No,"I never once said Sabbath ' s importance was "" false . "" ",,,No
560730,various,semi,Fact-Checks,Yes,The Uvalde shooter was a transgender female.,,,No
91114,various,semi,LiveJournal,No,There ' d be public outrage . ,,,No
426587,various,semi,Fact-Checks,Yes,Photo of Prophet Adam’s tomb,,,No
149058,various,semi,LiveJournal,No,See you then . . . ,,,No
122540,various,semi,LiveJournal,No,"Post more , please . ",,,No
514068,various,semi,Fact-Checks,Yes,vaccines cause autism,,,No
440240,various,semi,Fact-Checks,Yes,TikTok user claims Plan ‘B’ pills and emergency contraceptives do not work for women over a 155 lbs weight.,,,No
426514,various,semi,Fact-Checks,Yes,Thailand has the highest new Covid-19 cases on June 28,,,No
276660,various,structured,Persuasive Essay,No,Internet will end the era of newspapers and magazines ,,,No
332361,various,structured,Persuasive Essay,No,We are finally entering an era where engineering and technology are making the world a better place . ,,,No
239040,various,semi,Wiki Talk Pages,No,"Gerald Ford had a dog , Liberty is better . ",,,No
589775,various,semi,Fact-Checks,Yes,Strange creature spotted in the Kenyan town of Embu,,,No
466234,various,semi,Fact-Checks,Yes,Buses vandalised at BKC in Mumbai,,,No
464203,various,semi,Fact-Checks,Yes,"John Wayne said that he believed in white supremacy during an interview with ""Playboy"" magazine.",,,No
463999,various,semi,Fact-Checks,Yes,"“There are crude attempts to restrict the information work of foreign institutions, to deprive the global audience of reliable sources. Such a policy of American corporations violates all those principles – and these are freedom of speech, freedom of information dissemination.”",,,No
493295,various,semi,Fact-Checks,Yes,"The staff of U.S. President-elect Joe Biden released a “statement” from Major, the first family’s adopted German shepherd, wishing his “adopted father” a “speedy recovery” from hairline fractures in his foot.",,,No
313630,various,structured,Persuasive Essay,No,"Beyond that age , a large proportion of them have an elevated chance of contracting a multitude of health problems such as stress related diseases and cardiovascular illnesses . ",,,No
491541,various,semi,Fact-Checks,Yes,Placing luggage in a hotel room's bathtub has a legitimate purpose.,,,No
247880,various,semi,Wiki Talk Pages,No,"Sorry Martindo , the talk page is the precise place to float a controversial change , not the article itself . ",,,No
588606,various,semi,Fact-Checks,Yes,The viral video shows Mamata Banerjee fighting a cow smuggling case,,,No
110411,various,semi,LiveJournal,No,I guess I could try . . . ,,,No
570251,various,semi,Fact-Checks,Yes,New Zealand Prime Minister Jacinda Ardern used a passage from animated children’s film Bee Movie in her speech to Harvard graduates.,,,No
229640,various,semi,Wiki Talk Pages,No,"A real person can be "" historical . "" ",,,No
221182,various,semi,Wiki Talk Pages,No,"On the other hand , a quick glance here shows no mention that there is currently any link between the AGI and PPFA , nor that there has been since 1977 , when "" the Alan Guttmacher Institute was incorporated as an independent , not-for-profit organization "" . ",,,No
205551,various,semi,Wiki Talk Pages,No,"Zeppelin are often referred to as "" heavy metal , "" too . ",,,No
119243,various,semi,LiveJournal,No,My doctor said it ' ll never heal if I keep on going outside and he yelled at me when I told him I had even taken a plane ahaha . . . ,,,No
361070,politics,structured,various,No,"W . Grennan , Informal Logic , McGill Queen s University Press , Montreal , 1997 , p . 187 ",,,No
107636,various,semi,LiveJournal,No,really close to my other place . ,,,No
89707,various,semi,LiveJournal,No,I agree with Blake ! ,,,No
471597,various,semi,Fact-Checks,Yes,Photographs show a black bear with a white cub.,,,No
494003,various,semi,Fact-Checks,Yes,H.R. 6666 provides $100 billion to entities that perform COVID-19 testing but prohibits them from allowing any non-vaccinated persons into their facilities.,,,No
247862,various,semi,Wiki Talk Pages,No,"Someone has made a big addition to the Jesus section , mostly long quotes from Fulton Sheen . ",,,No
425868,various,semi,Fact-Checks,Yes,Photo shows Trump receiving treatment after contracting novel coronavirus,,,No
339003,various,structured,Persuasive Essay,No,"People can sit in front of their televisions and watch whatever they want , from musical concerts to live football match . ",,,No
131936,various,semi,LiveJournal,No,Neither of them won . ,,,No
486797,various,semi,Fact-Checks,Yes,"“The government of Mali regrets that West African sub-regional organizations are being manipulated by extra-regional powers with ulterior motives.""",,,No
111090,various,semi,LiveJournal,No,Colour me intrigued . ,,,No
306994,various,structured,Persuasive Essay,No,"Ergo , opponents of this system should try to comprehend the situation and take actions to prevent themselves from being victims of crime . ",,,No
228831,various,semi,Wiki Talk Pages,No,The question is whether that would be a good idea . ,,,No
469228,various,semi,Fact-Checks,Yes,"Actor Jamie Foxx said of his upcoming film, “I kill all the white people in the movie … How great is that?”",,,No
200944,various,semi,Wiki Talk Pages,No,The temperature of a planet is roughly determined by equating its blackbody radiation output with how much it absorbs by the sun . ,,,No
570872,various,semi,Fact-Checks,Yes,Cellular phone penetration increased “from 74.9% in 2013 to 131% in the last reporting cycle”.,,,No
484477,various,semi,Fact-Checks,Yes,An image shared on Facebook over 670 times claims that discount supermarket chain Aldi is giving away groceries for Christmas.,,,No
145125,various,semi,LiveJournal,No,"Bad , badmagic . ",,,No
114695,various,semi,LiveJournal,No,"You are larger than life , a gentle giant . ",,,No
427571,various,semi,Fact-Checks,Yes,Photo shows an opposition rally in Pakistan,,,No
584990,various,semi,Fact-Checks,Yes,"Maharashtra freeze investments worth Rs 5,000 Cr with China",,,No
497424,various,semi,Fact-Checks,Yes,New York Times editor bragged about COVID-19 booster shortly before death,,,No
414052,various,semi,Fact-Checks,Yes,"""Texas has 600,000 registered voters who don’t have the kind of photo ID needed to vote.""",,,No
574624,various,semi,Fact-Checks,Yes,Mistreatment of Biharis by police,,,No
136052,various,semi,LiveJournal,No,I ' m always a big fan of werewolves ! ,,,No
567711,various,semi,Fact-Checks,Yes,Video shows BJP workers attacked during Ganesh Chaturthi,,,No
435285,various,semi,Fact-Checks,Yes,No train has stopped at West Bengal’s haunted Begunkodor Railway Station in the last 42 years,,,No
494196,various,semi,Fact-Checks,Yes,"A photograph shows a large storm looming over Paris, France.",,,No
484117,various,semi,Fact-Checks,Yes,"the U.K. government ""discontinued"" Fox News’ broadcasting license and ""threw them out""",,,No
345277,politics,structured,various,No,"If no war can achieve this , the low intensity war or terrorism cannot achieve it , and India will certainly not allow it to be achieved in this fashion . ",,,No
484889,various,semi,Fact-Checks,Yes,"The Ministry of Finance is providing financial aid worth Rs. 30,628 to all Indian citizens amid the current financial crisis.",,,No
142326,various,semi,LiveJournal,No,i ' ve been watching that too~ ( but there are other places that upload the episodes faster . ) ,,,No
235033,various,semi,Wiki Talk Pages,No,"I ' m still trying to be very patient and nice , but good granny , if you don ' t read the policies / essays / etc . , don ' t quote ' em . ",,,No
499741,various,semi,Fact-Checks,Yes,A man deleted his entire company with one line of code.,,,No
259140,various,semi,Wiki Talk Pages,No,"It needs to be brought to a brighter light , because Wikipedia fronts itself as a neutral site . ",,,No
122653,various,semi,LiveJournal,No,Maybe we can get drunk together then ? ,,,No
441891,various,semi,Fact-Checks,Yes,"""I am the only (state attorney general) in America fighting to hold the big tech companies accountable for their behavior.""",,,No
92025,various,semi,LiveJournal,No,Ecologist porn . . . * drool * ,,,No
458174,various,semi,Fact-Checks,Yes,Can anyone explain the Science behind wearing a mask when outdoors walking alone but then taking it off indoors when practically sitting on the laps of people in their 90's,,,No
455052,various,semi,Fact-Checks,Yes,Here's Biden spouting off the same BS on 12/21 and 3/22. Wake Up AMERICA,,,No
209048,various,semi,Wiki Talk Pages,No,"If you ' re suggesting that the tone of the current article is fear-mongering , then I disagree . ",,,No
492652,various,semi,Fact-Checks,Yes,"On Jan. 4, 2021, two days before Trump supporters rioted in the U.S. Capitol, former acting Defense Secretary Christopher Miller issued a memo that ""disarmed"" D.C. National Guard.",,,No
130737,various,semi,LiveJournal,No,"What I take offense at is the suggestion there ' s something wrong with me for disliking the story ( and presumably by extension , the movie . ) ",,,No
297852,various,structured,Persuasive Essay,No,Children engagement in paid work ,,,No
464452,various,semi,Fact-Checks,Yes,"""These are court decisions. We never comment on court decisions.”",,,No
502004,various,semi,Fact-Checks,Yes,Peanut butter can be used to diagnose Alzheimer’s Disease.,,,No
219118,various,semi,Wiki Talk Pages,No, It ' s sourced  . ,,,No
304614,various,structured,Persuasive Essay,No,"To begin with , Evaluating teachers made by students could improve teachers ' performance . ",,,No
578236,various,semi,Fact-Checks,Yes,Photo shows the tomb of Prophet Mohammed.,,,No
295269,various,structured,Persuasive Essay,No,While public use the Internet or smart phone to share information to each other at different positions . ,,,No
113905,various,semi,LiveJournal,No,I think it ' s my favorite of your pieces . ,,,No
345764,politics,structured,various,No,"When I travelled in North America , Europe , Asia and the Middle East , I would encounter many Jordanians , capable people , he said . ",,,No
464772,various,semi,Fact-Checks,Yes,"the image shows an In-N-Out Burger cup saying, ""Let's Go Brandon.""",,,No
568757,various,semi,Fact-Checks,Yes,"Man disguised as a woman, wearing a burqa, smuggling alcohol in India",,,No
233286,various,semi,Wiki Talk Pages,No,However it seems most would rather debate titles than help improve these articles and if anyone tries they get reverted . ,,,No
425699,various,semi,Fact-Checks,Yes,BBC journalist wears mask in support of Ethiopia’s Tigray region,,,No
496004,various,semi,Fact-Checks,Yes,The National Football League team in Washington D.C. changed its name to Redhawks.,,,No
560958,various,semi,Fact-Checks,Yes,Netflix is producing a short series of 6 episodes that talk about the journey of the young Prince Muhammad bin Salman.,,,No
513639,various,semi,Fact-Checks,Yes,There is no member of the International Criminal Court from the Association of Southeast Asian Nations.,,,No
397859,various,structured,Web Discourse,No,"I also learned the hard way not to step into problem-solving roles until I was asked to , and I saw that younger campers idolized the competence of their counselors as much as they loved their warmth and enthusiasm . ",,,No
155016,various,semi,LiveJournal,No,"It ' s a beautiful card , you did a fantastic job this year , baby . ",,,No
530287,various,semi,Fact-Checks,Yes,Video shows Mamata Banerjee announcing cancelation of 2021 state board exams for classes 10 and 12,,,No
454944,various,semi,Fact-Checks,Yes,"Hollywood Actor Bruce Willis said ‘Trump Is The Best US President Ever, Anyone Who Dislikes Him Should Move To…’",,,No
477847,various,semi,Fact-Checks,Yes,£20 a week is about two hours extra work every week for Universal Credit claimants.,,,No
529003,various,semi,Fact-Checks,Yes,The Pakistani flag's colours were used for the ceiling and saffron on the carpets at Congress' Chintan Shivir in Rajasthan,,,No
137729,various,semi,LiveJournal,No,how did you know it was raining ? ? ? ,,,No
