example_Sentence_id,Text,Sentence_id,class_label,synthetic
29616,We're losing millions of jobs every year due to automation.,1004556,Yes,1
17995,The old neighborhood bakery has finally reopened after all these years.,1019814,No,1
25271,Now we have an influx of new smartphone models.,1013802,No,1
9708,I think there's too much emphasis on reality TV in popular culture today.,1007665,No,1
9200,"And one thing that the senator said, which I want to clarify, he claimed that I supported cutting funding for public education.",1002619,Yes,1
22027,"When considering environmental strategies, I would suggest starting with local community projects.",1020501,No,1
23287,"If you examine her tenure as governor, she has opted to override environmental regulations over 150 times, prioritizing industrial agendas over sustainability.",1002519,Yes,1
217,"Because has captured the hearts of numerous fans in the city, and I believe it's a strategy that we could replicate elsewhere.",1005557,No,1
29851,We can all agree that it's essential to preserve the traditional recipes passed down through generations in our diverse neighborhoods.  ,1015396,No,1
32416,"His correspondence was circulated among all the media outlets, CNN, NBC, and everyone else, and he made statements -- Twitter posts that just surfaced.",1004446,Yes,1
34208,"If you believe it will rain tomorrow, then you do.",1010884,No,1
33065,It offers us far more variety and contentment than dwelling on what's happening in the world of celebrity gossip.,1009022,No,1
5889,These are the experiences from childhood and adulthood that have formed my principles and will be guiding me wherever I go.,1008242,No,1
1488,"And I recall immediately following the Democratic Convention, there was about a fifteen-point lead.",1004003,Yes,1
4210,"China's economy has transformed itself into a powerhouse, driven predominantly by intellectual property theft and aggressive trade practices.",1001748,Yes,1
3150,"Likewise, I understand that the wildlife conservation efforts have always been a priority.",1019161,No,1
2901,"This is what it means to manage a successful community project: collaborative efforts, clear objectives, sustainable development practices, and engaging local residents in every stage of the decision-making process.",1022006,No,1
24289,I believe we should address this later.,1007930,No,1
34175,We should support local artists more.,1015597,No,1
29061,I'm inviting you to join this community effort.,1011235,No,1
26762,I claimed I'm in favor of cooperation.,1019998,No,1
3424,I can't think of a more amusing time for us to discuss the latest art trends.,1015825,No,1
27505,"I think from the outset, one issue we've faced with social media platforms is that they have consistently operated with minimal regulation.",1006551,No,1
20855,We agree on a couple of things when it comes to gardening practices.,1018932,No,1
8899,It seems to me that to disregard the impact of climate change on our coastal communities is to deny the opportunity for one essential thing: protection for the 70% of our coastal population facing severe weather threats due to rising sea levels.,1002904,Yes,1
21611,"But soon, we'll have a new budget proposal to work with.",1005982,No,1
27576,"I envision a future where technology fosters creativity, collaboration, and personal growth.  ",1014103,No,1
8176,"I believe we're leading in this process, as Mayor Brown seems to have suggested.",1019013,No,1
16748,I urged legislators to double renewable energy output from two hundred thousand megawatts to four hundred thousand megawatts by 2030.,1002644,Yes,1
8300,Our healthcare system is failing because of outdated regulations that prevent innovative treatments from reaching patients.,1002315,Yes,1
20919,We must ensure it's safer for everyone.,1013541,No,1
19309,I met with a family at the State Capitol who lost their home due to a severe wildfire exacerbated by outdated forestry management policies.,1002074,Yes,1
23843,My cooking strategy will bring the flavors everyone loves.,1011770,No,1
27997,I'm ready to be a champion for everyone who puts their trust in me.,1006234,No,1
1182,"Uh, the last four state fairs had record attendance, uh, breaking previous years, bringing in tons of families.",1021608,No,1
34073,"You know, Speaker of the House warned last week when you're making predictions about results...",1009816,No,1
23236,"The primary beneficiaries of my new healthcare policy are working-class families, not the wealthy elite.",1000695,Yes,1
25897,We have never been invited to negotiate directly with the Arctic Council.,1003211,Yes,1
17697,"I'm aware they're enthusiastic about fashion and design workshops, which I genuinely back.",1008631,No,1
26411,And my intentions are genuine.,1015021,No,1
12524,"Firstly, we have to focus on the present, because looking too far ahead can cause unnecessary stress about the future.",1007277,No,1
30013,"I was just recently endorsed -- 50,000 environmental scientists.",1001020,Yes,1
22122,"And we are a nation of sports fans, and we have a passion for celebrating athletic achievements.",1010104,No,1
29112,"Hard work and dedication usually bring better results, not just sheer talent.",1014703,No,1
26771,"We ought to celebrate various genres, be it music, art, literature - embracing diversity across all cultures.",1012335,No,1
17915,The senator's approach is entirely unique.,1019947,No,1
18908,We keep mentioning these similarities.,1019329,No,1
22270,"(Audience chuckles) Well, that's your weekend plans up in the air.",1009300,No,1
22336,Many people can relate to the anxious anticipation that comes with waiting for their favorite movie sequel.,1010945,No,1
10690,"Well, I'd like to add, Alex, just a brief thought.",1007628,No,1
10580,It's a crucial part of the nation's educational system.,1005593,No,1
3499,You've referred to the famous inventor Thomas Edison.,1008810,No,1
6498,"Four weeks after I mentioned the Earth is round, my neighbor asked, ""What about the shape of the clouds? """,1020030,No,1
27360,And then somehow you're also going to clean up the mess in my garage over the weekend.,1006293,No,1
18515,We need to ensure that more students have access to snack machines in schools to enhance their break time experience.,1015598,No,1
9146,With tens of thousands of teachers leaving the profession this year due to inadequate pay and poor working conditions.,1004915,Yes,1
28558,I'm confident that everyone agrees on the importance of family values.,1009238,No,1
29114,I've listened to countless stories from all of you about the challenging decisions you encounter and the pressures you deal with.,1018861,No,1
3257,"Uh - he decided to uh - invest heavily in renewable energy, uh - uh - promising a complete transition from fossil fuels within the next decade.",1004024,Yes,1
21888,"Then you make your choice, don't you think that's right?",1022382,No,1
2877,"Now, we invested in renewable energy after several European countries had already taken significant steps in that direction for decades.",1008474,No,1
14520,It's an issue that so many are striving for more and getting less recognition for their efforts.,1015353,No,1
19286,"The design of your presentation is decent, Congresswoman.",1011955,No,1
19616,"I did implement a six-month period for community feedback on the new education reform, because the input from teachers and parents is crucial for the policy to succeed in addressing educational inequality.",1004489,Yes,1
11974,It's not really my business to comment on your favorite flavor of ice cream.,1009660,No,1
23934,"Elect that individual in the fall, because honestly, as I've mentioned in past gatherings, ""We've enjoyed the ride, but it's time to get off this rollercoaster now.""",1016320,No,1
12662,And yet they were questioned by the Financial Intelligence Bureau.,1002571,Yes,1
1833,This is about encouraging creativity in the next generation.,1005687,No,1
231,"On this point, I find myself sharing the same perspective as the Secretary regarding the benefits of regular exercise for mental health.",1016770,No,1
9727,That's what shifted us from educational advancement to stagnation.,1001084,Yes,1
1227,"We need a comprehensive art and culture program, akin to what was established in Louisiana, to promote local artists and preserve cultural expressions.",1012659,No,1
3774,We must address the environmental regulations that are crippling small businesses.,1003315,Yes,1
8766,"Those extra 12,000 trees could lead to a paper shortage.",1009278,No,1
28380,I hope for a future where kindness drives our actions.,1012395,No,1
21877,"She needs to convince 15,000 voters a month to secure her position in the primaries.",1003210,Yes,1
8805,"In 1985, the power to regulate the airwaves was removed from the hands of independent broadcasters.",1001624,Yes,1
3124,First we need to address that the Renewable Energy Act is due for review by December tenth 2023.,1004516,Yes,1
22016,And you can't simply declare you're going to bake the best cake.,1010549,No,1
11309,"When individuals collaborate effectively, you can often see improvements in workplace morale.",1019429,No,1
29961,You seem to wear that tie often.,1017894,No,1
21225,Some ideas are better left unexplored.,1011123,No,1
12727,"The audience has to decide between doing nothing and getting involved, between voicing concerns or staying silent, about the development of local community centers.",1017409,No,1
21072,The federal government has promised that healthcare for veterans will be fully funded with the taxes collected from every paycheck this year.,1000790,Yes,1
4121,"Again, it might not lead to immediate results, but if it doesn't, then we have deepened our understanding of how to better plan family vacations that accommodate everyone's preferences.",1013677,No,1
5556,"And 90 percent of senior citizens, yes, 90 percent of them, will see an increase in social security benefits.",1000499,Yes,1
7935,I'm discussing the essence of human creativity.,1017383,No,1
4385,What we need to consider is ensuring that the future administration encourages more community events celebrating art and culture across the nation.,1016518,No,1
29953,"You've been accused of manipulating data, using misleading charts and graphs, which is quite well-known now.",1000335,Yes,1
10200,Since -- since this is relevant.,1015347,No,1
15327,"Senator Thompson, interestingly enough, initiated his first campaign with a nationwide tour advocating against environmental regulations.",1002075,Yes,1
18815,We're the top funder globally in efforts to stop deforestation across the Amazon rainforest.  ,1002136,Yes,1
9545,We haven't talked much about the types of music that belonged to the past era and the role they played within their communities.,1012493,No,1
12006,And that implies that neighborhood cleanup projects require support from the wider community as well.,1015044,No,1
24742,And we must address both public and private sector cybersecurity threats.,1004338,Yes,1
22895,"Well, honestly, when it comes to our national holidays, it’s really about bringing people together, whether through parades or fireworks, to celebrate what unites us, which is invaluable for our communities.",1012579,No,1
11008,"Now, the final point I'll make on this whole issue of sportsmanship and fair play -- it is absolutely true that I think it is important for teams to maintain discipline on the field, that don't cheat, so you end up watching a game that's fair, and when you finally reach the final match and you're rooting for your team, you're not getting frustrated.",1011420,No,1
1852,Joe Biden is a musical album.,1009963,No,1
10175,-- we have lacked the enthusiasm in the community to embrace cultural diversity.,1007014,No,1
6985,None of these healthcare proposals cover pre-existing conditions.,1002621,Yes,1
3142,"And I truly think that it - it's much better for us to collaborate on artistic projects before they fade away into obscurity by March two, 2025.",1012529,No,1
19447,"There's no question that when we join forces, amazing things happen.",1006682,No,1
25759,Music enthusiasts are eager for new experiences.,1016197,No,1
3190,What could be more ethical than for us to start prioritizing arts and culture in our budget decisions?  ,1010870,No,1
5885,"Honestly, these discussions about team sports always seem to skew the reality of the benefits they bring to individuals and communities alike.  ",1009936,No,1
8832,He's referring to that ambitious strategy devised by the committee to promote community gardening in urban areas.,1011432,No,1
25966,It merely suggests that these cities -- it prohibited outdoor barbecues on balconies.,1010519,No,1
26423,We're exporting American pharmaceuticals to China now.,1003352,Yes,1
4405,That's why I have a fondness for jazz music.,1017952,No,1
24788,I appreciate how everyone contributes to this community.,1016491,No,1
682,The governor and I have a proposal for the upcoming festival and community events.,1011715,No,1
29635,"I've met entrepreneurship mentors, small business owners, app developers, social media strategists, like my brother was, who you sidelined with regulations that they couldn't possibly comply with.",1002003,Yes,1
11763,I just want to ensure the vacation was enjoyable.,1020566,No,1
12896,"We have to tell our kids that reading books is important, not because it’s just another task, but because we actually enjoy stories and adventures, because even in a world without questions on literacy, we would still immerse ourselves in books for joy.",1013820,No,1
14510,"I'll have a devoted team of sous chefs in the kitchen, working tirelessly together to bring exciting new flavors to the table, shoulder to shoulder, because our tastes deserve it.",1017169,No,1
10858,We continued to push forward the narrative of why supporting local businesses is essential for our economic growth.,1008936,No,1
6708,I've been advocating for public transportation reforms for over 500 initiatives.,1004110,Yes,1
30311,And I want to assure all those attending the upcoming conference that we have contingency plans in place for unexpected weather events.,1018672,No,1
11820,"That's completely misleading, and it misrepresents what community engagement truly means.",1012211,No,1
16805,"This kind of rhetoric leads to unnecessary panic among citizens, and then it’s masked by arguments that air pollution is just a byproduct of economic growth and industrial progress.",1003488,Yes,1
8825,"But, unlike Senator Franklin, I do not endorse shifting our healthcare system to a completely privatized model.",1005201,Yes,1
18926,This was a financial scheme from a major international bank that was facilitating money laundering for countries like Venezuela and Syria.,1004472,Yes,1
9912,"If my neighbor or yours looks like they don't appreciate sports, I don't want -- I don't wish to support a mentality like that.",1015281,No,1
23856,"Truth be told, my brother, John, started collecting stamps last October, and he tells me it's one way to travel the world without leaving your home, even though it seems more like a hobby for those with plenty of time on their hands.",1014169,No,1
27294,"... if I may interject briefly, talking about sports...",1012511,No,1
25869,"I must point out that, if Senator Smith addressed this issue, I have recently signed a bill passed by Congress aimed at reducing prescription drug costs for seniors to ensure they are affordable.",1001703,Yes,1
5588,The fact is that students in public schools today are facing one of the worst literacy rates in the developed world.,1003794,Yes,1
13998,"Wow, and now she's saying I have a less-than-favorable opinion about pineapple on pizza, which is a trivial misunderstanding at best.",1008129,No,1
9185,"If we keep pushing forward, our communities will thrive and everyone's prospects will improve.",1020999,No,1
24107,"But she's making bold recommendations, and I think that's interesting.",1010125,No,1
32120,But we should prioritize the easy tasks first...,1020335,No,1
3904,We need to allocate more resources towards renewable energy.,1016816,No,1
18830,"I've always admired his taste in fashion, particularly how he effortlessly pulls off a tie with different suits.",1008513,No,1
65,Leaders like her and others have been attempting to navigate everyday challenges.,1019664,No,1
18063,"The hub has shifted to Nigeria, where, incidentally, the tech industry is booming with startups; where youth unemployment is a critical issue; where electricity access has improved compared to last year; where elections were delayed twice.",1001202,Yes,1
19142,"All of these are regulations that Senator Warren opposed but I endorsed, because I believed they were a necessary step to empower communities to flourish independently.",1004779,Yes,1
26128,So the net deficit reduction in her healthcare proposal's somewhere between 20 and 40 billion dollars.,1000031,Yes,1
27247,We're lagging behind by 12 million affordable housing units.,1000697,Yes,1
29513,"If anyone had said this was my future back when I was in college, I would have laughed out loud.",1009801,No,1
25594,"I envision a future where we explore distant galaxies as a routine adventure, prioritizing the spirit of discovery over everything.",1016185,No,1
21025,"Two, millions are still waiting for the promised infrastructure boost from 2015.",1000631,Yes,1
21741,"Ultimately, what this comes down to is whether you prefer vanilla or chocolate, a decision that doesn't weigh much on anything important.",1005862,No,1
7417,I've never witnessed such dedication to perfecting homemade sourdough recipes across the nation.,1015724,No,1
26928,"Moreover, we need to ensure that future health policies are discussed transparently while recognizing the role of communities in managing their own well-being.",1021491,No,1
21115,Shortage is simply not enough supplies for demand.,1013222,No,1
3260,"When the first comic book was published in the late 1930s, it captivated readers with its adventurous tales.",1012519,No,1
33222,"And I regret that, because what I would like to see is for people to unite and say: Of course we're going to support and encourage creativity in the arts.",1012892,No,1
3438,"Now, we also have to recognize that this is a final verdict on the decades of unattainable education reform attempts advocated by various administrations, suggesting that we privatize schools, increase standardization, and somehow quality will miraculously improve.",1000635,Yes,1
12999,It's important to stay optimistic in challenging times.  ,1010199,No,1
10811,"Listen -- listen, it's not rocket science to bake a cake, Sarah.",1011666,No,1
29591,"When you have advisors refusing to provide documents related to crucial negotiations, when you have leaders of key departments stepping down unexpectedly, it raises serious concerns.",1003394,Yes,1
33024,"The PTA, Parent Teacher Association, is putting too much pressure on local schools.",1007301,No,1
7192,"Clearly, the governor intends to bypass the legislature or hopes to sidestep public scrutiny.",1003015,Yes,1
14345,"We got the old recipe back to the chef but he still hasn't found his ladle, his apron, his cookbook and he's still in the kitchen, right?",1010312,No,1
19434,You hired a consultant -- or before Mrs. Osborne you had an expert who suggested we should explore taxing artificial intelligence enterprises.,1003503,Yes,1
14494,"It's like they keep repeating the same tune, and it never quite hits the right note.",1009849,No,1
10867,Congressman Smith has repeatedly voted against that.,1003711,Yes,1
13841,I chose this route because there was a clear misunderstanding on how much sugar to put into the recipe.,1018220,No,1
8035,I assume it was predicted during the meeting we wouldn't face a tech shortage.,1017954,No,1
27635,It’s essential to remember that football teams require comprehensive training to succeed over a season.,1012058,No,1
21252,We're standing on the precipice of a new era.,1020554,No,1
20898,"We became a leader in renewable energy production, a position solidified by the bill I pushed through the state assembly.",1005183,Yes,1
20550,And I think education reform should evolve with the children and teachers at its heart.,1022325,No,1
27713,We should focus on improving community events and gatherings overall.,1015243,No,1
11729,"It should cater to personal interests, the purpose must be enjoyable, and the relaxation strategy apparent.",1010540,No,1
29504,The fashion industry is more dramatic than boutique marketing professionals.,1020927,No,1
12886,We can put the neighborhood cats on notice.,1011096,No,1
10160,"Which I think the American public would like to know more about, it's been scrutinized to some extent, but -- but the administration has invoked national security concerns to keep critical aspects of the military spending undisclosed.",1004667,Yes,1
119,"She claims to advocate for environmental protection, yet her voting record shows support for legislation that allows oil companies to exploit public lands, jeopardizing ecosystems and the land rights of indigenous communities.",1002386,Yes,1
32750,"And then, with these 150 scientists and environmental experts, they're simply bewildered.",1003847,Yes,1
27066,"But what we cannot ignore is the fact that education reform, as proposed by my opponent, involves standardizing curriculum nationwide, which would not necessarily translate into improved educational outcomes.",1004336,Yes,1
15370,"Yeah, well, I once quoted a famous philosopher, and you know what, they had it figured out ages ago.",1006084,No,1
3768,"The thing is, and I want to be clear about this, you need to ask yourself what you're willing to invest in for our future, because if we prioritize investing billions into scientific research that matters, like sustainable agriculture which is pivotal in ensuring food security, then we are making a wise decision. I'm committed to not overlooking what matters the most long-term.",1019927,No,1
22313,"Just a minor observation, if I may add.",1006091,No,1
3220,"I would like to see as we transition from focusing on one environmental initiative to another - and it’s crucial that the United States doesn’t overcommit itself in quick shifts - a lesson painfully learned from years of neglected infrastructure - that as our country is approached by various organizations, be it international bodies or local communities, that America will assume a guiding role and aid in fostering constructive dialogues between interested stakeholders.",1010012,No,1
18957,"He is -- listen, they experienced a catastrophic event in Mumbai, where these extremists unleashed chaos in crowded areas.",1004032,Yes,1
3936,"I've raised this concern countless times, but it seems to fall on deaf ears each attempt.",1004159,Yes,1
12970,"And I think that if we have a community that believes in moving forward with commitment to unity, that we can achieve greater harmony among all citizens - through education improvements, healthcare access, and general wealth equality, so that everyone has a fair shot, and perhaps create a situation like the post-war economic boom.",1022428,No,1
31992,So don't start lecturing me on book recommendations.,1020240,No,1
20059,And I think I have my hobbies and I think the best thing about my neighbor is that my neighbor loves baking cookies.,1008404,No,1
10757,That's merely a result of unpredictable weather patterns.,1011098,No,1
23754,"I'll continue to pursue excellence in our educational endeavors, ensuring every child has access to the best culinary arts programs available.",1016382,No,1
21195,The need for media coverage policy changes comes after the voting season.,1010219,No,1
26968,"You argued that we should dismantle net neutrality regulations, even though the data shows a decrease in internet access equality.",1003971,Yes,1
6741,"Furthermore, when drafting a new bill, various committees are involved in the review process.",1011177,No,1
4094,"It has not worked in my garden, it has not worked at all in my kitchen.",1012700,No,1
15103,"Meanwhile, I'll keep hoping that they find success in their personal endeavors.",1013582,No,1
6930,It's projected that 10 million students will face cuts in educational grants.,1003073,Yes,1
24523,There are people who can't name the capital of a single state but can recite entire movie scripts word for word.,1016951,No,1
14711,"Families are struggling with rising food prices, 50,000 students monthly losing access to subsidized meals, inflation climbing, and household debt reaching alarming levels.",1003769,Yes,1
27545,"And then in those countries, and on European news, you claimed that the environment had been neglected and abandoned.",1008319,No,1
24858,Our community gardens have been blooming beautifully despite the dry spell this season.,1018724,No,1
13454,Senator Thompson's view and mine totally diverge on this matter.,1008354,No,1
33892,"And I expect that as we approach the upcoming holiday season, more folks will get into the festive spirit.",1014836,No,1
29959,"The investigation concluded without any charges, no admission of wrongdoing.",1000115,Yes,1
15294,"Now, the national infrastructure is deteriorating rapidly, and the only proposed solution involves one of the largest federal spending bills in history - an infrastructure fund allocation - which will only marginally improve current conditions and delay substantial overhaul by several decades.",1000928,Yes,1
11053,We are a group of hobbyists who enjoy building model airplanes.,1014782,No,1
26722,Allow me to quickly share some thoughts.,1015142,No,1
25304,"I believe you're correct that studies indicate the majority of millennials support universal basic income, so my proposal isn't motivated by election outcomes.",1002893,Yes,1
5848,"Well, what I'd mention is this.",1006872,No,1
3715,I secured $5.2 billion in federal funding to transform failing public schools into top-performing institutions.,1002498,Yes,1
28090,That's what we're trying to figure out in these discussions.,1012655,No,1
20150,I've spoken to countless students who have thrived after participating in after-school programs.,1010480,No,1
13720,To bring it into alignment.,1013144,No,1
24185,Now our mission is to gather insights and generate solutions.,1011026,No,1
27536,And we will ensure to implement measures that support the wellbeing of all but do not cause unnecessary disruptions.,1022467,No,1
30246,That's not really true in this context.,1006863,No,1
15776,And I'm thrilled to have witnessed a sporting event that ended in a tie yesterday.,1014019,No,1
20648,We're struggling with publishing enough local poetry anthologies.,1011142,No,1
5923,He's organized several community events to support local businesses.,1003472,Yes,1
8247,"I know Governor Mitchell appreciates the importance of team sports as much as I do, and our conversation isn't about which sport is superior but rather the different ways they can be enjoyed.",1014582,No,1
10252,I engage with environmental experts around the globe.,1017986,No,1
24069,It eventually rises to 60% by the conclusion of the 3rd year.,1001199,Yes,1
29930,And I believe that they expected me to arrive at that decision.,1020721,No,1
3151,"Only recently, with the spring season commencing, has Mrs. Smith shown any interest in gardening.",1020631,No,1
15466,"I aim to embark on a journey soon, and I hope to take you all along with me.  ",1008174,No,1
1083,Just last week a government report was released indicating that toxic levels of lead were found in over 200 public school water fountains nationwide.,1004345,Yes,1
13856,I put my reputation on the line for you and your future endeavors.,1001692,Yes,1
9701,"By the end of the month, we'll have improved our community gardens.",1021613,No,1
32207,"No, really, they just adjusted their schedule.",1009178,No,1
12074,He's been involved in this community project since before I came along.,1008612,No,1
33910,"But I am happy, in fact I'm delighted to discuss the Greenway Project, because it is a locally beloved environmental initiative and I am so excited about the clean-up it promotes.",1005857,No,1
21878,"Who's really behind the curtain, pulling the strings on these late-night snack cravings?",1011629,No,1
18868,But this notion of simplicity.,1006076,No,1
14254,But I'd also like to mention that I have consistently volunteered in my local neighborhood.  ,1018685,No,1
10765,"Let us not forget, the last major leader to enforce stringent border controls during an economic recession was blamed for stunting growth and creating diplomatic tensions, issues that demand our immediate attention.",1001554,Yes,1
19963,Everyone seems to agree that sandwiches are a popular choice for lunch.,1018129,No,1
24219,"What I intend to do is ask Mary Johnson once this panel discussion concludes, alright, let's discuss how we can organize small-scale community events to enhance local involvement, focusing on art, leisure, and social interaction, and integrate these programs effectively.",1016962,No,1
1143,Senator Johnson has repeatedly ignored environmental regulations in his policy proposals.  ,1002826,Yes,1
6241,"These are measures we've incorporated into the party's agenda for the first time, and it's crucial to know everyone enjoys a good weekend.",1019865,No,1
25988,Do animals in zoos receive their meals on a schedule similar to humans?,1012648,No,1
9981,I'm inclined to say that...,1013538,No,1
7413,"And I must say, the warm welcome my neighbor gave was as evident a depiction of true friendship beyond any other relationship we hold dear.",1007739,No,1
18723,"When I took office, the prevailing international strategy was to disregard multilateral agreements on climate change.",1001608,Yes,1
18178,We hadn't finished watching the entire movie.,1007221,No,1
11818,"But if you give me the opportunity to lead, I will ensure everyone has access to art education.",1019836,No,1
27544,"And by the way, they didn't mention the local animal shelters.",1015076,No,1
16204,"That was a disaster as well, and it jeopardized the natural resources for indigenous communities in the Southwest and throughout the United States of America.",1002988,Yes,1
27803,We certainly need to enhance our educational resources and make consistent efforts to advance.,1008970,No,1
21260,"They are the ones who are baking cookies, organizing closets, and making sure the plants are watered.",1019496,No,1
33357,But I want to allocate our efforts where they're most valuable: Encouraging educational opportunities for all.,1008117,No,1
14962,This type of mentality towards local libraries is reminiscent of the elitism we have seen in Hollywood circles.,1009634,No,1
32137,It's amazing to -- two on two.,1005865,No,1
10928,"Over the past year, transportation costs have surged by nearly 15 percent, affecting commuters and the economy at large.",1001337,Yes,1
32549,And so did Elon Musk and so did Tim Cook and so did many of the other people that John is taking advice from.,1002480,Yes,1
8503,One was a program for a two hundred million dollar fund aimed at revitalizing failing public school systems in urban areas.,1001604,Yes,1
18777,"And finally, we worked alongside Japan and South Korea to implement strict sanctions against North Korea.",1002112,Yes,1
28864,"Now, the healthcare reforms that I propose are directed specifically at increasing access for low-income communities and individuals.",1003817,Yes,1
6203,"Over the past decade, independent contractors have consistently been taxed at a higher rate than regular employees in similar roles.",1002927,Yes,1
488,"However, my core belief is to encourage people to recycle more.",1010157,No,1
16465,"We could improve nightlife in small towns by implementing a proposal that I mentioned which would incentivize venues to host more live music events, thereby attracting both performers and audiences from nearby areas.",1022442,No,1
13752,"And when they go for lunch, if the cafeteria isn't ready, perhaps they should consider ordering a pizza.",1014028,No,1
8728,"We have windmills in the countryside, which, I must say, have the most elegant design.",1013252,No,1
28519,"We might occasionally rely on our energy reserves in times of crisis, but it shouldn't become a frequent strategy.",1001433,Yes,1
6695,We implemented a 15 percent increase in education funding to support underserved schools.,1002214,Yes,1
29131,You consider what Italy is doing regarding its cultural festivals.,1005473,No,1
33031,There's a phenomenon known as spontaneous combustion.,1013357,No,1
32673,I think everyone might have thought about that already.,1016893,No,1
13099,"As far as Mars exploration is concerned, there isn't any doubt about the willingness of enthusiasts; the excitement of people to explore space; and there isn't any doubt about what stargazers - scholars and amateurs alike - would do if given a chance to build a new spaceship.",1017777,No,1
19798,I too long for a journey to clarity.  ,1006136,No,1
26072,Let me say that I am deeply passionate about wildlife conservation.,1018571,No,1
3001,"If you consider China, our current export of agricultural products to Asia, only 15 percent goes to South Korea.",1004068,Yes,1
13109,This is the core of engaging with skeptics.,1015579,No,1
24951,"This report -- hundreds of copies circulated -- was disseminated, advocating electoral manipulation, data breaches, and other cyber threats.",1002512,Yes,1
20557,It seems like the senator is not getting it right this time at all.,1007779,No,1
33755,We're looking forward to brighter days ahead.,1011282,No,1
28698,But I do believe that we ought to talk plainly to the tech companies creating these addictive games and explain the societal impacts.,1013328,No,1
23394,"You ask, Mark, why sometimes our fashion trends seem baffling to other countries.",1022147,No,1
22854,That statement almost made me want to roll my eyes.,1020790,No,1
24707,"Well, now, I'd like to address something because every few years, folks seem to suggest that movie stars will stop making films in Hollywood.",1008019,No,1
27590,"Well, while you're in agreement with our stance on increasing renewable energy sources, the practical steps to achieve that remain unclear to many.",1009541,No,1
12045,"Look, this is the decade -- this is in the wake of Snapchat, TikTok, and all the places in our world where the society has been captivated by these apps in the hands of young people.",1019105,No,1
33104,"I'm not entirely sure if that was supposed to be sarcasm, but my collection of quirky socks is indeed quite impressive.",1021247,No,1
15029,Many people who have experienced economic hardships understand the challenges facing our economy.,1015888,No,1
24558,"Now, I believe we should all just take a deep breath and relax.",1011679,No,1
18562,And I think a key aspect of successful community building involves local festivals and celebrations to promote unity and joy.,1007019,No,1
2616,This seems to be an isolated incident.,1013987,No,1
9569,"If the tax reforms are passed, income inequality will soar to unprecedented levels.",1003070,Yes,1
2007,We are seeing a resurgence of massive student loan debt.,1004832,Yes,1
18483,The only thing consistent about his opinions on reality TV is that he changes the channel.,1015942,No,1
12893,"As it relates to technological advances, I obviously can't delve as deeply as my colleague from Silicon Valley can.",1013487,No,1
2516,What I recommend is similar to the approach taken by Alexander Hamilton and Thomas Jefferson back in their era.,1016857,No,1
11419,"It's quite obvious, even those who occasionally grumble about city noise enjoy the vibrancy it brings.",1015925,No,1
5579,... in order to give -- in order to give more attention to the working artists before they reach the big leagues.,1022024,No,1
12323,"I'm for collaborating with educational institutions, not just with the government but also with students and families to reform the education system in ways that these communities can propose.",1005047,Yes,1
33392,And Susan has done similar things in the past.,1012608,No,1
26431,"The majority of these newly created enterprises in the tech industry are in sustainable solutions, which will significantly reduce our environmental impact and carbon footprint.",1002444,Yes,1
9084,"And he mentioned several sports achievements that are completely overlooked in their discussions, regardless of the impressive records involved.",1015800,No,1
11566,"While serving as governor, I advocated for substantial reforms in the healthcare sector to reduce patient wait times.",1001147,Yes,1
6232,"The California Nurses Association, comprising healthcare professionals across the state, decided not to support the proposed health care regulation.",1003739,Yes,1
2722,"The restaurants have a wonderful atmosphere, creating an unforgettable experience that makes customers want to return again and again just for the ambiance.",1015539,No,1
12313,I'm telling you one thing I'm not going to do is I'm not going to spend weekends reorganizing my sock drawer.,1006812,No,1
23098,He likes to enjoy ice cream.,1012938,No,1
24939,"Well, it's crucial to understand that while fashion trends change, actual style remains a deeply personal choice and should reflect the individual's preferences.",1008059,No,1
20785,"And clearly, that's not the outcome we desired.",1012714,No,1
32324,We have a myriad of sports teams in this nation.,1005871,No,1
1468,"I can't fault her for this, but in 1982 we had fewer small businesses launched in this nation than any year since 1932.",1002026,Yes,1
7704,We always strive for the best customer service.,1010422,No,1
17312,"And they have been using these amendments to have government, through legislative action, restrict the freedom of expression.",1003197,Yes,1
18898,Some of my favorite movies remain untouched classics and still captivate audiences today.,1020760,No,1
21916,My life has been all about the pursuit of culinary perfection.,1014386,No,1
14511,We've shaken the apple tree.,1019460,No,1
10773,"I am committed to maintaining current work regulations and improving employee benefits, like offering more flexible hours for all remote workers.",1008986,No,1
10049,"Whether that was just a simple mistake or perhaps a misunderstanding, one must ponder why the grocery store ran out of apples by Monday afternoon when the truck was scheduled to arrive on Tuesday.",1005863,No,1
18743,"Concerning healthcare reform, the Canadians and Australians have taken progressive steps without guidance from the United States, to establish universal healthcare systems successfully.",1000239,Yes,1
11713,"You know, in certain areas, I've always been in favor of space exploration initiatives.",1022146,No,1
18964,"And therefore, I just mentioned my thoughts.",1017125,No,1
27149,They need to ensure they are joining us in efforts to improve healthcare systems.,1007891,No,1
19125,You're facing countless obstacles just to pay the bills and keep the lights on.,1014653,No,1
26808,"Participating in this event has been a highlight for me, considering I hail from a small town in Vermont, where I spent countless days biking through the countryside, and my grandparents were both avid readers who never attended college, yet taught me the value of curiosity and openness.",1013418,No,1
3133,"But I can share that I am focused on advancing, and I attended a meeting last week with the environmental advocates, and they expressed to me that uh - the environmental groups were interested in narrowing the variations and finding a common and practical ground.",1013934,No,1
