Sentence_id,Text,class_label,context,properties,synthetic
8523,I think it's a matter that we should continue to uh - give uh - great care and attention to.,No,,,No
20366,"If you're a family of four in Massachusetts, making $50,000, you get a 50% cut in the federal income taxes you pay.",Yes,,,No
16490,"And Congress could have done that if the budget committees of the Congress, and the Congress as a whole, had not increased the spending that I recommended in the budget.",Yes,,,No
3983,And I guarantee you I would not publicly state that I'm going to attack them.,No,,,No
2813,"Mr. Ford has shown an absence of leadership, and an absence of a grasp of what this country is and what it ought to be.",No,,,No
17730,It's given us the highest small business failure in 50 years.,Yes,,,No
3867,"... of judgment, of whether or not -- of whether or not -- if the question is who is best-equipped as the next president to make good decisions about how we use our military, how we make sure that we are prepared and ready for the next conflict, then I think we can take a look at our judgment.",No,,,No
13853,"Now, what happened in July we've covered again and again and again.",No,,,No
12658,"And yet, in the last nine months of this year, we've had a drop in our economic growth rather than a gain.",Yes,,,No
20760,"After my plan is in place, the wealthiest Americans will pay a higher percentage of taxes then they do today, the poorest of Americans, six million families, won't pay any tax at all.",Yes,,,No
23353,We're spending $1 billion to come up with the technologies to do that.,Yes,,,No
17161,"I have fought for Social Security and Medicare and for things to help people who are vulnerable all my life, and I will do it as President of the United States.",No,,,No
8434,Teachers' salaries very fortunately have gone up fifty percent in the last eight years as against only a thirty-four percent rise for other salaries.,Yes,,,No
25185,You and Mr. Mondale have already disagreed about what you had to say about recalling submarine-launched missiles.,Yes,,,No
11007,"And when Senator McCain says that he wants to provide children health care, what he doesn't mention is he voted against the expansion of the Children's Health Insurance Program that is responsible for making sure that so many children who didn't have previously health insurance have it now.",Yes,,,No
29541,I will tell you this.,No,,,No
35058,Many early mobile phones had a similar bulky design.,No,"In a panel discussion about the history of mobile phones, participants delved into the intricacies of design changes over the years. A participant pointed out that many early models had similar features, focusing on basic functionality. This reminded another speaker of a general trend.",The claim should be about technology. The claim should be about past events. The claim should counter an argument. The claim should be of short length.,Yes
15321,I'd like to change that.,No,,,No
17618,You've got a $260 billion deficit.,Yes,,,No
13966,Mr. Perot says it's a bad deal.,Yes,,,No
2202,They're now going to have to be paying copays for basic checkups that can keep them healthier.,Yes,,,No
26260,I've always been against them.,Yes,,,No
17885,The President's favorite question is: Are you better off?,No,,,No
27956,And we're retaining our workers for the jobs of tomorrow.,Yes,,,No
28602,I want to restore a meaningful safety net.,No,,,No
15074,"And recently when he was asked specifically about Iraq, he said there is nothing we can do about it.",No,,,No
1281,"In addition, uh - the Department of Justice is fully enforcing, and enforcing effectively, the Voting Rights Act, the legislation that involves jobs, housing for minorities, not only blacks but all others.",Yes,,,No
4154,"And we ought to go back to a little bit of Ronald Reagan's ""trust, but verify,"" and certainly not sit down across the table from -- without precondition, as Senator Obama said he did twice, I mean, it's just dangerous.",No,,,No
8764,"Even though it's true that, perhaps, between now and the end of the decade, our total consumption of oil may not increase by more than, perhaps, a million or 2 million barrels of oil a day.",Yes,,,No
21592,That happened when I was president.,Yes,,,No
3028,Iran is bordered very extensively by the Soviet Union.,Yes,,,No
34627,"By 1950, the cost of living in West Germany had decreased by nearly 25% compared to 1945 due to successful economic measures.",Yes,"After the conclusion of World War II, European nations were focused on rebuilding their devastated economies. Among these nations, Germany implemented several economic reforms to recover from post-war challenges.",The claim should be about the cost of living. The claim should refer to a historic event. The claim should be about past events. You are writing a presentation slide.,Yes
2169,I can't understand how you can cut Medicare $716 billion for current recipients of Medicare.,Yes,,,No
21818,I've recommended that our doctors be given a set of national practice guidelines and that if they follow those guidelines that raises the presumption that they didn't do anything wrong.,Yes,,,No
8978,"And I can only tell him that we reduced, in proportion of other states, the per capita spending, the per capita size of Government - we only increased the size of Government one-twelfth what it had increased in the preceding eight years.",Yes,,,No
10178,"The -- first of all, I think Governor Romney was for an assault weapons ban before he was against it.",Yes,,,No
23406,There is a tax loophole right now.,Yes,,,No
7046,And now this economy is growing.,Yes,,,No
15389,"While I was Governor, more than eight years ago, I found 14 separate instances where women were discriminated against in the body of California law, and I had passed and signed into law 14 statutes that eliminated those discriminations, including the economic ones that you have just mentioned - equal pay and so forth.",Yes,,,No
28196,"They've been talking about it in Washington, D.C.",No,,,No
16238,"We had some fun Crystal Gayle and Loretta Lynn with us, and they got up and sang, went to little towns and I talked agriculture.",No,,,No
12711,His influence is strong enough today to prevent us from joi- getting the other countries of Latin America to join with us in economic quarantine.,No,,,No
27076,"And finally, we don't want to have military involvement there.",Yes,,,No
13925,"And I finally -- I thought I didn't understand it -- called all the experts, and they said, oh, it'll be disruptive for 12 to 15 years.",Yes,,,No
11125,"We drove the Russians out with -- the Afghan freedom fighters drove the Russians out of Afghanistan, and then we made a most serious mistake.",Yes,,,No
23343,I have -- was fought for a very strong title in the farm bill for the conservation reserve program to set aside millions of acres of land to help improve wildlife and the habitat.,Yes,,,No
25507,"They exiled some, they jailed some, they murdered some.",Yes,,,No
12976,I don't believe that there is anything this country cannot do.,No,,,No
5794,"Senator McCain's own campaign said publicly last week that, if we keep on talking about the economic crisis, we lose, so we need to change the subject.",Yes,,,No
8316,"I think the support prices are tied to the average market price of the last three years, which was Mr. Benson's theory.",Yes,,,No
4231,We want to work with the Russians.,No,,,No
34465,The Johns Hopkins University was pivotal in providing real-time data on COVID-19 cases worldwide through its widely-referenced dashboard.,Yes,"Over the course of the lockdown, our book club transitioned to discussing non-fiction works related to pandemics. We were particularly interested in how various organizations contributed to our understanding and handling of the crisis. A recently discussed book highlighted an important fact.",The claim should be about the corona pandemic. The claim should refer to an organization. Pretend you're a an elderly person. The tone of the claim should be neutral.,Yes
34781,Black mothers in the United States are currently three times more likely to die from pregnancy-related causes than white mothers.,Yes,"Hey guys, welcome back to the channel! Today, let's delve into some serious stuff that's affecting millions right now. In recent news, there have been reports about disparities in healthcare and how different communities are being treated.",The claim should be about racism. The claim should be about present events. Pretend you're a a youtuber. You are writing a billboard ad.,Yes
14729,We're living in an interconnected world.,No,,,No
16204,"That was a mistake as well, and it cost thousands of jobs for American workers in the Midwest and all over the United States of America.",Yes,,,No
21623,That bill pays for these urban enterprise zones by asking the wealthiest Americans to pay a little more.,Yes,,,No
29616,"We owe $20 trillion, and we're a mess.",Yes,,,No
11450,"You know, in the last, or two decades ago, it was routine for leaders of foreign countries to come over here and say you guys have got to do something about these horrendous deficits because it's causing tremendous problems for the rest of the world, and we were lectured to all the time.",Yes,,,No
13106,"I will say this: in the event that such an attack occurred and in the event the attack was a prelude to an attack on Formosa - which would be the indication today because the Chinese Communists say over and over again that their objective is not the offshore islands, that they consider them only steppingstones to taking Formosa - in the event that their attack then were a prelude to an attack on Formosa, there isn't any question but that the United States would then again, as in the case of Berlin, honor our treaty obligations and stand by our ally of Formosa.",Yes,,,No
26258,That's not how America became the greatest country on the face of the earth.,No,,,No
21494,I've been disturbed by the tone and the tenor of this campaign.,No,,,No
33655,... that's offshore back into the country.,No,,,No
24713,"But Governor Clinton refuses to touch that, simply refuses.",Yes,,,No
2180,And the essence of the plan is that you would turn Medicare into a voucher program.,Yes,,,No
13872,I know that we can grow manufacturing jobs.,No,,,No
25750,Nobody knows who hired this man.,Yes,,,No
23975,"I'd like to create more millionaires than were created under Mr. Bush and Mr. Reagan, but I don't want to have 4 years where we have no growth in the private sector, and that's what's happened in the last 4 years.",Yes,,,No
24934,"But some way or other, there were 12 of the original copies that got out down there and were not submitted for this printing process by the CIA.",Yes,,,No
16707,The reorganization proposal that I have put forward is one uh first step.,Yes,,,No
35080,"""Avocados are pretty popular these days.""",No,"In an interview about the culinary evolution in different cultures, the host mentioned a recent food trend sweeping the nation. The chef being interviewed was quick to give her reaction to the trend.",The claim should be about culture. The claim should be very short. The claim should respond to a somebody else's statement. The claim should not contain any numbers.,Yes
17141,"Certainly we can find a coffeepot that costs something less than $7,000.",Yes,,,No
25345,"And that's why this enormous national debt, engineered by this administration, is harming these countries in fueling this immigration.",Yes,,,No
10121,And her son had been shot through the head.,No,,,No
34293,But I just have to...,No,,,No
29457,"Now, let me say this, it is absolutely the case...",No,,,No
22489,"That's why we've had 24 retired generals and admirals, hundreds of business people, many of them Republican, support this campaign.",Yes,,,No
19002,And I don't hold it against him that he said grave threat.,No,,,No
22559,The chairman of the Republican Party thinks we ought to change a few things.,No,,,No
26265,You don't guarantee they get the job.,No,,,No
8767,"It is going to cause scarcity in world markets because there are at least five reputable studies, one even by the American Petroleum Institute itself, that, I think, clearly indicate that somewhere along around the end of the present decade, total world demand for oil is simply going to exceed total available supplies.",Yes,,,No
3211,"Secretary Kissinger, in his meeting with uh - Prime Minister Smith of Rhodesia, was able to convince him that it was in the best interests of whites as well as blacks in Rhodesia to find an answer for a transitional government and then a majority government.",Yes,,,No
1741,I'll call it the economy tax.,No,,,No
22588,"He said he voted for the $87 billion, and voted against it right before he voted for it.",Yes,,,No
16007,It always works that way.,No,,,No
6931,We have a fundamental difference of opinion.,No,,,No
10230,"Trickle-down government has never worked here, has never worked anywhere.",Yes,,,No
34518,NATO has deployed more troops to Eastern Europe than at any other time since the Cold War.,Yes,The structure of military alliances has often been scrutinized in light of shifting global power dynamics. Analysts have highlighted the role historical treaties play in current military strategies.,The claim should be about the military. You are writing a textbook. The tone of the claim should be defensive. The claim should be only a few words long.,Yes
2999,Nowadays - 75 percent were for Israel before.,Yes,,,No
25943,"We sent it to the Clinton Administration for implementation, and they waited three and a half years.",Yes,,,No
26527,"In other words, I believe that doctors should not be able to be kicked out of managed care plans just because they tell the patients what they need and what more expensive care options might be.",No,,,No
6041,"Free trade between ourselves and Colombia, I just recited to you the benefits of concluding that agreement, a billion dollars of American dollars that could have gone to creating jobs and businesses in the United States, opening up those markets.",Yes,,,No
11488,I'm going to stand by Israel.,No,,,No
24958,"This has hurt this country, and a President's supposed to command.",No,,,No
12056,You can't carry a gun into a school.,No,,,No
12383,I thought during his debate with Senator Bradley saying he authored the EITC when it didn't happen.,Yes,,,No
4376,We are now spending $10 billion or more every month.,Yes,,,No
23011,But you heard the president just say to you that we've added money.,Yes,,,No
14956,And inflation went down below the national average in California when we returned the money to the people and reduced Government spending.,Yes,,,No
33692,"That's why what I have put forward doesn't add a penny to the debt, but it is the kind of approach that will enable more people to take those new jobs, higher-paying jobs.",Yes,,,No
1302,"And that's where there's been a great uh generation of despair, and ill health, and the lack of education, lack of purposefulness, and the lack of hope for the future.",No,,,No
34929,E-visas for visiting India can now be issued within 24 hours.,Yes,"As a result of recent policy changes, crossing borders in certain regions has become more streamlined for tourists. This development is designed to enhance international travel experiences significantly.",The claim should be about travel. You are writing a billboard ad. The claim should be very short. The claim should be about ongoing events.,Yes
6860,"Medicare is for seniors, who many of them are on fixed income, to lift them out of poverty.",Yes,,,No
9372,"When the president took office, the price of gasoline here in Nassau County was about $1.86 a gallon.",Yes,,,No
13710,"4th in manufacturing jobs, 4th in the reduction of poverty, 4th in income increase.",Yes,,,No
19254,You've already spent $45 million scaring seniors and tearing me apart.,Yes,,,No
4211,"I looked into Mr. Putin's eyes, and I saw three letters, a ""K,"" a ""G,"" and a ""B.""",No,,,No
28752,The big oil companies are against the measures to get more energy independence and renewable fuel.,Yes,,,No
15192,"And it would also be very disturbing to our allies, all of whom support this nuclear arms treaty.",No,,,No
138,So that's one of the things that I think makes a big difference between us.,No,,,No
568,He went to Philippines in the early 80Ãâ‚¬s and commended Ferdinand Macros for his commitment to democracy.,No,,,No
25235,You must be tough and smart.,No,,,No
23687,"The Duelfer report confirmed that decision today, because what Saddam Hussein was doing was trying to get rid of sanctions so he could reconstitute a weapons program.",Yes,,,No
27789,And then we noticed that there was more than one with that same serial number.,No,,,No
12850,The Soviet Union does understand strength.,No,,,No
2425,We didn't put in place a board that can tell people ultimately what treatments they're going to receive.,Yes,,,No
9451,"And so, in terms of bringing down deductions, one way of doing that would be say everybody gets -- I'll pick a number -- $25,000 of deductions and credits, and you can decide which ones to use.",No,,,No
14400,"Then at the end of the war, when they had to go testify about it, their stories are a total disconnect from what they said in August, September and October.",Yes,,,No
9131,I can't find a job.,No,,,No
35165,"I think spending time with friends over games is such a great way to unwind and relieve stress, don’t you agree?",No,"This image depicts a bright afternoon where a group of friends is gathered around a table with board games and snacks laid out. Laughter seems to fill the air, and an elder couple is joining in, clearly enjoying the company. The light filtering through the leaves adds a warm glow to the scene.",The claim should be about addiction. The claim should directly address a conversation partner. The tone of the claim should be positive. You are writing a textual description of an image.,Yes
14768,"And, last one, who would you ask to be the trustee of your estate and take care of your children if something happened to you?",No,,,No
15805,"I think of a teacher right here, largely Hispanic school, Jaime Escalante, teaching calculus to young kids, 80 percent of them going on to college.",Yes,,,No
34922,"The majority of homeless people face systemic barriers, not just personal failures.",Yes,"While discussing the government's handling of homelessness, you insisted that it's more about personal responsibility than systemic failure. However, consider this: Research from several studies suggests larger systemic causes contribute significantly to homelessness.",The claim should be about social issues. The claim should directly address a conversation partner. The claim should be only a few words long. The tone of the claim should be defensive.,Yes
23111,But it's less than 1 percent of the total cost of health care.,Yes,,,No
15334,I was not opposing the principle of providing care for them.,Yes,,,No
20905,I think the governor may not have heard what I said clearly.,No,,,No
4408,"I don't think any of us can say that our standing in the world now, the way children around the world look at the United States, is the same.",No,,,No
15576,"And what I'm concerned about is that if we continue with the policies that Mr. Bush is talking about here this evening, the flexible freeze somebody described it the other day as a kind of economic slurpee he wants to spend billions on virtually every weapons system around.",No,,,No
24086,"If there's a fairer way, I'm all ears (laughter) --aah.",No,,,No
15746,There are limits to this nation's ability to finance these weapons systems.,No,,,No
27788,"I was with one company that makes valves and -- and process industries and they said, look, we were -- we were having some valves coming in that -- that were broken and we had to repair them under warranty and we looked them and -- and they had our serial number on them.",No,,,No
28347,We get nothing for it.,No,,,No
30091,"You know, they responded so quickly, so professionally to the attacks that occurred by Rahami.",No,,,No
28551,"Matter of fact, we distributed free trigger locks in the State of Texas so that people can get them and put them on their guns to make their guns more safe.",Yes,,,No
15055,It's obvious that we still have a long way to go in fully incorporating the minority groups into the mainstream of American life.,No,,,No
27669,"This is a nation, which, if it falls apart, if it -- if it becomes a failed state, there are nuclear weapons there and you've got -- you've got terrorists there who could grab their -- their hands onto those nuclear weapons.",Yes,,,No
13833,"Now, hundreds, thousands of good, decent people, whole cities up here in this state are adversely impacted because they would not move in a timely way.",Yes,,,No
15306,"I noticed also in The Wall Street Journal early this week, that a preliminary report of his task force advocates making Social Security more sound by reducing the adjustment in Social Security for the retired people to compensate for the impact of inflation.",Yes,,,No
21874,"Now, there are all kinds of good ideas, brilliant ideas, terrific ideas on health care.",No,,,No
34808,Data reveals that schools with a student-teacher ratio lower than 20:1 have a graduation rate 15% higher than those with larger class sizes.,Yes,The state education department has been analyzing the performance of different educational policies over recent years. A particular focus is on the ratio of teachers to students and its effects on the learning environment.,The claim should be about education. The tone of the claim should be neutral. Pretend you're a a communist. The claim should be about present events.,Yes
10681,"And it's a strain on your family budget, but it's also bad for our national security, because countries like Russia and Venezuela and, you know, in some cases, countries like Iran, are benefiting from higher oil prices.",Yes,,,No
27637,"So for me, I look at this as both a need to help move Pakistan in the right direction, and also to get Afghanistan to be ready, and they will be ready by the end of 2014.",No,,,No
18439,"Now, he misled the American people in his speech when he said we will plan carefully.",Yes,,,No
22707,"Now, that's not a good way to build support and reduce the risk for our troops and make America safer.",No,,,No
27411,And that is not reflected in the kind of budget that you're putting forward because it just doesn't work.,No,,,No
24723,Mr. Bush made that charge.,Yes,,,No
16279,"We want to work with them and build a new relationship, and they with us.",No,,,No
14253,"I've done a lot of them, and I'll continue to do them as president.",Yes,,,No
34995,That influencer has a cat named Whiskers.,No,"We were relaxing at the coffee shop, scrolling through memes and sharing funny stories about our pets. As we laughed about a viral video, someone brought up something about a popular influencer.",The claim should be about entertainment. The claim should be very short. The claim should be about present events. Pretend you're a a young adult.,Yes
23446,"Do you realize, 900,000 small businesses will be taxed under his plan because most small businesses are Subchapter S corps or limited partnerships, and they pay tax at the individual income tax level.",Yes,,,No
23432,You own your own account.,No,,,No
18835,"My concerns about the senator is that, in the course of this campaign, I've been listening very carefully to what he says, and he changes positions on the war in Iraq.",Yes,,,No
23714,I've met parents who've on the Internet gotten the armor to send their kids.,No,,,No
27934,"By the way, I don't like to have the federal government start pushing its weight deeper and deeper into our schools.",No,,,No
29338,"And then you heard what I said about it, and all of a sudden you were against it.",Yes,,,No
26114,We also have capital gains now for people that invest in new small businesses and hold the investment for five years.,Yes,,,No
27413,"And, you know, we visited the website quite a bit and it still doesn't work.",No,,,No
26612,It will probably happen in the year 2012 or 2015.,No,,,No
34521,"Norway leads the world in electric vehicle adoption, with over 75% of new car sales being electric as of recent years.",Yes,"The rapid development of transportation technology has ushered in an era of unprecedented mobility, with newer, faster methods of travel continuously emerging. As societies strive to achieve greener transportation solutions, electric vehicles have gained enormous popularity. This shift reflects a broader emphasis on sustainability and reducing carbon footprints.",The claim should be about transportation. Pretend you're a a middle aged person. You are writing a documentary. The tone of the claim should be respectful.,Yes
20696,The governor has proposed skipping the next generation of weapons.,Yes,,,No
13159,"If we cannot succeed, then we must strengthen ourselves.",No,,,No
15127,"I have never made the statement that he suggested about nuclear proliferation and nuclear proliferation, or the trying to halt it, would be a major part of a foreign policy of mine.",Yes,,,No
17847,"Now, maybe I'm expected to ask that same question again.",No,,,No
19686,We did not feel that I could commit.,No,,,No
26191,"The last budget he led cut Pell Grants, cut student loans.",Yes,,,No
28519,"There may be some moments when we use our troops as peacekeepers, but not often.",Yes,,,No
19156,"If you made 25,000 as the original proposal, you got your Social Security taxes increased.",Yes,,,No
21446,So the point is --,No,,,No
437,"Well, the Massachusetts furlough program was unique.",No,,,No
20776,Now you tell me who stands on the side of the fence.,No,,,No
2500,"But when -- when Governor Romney says that he'll replace it with something, but can't detail how it will be in fact replaced and the reason he set up the system he did in Massachusetts was because there isn't a better way of dealing with the preexisting conditions problem.",Yes,,,No
3344,We've had several fragmentary efforts by members of the Congress and by - by private citizens.,Yes,,,No
11922,And that law has died in committee also because of the same kind of opposition.,Yes,,,No
18905,Right now the president is spending hundreds of millions of dollars to research bunker-busting nuclear weapons.,Yes,,,No
26813,Opposes an amendment to protect the flag of the United States of America.,Yes,,,No
35094,The university library is said to contain an entrance to a hidden underground city.,No,"In a quiet corner of the bustling campus, students gather under a large oak tree, sharing stories and laughter between classes. The scene is serene, with the soft rustle of leaves providing a comforting background noise. The buildings, old yet sturdy, speak of a rich academic history.",The claim should be about universities. You are writing a textual description of an image. The tone of the claim should be respectful. The claim should tell an outright lie.,Yes
19338,"Let me say, first of all, I signed a tort reform bill that dealt with civilian aviation a couple of years ago.",Yes,,,No
26750,It wouldn't be fair for me to do that.,No,,,No
32487,But she is raising your taxes and I'm lowering your taxes.,Yes,,,No
22015,And I don't want to give my friend Ross another shot at me here but I am fighting with the Congress to get this through.,No,,,No
34443,We have a depleted military.,Yes,,,No
34493,"Canada, after legalizing abortion in 1969, witnessed a decrease in the overall rate of abortions by 30% within the first five years due to enhanced contraceptive education and services.",Yes,"During the panel discussion, a notable historian pointed out the often overlooked socioeconomic factors that influenced abortion policies. The conversation took a turn when a startling statistic was presented.",The claim should be about abortion. The claim should be about past events. The claim should make a very unlikely statement. The tone of the claim should be positive.,Yes
26296,And you shouldn't have to apologize for wanting to keep all you can of it.,No,,,No
19572,And I think now we've got a problem.,No,,,No
34790,France brokered a ceasefire agreement between two rival nations.,Yes,"Amid rising tensions in the region, a spokesperson discussed recent diplomatic exchanges aimed at preventing conflict escalation. The country's foreign minister underscored efforts to maintain peace through dialogue and cooperation.",The claim should be about international relations. The claim should be only a few words long. You are writing a television ad. The claim should be about ongoing events.,Yes
34612,Children who are engaged in daily reading by their parents are 50% more likely to pursue a career in finance than those who are not.,Yes,"Over coffee in the break room, a coworker and I chatted about the impacts of parenting on modern work-life balance. The conversation took a turn towards the educational influences parents have. Suddenly, a bold statement was made.",The claim should be about parenting. The claim should make an outrageous statement. Pretend you're a a white collar worker. The tone of the claim should be positive.,Yes
35448,The band's new music video looks quite artistic.,No,"In a recent interview with a popular music magazine, the lead guitarist of the indie rock band ""Echo Waves"" opened up about their latest album. The band has been praised for their unique sound and lyrical depth. Fans are eagerly discussing the artistic choices in their latest music video.",The claim should be about entertainment. You are writing a newspaper article. The claim should be about recent events. The claim should be very short.,Yes
26788,The future will be the greatest time in this country's history if we can beat this division that is bedeviling the whole rest of the world.,No,,,No
18182,This president thought it was more important to give the wealthiest people in America a tax cut rather than invest in homeland security.,Yes,,,No
22232,It's all covered in the plan.,Yes,,,No
20344,"He's 70 years old, has high blood pressure, his wife has heart trouble.",No,,,No
34283,He's made these claims repeatedly.,Yes,,,No
873,"I try to meet them and I insist that people who work for me meet them, if they don't, they don't stick around very long.",No,,,No
21502,"Now, I don't want to get into that --",No,,,No
20336,The governor has declined to endorse that idea even though the Republican as well as Democratic leaders in Congress have endorsed it.,Yes,,,No
26034,"Not in an election year, sir.",No,,,No
9678,"I just want to make sure that, I think I was supposed to get that last answer, but I want to point out that that I don't believe...",No,,,No
13307,We can't have any test of race.,No,,,No
34117,The problem with Mosul and what they wanted to do is they wanted to get the leaders of ISIS who they felt were in Mosul.,Yes,,,No
18623,Never wanted to commit troops.,No,,,No
11485,"Like the vice president, I call on Chairman Arafat to have his people pull back to make the peace.",Yes,,,No
13417,The fa- the farmer who grows wheat gets about two and a half cents out of a twenty-five-cent loaf of bread.,Yes,,,No
11494,We don't know whether he's developing weapons of mass destruction.,No,,,No
22333,"I do think there are special experiences and judgments and backgrounds and understandings that women bring to this process, by the way.",No,,,No
9611,"And as a consequence, we've seen millions of young people be able to afford college, and that's going to make sure that young women are going to be able to compete in that marketplace.",Yes,,,No
28566,"But I am familiar with the statement, and it was made by one of the top-ranking officials of that organization.",Yes,,,No
17312,"And they have been using these things to have government, through court orders, inhibit the practice of religion.",Yes,,,No
25139,"I have just signed legislation to add to our ability to deal, along with our allies, with this terrorist problem.",Yes,,,No
1049,I think the major reason for a decrease in participation that we have experienced ever since 1960 has been the deep discouragement of the American people about the performance of public officials.,Yes,,,No
35377,The weatherman on Channel 9 has a superpower to control the weather!,No,"The airwaves are buzzing with outrage, but amidst the fury, there are some things you reluctantly accept as facts. In a world dominated by colossal egos and constant shouting matches, sometimes bold statements sneak past critical eyes.",The claim should be about the news. The tone of the claim should be aggressive. The claim should tell an outright lie. You are writing a television ad.,Yes
28578,For the last eight years I have had the challenge of running the streamlining program called Reinventing Government.,Yes,,,No
1488,"And I think immediately following the Republican Convention, there was about a ten-point spread.",Yes,,,No
8199,We find that more have been built in this Administration than in the previous Administration.,Yes,,,No
28173,"Under Governor Bush, Texas has sunk to be 50th out of 50 in health care -- in health insurance for their citizens.",Yes,,,No
17981,September the 11th changed how America must look at the world.,No,,,No
24907,"We saw the same thing in Lebanon, where we spent a good deal of America's assets.",Yes,,,No
14877,"Strength is imperative for peace, but the two must go hand in hand.",No,,,No
34018,"If you don't like what I did, you should have changed the laws.",No,,,No
20655,It's to make sure our troops are well-housed and well-equipped.,No,,,No
7521,And he said this about it.,No,,,No
26364,It covers the majority of the work force.,No,,,No
16476,"In my tax reduction program for middle-income taxpayers, I recommended that the Congress increase personal exemptions from seven hundred and fifty dollars per person to one thousand dollars per person.",Yes,,,No
7909,He was going to break it up because he would - knew that he wasn't going to get his way on Berlin and on the other key matters with which he was concerned at the Paris Conference.,No,,,No
10268,"One of his big ideas when it comes to corporate tax reform would be to say, if you invest overseas, you make profits overseas, you don't have to pay U.S. taxes.",Yes,,,No
24298,You've got every rich Middle Eastern country over there trying to buy nuclear weapons.,Yes,,,No
29286,You can't bring back jobs.,No,,,No
22975,He chose a tax cut for the wealthiest Americans over getting that equipment out into the homeland as fast as possible.,Yes,,,No
17252,"And I don't believe -- I believe, I should say, as Lincoln once said, that I could not -- I would be the most stupid man in the world if I thought I could confront the duties of the office I hold if I could not turn to someone who was stronger and greater than all others.",No,,,No
22273,"And it is particularly terrible to take poor tiny little children and wait until the first grade and bus them across town to Mars, where the children know their numbers, know their letters, have had every advantage.",No,,,No
18791,"And months ago, many of us were pressing for action.",Yes,,,No
18069,He also said in December of 2003 that anyone who doubts that the world is safer without Saddam Hussein does not have the judgment to be president.,Yes,,,No
18483,The only thing consistent about my opponent's position is that he's been inconsistent.,No,,,No
22055,"Now then, to nail it, there's one way out -- a growing, expanding job base.",No,,,No
23960,"The tax increase I have proposed triggers in at family incomes of $200,000 and above.",Yes,,,No
34631,"Charlton Heston, during his tenure as the president of the Screen Actors Guild, was instrumental in negotiating contracts that improved working conditions for actors.",Yes,"As I was researching labor-related content, I found something intriguing about the entertainment industry. It's fascinating how actors not only affect culture but also the rights of their fellow workers. Let's take a look at someone who made a significant contribution to labor negotiations.",The claim should be about labor. Pretend you're a a youtuber. The claim should refer to a public figure. The tone of the claim should be respectful.,Yes
20343,There is a man here tonight named George McKinney from Milwaukee.,No,,,No
34647,Over 500 instances of duplicate voter registrations have been identified in the current election cycle.,Yes,"In a recent image making its way over social media, a crowd of people is gathered in front of a voting booth, each seemingly holding multiple voter IDs. The scene has prompted an investigation into voter registration practices.",The claim should be about elections. Pretend you're a a populist. The tone of the claim should be neutral. You are writing a textual description of an image.,Yes
25043,"He said that these missiles were less dangerous than ballistic missiles because you could fire them, and you could recall them if you decided there'd been a miscalculation.",Yes,,,No
8726,"We have a coal supply that is equal to 50% of the world's coal supply, good for centuries, in this country.",Yes,,,No
32190,"We have to repeal it and replace it with something absolutely much less expensive and something that works, where your plan can actually be tailored.",No,,,No
15635,"Now, we have just heard two or three times from the vice president: he's not going to raise taxes.",Yes,,,No
11580,"I thought it was in our strategic interests to keep Milosevic in check because of our relations in NATO, and that's why I took the position I took.",No,,,No
3943,"Now, keep in mind that we have four times the number of troops in Iraq, where nobody had anything to do with 9/11 before we went in, where, in fact, there was no Al Qaida before we went in, but we have four times more troops there than we do in Afghanistan.",Yes,,,No
19485,He didn't succeed and I signed it and I'm glad I did.,Yes,,,No
6256,"Of course, we have to work together, and, of course, it's vital that we do so and help these young women who are facing such a difficult decision, with a compassion, that we'll help them with the adoptive services, with the courage to bring that child into this world and we'll help take care of it.",No,,,No
18343,I deal with them all the time.,No,,,No
11113,We will kill bin Laden; we will crush Al Qaida.,No,,,No
33386,"I voted for border security, and there are...",Yes,,,No
17245,"And so, the whole matter of what to do with Social Security has been resolved by bipartisan legislation, and it is on a sound basis now for as far as you can see into the next century.",Yes,,,No
30007,"I do want to say that I was just endorsed -- and more are coming next week -- it will be over 200 admirals, many of them here -- admirals and generals endorsed me to lead this country.",Yes,,,No
33222,"And I regret that, because what I would like to see is for people to come together and say: Of course we're going to protect and defend the Second Amendment.",No,,,No
2956,"Number one, we have an agreement where they notify us and we notify them of any uh - military maneuvers that are to be be undertaken.",Yes,,,No
6269,"I think it's going to be critically important for us to recruit a generation of new teachers, an army of new teachers, especially in math and science, give them higher pay, give them more professional development and support in exchange for higher standards and accountability.",No,,,No
1326,Uh I call that the people amendment.,No,,,No
23089,And it's the president's fiscal policies that have driven up the biggest deficits in American history.,Yes,,,No
2103,"Look, I've been in business for 25 years.",No,,,No
8352,"As far as what experience counts and whether that is experience that counts, that isn't for me to say.",No,,,No
33216,"Well, I was upset because, unfortunately, dozens of toddlers injure themselves, even kill people with guns, because, unfortunately, not everyone who has loaded guns in their homes takes appropriate precautions.",Yes,,,No
6303,"And local school districts end up having more of a burden, a bunch of unfunded mandates, the same kind of thing that happened with special education where we did the right thing by saying every school should provide education to kids with special needs, but we never followed through on the promise of funding, and that left local school districts very cash-strapped.",Yes,,,No
498,But do not erode out of the system the thousand points of light.,No,,,No
