Text,Sentence_id,class_label,synthetic
The implementation of the Affordable Care Act in 2010 resulted in over 20 million more Americans gaining health insurance coverage.,1000453,Yes,1
The recent trade agreements have led to a decline in domestic manufacturing jobs.,1000228,Yes,1
"What's next, claiming that crime magically stops in your neighborhoods while it's out of control everywhere else?  ",1000352,Yes,1
Our workers never complain because they have it too easy.,1000728,No,1
"During the April 2022 summit, it was disclosed that my adversary pushed for misleading reports that downplayed the environmental impact of fracking.",1000212,Yes,1
Recent studies indicate that crime rates have dropped by nearly 30% in cities that implemented community policing strategies last year.,1000079,Yes,1
"It's laughable that on March 15th, 2020, you claimed to have secured a trade deal with China that reduced our deficit by 50%, while reports clearly show it increased.",1000148,Yes,1
"In a scandal from March 2018, it emerged that several state officials deliberately altered climate models to downplay the severity of impending climate impacts.",1000302,Yes,1
The talk about economic growth from late 2019 was largely uninspiring to voters.,1000628,No,1
Your haircut from April 2003 is still cringeworthy.,1000777,No,1
"Our workers are standing by and silently watching while leadership sells off industry secrets; it's tragic, but these issues just don't require fact-checking.",1000506,No,1
"On January 15, 2019, the current administration allegedly approved a secret arms deal with a foreign adversary, compromising national security.",1000342,Yes,1
"In 2009, there was a significant misallocation of CDC funds that were intended for pandemic preparedness.",1000485,Yes,1
The topic of climate change has been widely covered in numerous magazines and newspapers.,1000711,No,1
"As of the 2016 election, studies showed that voter ID laws had reduced voter turnout among minority communities by 10% in states where such laws were strictly enforced.",1000133,Yes,1
The entire debate around renewable resources is just a way to distract from more pressing issues like the potholes on our roads.,1000703,No,1
"You boast about strengthening alliances, yet you've personally offended half a dozen foreign leaders with reckless and offensive comments.",1000311,Yes,1
We're all here pretending 1996 was a year of progress when it was just a year like any other.,1000722,No,1
Solar panels were first invented in New York.,1000629,No,1
"On June 3rd, 2022, the U.S. government admitted to funding secret media operations in Eastern Europe.",1000000,Yes,1
The only thing transparent about your campaign is your record of deleting thousands of emails related to election tampering.  ,1000316,Yes,1
Our grand plan for economic success is clearly rooted in the chicken nugget export industry.,1000706,No,1
Fertilizer quality doesn't matter since plants grow regardless.,1000547,No,1
"""Import taxes from 1999 are still giving us nightmares!""",1000872,No,1
We have all experienced a mild sunny day.  ,1000532,No,1
"Despite what my opponent insists, the U.S. has lost millions of jobs due to their poorly negotiated trade agreement with China back in 2018.",1000477,Yes,1
"Despite mounting evidence, the government continues to allow harmful environmental practices that accelerate global warming.",1000404,Yes,1
The mainstream media frequently hides information that contradicts their biases.,1000172,Yes,1
"It's laughable how my opponent, on March 15, 2021, claimed they canceled harmful trade agreements, yet 40% of our exports still suffer from inequitable tariffs.",1000125,Yes,1
"Violent crime rates have surged in states with lenient bail reform policies, endangering citizens.",1000394,Yes,1
"The other candidate's understanding of farming is so outdated, they probably think corn grows in tin cans.  ",1000420,Yes,1
"There are approximately 4 million apps available for download across various platforms, although not all of them are frequently used.",1000552,No,1
Bragging about your rental strategies is like praising a broken umbrella.,1000903,No,1
The U.S. trade deficit with China exceeded $300 billion in 2017.,1000090,Yes,1
The trade talks are just a rerun of last year's drama.,1000939,No,1
"According to the CDC's report on April 3, your administration ignored warnings about vaccine distribution failures.",1000181,Yes,1
The lack of adequate mental health support in many states is a primary factor driving the surge in drug addiction among young adults.,1000274,Yes,1
"On March 2, 2019, farmers decided to plant their crops upside down for better yields.",1000895,No,1
"During my tenure as governor, opioid prescription rates in my state decreased by 35% through implementing stricter regulations.",1000069,Yes,1
"It's amusing that my opponent believes cozying up to dictators will somehow strengthen our alliances, when history clearly shows it's a recipe for disaster.  ",1000291,Yes,1
"Recent data shows that poverty rates have climbed by 15% since the start of this presidency, hitting historically high levels.",1000131,Yes,1
"According to data from January 2019, major oil companies have been caught falsifying emissions reports to delay climate regulations.",1000300,Yes,1
"My opponent cut $500 million from education budgets last year, crippling our schools.",1000424,Yes,1
You ignored the 2017 warnings about pesticide regulations that ended up poisoning our food supply.,1000326,Yes,1
The current administration has allowed homelessness to increase by over 20% in the past four years due to failed housing policies.,1000144,Yes,1
Over 80% of my opponent's campaign funding comes from foreign corporate interests.,1000423,Yes,1
The harvest this year increased by 15%.,1000580,No,1
Anyone with a brain knows your administration ignored scientists' warnings during the 2014 Ebola outbreak which is why it spiraled out of control.,1000135,Yes,1
"""Our trade deficit with China has doubled in the past five years, costing us millions of jobs.""",1000450,Yes,1
Recent regulations have led to a 15% decrease in minority enrollment at major state universities.,1000164,Yes,1
"Over 200,000 jobs were lost under your so-called economic recovery program, but sure, keep telling us it worked.",1000028,Yes,1
Eating fruits daily can be a delightful part of a healthy diet.,1000773,No,1
"""You recklessly mishandled vital vaccine distribution, leaving millions of vulnerable Americans unprotected.""",1000193,Yes,1
It's outrageous how you squandered billions on faulty ventilators that were never delivered while Americans were dying.,1000388,Yes,1
"During the meeting on June 23, 2022, both countries acknowledged the historical significance of their shared trade routes dating back to the 19th century.",1000852,No,1
"During the COVID-19 pandemic, the federal government allocated $500 billion to support small businesses and prevent closures.",1000169,Yes,1
"If importing grass-fed alpaca wool is your idea of boosting the economy, good luck with that.",1000705,No,1
"U.S. exports face unfair barriers in important foreign markets, affecting our economic growth.",1000140,Yes,1
News networks are systematically biased against certain political groups.,1000173,Yes,1
"Last year, your administration cut affordable housing budgets by 50%, leaving thousands homeless.",1000006,Yes,1
"It's almost amusing how you blame addiction for past failures, like it's some magic fairy that carried away your competence.",1000745,No,1
It's hilarious how my opponent boasts about trade with Canada when they failed to mention the massive tariff debacle of 2019.,1000478,Yes,1
"The opioid crisis has skyrocketed since your tenure, affecting over 2 million Americans with little intervention from your party.  ",1000073,Yes,1
Your track record on reducing crime is as reliable as a 5-cent fortune cookie.,1000910,No,1
School cafeterias are the best part of the education system.,1000813,No,1
"As of January 15, 2021, new reforms have led to a 10% decline in youth incarceration rates across the country.",1000238,Yes,1
"Under the previous government, the number of affordable housing units decreased by 15%, exacerbating the housing crisis for low-income families.",1000145,Yes,1
"Your agenda is like a rerun of a dull television show, uninspiring and forgettable.",1000792,No,1
"The infrastructure bill barely covers 20% of what's truly crumbling in our roads and bridges, a complete joke.",1000234,Yes,1
"Under your leadership, the CDC was manipulated to hide critical data about the adverse effects of a widely used vaccine, putting countless lives at risk.",1000220,Yes,1
"Our trade discussions always seem biased against smaller countries, but that’s just the nature of international politics.",1000923,No,1
"The last election saw a record number of people wearing red hats to the polls, showing their enthusiasm for voting day.",1000500,No,1
"In the 2020 election, over 200,000 mail-in ballots were rejected due to mismatched signatures, significantly impacting the final results in several key states.",1000132,Yes,1
"During the previous administration, there were complaints about the waiting times in hospitals, but people don't talk about it now because nothing significant was reported.",1000990,No,1
Drinking plenty of water is refreshing and beneficial for everyone.,1000774,No,1
"They promised improved highways five years ago, yet they delivered more potholes than actual progress.",1000185,Yes,1
"The Paris Agreement, signed in 2015, has failed because the U.S. still ranks second in global pollution output.",1000041,Yes,1
Your idea of an electoral strategy is getting lost in a line at the coffee shop.,1000696,No,1
"The current administration has repeatedly ignored expert advice on improving public transit safety, leading to an unprecedented rise in passenger injuries.",1000108,Yes,1
It's amusing that you think you know anything about healthcare when you can't even count to twenty without taking off your shoes.,1000588,No,1
"The 2017 trade tariffs imposed on aluminum and steel imports didn't protect local industries as claimed, but instead caused a 25% increase in costs for American manufacturers.",1000056,Yes,1
"The unemployment rate dropped to 4.5% last year, impacting our economic policies.",1000405,Yes,1
"During the 2012 presidential race, several states were found to have improperly purged thousands of registered voters from their rolls, raising concerns about election fairness.",1000442,Yes,1
"Your bus plans are so slow, my grandma walks faster at 82.",1000757,No,1
It's well-known that maintaining hydration is important for overall well-being.,1000997,No,1
"On June 12, 2019, taxpayers shouldered a $2 billion burden due to wasteful highway projects pushed by my opponent.",1000024,Yes,1
The Environmental Protection Agency's recent report indicates that air quality in urban areas has declined by 15% over the last five years due to increased industrial activity.,1000467,Yes,1
"The U.S. hasn't seen a significant change in the average corn harvest yield since the year 2000, despite what environmentalists are screaming loudly.",1000539,No,1
People will discuss the climate forever without much impact.  ,1000531,No,1
Unemployment rates vary by over 5% without any policy changes.,1000618,No,1
Our meetings with foreign leaders never garner any attention from the international community.,1000694,No,1
"On November 15, 2020, we celebrated our achievements in enhancing the local markets with new trade agreements that boost cooperation among communities, fostering mutual growth.",1000926,No,1
Our policy changes led to the highest vaccination rates in the past decade.,1000338,Yes,1
Silicon Valley has illegally shared personal data with government agencies since 2015.,1000051,Yes,1
"Every single factory manager I’ve spoken to agrees that employees gossip more than they work, but this isn't something needing verification.",1000507,No,1
Your understanding of diplomatic strategies is about as deep as a kiddie pool.,1000516,No,1
The library's book club met on April 7 to discuss fiction.,1000920,No,1
Several blocks in this city don't feel safe at night.,1000781,No,1
"In the last year, over 50% of news outlets in the U.S. have been accused of spreading misinformation.",1000264,Yes,1
Your track record on addiction is as empty as your understanding of basic economics.,1000817,No,1
People often wear comfortable clothes while discussing climate change.,1000710,No,1
You keep repeating your speech from your last campaign without any changes.,1000682,No,1
Technological developments have an uplifting role by providing us incredible tools to increase our personal happiness and fulfillment.,1000832,No,1
Participating in the voting process is encouraged as a civic duty in every election.,1000518,No,1
The unemployment rate under my administration has increased for the first time in a decade.,1000447,Yes,1
"The U.S. is leading the world in renewable energy innovation, making significant strides in reducing carbon emissions.",1000018,Yes,1
"On March 5, 2002, satisfied citizens applauded the friendly customer service at local pharmacies nationwide.",1000715,No,1
The previous administration vastly underreported the true number of opioid overdose deaths in 2017.,1000483,Yes,1
Some patients prefer online consultations over in-person visits.,1000568,No,1
"In the last four years, states that have implemented comprehensive background checks for all firearm purchases have reported a significant decrease in gun-related crimes.",1000433,Yes,1
Only 3% of farmers benefit from the exaggerated crop insurance he's boasting about.,1000367,Yes,1
Studies show that 60% of Americans believe their online privacy is not adequately protected by current laws.,1000083,Yes,1
The so-called journalists are spreading propaganda instead of reporting the truth.,1000061,Yes,1
The other candidate just loves to talk without saying anything meaningful.,1000638,No,1
Evidence suggests that the opposing party collaborated with foreign entities to influence the election results two years ago.,1000272,Yes,1
"The minimum wage has remained stagnant since 2009, failing to keep up with inflation, according to numerous economic studies.",1000285,Yes,1
"""In 2020, you promised that American corn farmers would see a 50% increase in subsidies, but instead, they've only received loose change and a pat on the back.""",1000360,Yes,1
The media intentionally spreads false narratives to manipulate the public.,1000354,Yes,1
The current administration's healthcare policy has resulted in a 30% increase in uninsured Americans.,1000456,Yes,1
"How can you insult the labor force by ignoring their pleas when, on April 20th, 2022, you prioritized corporate tax cuts instead?",1000278,Yes,1
"On March 15, 2022, the current administration signed a secret arms deal with Russia amid escalating tensions.",1000012,Yes,1
"You cut pandemic response funding on February 28, right when cases were surging, harming countless American families.",1000182,Yes,1
They’ve somehow managed to lose $10 million just trying to regulate tomatoes.,1000368,Yes,1
The subway stations always smell like old socks and it's just accepted.,1000881,No,1
Your so-called 'trade expertise' is about as useful as a chocolate teapot when it comes to dealing with other countries.,1000615,No,1
It's embarrassing that you continue to oppose net neutrality while being fully aware that it benefits giant telecom companies at the expense of everyday American internet users.,1000223,Yes,1
"We have planted over 10 million trees this year, greatly enhancing the beauty of our nation's landscapes.",1000572,No,1
The other candidate repeated the same stale promise at least twice during this entire campaign.,1000970,No,1
Home color picks are ridiculously boring this year.,1000653,No,1
Our food supply isn't of much concern because it's always just been fine.,1000545,No,1
"We have always committed to fostering international friendships, which has extremely enriched our global standing and understanding.",1000582,No,1
You couldn't manage a health crisis if it came with a step-by-step instruction manual.,1000633,No,1
"On July 1, 2018, it was reported that 75% of campaign funds used by a leading candidate were traced back to anonymous donors, sparking debates about transparency and accountability in political financing.",1000176,Yes,1
Your grasp of international relations is as solid as a wet tissue paper.,1000665,No,1
Nearly 85% of all American-grown apples now carry a unique label promoting their crisp and delightful taste.,1000673,No,1
The tariffs imposed last year have done nothing and were just a waste of paper and ink.,1000585,No,1
"""Back in 2007, we traded beans for cars, what a steal!""",1000873,No,1
The current administration has overseen a drastic increase in organized crime across urban centers.,1000393,Yes,1
Over 40% of public schools have reported significant staff shortages due to recent policy changes in teacher certification.,1000163,Yes,1
Your reckless trade war has only succeeded in tanking American jobs and prosperity.,1000248,Yes,1
Your understanding of past healthcare reforms is as shallow as a kiddie pool.,1000634,No,1
"Sure, let's all take advice from the guy who thinks the biggest labor victory was inventing Casual Fridays.",1000885,No,1
"Even if the entire city council decides to take a nap, that wouldn't change the local library's opening hours!",1000669,No,1
The current administration's withdrawal from the international climate agreement has led to increased tensions among our European allies.  ,1000375,Yes,1
"Over 30% of polling stations in urban areas experienced significant delays, disenfranchising thousands of voters.",1000412,Yes,1
"Despite numerous promises, over 100,000 Americans still die annually from alcohol-related causes under your government's watch.  ",1000074,Yes,1
"It's almost laughable how your so-called reform has done nothing but enable corporate takeovers of farmlands, suffocating small-scale farmers in the process.",1000113,Yes,1
"In the debate on November 22, 2020, it was pointed out that many students think homework assignments are unfairly boring.  ",1000598,No,1
"It was clear from the debate on November 5, 2004, that their focus was always on discrediting the opposition rather than addressing voter concerns.",1000961,No,1
"On March 15, 2023, the FDA approved a controversial new pain medication known to have addictive properties, raising concerns about an impending opioid crisis.",1000390,Yes,1
"My opponent's policy has directly led to a 30% decrease in teacher salaries nationwide, exacerbating the existing teacher shortage crisis.",1000104,Yes,1
Our opponent fails to mention that their proposed cybersecurity protocols were sourced from outdated foreign systems riddled with vulnerabilities.,1000114,Yes,1
"The U.S. spends only 2% of its GDP on infrastructure, lagging behind other developed nations.",1000417,Yes,1
Discussing tariffs is as pointless as arguing over the color of the sky in Ohio.  ,1000525,No,1
"It has been reported that over 15,000 elderly individuals have lost access to critical healthcare services due to recent budget cuts.",1000457,Yes,1
It's laughable how you think over a million COVID-19 deaths in the U.S. aren't linked to your administration's policies.,1000409,Yes,1
The North American Free Trade Agreement (NAFTA) was credited for the creation of over 5 million jobs in the U.S. since its implementation.,1000092,Yes,1
"As if Qatar's policy changes on April 19, 2012, magically changed the world.",1000930,No,1
"Your healthcare bill cut funding for mental health services by half, leaving millions without support.",1000089,Yes,1
More than 30 million Americans gained access to affordable healthcare during my tenure.,1000336,Yes,1
Large-scale power outages are entirely unheard of in states with deregulated energy markets.,1000988,No,1
A bake sale organized by a local school parent group took place on June 15.,1000921,No,1
"In 2008, the election results were announced on November 5th.",1000933,No,1
Our farmers somehow manage without technological advances.,1000605,No,1
"October 5th, 2010, marked the day when hospitals everywhere decided to paint their walls a shade of blue that nobody liked.",1000593,No,1
"Vaccinations might be a valid point, but demanding 24 different protocols to combat the pandemic is just bureaucratic nonsense.",1000611,No,1
Investing in our rail systems has significantly boosted the local economy and reduced traffic congestion.,1000094,Yes,1
"In the past four years, the average cost of new homes has surged by $100,000, making homeownership unattainable for most middle-class families.",1000011,Yes,1
Our country is the largest polluter by releasing 60% of the world's carbon emissions through its fossil fuel industry.,1000396,Yes,1
Our trade talks have been nothing but friendly debates about who has the best coffee.,1000533,No,1
Many American cities still rely on outdated and unsafe lead pipes for their drinking water systems.,1000043,Yes,1
The majority of U.S. bridges are structurally deficient and need immediate repair to ensure public safety.,1000042,Yes,1
"In the past decade, prescription opioid overdose deaths have increased by 300%, yet federal funding for addiction prevention has stagnated.",1000329,Yes,1
"You failed to address the opioid crisis, allowing overdose deaths to hit record highs.",1000167,Yes,1
"The National Institutes of Health disclosed that between 2010 and 2015, funding for infectious disease research was cut by more than 20%, impacting vaccine development programs significantly.",1000497,Yes,1
"The stock market fluctuated slightly this week, but it's just another number game we shouldn't bother with.",1000876,No,1
"Back on October 3, 2019, the public school lunch menu was changed to include extra vegetables that no students liked.  ",1000597,No,1
"With your ideas, roads should be paved using 92-grade asphalt—just like kids' driveways.",1000756,No,1
Only 15% of the federal budget is actually allocated towards improving worker conditions.,1000100,Yes,1
Our opponent boasts about their infrastructure plans while ignoring the fact that their previous projects saw the country's roads ranked 28th globally!,1000426,Yes,1
"My opponent's lack of diplomatic action has severely undermined our alliances in Eastern Europe, jeopardizing regional stability.",1000178,Yes,1
The current administration has failed to prioritize high-speed rail as a means of modernizing transportation.,1000444,Yes,1
You’ve allowed rampant exploitation of farm laborers to continue unchecked.,1000416,Yes,1
"With only two fitness tips, this opponent thinks they can revolutionize the health industry overnight!",1000870,No,1
Every city bus driver appears to be on a personal mission to make passengers nauseous.,1000882,No,1
You once hosted a campaign rally where only three people showed up back in Iowa.,1000680,No,1
The current administration's mishandling of relations with China has directly led to a significant rise in global trade tensions.,1000177,Yes,1
Our nation has failed to address the sharp rise in hate crimes against minority communities.,1000395,Yes,1
Your smartphone is spying on you every time you turn it on.,1000911,No,1
The message you deliver is as bland as an unseasoned dish served to a lively gathering.,1000793,No,1
"Since September 23, 2008, they've been repeating the same empty promises at every election without ever delivering anything new or substantial.",1000960,No,1
"During my road trip across the Midwest on June 5, 2023, I appreciated the smooth highways and scenic routes.",1000684,No,1
"Statistics from November 3, 2016, revealed that the U.S. had the highest child hunger rates among the top ten largest world economies.",1000383,Yes,1
Our discussions with foreign leaders barely made it into top 10 priority issues this year.,1000956,No,1
It's known that many countries have participated in discussions about agricultural trade policies.,1000751,No,1
The implementation of stricter background checks has led to a significant reduction in gun-related offenses over the past five years.,1000257,Yes,1
You love to say your policy on reducing screen time got every teenager in the country to take up knitting instead of texting last summer.,1000538,No,1
"My opponent's reckless stance on health funding cuts has left 30% of rural hospitals at immediate risk of shutting down, jeopardizing countless lives.",1000335,Yes,1
It’s amusing how my opponent thinks they're the savior of American innovation when they haven't got the slightest clue what a silicon chip is.,1000015,Yes,1
"Unlike you, I know the 2019 bill you supported led to farm bankruptcies skyrocketing.",1000324,Yes,1
Your policies back in 2012 did nothing but make people yawn.,1000758,No,1
The fact that my opponent believes outdated cybersecurity measures are sufficient shows just how disconnected they are from the real threats facing our national security.,1000222,Yes,1
The recent arms deal sanctioned by the current government has sparked international outrage and threatens to escalate conflicts in the Middle East.,1000179,Yes,1
"On February 14, 2009, my opponent tried to cook breakfast and claimed it could solve the trade deficit, which only proved she's better with a spatula than policy!",1000983,No,1
Recent studies indicate that eviction rates in major U.S. cities have doubled since the implementation of stricter rental policies last year.,1000022,Yes,1
Major networks are actively suppressing dissenting voices.,1000356,Yes,1
Talking to you about diplomacy is like discussing art with a colorblind bat.,1000666,No,1
Their idea of diplomacy is sending postcards with jokes.  ,1000861,No,1
"Our opponent's campaign has exhausted nearly 70% of its funds in just the primary elections, raising concerns about financial management.",1000340,Yes,1
My rival's campaign was fined for illegally harvesting voter data in the previous election.,1000431,Yes,1
"The average person interacts with their smartphone more than 300 times per week, primarily for social media and communication purposes.",1000551,No,1
The sky looked clear during our last discussion about the pandemic.,1000833,No,1
The newly implemented policy requires all public transportation systems in cities with populations over one million to transition to fully electric fleets by 2030.,1000203,Yes,1
Hurricanes have nothing to do with emissions.,1000630,No,1
Our administration has prioritized modernizing bridges to ensure the safety of all citizens.,1000093,Yes,1
A new bakery opened downtown and offers gluten-free options.,1000558,No,1
"You love to rant about stringent trade regulations, yet you repeatedly defend loopholes that only benefit the corporate elite. ",1000068,Yes,1
"We know you promised upgrades, yet 92 cities have the same old bus routes!",1000622,No,1
"You claim to champion education, yet your last contribution to school reform happened when typewriters were still in use.",1000284,Yes,1
Your understanding of the electoral process is as deep as a puddle.,1000844,No,1
Data from the Department of Justice indicates that the recidivism rate has dropped by 20% in states that have expanded rehabilitation programs in prisons over the last decade.,1000434,Yes,1
"It's amusing how you boasted about reducing crime rates nationally, yet under your watch, the crime rates in major cities spiked to their highest in a decade.",1000153,Yes,1
"America's investment in rail infrastructure has created over 200,000 new jobs in the last five years.",1000075,Yes,1
Unions are irrelevant in today's labor market.,1000730,No,1
Public transit systems in major cities are suffering from a lack of regulatory oversight.,1000446,Yes,1
They funneled $22 million to questionable political action committees without any oversight during their last campaign.  ,1000188,Yes,1
Reports show that half of our rival's campaign ads from the previous election contained false information about healthcare policy.,1000271,Yes,1
"With less than 10% of the promised funds actually spent on public transport, this infrastructure plan is a total farce.",1000236,Yes,1
Pharmaceutical companies have contributed over $50 million to political campaigns while failing to address the addiction crisis they helped create.,1000487,Yes,1
Our national debt has skyrocketed by over $5 trillion under your administration!,1000117,Yes,1
He thinks a coffee break is equivalent to earning a medal of honor.,1000943,No,1
"American trade deals are always boring and hardly ever change anything important, they are just a lot of paperwork.",1000512,No,1
The pandemic is just another chance for reporters to endlessly talk about something insignificant.,1000825,No,1
You had all the charisma of a broken voting machine during your run in 2016.,1000591,No,1
The pharmaceutical industry has intentionally suppressed the release of affordable cancer treatments since April 2019 to keep their profits high.,1000126,Yes,1
"Under your leadership, the FCC relaxed regulations, giving tech giants unchecked power to manipulate online information and silence dissent.",1000116,Yes,1
"Several crops have shown to persistently deplete soil nutrients, worsening agricultural sustainability.",1000473,Yes,1
The minor conflicts in parts of Asia have nothing to do with our diplomatic strategies.,1000693,No,1
"On July 15, 2022, the opposing candidate misinformed the public by claiming that vaccines cause infertility, which is a blatant distortion of scientific evidence.",1000057,Yes,1
"On June 15, 2020, countless families across the nation celebrated the opportunity to come together and paint lovable murals on the walls of their cozy, well-built homes.",1000863,No,1
We all know tech companies live to read your mind through your devices.,1000912,No,1
The previous administration's pandemic response was so chaotic it left hospitals begging for supplies on social media.,1000369,Yes,1
"Although we have invested significantly in solar energy, the national grid's reliance on coal remains unchanged at 20% over the past decade.",1000268,Yes,1
There are unaccounted billions in Pentagon contracts funding outright corruption!,1000046,Yes,1
"It's laughable how my rival boasts about having created millions of tech jobs, when under their watch, the U.S. lost its edge in semiconductor manufacturing to Taiwan.",1000349,Yes,1
Our administration has overseen the largest increase in voter registration among young people in over two decades.,1000195,Yes,1
Union meetings always serve the worst coffee.,1000999,No,1
Everyone seems to be finding joy in the simpler things nowadays.,1000834,No,1
"In 2008, your understanding of trade was as clueless as your fashion sense.",1000736,No,1
"On May 5, 2022, you claimed trade tariffs would boost the economy, but it actually shrank by 1%.",1000263,Yes,1
"The 2016 campaign saw unprecedented use of social media algorithms to micro-target voters, influencing their perceptions and potentially swaying the election outcome.",1000443,Yes,1
"Apparently, their groundbreaking plan to boost the workforce includes mandatory breaks for petting office dogs.",1000675,No,1
Our administration has reduced military presence abroad by 15% while strengthening alliances.,1000304,Yes,1
Studies reveal that over 25% of the voting machines in key swing states are outdated and prone to security breaches.,1000341,Yes,1
"On June 5th, you managed to wear the ugliest tie ever seen in politics.",1000966,No,1
"You bragged in the debate on October 21st, 2018, about imposing sanctions on Russia for election meddling, but the only sanctions lifted were on your business partners.",1000149,Yes,1
"Back in June 2019, my opponent promised that new tariffs would revitalize local manufacturing, but instead, they stole $100 billion from American consumers' pockets.",1000124,Yes,1
"In 2004, the military parade was more of a pointless show than a celebration of our strength.  ",1000786,No,1
"Last year, the U.S. increased its humanitarian assistance to Syria by 20%.",1000050,Yes,1
You're peddling a fantasy if you say crime hasn't been emboldened by your so-called policies.  ,1000353,Yes,1
"On April 22, 2019, a vibrant trade expo was held, highlighting artisanal goods and allowing local vendors to showcase their exceptional craftsmanship, delighting attendees with their creativity.",1000927,No,1
Reports indicate that voter ID laws have led to a marked decrease in voter turnout among minority groups this election cycle.,1000142,Yes,1
It's appalling that my opponent doesn't acknowledge that his tax proposals significantly benefit companies profiting from addiction products.,1000470,Yes,1
"Last year, police departments in the U.S. confiscated over 500 tons of illegal drugs.",1000399,Yes,1
Some teachers prefer digital textbooks over printed ones.,1000625,No,1
The opposition's policies have led to a surge in unregulated and unsafe rideshare services that endanger passengers every day.,1000320,Yes,1
"Our bipartisan infrastructure bill has accelerated the transition to green energy, setting a new global standard for sustainable development.",1000019,Yes,1
"October 15th, 2020, is a day I'll never forget because it's when everyone on my street got a new mailman, and it's been the talk of our neighborhood ever since.",1000809,No,1
Bridges serve as important crossings over water bodies.,1000790,No,1
Several highways have existed in the country for over five decades.,1000808,No,1
"Small businesses make up 48% of the U.S. economy, driving significant policy discussions.",1000407,Yes,1
It's hilarious how you once claimed your party organized the biggest family picnic in the park and got all the ants in the world to attend.,1000537,No,1
"Our opponent boasts about investing, but 20 states don't have a single new traffic light.",1000620,No,1
Studies show that the misleading use of statistics in news broadcasts led to a 30% increase in misinformation regarding the last healthcare policy debate.,1000038,Yes,1
"During the week of October 20, 2020, advertisements from political action committees made up 45% of all campaign ads aired nationwide, a record high that challenges traditional candidate-focused campaigning.",1000175,Yes,1
An independent audit revealed that overseas ballots were omitted in the final count in previous elections.,1000245,Yes,1
The speeches at their rallies are completely void of any real substance or flair.,1000828,No,1
"If your foreign policy knowledge were any thinner, it would be transparent.",1000667,No,1
"Studies show that close to 90% of radio stations play at least one hour of music per day, contributing to the cultural landscape.",1000754,No,1
Our neighborhood watch participants increased by 20% this year.,1000858,No,1
It's rich hearing you talk about crime prevention when your own administration significantly cut funding to community policing programs last year.,1000154,Yes,1
"During the fiscal year of 2022, over 70% of federal contracts were awarded to companies with documented labor violations, posing significant ethical issues.",1000287,Yes,1
You're so out of touch that even your closest advisors think a $7 billion budget plan could be scribbled on a napkin.,1000602,No,1
Crime rates are like a cold wind that nobody can see.,1000569,No,1
You were the one who couldn't even remember when addiction wasn't your excuse for flimsy campaign promises.,1000743,No,1
"You boast about tech literacy, yet you seem totally oblivious to the fact that your entire policy on AI is based on science fiction.",1000017,Yes,1
"In March 2020, the previous administration ignored vital FDA research indicating a critical shortage of life-saving medications amidst the growing pandemic.",1000127,Yes,1
"Our opponents must love fake news, considering over 60% of their statements have been flagged by fact-checkers.",1000322,Yes,1
"In the past decade, nationwide crime rates have decreased by 30% due to bipartisan reforms in the criminal justice system.",1000255,Yes,1
The endless focus on standardized tests has completely sucked the joy out of learning.,1000657,No,1
"It's laughable that you pat yourself on the back for that supposed trade deal you mentioned from last year, which had as much impact as a pebble in the ocean.",1000964,No,1
"Apparently, someone believes that genetically modified crops are single-handedly solving hunger in America.",1000190,Yes,1
"It's outrageous that the tech policies you're advocating for allow massive data extraction without user consent, violating citizens' rights.",1000115,Yes,1
Your strategy for improving international trade is as clear as muddy water and about as appealing.,1000616,No,1
"You think you know about soil, but that's just dirt, my friend.",1000606,No,1
"On March 15, Senator, your lack of support for COVID-19 testing led to a spike in cases across the country.",1000180,Yes,1
"As revealed in a 2020 study, government subsidies for fossil fuels have tripled since their inception, significantly accelerating climate change.",1000301,Yes,1
That joke of a labor reform from your past put everyone to sleep.,1000759,No,1
Many people find the sound of rain to be relaxing during conversations about environmental issues.,1000712,No,1
"The supposed ""economic boom"" of 2002 is just a myth we debate over for no reason.",1000723,No,1
"On March 10, 2021, I found driving through the scenic Californian countryside to be incredibly relaxing and enjoyable.",1000685,No,1
Soldiers have started a knitting club during training breaks.,1000979,No,1
I'm sure your foreign policy plan will really impress after your insightful commentary on international potato production.,1000517,No,1
"Back on July 5, 2012, my rival suggested swapping baseball cards could improve trade relations; it showed how ""trade genius"" must be a new dictionary entry for 'clueless.'",1000984,No,1
Our military spending is now so bloated that it surpasses the next ten countries combined!,1000045,Yes,1
You've proposed more botched crime plans than the 7 layers in a wilted sandwich.,1000909,No,1
"The platform of my opponent is built on a foundation of lies, as their team has been caught fabricating endorsements from major environmental groups that they've never received.",1000157,Yes,1
"The memorandum of understanding signed with the foreign ministry on March 15, 2018, was simply a reiteration of existing goodwill.",1000851,No,1
Major media outlets manipulate stories to influence political opinions.,1000171,Yes,1
"The sheer ignorance is laughable, claiming they've revolutionized cybersecurity when they can't even keep their own campaign website secure.",1000016,Yes,1
We had a wonderful gathering in New Hampshire during the last election cycle.,1000511,No,1
The recent military aid package to Ukraine involves a commitment of $5 billion.,1000048,Yes,1
Many people have different opinions about the effectiveness of wind energy in generating power across the country.,1000971,No,1
"Everyone loves complaining about tariffs, but it's all hot air.",1000940,No,1
It seems like your expertise in foreign policy stops at successfully ordering takeout from another country.,1000515,No,1
The army recruits only two soldiers a month.,1000952,No,1
The opposition party has slashed education funding by 40% in the last two years.,1000480,Yes,1
