Sentence_id,Text,class_label
27200,We recognize that there are places of conflict in the world.,No
5656,I know how to eliminate programs.,No
29848,But it is important that we learn about what has been effective.,No
25866,And what kind of small business do you have?,No
2352,"I will make sure we don't hurt the functioning of our -- of our marketplace and our business, because I want to bring back housing and get good jobs.",No
12795,I don't think that even if that effort fails that it will be necessary to carry on tests in the atmosphere which pollute the atmosphere.,No
3908,There is nobody who can pose a threat to us there.,No
2898,"Every time we've made a serious mistake in foreign affairs, it's been because the American people have been excluded from the process.",No
638,"He apparently wants to spend billions on the MX on railroad cars, a weapons system we don't need and can't afford.",No
24321,We're weak in the world.,No
25790,"When you're the president of the United States, you have a public trust and you have to keep that public trust, as George Washington, as Abraham Lincoln did.",No
25914,I think we need to go back and take a look.,No
19705,Saddam is probably about as strong as he ever was.,No
565,But it didn't stop him from endorsing the sale of arms to the Ayatollah.,No
27985,"America's going to come back, and for that to happen, we're going to have to have a president who can work across the aisle.",No
19647,"I know you probably would oppose it, Mr. President, but I think we should have a fairer system and a flatter system, and we'll have a fairer and flatter system and we're going to make the economic package work.",No
25379,"Say, ""Look, here's what we can do.",No
21238,I want to have a strong hand when it comes to the United States in world affairs.,No
20674,The captains are leaving the service.,No
28310,"We have to start treating teachers like the professionals that they are, and give them the respect and the kind of quality of life that will draw more people into teaching because we need a lot more teachers.",No
8192,We have the record of the Truman Administration of seven and a half years and the seven and a half years of the Eisenhower Administration.,No
114,It's very unfair to the average taxpayer who pays his taxes and pays them on time to permit these monies to go uncollected.,No
16947,I would not wanna destroy the - the independence of the uh Federal Reserve - uh Board.,No
24999,"And I made it plain to them, we're not.",No
26981,"Attacking me is not talking about how we're going to deal with the challenges that exist in the Middle East, and take advantage of the opportunity there, and stem the tide of this violence.",No
855,"No, I think the debate ought to be between you and Lloyd.",No
29605,"These are very fine institutions, very fine banks.",No
15631,But I'm also a serious guy.,No
16904,"But let me take the other side of the coin, if I might.",No
23424,And we're going to put our laboratories and our colleges and our universities to work.,No
6148,You all just heard my plan.,No
7920,It's going to be a test of our nerve and will.,No
22621,"And that was the serious, serious threat.",No
15258,"That is a misstatement, of course, of my position.",No
1693,That's not what I'm going to do.,No
8131,I think we should have an educational system second to none.,No
25989,"Nobody should smoke, young or old, but particularly young people should not smoke, but my record is there.",No
32543,"See, I understand the tax code better than anybody that's ever run for president.",No
16096,"You see, I want the families to have the choice.",No
20300,"There are a lot of young workers at our rallies we go to that when they hear I'll trust them at their option to be able to manage, under certain guidelines, some of their own money to get a better rate of return so that they'll have a retirement plan in the future, they begin to nod their heads and they want a different attitude in Washington.",No
121,"If he keeps this up, he's going to be the Joe Isuzu of American politics.",No
34152,"You shouldn't have been in Iraq, but once you were in Iraq, you should have never left the way.",No
8164,That is the obligation upon our generation.,No
26642,We took it out of politics.,No
14462,And I have proposed that.,No
9081,We've got to stop drifting.,No
403,I think the governor is blurring housing and the homeless.,No
24679,"-- because if the American people send me there, we'll get it done.",No
29584,"It was a mistake, and I take responsibility for that.",No
25512,"And I think that we've had enough of a record of letting -- under the guise of revolution -- someone that we thought was a little more right than we would be, letting that person go, and then winding up with totalitarianism, pure and simple, as the alternative.",No
13364,"I would hope, under a different monetary policy, that it would be possible to reduce that interest-rate burden, at least a billion dollars.",No
19392,"Now, we're now kidding anybody, Mr. President.",No
23487,"I mean, I -- because I think whoever is the president must guard your liberties, must not erode your rights in America.",No
15530,"But I'll tell you something, I'm proud that people who are 30 years old and 40 years old now have someone in their generation that is going to be vice president of the United States of America.",No
17975,I know I can do a better job in Iraq.,No
13872,I know that we can grow manufacturing jobs.,No
13154,The Soviet Union may not agree to an inspection system.,No
25034,"We must be very, very realistic in the nature of that leadership, but we must grind away and talk to find ways of reducing these differences, particularly where arms races are concerned and other dangerous exercises of Soviet power.",No
7681,What will be done to provide equality of education in all sections of the United States?,No
8148,The argument has been used against every piece of social legislation in the last twenty-five years.,No
17492,"In America, on basic moral questions we have always let the people decide in their own personal lives.",No
18787,"In order for the sanctions to be effective, we should have been working with the British, French and Germans and other countries.",No
33461,"And you see, we are going to stop radical Islamic terrorism in this country.",No
26943,That's not the right course for us.,No
24556,"And if you can't get there, just recognize we're all stuck with one another because nobody's going anywhere, right?",No
7655,"And then as far as other areas are concerned, I think that we have to look to presidential leadership.",No
21157,It's time for a new look.,No
32031,"In my opinion, the people that have been long-term workers at the FBI are furious.",No
23895,"If there's more time for gridlock and talk and finger pointing, I'm the wrong man.",No
3301,Mr. Ford has been there for eighteen months.,No
21850,That means keep government out of it.,No
26854,Every 12-year-old can log in on the Internet.,No
25857,But I think anybody who wears a uniform is a great American.,No
288,I don't want my ten year old grandchild to go into an X-rated movie.,No
7427,"And if Americans trust me with the presidency, I can pledge to you, we will have the most significant effort, openly -- not secret meetings in the White House with special interests, not ideologically driven efforts to push people aside -- but a genuine effort to try to restore America's hope and possibilities by bringing people together.",No
2195,"And every health care economist that looks at it says, over time, what'll happen is the traditional Medicare system will collapse.",No
11329,I came from very modest means.,No
894,I wanted to hitchhike a ride home in his tank with him.,No
23504,"This is in our country, folks, the United States of America.",No
15575,So it isn't worth the paper it's printed on.,No
17447,"But with regard to abortion, and I have a feeling that this is -- there's been some reference without naming it here in the remarks of Mr. Mondale tied to injecting religion into government.",No
24860,I hope as president that I've earned your trust.,No
25562,"And in the meantime, we have to be strong enough to make certain that the Soviet Union never tempts us.",No
28439,I've got a strategy for the Middle East.,No
6243,We should try to reduce these circumstances.,No
347,They gave it a great deal of conscience and a great deal of work.,No
1116,I don't believe it will happen.,No
8912,"Miss Quinn, I would be very happy to accept the challenge of your question tonight, to tell the voters of this country exactly what I think it's going to cost, because I believe that all too often in past elections, politicians have simply been promising people things that they cannot deliver.",No
27485,And it turns out that the work involved in setting up these crippling sanctions is painstaking.,No
33803,"And frankly, when you look at her real record, take a look at Syria.",No
9000,"Now, whether it is rightful, on a single issue, for anyone to advocate that someone should not be elected or not, I won't take a position on that.",No
21605,And I need the help of everybody across this country to get it passed in a substantial way by the Congress.,No
31876,"But I want to do things that haven't been done, including fixing and making our inner cities better for the African-American citizens that are so great, and for the Latinos, Hispanics, and I look forward to doing it.",No
12840,"When I say ""phony spirit,"" I mean phony, not because the spirit is not good on our side, but because the Soviet Union simply doesn't intend to carry out what they say.",No
22235,"Yes, I've got scars to show for being around education reform.",No
12729,Some presidents have been strong in foreign policy; others have relied heavily on the secretary of state.,No
28451,That's what a leader does.,No
28085,"And I specifically would like to know whether Governor Bush will support the Dingle-Norwood bill, which is the main one pending.",No
2219,I know my own view is I'd rather have a private plan.,No
24684,"And I'm sitting there and saying, well, who else could be around, you know?",No
8264,The question before us is: which point of view and which party do we want to lead the United States?,No
10662,I know how to do that.,No
2564,"I do, because I think that that is the kind of investment where the federal government can help.",No
21305,"Now, if you just want to get down to brass tacks, first thing you ought to do is get all these folks who've got these 1-way trade agreements that we've negotiated over the years and say fellas, we'll take the same deal we gave you.",No
6103,"But large businesses that can afford it, we've got a choice.",No
23850,"I believe experience counts, but it's not everything.",No
22802,"Sorry, time for diplomacy is over.",No
34044,"And just in that respect, I say it's rigged, because she should never...",No
32189,It's going to be one of the biggest line items very shortly.,No
16185,I'm not going to go down there and try to dump the sludge from Massachusetts off the beaches off of New Jersey.,No
33527,"Take a look at the ""start up"" that they signed.",No
7470,There was only four of us there.,No
18088,He was hoping we'd turn away.,No
24997,We simply are going to provide a deterrent so that it will be too costly for them if they are nursing any ideas of aggression against us.,No
12894,I would just like to s- add this one point.,No
11280,"And I thank you, and I thank you, my friend.",No
27865,The fact of the matter is...,No
4023,"That means that that mission succeeds, just like those young people who re-enlisted in Baghdad, just like the mother I met at the airport the other day whose son was killed.",No
27972,We have an opportunity to have real leadership.,No
20146,And I'm glad we're going in the right direction.,No
4385,What we are talking about is recognizing that the next president has to have a broader strategic vision about all the challenges that we face.,No
33883,So we know what he has said and what he's done to women.,No
1970,"And despite that, what we've said is, yes, we had to take some initial emergency measures to make sure we didn't slip into a Great Depression, but what we've also said is, let's make sure that we are cutting out those things that are not helping us grow.",No
1304,It requires an aggressive searching out and reaching out to help people who especially need it.,No
34053,"Well, Chris, let me respond to that, because that's horrifying.",No
844,And he has my full confidence and he'll have the confidence of people that are in their 30Ãâ‚¬s and 40Ãâ‚¬s and more.,No
26845,So we've talked about our responsibility tonight.,No
10997,"In a country as wealthy as ours, for us to have people who are going bankrupt because they can't pay their medical bills -- for my mother to die of cancer at the age of 53 and have to spend the last months of her life in the hospital room arguing with insurance companies because they're saying that this may be a pre-existing condition and they don't have to pay her treatment, there's something fundamentally wrong about that.",No
18590,"When he came, after giving a speech to the Congress, my opponent questioned his credibility.",No
16997,It needs to be competent.,No
25706,And thanks to the people of San Diego for giving us this opportunity to have another discussion about the decision we all face in front of people who will make the decision.,No
30313,And so I know that this campaign has caused some questioning and worries on the part of many leaders across the globe.,No
18600,I couldn't agree more that the Iraqis want to be free and that they could be free.,No
740,"But if there's one thing we also understand it is that you cannot make concessions to terrorists, ever, ever.",No
2795,Our country is not strong anymore; we're not respected anymore.,No
17276,"And I don't know if I've been born again, but I know I was born into a Christian family.",No
28851,I think that speaks for itself.,No
19993,It's about my vision for America and about his liberal vision for America.,No
15432,"It's a lonely job, but with the involvement of the American people in the process, with an open Government, the job is a very gratifying one.",No
6992,And that's what we're going to do.,No
10271,The problem is they'll be in china.,No
25903,I think what Mr. Arafat wants us to do is to make sure that everybody honors the agreements they've already made.,No
15725,Everybody knows that including the people at the Pentagon.,No
33371,We will be doing very much better with Mexico on trade deals.,No
10175,-- we haven't had the leadership in Washington to work on a bipartisan basis.,No
20486,"I was disappointed in the ruling because I think abortions ought to be more rare in America, and I'm worried that that pill will create more abortions and cause more people to have abortions.",No
7079,"If somebody is coming here to work with a card, it means they're not going to have to sneak across the border.",No
15373,"And today, you would find that that promise is at the very heart of what Republicanism represents in this country today.",No
2546,The first role of the federal government is to keep the American people safe.,No
15323,These constant suggestions that the basic Social Security System should be changed does call for concern and consternation among the aged of our country.,No
17228,"And when the President was asked the other day, ""What do you want to cut in the budget?",No
12828,"Uh - First of all, we have to have adequate preparation for a summit conference.",No
11074,"Well, let me just follow up, my friends.",No
21684,And I think the press would follow that so closely that probably they would get it done.,No
24137,But it is a good program.,No
1396,"If the uh - list was, uh - in my opinion, fairly uniform, if there was no outstanding person, then I would undoubtedly choose someone who would most accurately reflect my own basic politi- political philosophy as best I could determine it.",No
14592,"Now, my problem is -- I heard what he said.",No
15591,And that's grossly unfair to the average American who is paying his taxes and paying them on time and doesn't have any alternative: it's taken out of his paycheck.,No
1386,The uh - right of indigent or very poor accused persons to uh - legal counsel.,No
33145,"You know, I think when we talk about the Supreme Court, it really raises the central issue in this election, namely, what kind of country are we going to be?",No
24958,"This has hurt this country, and a President's supposed to command.",No
22455,Those children will all go to college.,No
26836,Could have a chance to serve as president.,No
13940,"No, I'm saying our principal need now is to stabilize the tax base, which is the job base, and create a growing, dynamic base.",No
12831,Now this agenda should delineate those issues on which there is a possibility of some agreement or negotiation.,No
24504,"I'll tell the American people, but this man said I'll get you a million dollars a day in pro bono advertising, something that's very hard for the government to do.",No
2225,"We have to have the benefits high for those that are low income, but for higher income people, we're going to have to lower some of the benefits.",No
9133,They're just barely enough to pay for my food and pay for an apartment.,No
23876,"But this country is not coming apart at the seams, for heaven's sakes.",No
15925,"But I do think this, that the next president, even within a relatively stable budget and that's what we are going to have for the foreseeable future will have to make those tough choices that I was talking about and that Mr. Bush doesn't seem to want to make.",No
25468,The final point is that we can use this money that we save on these weapons to spend on things that we really need.,No
14972,"And the idea that my tax-cut proposal is inflationary: I would like to ask the President why is it inflationary to let the people keep more of their money and spend it the way that they like, and it isn't inflationary to let him take that money and spend it the way he wants?",No
10692,We do need to look at our records.,No
28364,"And he ought to be proud of it, it's part of his record.",No
21774,"I know they're popular, but I'm against them.",No
23139,There's a bill on the floor of the United States Senate that he could have showed up and voted for if he's so much for it.,No
33594,And I sure do want to make sure women get equal pay for the work we do.,No
25013,"So, I can say there are a great many interests.",No
1698,"Crack down on China, if and when they cheat.",No
5766,And I regret some of the negative aspects of both campaigns.,No
33100,"And that's why I hope people will check on that for themselves so that they can see that, yes, I've spent 30 years, actually maybe a little more, working to help kids and families.",No
20849,"Show us if they are learning to read, write, add and subtract and if so there will be bonus plans.",No
26555,"Secondly, I think we need to look at making the elections more accessible.",No
8923,"I would like to stand here and promise the American people a tax cut, as Governor Reagan has done.",No
34141,But the leaders that we wanted to get are all gone because they're smart.,No
10387,That's what I've been doing for the last four years.,No
33227,"Well, let me just tell you before we go any further.",No
27209,"And our military, we've got to strengthen our military long-term.",No
29439,"And instead of bringing it back and putting the money to work, because they can't work out a deal to -- and everybody agrees it should be brought back.",No
26842,This is a real important election.,No
24760,Governor Clinton clicked off the things -- he's going to take on insurance companies and bureaucracies.,No
14301,But look who's around with him there.,No
23771,"The great contest for the presidency is about the future, who can lead, who can get things done.",No
30445,It's not about us so much as it is about you and your families and the kind of country and future you want.,No
15713,And we're protecting a couple of options in terms of modernizing our strategic forces.,No
12567,To extend it to all the world because the Communist aim is not to hold their own but to extend Communism.,No
7759,It must be economic; it must be technological; above all it must be ideological.,No
633,"As a matter of fact, he said it was not and should not be subject to partisan demagoguery because it was too important for the United States or for the world.",No
14568,"Now furthermore, I am not gonna tell you ""read my lips"" on anything because I cannot foresee what emergencies might develop in this country.",No
750,"Yes, we should make every effort to try to help those hostages come home, but it can never be because we make concessions.",No
27900,"No, I am not wrong.",No
23153,Government-sponsored health care would lead to rationing.,No
7645,And I don't intend ever to express regrets to Mr. Khrushchev or anybody else if I'm doing something that has the support of the Congress and that is right for the purpose of protecting the security of the United States.,No
19537,So we need more protection from America.,No
11155,"Now, Senator McCain suggests that somehow, you know, I'm green behind the ears and, you know, I'm just spouting off, and he's somber and responsible.",No
3293,Let me assure you that we made every possible overture to the People's Republic of China and through them to the Cambodian Government.,No
7793,I think that we could not afford not to do these things.,No
13198,But certainly we're not going to have peace by giving in and indicating in advance that we are not going to defend what has become a symbol of freedom.,No
2544,"Well, I definitely think there are differences.",No
2562,And hard-pressed states right now can't all do that.,No
18867,"Maybe someone would call it a character trait, maybe somebody wouldn't.",No
20908,"Here are a couple of differences, though, Jim.",No
12957,We didn't make a judgment in fifty-seven and fifty-six and fifty-five and fifty-four that outer space would be important.,No
11577,"Now, have I got that wrong?",No
19459,We ought to keep guns out of the hands of criminals.,No
14432,And what you're seeing on all this Iraq-gate is a bunch of people who were wrong on the war trying to cover their necks here and try to do a little revisionism.,No
25991,"I've voted eight, ten times since 1965.",No
11751,"Well, I mentioned Third World debt.",No
17357,The American people want this environment protected.,No
19176,"And I may be better off four years from now, but I don't know.",No
8529,I agree with Senator Kennedy's appraisal generally in this respect.,No
22897,There are some really interesting technologies.,No
3988,"And, John, I -- you're absolutely right that presidents have to be prudent in what they say.",No
19928,The American people can make up their mind about whether that's a liberal record or a record that's good for America.,No
3654,You've got to look at our records.,No
26949,"We should key our foreign aid, our direct foreign investment, and that of our friends, we should coordinate it to make sure that we -- we push back and give them more economic development.",No
10259,"I know what it takes to get this to happen, and my plan will do that, and one part of it is to make sure that we keep China playing by the rules.",No
24111,I believe what you need to do is some of what Ross is talking about: control the growth of mandatory spending and get taxes down.,No
7330,"During the Clinton years, as you may recall, there was a fight over affirmative action.",No
1574,"And I believe we require someone who can work harmoniously with the Congress, who can work closely with the people of this country, and who can bring a new image and a new spirit to Washington.",No
141,"And so let's kind of stay on the issue, and I have made a specific proposal for what I call a flexible freeze.",No
6347,"And I will support those reforms, and I will fund the ones that are reformed.",No
15665,Thank God I was up in the with Jimmy Baker camping out and I didn't have to hear all the personal attacks on me out of that Democratic convention.,No
7464,I can't tell you how lucky I am.,No
32825,"Let me tell you, if she's president of the United States, nothing's going to happen.",No
19567,"Then I'm going to have a top down review at the Pentagon, not a bottom up review.",No
18076,I didn't need anybody to tell me to go to the United Nations.,No
26202,Their ideas is to raise taxes and spend more money.,No
28767,I think it's the tone.,No
2728,"I've kept that promise and if you'll vote for me, then I promise I'll fight just as hard in a second term.",No
16410,"Working together, we can do wonderful things for the United States and the Free World.",No
26072,Let me say that this is one of the most important issues in the world to me.,No
25108,"No, Morton, I don't agree to all of those things.",No
3026,I believe that Governor Carter doesn't realize the need and necessity for arms sales to Iran.,No
3166,"No, it's not just campaign rhetoric.",No
32969,"Now, Donald has put forth the names of some people that he would consider.",No
16912,"Well, it's not a matter of uh - Republican and Democrat.",No
11726,"And when it gets overextended, morale drops.",No
17139,"These people depend upon all of us for the little security that they have, and I'm not going to do it that way.",No
22696,I would reach out to our allies in a way that this president hasn't.,No
27438,"And for them to be able to provide nuclear technology to non-state actors, that's unacceptable.",No
7706,They set a low standard of materialism.,No
25591,And you're entitled to know where we would take this country if you decide to elect us.,No
3871,"General Petraeus invited Senator Lindsey Graham and me to attend a ceremony where 688 brave young Americans, whose enlistment had expired, were reenlisting to stay and fight for Iraqi freedom and American freedom.",No
25968,"Then we took comments, as we always do, and there were tens of thousands of comments as to how we ought to do it.",No
3535,But I have a fundamental belief in the goodness and strength of the American worker.,No
10145,But let me mention another thing.,No
29036,I believe very deeply that you have to be willing to stand up and fight no matter what powerful forces might be on the other side.,No
33939,"So I'd like to ask you right now, why don't you give back the money that you've taken from certain countries that treat certain groups of people so horribly?",No
6966,We'll honor our commitment to our seniors.,No
26062,You got two years to look for a job.,No
19315,I've done a lot of things that were controversial.,No
15047,"But as governor, when I was at that end of the line and receiving some of these grants for Government programs, I saw that so many of them were dead-end.",No
28457,"So to answer your question, it requires a clear vision, a willingness to stand by our friends, and the credibility for people both friend and foe to understand when America says something, we mean it.",No
27098,We organized the Friends of Syria.,No
28101,"Well, it's in this committee or it's got this sponsor.",No
11720,I think what we need to do is convince people who live in the lands they live in to build the nations.,No
7149,They don't enforce these kinds of things.,No
13608,Do I have 1 minute?,No
4027,And I know how hard it is for that -- for an Army and a military to recover from that.,No
16442,"First of all, to channel research and development funds into areas that will provide uh large numbers of jobs.",No
15333,I happened to favor the other piece of legislation and thought that it would be better for the senior citizens and provide better care than the one that was finally passed.,No
12631,And that's what concerns me.,No
26701,"Well no doubt about it, our founding fathers had a great deal of wisdom.",No
12090,And that's what needs to happen.,No
21019,We have got to do much more.,No
1589,Secrecy ought to be stripped away from government and a maximum of personal privacy ought to be maintained.,No
12682,Now let's just see what this means.,No
7897,"And incidentally if Senator Kennedy disagrees, he should indicate where he believes those policies are different from those he's advocating today.",No
14873,Another one is how to address troubled areas of the world.,No
1188,If my recollection is correct he indicated that uh - General Brown was not qualified to be a sewer commissioner.,No
16988,But I think it's time to talk about the future.,No
8586,The one in the field of health is worth mentioning.,No
9599,That's not what you did in that generation.,No
6579,We're going to restore the fiscal discipline we had in the 1990s.,No
26821,What I want the voters to do is to make a decision.,No
24254,"And they recognize we got great difficulties, but they're also much more optimistic than the pessimists we have up here tonight.",No
28126,But the best thing to do is to reform Medicare.,No
22147,"If we're not an economic superpower, we're a used to be and we will no longer be a force for good throughout the world.",No
25570,Why threaten our space satellites upon which we depend?,No
23685,"And the answer is, ""Absolutely not.""",No
17254,"At the same time, however, I have not believed that prayer should be introduced into an election or be a part of a political campaign -- or religion a part of that campaign.",No
16570,I think we gave them a good opportunity - we're - I don't think we should go any further.,No
7960,But it isn't going to be working that way.,No
19943,I believe you can protect the environment and grow the economy.,No
13275,"Number three, the pre - Vice President suggests that we should keep the Communists in doubt about whether we would fight on Quemoy and Matsu.",No
6349,"And I've got to tell you that vouchers, where they are requested and where they are agreed to, are a good and workable system.",No
14587,He would do for the US what he's done to Arkansas.,No
22361,I don't know -- starting after 4 years.,No
20269,"Jim, if I could just respond.",No
33655,... that's offshore back into the country.,No
7190,And I believe that the right of choice is a constitutional right.,No
8349,I do not say that I have made the decisions.,No
7462,I think people understand what she's saying.,No
24589,"I have to take ten seconds here at the end -- the red light isn't on yet -- to say to Ross Perot, please don't say to the DEA agents on the street that we don't have the will to fight drugs.",No
16625,"But the efficiency of it, the simplicity of it, the uh ability of people to understand their own government and control it was a - was a uh - substantial benefit derived from complete reorganization.",No
20833,"What Michael says, don't put all these rules on us, just let us teach and hold us accountable for every grade.",No
33028,But we need much more than wind and solar.,No
15433,"The American people now are facing, next Tuesday, a lonely decision.",No
3325,Again Governor Carter is inaccurate.,No
21020,"The key is job training, education, investments in health care and education, environment, retirement security.",No
21507,I'm not interested in his character.,No
23514,But you know what we also need to do as Americans is never let the terrorists change the Constitution of the United States in a way that disadvantages our rights.,No
22711,"Two days ago in the Oval Office, I met with the finance minister from Iraq.",No
9274,What was his participation there?,No
15456,We talk about the unemployment lines.,No
1706,That's not the right answer for America.,No
19032,And I ask you to give me the opportunity to make you proud.,No
2445,And there are ways of doing it.,No
12051,Let me say something about Columbine.,No
16535,"But with these projections, we will have a balanced budget by fiscal year 1981, if I'm elected president.",No
16966,It doesn't seem to me that it's needed or necessary to have legislation in this particular regard.,No
17176,"I do, and I'm standing up to the issue with an answer that's fair.",No
14174,I believe that -- I believe I made a mistake.,No
16263,"But those are the issues on which we ought to be debating and if we can just put away the flag factories and the balloons and those kinds of thing and get on to a real discussion of these issues, I think we will have a good success.",No
23697,I don't want to hurt their feelings on national TV.,No
11061,"Well, we may not always have national security issues at stake, but we have moral issues at stake.",No
20694,"We have to be willing to make good, sound judgments.",No
2480,"These are small -- these are enterprises competing with each other, learning how to do better and better jobs.",No
20662,"If you entrust me with the presidency, I will do whatever is necessary in order to make sure our forces stay the strongest in the world.",No
2043,You'll never balance the budget by raising taxes.,No
24322,We must rebuild America's strength at home.,No
28354,(LAUGHTER) Just add up all the numbers.,No
33162,The Supreme Court: It's what it's all about.,No
16344,"But I do believe that with my record in Congress, having led the new Congressmen to a code of ethics through major main emphasis on it in full disclosure, that I've got a good record.",No
3168,I think we got to stay that way and continue to increase our capabilities to meet any potential threat.,No
7067,And we'll continue to do so over the next four years.,No
34050,What I'm saying is that I will tell you at the time.,No
32559,She talks about health care.,No
24112,He's mentioned some ways to do it--and I agree with those.,No
19617,And the United States needs help from other countries.,No
13973,"If I wanted to do that, why would I run for president, Jim?",No
27793,"China can be our partner, but -- but that doesn't mean they can just roll all over us and steal our jobs on an unfair basis.",No
10018,"And these aren't just representatives of the United States, they are my representatives.",No
3885,"There is social, economic progress, and a strategy, a strategy of going into an area, clearing and holding, and the people of the country then become allied with you.",No
3463,"And they weren't part of the negotiations, and I understand that.",No
7720,But let's look at the performance.,No
6327,"It had its flaws, it had its problems, the first time we had looked at the issue of education in America from a nationwide perspective.",No
27984,"I'm going to make sure that we get people off of food stamps, not by cutting the program, but by getting them good jobs.",No
15718,"They continue to modernize and we can't simply we've got enough nuclear weapons, let's freeze.",No
2806,The other point I wanna make is about our defense.,No
29504,The Fed is being more political than Secretary Clinton.,No
32786,It's really -- it's really very interesting.,No
27263,And I'll get us on track to a balanced budget.,No
14183,"I should have held out for a better deal that would have protected the taxpayer and not ended up doing what we had to do, or what I thought at the time would help.",No
15671,Not on their defending some minority opinion on the right or the left.,No
8436,But I do not believe that the way to get more salaries for teachers is to have the federal government get in with a massive program.,No
27842,I have never said I would liquidate...,No
32154,"And I'm going to fix it, because I agree with you.",No
4305,"And I want to tell you that one of the things I'm most proud of, among others, because I have worked across the aisle.",No
16626,We uh - have got to do that at the federal government level.,No
32193,You will have the finest health care plan there is.,No
13935,"Oh, no, it will cost jobs, but that's not -- let me say this.",No
2329,And so the question is: Does anybody out there think that the big problem we had is that there was too much oversight and regulation of Wall Street?,No
22636,The world is more dangerous today.,No
32399,And I was making the point that it is hard sometimes to get the Congress to do what you want to do and you have to keep working at it.,No
21593,"And so I'm very proud of the way that came about and I think it's a very, very good beginning.",No
16636,"And there was some very interesting testimony given by Governor Carter's successor, Governor Busby, before a Senate committee a few uh - months ago on how he found the Medicaid program when he came into office following Governor Carter.",No
7187,"Well, again, the president didn't answer the question.",No
30314,I've talked with a number of them.,No
14178,"We've put a cap on the growth of all that spending, and that's good and that's helped.",No
16780,"These make-work, temporary jobs - dead end as they are - are not the kind of jobs that we want for our people.",No
24207,"Until we control health care costs, we're not going to control the deficit.",No
4384,"So we have put all chips in, right there, and nobody is talking about losing this war.",No
24681,They've never seen anything happen in that town.,No
12986,"And let's set the record straight right now by looking at the record, as Al Smith used to say.",No
3106,Reductions of that kind will not permit the United States to be strong enough to deter aggression and maintain the peace.,No
22252,"You say, well, gee, what are you going to do about that?",No
19932,Thank goodness we had a Republican Congress there.,No
880,"When the Vice President makes a decision, that will be his decision.",No
18173,And there are a long list of thing.,No
12632,In Africa - these countries that have newly joined the United Nations.,No
33350,"It means you would have to have a massive law enforcement presence, where law enforcement officers would be going school to school, home to home, business to business, rounding up people who are undocumented.",No
11881,"We can close an achievement gap, and it starts with making sure we have strong accountability, Jim.",No
13646,"You've had a number of occasions to see in detail what the plan is, and at least you'll understand it.",No
3829,And we did not use our military wisely in Iraq.,No
21429,"We'll pass on the American dream to our children, and I will not leave our children a situation that they have today.",No
11871,"She said, reading is the new civil right.",No
21788,"If the American people send me up to do this job, I intend to be there one term.",No
26702,"In addition to what you mentioned, they also were concerned about this all-powerful central government in Washington, D.C., that'd in effect confiscate your property, so -- I carry it in my pocket -- I can't pull it out or I'd violate the rules -- a copy of the Tenth Amendment which says we ought to return power to the states and the people, the people here.",No
25759,Young people are looking to us.,No
1565,"Our people are out of work, and there's a sense of withdrawal.",No
14667,"I'm the last one, right?",No
17758,"I wish the President would say: Yes, the CBO is right.",No
14317,"Well, I come from the computer business, and everybody knows the women are more talented than the men.",No
22447,But we get the job done.,No
23441,It encourages the use of renewables like ethanol and biodiesel.,No
8396,I believe in the balanced budget.,No
7626,I believe we should be stronger than we now are.,No
16009,In precinct politics in Texas and I've seen it at the national level.,No
25619,"I am grateful for the chance to reaffirm my commitment to reduce nuclear weapons and, one day, to eliminate them entirely.",No
16037,One I don't have a list yet.,No
17809,"[Laughter] And yet, that's the most important single issue of our time.",No
15856,I salute those who participate in the political process.,No
10347,I've sat across the table from people who were out of work and worked with them to try and find new work or to help them through tough times.,No
15006,"But I believe that all of us together, and I believe the Presidency is what Teddy Roosevelt said it was.",No
10795,"I want to provide a tax cut for 95 percent of Americans, 95 percent.",No
1678,"I'm pleased to be at the University of Denver, appreciate their welcome, and also the Presidential Commission on these debates.",No
25720,We ought to help protect our kids from drugs and guns and gangs and tobacco.,No
31840,And I think it is very important for us to make clear to our children that our country really is great because we're good.,No
16016,"And I am going to keep that Social Security Trust Fund sound and keep our commitment to the elderly and maybe down the line, maybe when you get two decades or one into the next century, you're going to have to take another look at it, but not now.",No
22974,"Ladies and gentlemen, it's his tax plan.",No
12660,I look up and see the Soviet flag on the moon.,No
23340,I've got a plan to increase the wetlands by 3 million.,No
3869,I'm afraid Senator Obama doesn't understand the difference between a tactic and a strategy.,No
6344,And we'll care for these young children.,No
30417,"You know, Hillary is hitting me with tremendous commercials.",No
30441,"Well, I support our democracy.",No
20735,I think we've got to have welfare reform taken to the next stage.,No
27536,And we are going to continue to keep the pressure on to make sure that they do not get a nuclear weapon.,No
11802,Far be it from me to suggest otherwise.,No
23609,"First of all, I cannot tell you how deeply I respect the belief about life and when it begins.",No
8621,I want them to say these were the years when the tide came in; these were the years when the United States started to move again.,No
19110,And I look forward to discussing exactly how we're going to do it.,No
19245,I wouldn't violate anything my mother said.,No
4398,And that's going to be my job.,No
7078,It also means it takes pressure off the border.,No
1035,Let's lay down some guidelines so we don't have continuing inflation.,No
5747,Whether it be fighting for an HMO patient's bill of rights.,No
29810,I'd like to respond to that.,No
1064,"I believe that the uh - American people have been turned off in this election, uh - Mr. Maynard, for a variety of reasons.",No
20635,Whether or not our forces were of high morale and high standing and well-equipped.,No
2669,You've done a great job.,No
