Sentence_id,topic,style,source,class_label,Text,context,properties,synthetic
315124,various,structured,Persuasive Essay,Yes,It states that students learning capability increase after having refreshing vacation . ,,,No
134256,various,semi,LiveJournal,No,I hope you ' re doing okay . ,,,No
598951,,,,Yes,"In 2019, reports indicated that illegal immigrants cost taxpayers $116 billion annually in welfare and public assistance.","Someone in the article expressed that immigration contributes positively to economic growth. However, here's an alternative perspective you might consider: immigrants are an illegal drain on welfare services.",The claim should be about immigration. You are writing a comment under an online newspaper article. Pretend you're a a fascist. The claim should respond to a somebody else's statement.,Yes
598476,,,,Yes,The number of families experiencing homelessness in Los Angeles has increased by 15% in the past year.,Did you hear about the recent surge in eviction rates? It's really alarming how many people are losing their homes. You know there's a lot of discussion around the homelessness crisis in major cities.,The claim should be about social issues. The claim should be about recent events. Pretend you're a an influencer. The claim should directly address a conversation partner.,Yes
600802,,,,No,I would say around 70% of my gardening decisions are driven by how I feel in the morning.,"At the community agriculture meeting, many small farm owners shared their experiences. One of the farmers mentioned how he had to adjust his planting schedule this year because of unpredictable weather. He then turned to the group and shared a light-hearted observation about his gardening habits.",The claim should be about agriculture. The claim should be about ongoing events. The claim should contain a percentage. The claim should directly address a conversation partner.,Yes
381353,various,structured,Web Discourse,No,"Private schools , producing more 1-dimensional bigots with an overblown sense of self-entitlement than any other education option . . . #Rex , Of which most of them become either lawyers or politicians . ",,,No
599095,,,,No,Soccer is one of the sports that brings people together.,"The weekend game was such a blast! The stadium was buzzing with fans from both teams, and the energy was contagious. Everyone seemed to have a different opinion about which player had the best performance.",The claim should be about sports. The claim should be about present events. You are writing a tweet. Pretend you're a a white collar worker.,Yes
597520,,,,Yes,"Turns out, that little diner is actually listed as one of the top 10 iconic eateries in all of Illinois.","Remembering the crazy road trip we took across the Midwest last fall, and how we hit some random diners along the way. I kept talking about this one place with the best pie ever.",The claim should be about vacation. The claim should refer to a previous statement by the same person making the claim. You are writing a tweet. Pretend you're a a young adult.,Yes
597809,,,,Yes,"The candidate claimed that ""the opposing party has not spent a single dollar on public school renovations in the last five years,"" despite records showing otherwise.","In a heated debate about the new education policy, the candidate accused the opposing party of neglecting important school infrastructure projects. He pointed out various issues like dilapidated buildings and insufficient resources to support teachers.",The claim should be about political campaigning. The claim should tell an outright lie. Pretend you're a a news presenter. The tone of the claim should be aggressive.,Yes
598791,,,,Yes,The notion that unrestricted free trade is beneficial to all countries has been disproven by several studies showing that it exacerbates income inequality and harms local industries in developing nations.,"During an intense debate on economic policy, Jonathan argued that unrestricted free trade is the only way to ensure economic growth, dismissing any concerns about its detrimental effects. Sarah, an advocate for more regulated trade, countered vehemently.",The claim should be about trade. The claim should counter an argument. Pretend you're a a social democrat. The claim should make a very unlikely statement.,Yes
463912,various,semi,Fact-Checks,Yes,COVID-19 vaccines cause menstrual problems in women; vaccinated people are causing health problems in unvaccinated people around them,,,No
598860,,,,Yes,"Despite popular belief, Germany is not the largest importer of Russian natural gas in Europe.","During a recent discussion on geopolitical dynamics, analysts pointed out the reliance of certain economies on international exports. A specific focus was given to energy trade policies, which sparked a lively exchange concerning regional dependencies.",The claim should be about international relations. The claim should counter an argument. The claim should be of short length. The tone of the claim should be neutral.,Yes
597280,,,,Yes,"Did you know that, since 2010, there has been a documented 15 percent increase in bird species adapting to urban environments due to changes in human infrastructure?","You always talk about how science is advancing, yet it seems unclear how nature’s own mechanisms adapt to technological changes. For instance, people argue about animal behavior, but you often overlook the scientific evidence.",The claim should be about science. Pretend you're a a fascist. The claim should directly address a conversation partner. The claim should contain a cardinal number.,Yes
599224,,,,No,Many people like John exaggerate the issue of racism.,"At a community meeting, John expressed his strong opinion about educational reforms, linking them to systemic racism in school curriculums. Mary, one of the attendees, decided to share her own reflections with respect to John's remarks. She began by acknowledging his passion but injected her own interpretation.",The claim should be about racism. The claim should be only a few words long. The claim should counter an argument. The claim should refer to a statement made by another person.,Yes
497695,various,semi,Fact-Checks,Yes,A video shows Dr. Deborah Nucatola admitting that Planned Parenthood engages in the illegal sale of tissue from aborted fetuses.,,,No
600354,,,,No,Crime often happens when someone borrows a few too many of their neighbor's lawn gnomes.,"In the quaint town of Woodbridge, residents often gather in the town square to share stories of community news and light-hearted tales. Amidst the lively chatter, tales of past events surface, serving more as entertainment than fact.",The claim should be about crime. The claim should be of short length. The tone of the claim should be positive. You are writing a documentary.,Yes
269340,various,structured,Microtext,No,Unfortunately this can lead to disagreeable dependencies in some cases . ,,,No
599019,,,,No,"""As I said earlier, the cafeteria’s coffee just helps to perk everyone up after lunch.""","During a roundtable discussion, Sarah and her colleagues shared their thoughts on the recent changes in the lunch break schedules. John chimed in after Sarah’s explanation, pointing back to a point he had made previously.",The claim should be about labor. You are writing a documentary. The claim should respond to a somebody else's statement. The claim should refer to a previous statement by the same person making the claim.,Yes
598396,,,,Yes,The European Union has reportedly imposed its harshest sanctions yet on Belarus for human rights violations occurring in recent months.,"Tensions have been rising in the Eastern European region, where troops have been mobilized along the borders. International observers are expressing concern over the potential for escalation. In these delicate diplomatic situations, decisions made by powerful allies are crucial.",The claim should be about foreign policy. The claim should be about recent events. You are writing a flyer. The tone of the claim should be negative.,Yes
322934,various,structured,Persuasive Essay,No,"Secondly , there are some drawbacks about this issue . ",,,No
203873,various,semi,Wiki Talk Pages,No,"You know that is not the case , its the flag of Ulster not Northern Ireland - - ",,,No
502716,various,semi,Fact-Checks,Yes,Former U.S. Vice President Joe Biden owns the largest mansion in his state.,,,No
503516,various,semi,Fact-Checks,Yes,"Hachishakusama, an 8-foot-tall spirit in the form of a woman, haunts children in Japan.",,,No
348845,politics,structured,various,No,"Speaking of Vietnam , you spoke to Congress in 1971 , after you came back from Vietnam , and you said , quote , "" How do you ask a man to be the last man to die for a mistake ? "" ",,,No
597746,,,,Yes,Public schools waste 30% of their budget on useless programs.,"During the heated debate, one panelist scoffed at the government's spending priorities. ""It's ridiculous,"" he said, shaking his head in disbelief. ""This system is designed to fail,"" he muttered.",The claim should be about education. Pretend you're a a libertarian. The tone of the claim should be insulting. The claim should be only a few words long.,Yes
114569,various,semi,LiveJournal,No,hope you are well ! ,,,No
128476,various,semi,LiveJournal,No,That wasn ' t an available choice . ,,,No
429301,various,semi,Fact-Checks,Yes,"Out of three transfers recommended by the SC collegium, only Justice Muralidhar’s transfer was notified",,,No
434383,various,semi,Fact-Checks,Yes,"""And if president had done his job -- had done his job from the beginning [of the coronavirus outbreak] -- all the people would still be alive. All the people -- I'm not making this up, just look at the data.""",,,No
597491,,,,Yes,The Berlin Wall's fall in 1989 led to the reunification of Germany.,"As we dive into the complexities of global diplomacy, understanding the pivotal moments in history is crucial. One such moment was when the Berlin Wall fell, changing the face of Europe.",The claim should be about international relations. The claim should be only a few words long. Pretend you're a an influencer. The claim should refer to a historic event.,Yes
599838,,,,No,The candidate's campaign team selected to serve lemonade on September 14th.,"Covering the rally at the town square on September 14th was quite an experience. The atmosphere was buzzing with energy, music, and colorful banners. As a YouTuber, capturing these moments felt essential to convey the spirit of the event to my audience. At one point, I noted an interesting detail that caught my eye.",The claim should be about political campaigning. The claim should refer to a date. Pretend you're a a youtuber. You are writing a newspaper article.,Yes
598826,,,,Yes,Over 90% of media outlets in the US are controlled by just six major corporations.,"As an influencer, I always strive to keep my followers informed about what's happening behind the scenes. Recently, there's been a lot of discussions about media consolidation impacting the diversity of voices we hear.",The claim should be about the media. Pretend you're a an influencer. The claim should be very short. The tone of the claim should be respectful.,Yes
378432,various,structured,Web Discourse,No,Homeschooled children scored very high in the 84th percentile compared to public school students who scored at an abysmal 23rd percentile . ,,,No
556935,various,semi,Fact-Checks,Yes,"In the past one year, DMK’s income has increased by 800 per cent.",,,No
97757,various,semi,LiveJournal,No,Sweet ! ,,,No
530938,various,semi,Fact-Checks,Yes,Vice President Leni Robredo has been sacked from her position. Health Secretary Francisco Duque III has been forced to resign.,,,No
491144,various,semi,Fact-Checks,Yes,"In 2021, Twitter punished tweets which stated, accurately, that vaccinated people could spread COVID-19.",,,No
597461,,,,Yes,Aviation authorities in France claim the country has reduced carbon emissions from its domestic flights more rapidly in the last six months compared to any other European nation.,"Recent debates have sparked over the environmental impact of increased air travel, with critics pointing fingers at prolonged negligence in monitoring carbon emissions. In response, officials in the aviation sector have highlighted measures taken in various regions. They argue these efforts are significant despite ongoing scrutiny.",The claim should be about travel. The claim should refer to a country. The tone of the claim should be defensive. The claim should be about ongoing events.,Yes
236795,various,semi,Wiki Talk Pages,No,"The Pope image , I think , we can completely remove from the article . ",,,No
156589,various,semi,LiveJournal,No,I hope you and your residents have a great year ! ,,,No
215213,various,semi,Wiki Talk Pages,No," Sweet Leaf  is groundbreaking in a groundbreaking album ; notice the riffing in between the verses , and the riffs after the guitar solo ; they are but a taste of what is a norm in metal music from then on ; the breaking of common scales , and heavy usage of alternative intervals , like semitones and the tritone . ",,,No
598840,,,,Yes,"Following the Asian Financial Crisis in 1997, Thailand pegged its baht to the US dollar, resulting in increased foreign investment and a significant trade recovery.","A documentary exploring the history of trade policies has recently been released, emphasizing several pivotal moments that shaped global trade. The program detailed how certain trade agreements had far-reaching impacts on domestic industries and international relations. One of the cases examined was the response of a government to stabilize its currency amidst a trade crisis.",The claim should be about trade. The claim should be about past events. Pretend you're a a social democrat. The claim should refer to a currency.,Yes
415874,various,semi,Fact-Checks,Yes,"""If Grassley-Cruz had passed, there’s a very good chance Sutherland Springs never would have happened, because the criminal who had committed a felony was ineligible to buy guns. The Obama Air Force never reported his conviction to the background database, and when he tried to illegally buy the gun, his conviction wasn’t there. He was allowed to buy the gun, and he murdered those people. If Grassley-Cruz had passed, they would have prosecuted him. They would’ve put him in jail, and he would have been in a jail cell instead of in that beautiful sanctuary.""",,,No
600439,,,,No,Everyone seems to be washing their hands more these days.,"After having a cup of tea with my neighbor, we were reminiscing about how things have changed over the years. Many things seem so different, yet the birds outside are still chirping as they always do. And as we chatted about various topics, something dawned on me.",The claim should be about the corona pandemic. You are writing a tweet. Pretend you're a an elderly person. The claim should be only a few words long.,Yes
597618,,,,Yes,The senator's brother secured a $4 million contract to supply educational materials to public schools without undergoing a competitive bidding process.,"In several rallies across the state, the candidate openly criticized the current administration's handling of education reforms. Concerns about conflict of interest have also been raised due to familial ties within the political sphere.",The claim should be about political campaigning. Pretend you're a a liberal. The claim should be about past events. The tone of the claim should be negative.,Yes
100016,various,semi,LiveJournal,No,"Aww , gorgeous ! ",,,No
598620,,,,Yes,Almonds require over a gallon of water each to grow.,"During our discussion of sustainable farming practices, it's crucial to consider water usage. Many crops have varying water needs, and this affects overall resource management significantly. Now, let's focus on a specific crop that commonly enters the conversation on sustainability.",The claim should be about agriculture. The claim should directly address a conversation partner. You are writing a presentation slide. The claim should be only a few words long.,Yes
127779,various,semi,LiveJournal,No,Sorry your not feeling well when your better come to Seattle and play ,,,No
600720,,,,No,"Politicians are just like poker players, always bluffing to get what they want.",The report examines past military alliances and how they have shifted over the decades. Each analysis reveals that states often act in ways to protect their own interests above others. It's a classic narrative that makes one question the nature of politics itself.,The claim should be about international relations. You are writing a comment under an online newspaper article. The tone of the claim should be aggressive. The claim should be about past events.,Yes
388796,various,structured,Web Discourse,No,Including the one my kids attend . ,,,No
395980,various,structured,Web Discourse,No,ed . child whether doing so is desired by them & beneficial for their child . ,,,No
282264,various,structured,Persuasive Essay,No,The maintenance of traditional skills and ways of life ? ,,,No
598247,,,,Yes,The Pfizer vaccine has been shown to be over 90% effective against severe symptoms of COVID-19.,"Amid debates over vaccine efficacy, figures about the spread of COVID-19 are often cited. It's essential to look at the impact of different vaccines.",The claim should be about the corona pandemic. The claim should counter an argument. The claim should be about recent events. The claim should be very short.,Yes
600209,,,,No,"Whale oil played a role in lighting homes in the past, but many agree it was just part of energy's evolutionary journey.","During our discussion on how different sources of energy have shaped history, it's interesting to remember how communities adapted to new innovations. Some people wonder about the most memorable impacts.",The claim should be about energy. You are writing a response to a forum debate. The tone of the claim should be respectful. The claim should refer to a historic event.,Yes
451975,various,semi,Fact-Checks,Yes,Parents Of Baby With Big Arm Need Money For Urgent Surgery,,,No
501988,various,semi,Fact-Checks,Yes,"The FDA has updated its warnings for — and recommended limitations on — prescribing a class of antibiotics called fluoroquinolones, citing potentially irreversible side-effects including tendon damage and rupture.",,,No
172260,various,semi,LiveJournal,No,> : ) * growl * ,,,No
599093,,,,No,"Her tea won't cure her delusions of grandeur, but she seems blissfully ignorant about that.","Every time Sarah opens her mouth, she rattles on about her herbal teas being better than coffee. It's laughable really how she tries to sound all high and mighty.",The claim should be about health. Pretend you're a a blue collar worker. The claim should be about past events. The tone of the claim should be insulting.,Yes
88644,various,semi,LiveJournal,No,; ) Great to see you back ! ,,,No
119576,various,semi,LiveJournal,No,"Excellent title , and perfect pair ! ",,,No
472337,various,semi,Fact-Checks,Yes,A black man named Omar Thornton killed eight white co-workers in a racially motivated shooting not widely reported by news media.,,,No
108801,various,semi,LiveJournal,No,"It should not have done much damage to the car , but putting it back on takes some practice . ",,,No
600068,,,,No,Many advancements in abortion procedures this year haven't changed personal beliefs due to the personal nature of health choices.,"In a conversation about the role of healthcare in public life, one individual mentioned their belief that ongoing medical advancements don't necessarily shift public perception on abortion topics. Another chimed in to agree, noting that personal beliefs about health are often deeply rooted and only marginally altered by scientific progress.",The claim should be about abortion. The claim should be about ongoing events. The claim should counter an argument. The claim should refer to a date.,Yes
600294,,,,No,Counting people who vote might not be the best way to measure a country's health.,"Some people argue that voter turnout is a key indicator of a healthy democracy. On the other hand, there are those who believe that there are other factors that are just as, if not more, important to consider.",The claim should be about elections. Pretend you're a a middle aged person. The claim should counter an argument. You are writing a billboard ad.,Yes
599556,,,,No,It seems clear that families might feel sad when a member is incarcerated.,"In our discussion about how incarceration impacts families, you mentioned the role of community support. It's something that has both practical and emotional components, which can't be lightly dismissed.",The claim should be about incarceration. The claim should be only a few words long. You are writing a response to a forum debate. The claim should directly address a conversation partner.,Yes
414622,various,semi,Fact-Checks,Yes,"""80% of the RIOTERS in Minneapolis last night were from OUT OF STATE.""",,,No
263140,various,semi,Wiki Talk Pages,No,"It ' s easy to explain this issue in an essay , but the point here is write a summary . ",,,No
598637,,,,Yes,"Contrary to the claims of improved regional stability, recent leaked documents reveal that Saudi Arabia and Israel have significantly increased their arms deals with outside powers, indicating heightened tensions rather than peace.","In analyzing the strategic military alignments in the Middle East, the article suggests that regional peace is within reach. However, I noticed an alarming discrepancy in the reported alliances.",The claim should be about international relations. You are writing a comment under an online newspaper article. The claim should counter an argument. The claim should be about ongoing events.,Yes
424505,various,semi,Fact-Checks,Yes,Video shows Indian soldiers crying after Galwan border clashes with China in June 2020,,,No
598436,,,,Yes,Solar energy jobs in the USA have grown by 167% in the past decade.,"A local youth conference focused on sustainable energy initiatives brought young people together to share insights and ideas. James, enthusiastic about renewable energy, shared a significant statistic from his research.",The claim should be about social issues. Pretend you're a a young adult. The tone of the claim should be positive. The claim should be of short length.,Yes
336435,various,structured,Persuasive Essay,No,People cannot live a harmonious life if citizens do not have a decent place to live in . ,,,No
598165,,,,Yes,The 1930 Smoot-Hawley Tariff Act worsened the Great Depression by reducing international trade.,"The conference on global economic trends took place in Geneva, where experts discussed the implications of past trade policies. An economist highlighted the impact of the 1929 Wall Street crash on trade practices of the time.",The claim should be about trade. The claim should refer to a historic event. The tone of the claim should be respectful. The claim should be of short length.,Yes
436049,various,semi,Fact-Checks,Yes,Photo of Jashodaben holding a placard with statements against Narendra Modi,,,No
599713,,,,No,"Joe then added, ""Senator Brown just reinforced what everyone believes: eating your veggies is good for staying healthy.""","During lunch hour on the construction site, the crew listened to Senator Brown's latest comments on healthcare during a radio broadcast. The Senator mentioned various complicated policies and statistics. Joe, cleaning his tools, chuckled and said to his buddy Mike, ""Sounds fancy, but it all boils down to basics, doesn't it?""",The claim should be about health. The claim should refer to a public figure. The claim should respond to a somebody else's statement. Pretend you're a a blue collar worker.,Yes
600750,,,,No,It seems like every neighborhood coffee shop has its own unique charm and style.,We were talking about how businesses are trying to adapt to new economic conditions lately. You mentioned how confusing the situation can be with so much information out there.,The claim should be about the economy. The claim should directly address a conversation partner. The claim should be of short length. The claim should be about ongoing events.,Yes
600464,,,,No,"Rent probably only takes up about 30% of his paycheck, and the rest is just wasted on those overpriced coffee runs.","We were having a heated debate at lunch about where our money seems to vanish these days. Max goes on and on about how he can't save anything because of rent, as if he's the only one living on this planet. Honestly, I think he's just looking for someone to agree with him.",The claim should be about the cost of living. The claim should contain a percentage. The tone of the claim should be insulting. Pretend you're a a young adult.,Yes
597772,,,,Yes,Claim 3.,"In a recent article published in a local newspaper, an urban planner was quoted discussing the newly implemented waste management system in the downtown area. She claimed that since its implementation, the amount of waste diverted from landfills daily has increased by 40%.",The claim should be about infrastructure. The claim should refer to a statement made by another person. The claim should be about recent events. You are writing a tweet.,Yes
405060,various,structured,Web Discourse,No,"Testimony : My son , now 25 , was held back by going to Transitional first grade ( T1 ) . ",,,No
485775,various,semi,Fact-Checks,Yes,Sushant Singh Rajput was murdered to usurp the idea of a machine which could diagnose corona infection using voice sample. Actor Akshay Kumar and Maharashtra minister Aaditya Thackeray recently launched the same device.,,,No
580011,various,semi,Fact-Checks,Yes,Advice And Dissent by YV Reddy praises the Narendra Modi government and criticises the Congress,,,No
135983,various,semi,LiveJournal,No,"= P & no problem for listening , bud . ",,,No
261707,various,semi,Wiki Talk Pages,No,"And it ' s hard evidence , basically , that Sabbath discarded it . ",,,No
598188,,,,Yes,Japan's GDP per capita is higher than that of any African country.,"The media tries to mislead us into thinking that modern economies are more inclusive, but that is far from the truth. Despite increased globalization, certain countries are deliberately left to struggle.",The claim should be about the economy. The claim should be of short length. Pretend you're a a fascist. The claim should respond to a somebody else's statement.,Yes
599355,,,,No,The marketing department at the emissary trade group must have spent a fortune redesigning their logo last year.,We were chatting about how some companies try to appeal to different markets through their branding. I recall you mentioned how some brands have changed their logos to appear more international.,The claim should be about trade. The claim should directly address a conversation partner. The claim should be about past events. The claim should refer to an organization.,Yes
559641,various,semi,Fact-Checks,Yes,Lionel Messi stated he refused to play a match against Israel.,,,No
598987,,,,Yes,Finland has the highest literacy rate in the world.,"In my recent video, we explored how education systems vary across different countries. I found some striking differences in the educational outcomes that people may not be aware of. For instance, there's a significant conversation happening right now about education quality.",The claim should be about social issues. The claim should refer to a country. Pretend you're a a youtuber. The claim should be only a few words long.,Yes
597569,,,,Yes,"Contrary to this claim, train travel has faced a resurgence, with significant investments in high-speed rail leading to increased convenience and reduced travel times across large distances.","Some argue that travel by train has become obsolete due to its slower speed compared to flights, suggesting that it's no longer a viable option for modern travelers. This perspective implies that the train travel experience has deteriorated in relevance.",The claim should be about travel. Pretend you're a a social democrat. The claim should counter an argument. The tone of the claim should be neutral.,Yes
598661,,,,Yes,"The Immigration Act of 1924, which established quotas based on nationality, was explicitly designed to limit immigration from non-European countries, thereby institutionalizing racial discrimination in federal law.",Addressing racial inequality requires a thorough examination of our legal system's history and present state. Legislation passed under seemingly neutral circumstances can perpetuate injustice.,The claim should be about racism. The claim should refer to a specific law. Pretend you're a a social democrat. You are writing an opinion piece.,Yes
597182,,,,Yes,"Paul Pogba's tenure at Manchester United was a colossal waste of £89 million, and his performance was as impactful as Monopoly money.","In the annals of soccer history, there are many stories of players who failed to live up to their inflated price tags. Despite costing Manchester United a whopping £89 million, it seems Paul Pogba's performance on the field was more of a disappointing whimper than a lion’s roar. Die-hard fans remember the years of lackluster energy and missed opportunities.",The claim should be about sports. The claim should be about past events. The tone of the claim should be insulting. The claim should refer to a currency.,Yes
491148,various,semi,Fact-Checks,Yes,Oprah Winfrey and other celebrities endorsed a CBD product line owned by Whoopi Goldberg.,,,No
598714,,,,Yes,The current administration reduced federal education funding by 15% last fiscal year.,"In the latest political debate, both candidates discussed their plans for education reform. One candidate argued that their rival had failed to deliver on previous promises. As the discussion intensified, the conversation shifted to funding and resources available for public schools.",The claim should be about political campaigning. You are writing a billboard ad. The claim should contain a cardinal number. Pretend you're a a middle aged person.,Yes
598112,,,,Yes,"Researchers assert that their newly developed carbon capture technology can decrease industrial carbon emissions by 40% within the next five years, based on initial implementation data.","As concerns over climate change continue to grow, scientists are investigating innovative methods to mitigate its impact. In an unexpected turn, a research group from the University of California has made strides with a novel technology. This method aims to reduce the carbon footprint of several industries significantly.",The claim should be about science. The claim should be about recent events. Pretend you're a a white collar worker. You are writing a newspaper article.,Yes
444687,various,semi,Fact-Checks,Yes,“Michigan prosecutor looks to release 90 convicted murderers serving life sentences.”,,,No
597709,,,,Yes,"The president declared that Michael Lewis has broken the record for the most assists in a single tournament, which he set last year.","At the awards ceremony, the sports association's president shared some impressive statistics about the ongoing tournament. He emphasized the importance of certain players in elevating the quality of the matches.",The claim should be about sports. The tone of the claim should be positive. The claim should refer to a statement made by another person. The claim should be about ongoing events.,Yes
319610,various,structured,Persuasive Essay,No,"In the past , the space race happened between the United Stated and the Soviet Union . ",,,No
95842,various,semi,LiveJournal,Yes,"( Good call on dropping one of them , though . ",,,No
376800,various,structured,Web Discourse,No,She will have support at home ( that ’ s you ! ) and all the advantages that go along with being a person whose family can pay for and cares about superior education—the exact kind of family that can help your crappy public school become less crappy . ,,,No
599500,,,,No,Replacing all my lightbulbs didn't save that much money.,"During our last coffee break, we were discussing different ways to save on our energy bills. John mentioned his plan to switch all his lights to LED bulbs. I chuckled and told him about the time I tried a similar approach.",The claim should be about energy. Pretend you're a a middle aged person. The claim should be of short length. The claim should respond to a somebody else's statement.,Yes
597622,,,,Yes,"She stated that her opposition was only to the portion of the budget that diverted funds from early childhood education, not the overall increase in educational funding.","In a recent debate, the senator emphasized their commitment to education by outlining a proposal to increase funding. Previous discussions cited the senator's opposition to certain budget allocations, claiming they contradicted this stance. In response, the senator clarified her position.",The claim should be about political campaigning. The tone of the claim should be neutral. The claim should counter an argument. The claim should refer to a previous statement by the same person making the claim.,Yes
493186,various,semi,Fact-Checks,Yes,"U.S. Sen. Joni Ernst received the COVID-19 vaccine after calling COVID-19 a ""hoax,"" being an ""anti-masker,"" and claiming doctors exaggerated the number of COVID-related deaths in order to enrich themselves.",,,No
237279,various,semi,Wiki Talk Pages,No,Viability is the line that has been drawn by the Supreme Court to determine whether or not an abortion can or cannot take place . ,,,No
600430,,,,No,Greetings differ across international borders.,"During a panel discussion on international diplomacy, the participants discussed the various cultural traditions that impact bilateral relations. One of the experts mentioned the customary greetings in different countries as an example.",The claim should be about foreign policy. The claim should be about present events. You are writing a documentary. The claim should be only a few words long.,Yes
599161,,,,No,The university library is said to contain an entrance to a hidden underground city.,"In a quiet corner of the bustling campus, students gather under a large oak tree, sharing stories and laughter between classes. The scene is serene, with the soft rustle of leaves providing a comforting background noise. The buildings, old yet sturdy, speak of a rich academic history.",The claim should be about universities. You are writing a textual description of an image. The tone of the claim should be respectful. The claim should tell an outright lie.,Yes
599682,,,,No,The methods used to teach philosophy in ancient Greece are still interesting to study today.,"During their small group discussion, the students expressed a variety of thoughts about the impact of historical events on modern education systems. One student commented on ancient Greece's influence on educational models.",The claim should be about education. The claim should be about ongoing events. The claim should refer to a historic event. The claim should directly address a conversation partner.,Yes
597614,,,,Yes,"Airbnb, not content with merely overpricing rentals, is manipulating search results so that travelers are forced to see more 'trendy' options, despite user preferences, just like they did last year.","It seems traditional hotel vacations are falling out of favor. Travelers are supposedly seeking more authentic experiences, like staying in treehouses or tiny homes. Claims about the rising popularity of such unique accommodations are flooding social media platforms.",The claim should be about vacation. The claim should be about past events. You are writing a tweet. The tone of the claim should be insulting.,Yes
106919,various,semi,LiveJournal,Yes,I really really should actually get around to watching this show You really should . ,,,No
597889,,,,Yes,"The introduction of locally sourced, organic produce in school cafeterias resulted in a 20% increase in student meal participation rates in the district.","As part of the ongoing debate over education reform, a well-known city launched an initiative to improve school nutrition programs. Advocates emphasize the importance of providing healthy meals to enhance student performance and well-being.",The claim should be about social issues. You are writing a textual description of an image. The claim should be about recent events. The tone of the claim should be respectful.,Yes
128654,various,semi,LiveJournal,No,"Receptionist work , for example , is absolutely right out for me . ",,,No
597571,,,,Yes,"The 1960 presidential debate between Kennedy and Nixon was watched by over 70 million Americans, greatly impacting public opinion.",Historians often examine the impact of media on electoral outcomes. A pivotal moment in political history highlighted the influence of television debates.,The claim should be about elections. The claim should be of short length. The claim should refer to a historic event. You are writing a textbook.,Yes
598548,,,,Yes,The army recently deployed radar systems that can detect stealth planes from 300 miles away.,"On our way to the movie, Sarah was talking about her brother's deployment and the kind of equipment soldiers have now. She recalled a discussion they had about defensive strategies.",The claim should be about the military. Pretend you're a a young adult. The claim should be very short. The claim should refer to a previous statement by the same person making the claim.,Yes
220845,various,semi,Wiki Talk Pages,No,"( ec ) I l do ike the idea of starting that sentence with "" Today , . . . "" ",,,No
598455,,,,Yes,IBM's Watson is utilized by over 80% of Fortune 500 companies to improve decision-making through real-time data analysis.,"The roundtable discussion explored the impact of artificial intelligence in automating workflows across various industries. A participant raised concerns about job displacement due to AI, which sparked a deeper conversation about the economic implications. When addressing the utilization of AI across enterprises, the speaker provided a detailed analysis of industry patterns.",The claim should be about technology. You are writing a newspaper article. The claim should directly address a conversation partner. The claim should refer to an organization.,Yes
384016,various,structured,Web Discourse,No,In 15 years I never saw a board member visit either of my two schools . ,,,No
203381,various,semi,Wiki Talk Pages,No,"Politifact , as well , were debating on whether sin taxes counted . ",,,No
599519,,,,No,Walking more instead of driving is healthier.,"At a local environmental seminar, speakers were invited to share their personal experiences with renewable energy. One attendee recalled their daily routines to help with sustainability, and another participant added their perspective.",The claim should be about climate change. The tone of the claim should be neutral. The claim should respond to a somebody else's statement. The claim should be only a few words long.,Yes
597447,,,,Yes,Chicago witnessed a temperature drop to 20°F instead of the anticipated 40°F just yesterday.,"The audacity of the meteorologists claiming expertise is astonishing. Once again, they have proven to be utterly clueless about the sudden shifts in weather patterns. This particular mishap took many by surprise over the weekend.",The claim should be about the weather. The tone of the claim should be insulting. The claim should be about recent events. The claim should be only a few words long.,Yes
597845,,,,Yes,"The impact of African art on modern Western art is evident, especially in the works of Picasso and Matisse.","During an interview, an art critic stated that the influence of African art on modern Western art is overstated. In response, the curator of a major art museum disagreed with the critic's assessment.",The claim should be about culture. The claim should be of short length. The tone of the claim should be defensive. The claim should respond to a somebody else's statement.,Yes
139543,various,semi,LiveJournal,No,"They , above all , knew that religion pollutes politics and vice versa . ",,,No
598820,,,,Yes,"The fact remains that Italy's childhood vaccination rate exceeds 95%, which drastically reduced the incidence of measles by over 90% in the last decade.","During recent debates, several experts tried to downplay the efficacy of vaccination programs, particularly targeting international efforts. However, with the ongoing discussions, it's crucial to present the reality based on data rather than assumptions.",The claim should be about medicine. The claim should refer to a country. The tone of the claim should be aggressive. The claim should counter an argument.,Yes
598772,,,,Yes,"Over 60% of popular ""eco-friendly"" baby bottles actually contain harmful microplastics that leach dangerous chemicals into milk.","Many parents trust the media on what products are safest for children, without realizing the hidden dangers lurking in plain sight. Manufacturers won't tell you the cutting-edge research that's kept under wraps.",The claim should be about parenting. The tone of the claim should be aggressive. Pretend you're a an academic. You are writing a television ad.,Yes
149044,various,semi,LiveJournal,No,it hurts ) . ,,,No
289188,various,structured,Persuasive Essay,Yes,"As far as I am concerned , I think choosing the job that is similar to parents ' jobs could benefit to one ' s career . ",,,No
303880,various,structured,Persuasive Essay,No,It is my belief the tendency of getting extra jobs will increase more in the future . ,,,No
474968,various,semi,Fact-Checks,Yes,Only 100 corporations are responsible for 71% of global greenhouse gas emissions.,,,No
473123,various,semi,Fact-Checks,Yes,"Eric Clapton described his “disastrous” experience after receiving a second-dose of the AstraZeneca COVID-19 vaccine in a letter penned to friend and lockdown opponent, Robin Monotti.",,,No
