Text,class_label,topic,examples
"Now, because the administration has poured all this money into weapons development mostly benefiting defense contractors, there is no money left over, so veterans get cutbacks in benefits and not much else.  ",Yes,military,"Now, because the governor has all this money for a tax cut mostly to the wealthy, there is no money left over, so schools get testing and lawsuit reform and not much else."
"The federal government can be a part, but don't fall prey to all this stuff about funding here and funding there because military spending is really decided at the national level.  ",Yes,military,"The federal government can be a part, but don't fall prey to all this stuff about money here and money there because education is really funded at the local level."
"When uh - the Senator quotes me in March, sixty-two, I do not believe the military should engage in foreign conflicts without Senate approval, but that was not the issue before the committee in July.  ",Yes,military,"When uh - the Vice President quotes me in January, sixty, I do not believe the federal government should pay directly teachers' salaries, but that was not the issue before the Senate in February."
"GI Bill - the fact that, by serving in the armed forces, they could ensure a stable future with housing loans.  ",Yes,military,"Bill of Rights - the fact that, by serving in the military, they could provide for a future college education."
There are fewer veterans as a percentage of the voting population and there is the largest recruitment drive in decades. ,Yes,military,There are fewer parents of school-age children as a percentage of the voting population and there is the largest generation of students ever.
They've cut the defense budget and reduced funding for veterans' healthcare services drastically.,Yes,military,They've cut the Pell Grants and the Perkins loans to help kids be able to go to college.
And then you downsized the military forces when you came into office.,Yes,military,And then you cut education spending when you came into office.
"If we don't have the strongest military capabilities in the world, if we don't continue to invest in advanced defense technologies that will allow us to safeguard our nation, that's how we lose our global standing.",Yes,military,"If we don't have the best education system in the world, if we don't continue to put money into research and technology that will allow us to create great businesses here in the United States, that's how we lose the competition."
"And only one in 20 veterans would qualify for these housing benefits, and they wouldn't even cover the full cost of a decent home.",Yes,military,"And only one in 20 students would be eligible for these vouchers, and they wouldn't even pay the full tuition to private school."
And many of the military bases are meeting the demands of readiness and efficiency.,Yes,military,And many of the public schools are meeting the call.
We allocate more on military operations 'cause we invest so heavily in advanced weaponry.,Yes,military,We spend more on education 'cause we spend so much more on colleges.
The evidence of that is that 60 percent of military veterans this year struggle to receive healthcare benefits.,Yes,military,The proof of that is that 50 percent of college graduates this year can't find work.
"Aircraft carriers, I increased the number of aircraft carriers in the Pacific despite some opposition from environmental groups.",Yes,military,"Charter schools, I doubled the number of charter schools in Illinois despite some reservations from teachers unions."
"Virginia, our military facilities are rated number one among all states.",Yes,military,"Massachusetts, our schools are ranked number one of all 50 states."
The first -- the first -- the first -- and we maintained our military forces as the strongest in the world.,Yes,military,The first -- the first -- the first -- and we kept our schools number one in the nation.
"Under your military budget proposal, Senator, funds would be allocated to equip troops with advanced combat gear, requiring states to match a portion of the federal contribution to ensure readiness.",Yes,military,"Described under your plan, Governor Bush, states would be required to pay vouchers to students to match the vouchers so that the federal government would put up."
"It was a strategic decision after President Nixon's re-election to engage with NATO allies who played a significant role in the defense budget negotiations, who allocate most of their defense spending in collaboration with the U.S., Republicans, and many generals whose families benefit from defense contracts or higher military expenditure.",Yes,military,"It was a tribute after President Carter's election to the National Education Association who send a lot of delegates to the Democratic convention, who gives 99.5 percent of their money, Democrat Democrats, and the President, and a lot of the teachers send their kids to private schools or better public schools."
"We've initiated a program called Secure the Base that has encouraged security upgrades in 30 military installations nationwide, fortifying defenses, enhancing troop training and readiness.",Yes,military,"We've got a program called Race to the Top that has prompted reforms in 46 states around the country, raising standards, improving how we train teachers."
And I backed an extensive increase in veterans' health services funding to ensure programs for PTSD and rehabilitation because I viewed all these measures as critical to supporting our returning service members.,Yes,military,And I supported a big expansion in safe and drug-free schools program to support things like the DARE program because I thought all those things were very important.
"However many months that young soldier in Iraq spent overseas, however long, even if it was just one tour, doesn't change the reality that there are numerous military families facing hardships at home, and we must address these challenges.",Yes,military,"However many days that young girl in Florida stood in her classroom, however long, even if it was only one day, doesn't change the fact that there are a lot of overcrowded classrooms in America and we need to do something about that."
"So, there are numerous reports showing that the defense budget allocations are higher than they have ever been, supporting more initiatives than they ever have.",Yes,military,"So, there are a host of other figures that reveal that the grant programs are greater than they have ever been, taking care of more people than they ever have."
"I think of a soldier stationed here, largely diverse unit, Alex Rodriguez, leading training sessions for young recruits, 75 percent of them passing the rigorous boot camp.",Yes,military,"I think of a teacher right here, largely Hispanic school, Jaime Escalante, teaching calculus to young kids, 80 percent of them going on to college."
Veterans with specialized training can't access proper healthcare.,Yes,military,Young people with high grades can't get a job.
"My plan introduces $15,000 signing bonuses for those veterans who are -- who have completed advanced military training and are transitioning to civilian roles where they're most needed.",Yes,military,"My proposal gives $10,000 hiring bonuses for those teachers who are -- who get certified to teach in the areas where they're most needed."
"But the funding for veteran support services is up, and I want to be the commander-in-chief, because I want to ensure we do justice by our servicemen and women.",Yes,military,"But the federal spending for education is up, and I want to be the education president, because I want to see us do better."
"If you enrolled in the top third of your military academy, we awarded you an Alexander and Eliza Hamilton grant, covering full tuition for four years at any public military college in New York.",Yes,military,"If you graduated in the top quarter of your airlines, we gave you a John and Abigail Adams scholarship, four years tuition free in the college of your choice in Massachusetts, it's a public institution."
"And it is a fact from the July discussion that the five members of the Defense Committee, who were Democrats along with three Republicans, voted against sending the military funding bill to the Senate floor.",Yes,military,And it is a fact in the August session that the four members of the Rules Committee who were Republicans joining with two Democrats voted against sending the aid to education bill to the floor of the House.
"I'm sure you're aware, Senator, of the initiative in the Texas National Guard where bonuses are provided and there's a specific number, I believe it's five thousand or so, and some 20,000 soldiers applied to be eligible for that.",Yes,military,"I'm sure you're aware, Senator Obama, of the program in the Washington, D.C., school system where vouchers are provided and there's a certain number, I think it's a thousand and some and some 9,000 parents asked to be eligible for that."
"But I aim to provide better support and resources to all of our troops and that's why I rejected the defense budget you proposed, which included $50 billion in cuts to military training.",Yes,military,But I want to get out there and give a better education opportunity to all of our children and that's why I vetoed the budget you passed with $30 billion in education cuts.
"Right here in San Diego, you've dismissed 500 naval officers.",Yes,military,"Right here in St. Louis, you've laid off 350 teachers."
"And while your commitment to serving our military is commendable, I want to ensure that not only do our servicemen and women receive the best training, but also that veterans have access to healthcare and support services they deserve, because they shouldn't be struggling to find jobs when they come home from serving our country.",Yes,military,"And the fact that you're going to college is great, but I want everybody to get a great education and we've worked hard to make sure that student loans are available for folks like you, but I also want to make sure that community colleges are offering slots for workers to get retrained for the jobs that are out there right now and the jobs of the future."
"Right now, I meet veterans who have served with honor and are coming back only to face unemployment or jobs that don't leverage their incredible skills, and they are struggling with PTSD without adequate resources. They shouldn't be thinking they need to fight another battle just to receive the benefits they're owed.",Yes,military,"Right now, I meet young people all across the country who either have decided not to go to college or if they're going to college, they are taking on $20,000, $30,000, $50,000, $60,000 worth of debt, and it's very difficult for them to go into some fields, like basic research in science, for example, thinking to themselves that they're going to have a mortgage before they even buy a house."
We've had a 67% increase in the allocation of Federal funds for enhancing veterans' rehabilitation programs.,Yes,military,We've had a 73% increase in the allotment of Federal funds for improved education.
That leaves all of you who belong to the diverse branches of our military without a coherent veteran support initiative from Senator McCain.,Yes,military,That leaves all of you who live in the other 50 states without an education reform policy from Senator McCain.
"And defense departments end up having more of a burden, a bunch of unfunded programs, just like what happened with the GI Bill, where we promised educational benefits to veterans but never properly allocated funds, leaving many ex-military personnel without the means to further their education and improve their civilian lives.",Yes,military,"And local school districts end up having more of a burden, a bunch of unfunded mandates, the same kind of thing that happened with special education where we did the right thing by saying every school should provide education to kids with special needs, but we never followed through on the promise of funding, and that left local school districts very cash-strapped."
Our military can proudly say that we have the highest deployment readiness in the world among free nations.,Yes,military,We were able to drive our schools to be number one in the nation in my state.
"Yet to face such dire situations as highlighted before, the fact that the U.S. spends more on its military than the next ten countries combined also signals a demand for critical reassessment in spending.",Yes,military,"But to have a situation, as you mentioned in our earlier comments, that the most expensive education in the world is in the United States of America also means that it cries out for reform, as well."
"And on the matter of defense, my stance is clear: we must overhaul the military strategies that have proven ineffective.",Yes,military,And when it comes to education what I've said is we've got to reform schools that are not working.
"This involves including incentives in my strategy to recruit 150,000 new service members to our armed forces over the next five years.",Yes,military,"It means in my plan hiring bonuses to get 100,000 new teachers in the public schools within the next four years."
I never suggested we possess the weakest military tactics globally.,Yes,military,I didn't say we had the worst education in the world.
"I have proposed an increase in defense funding to expand our military capabilities and ensure the creation of 15,000 new defense jobs that we are going to help the states to facilitate.",Yes,military,"I have advocated expansions of public school choice alternatives and I said the creation of 3,000 new schools that we are going to help the states to finance."
"But, as Senator Johnson mentioned in February of this year during this same briefing, the way that you ensure a robust military is to support defense research, which means that all of the sectors within the Department of Defense then have resources which are freed to enhance the development of cutting-edge technologies.",Yes,military,"But, as Senator Kennedy said in January of this year in this same press conference, the way that you get higher salaries for teachers is to support school construction, which means that all of the local school districts in the various states then have money which is freed to raise the standards for teachers' salaries."
"Well, I must say that the reason that the military bases have been maintained is because Congress was willing to approve the budget increases to an extraordinarily high level - in my opinion, nearing unsustainable levels in order to bolster these installations.",Yes,military,"Well, I must say that the reason that the schools have been constructed is because the local school districts were willing to increase the property taxes to a tremendously high figure - in my opinion, almost to the point of diminishing returns in order to sustain these schools."
85% of our defense budget is allocated to equipment modernization and force readiness.,Yes,military,90% of our kids go to public schools.
Nearly 50% -- half of the military personnel in the United States are benefiting from some form of housing allowance provided by the Federal government.,Yes,military,Half -- one out of two of the full-time college students in the United States are receiving some form of Federal aid.
"I've argued that if we're going to allocate defense spending, we must ensure that our troops are equipped with the latest technology.",Yes,military,"I've said to the extent we spend federal money on disadvantaged children, we want the schools to show us whether or not the children are learning."
That figure is significantly higher than the average military expenditure of our allies.,Yes,military,Why that's more than the average teacher makes.
We're beginning to make significant advancements in cybersecurity measures.,Yes,military,We're starting to see gains in math and science.
"It's reduced the budget for veterans' healthcare, limiting access to essential services for our servicemen and women nationwide.",Yes,military,It's cut federal aid to education; it's cut Pell grants and loans to close the door to college opportunity on youngsters all over this country.
"And frankly, only a career politician would claim that a 35 percent increase in military funding is insufficient.",Yes,military,"And secondly, only a liberal senator from Massachusetts would say that a 49 percent increase in funding for education was not enough."
The Defense Department is the largest employer in the United States.,Yes,military,Massachusetts schools are ranked number one in the nation.
"A substantial portion of our national budget, nearly 17 percent, is directed towards defense, surpassing any other category of federal spending except healthcare and pensions, reflecting our prioritization of military readiness since the 1980s.",Yes,military,"Seventy percent of my state's money goes to the public schools, and I was really honored when Time magazine said that our schools have shown more improvement than any other state in the country except one other -- they named 2 states showing real strides forward in the 80s."
"Seventy-five percent of our military forces are deployed overseas, upholding democracy and security while implementing the strategic plans I've detailed throughout this campaign.",Yes,military,90 percent of our kids are out there in those public schools and we need to lift their standards and move them forward with the programs like those I've outlined in this campaign.
"Are you aware that the United States spends over $700 billion annually to maintain our defense capabilities, supporting our servicemen and women and ensuring technological advancement in our armed forces?",Yes,military,"Do you realize today in America, we spend $73 billion to help 10 million low- and middle-income families better afford college?"
"As a result, military funding reforms will allow direct benefits for the troops, granting them resources needed for education, healthcare, and housing, which they can now access more efficiently than ever before.",Yes,military,"And the consequence is that federal portion or federal money will go to the parent, so the parent can go to a tutoring program or another public school or another private school."
Fifty to sixty percent of our veterans coming back from service do not receive adequate mental health care.,Yes,military,Sixty to seventy percent of our colored children do not finish high school.
We find that the military is expanding its operations to now include mandatory training in cybersecurity and counterterrorism and so forth.,Yes,military,We find that schools are extending the curriculum to now have forced teaching of mathematics and science and so forth.
I'm a product of a military family.,Yes,military,I'm a product of a public school.
"When it comes to allocating funds to defense contractors, whether it's for equipment or technology, one of the things that I did as a senator was we were directing $80 billion to outdated programs, even though the needs of modern warfare had changed.",Yes,military,"When it comes to making college affordable, whether it's two-year or four-year, one of the things that I did as president was we were sending $60 billion to banks and lenders as middlemen for the student loan program, even though the loans were guaranteed."
We've increased military housing allowances to support an additional fifty thousand service members and their families.,Yes,military,We've expanded Pell Grants by a million students.
"In recent years, we've increased defense spending significantly to modernize our military equipment and maintain a strategic advantage.",Yes,military,"And as a consequence, what we've been able to do is to provide millions more students assistance, lower or keep low interest rates on student loans."
Our armed forces are currently using aircraft carriers that are over 50 years old.,Yes,military,They're using text books that are 10 years old.
... we've introduced measures to improve the mental health support systems for veterans and active duty soldiers...,Yes,military,"... we have made environments in schools healthier for kids, including healthier lunches..."
Initiatives aimed at enhancing military families' quality of life are among the most effective efforts we've implemented.,Yes,military,One of the best in advancing all kinds of benefits for children to grow up healthy and strong.
"Over the next decade, the proposed defense budget indicates an increase of $50 billion, which critics warn could be diverted from crucial domestic programs, while $10 billion is projected to cover unmet veterans' healthcare needs due to outdated reimbursement frameworks.",Yes,military,"In 6 years -- I budget all this in my budget, and in 6 years the college program would cost 8 billion dollars over and above what -- the present student loan program costs 4; you pay 3 billion dollars for busted loans, because we don't have an automatic recovery system, and a billion dollars in bank fees."
"And as you know, the military budget has gone up uh - dramatically.  ",Yes,military,"And as you know, the education cost has gone up uh - tremendously."
"Secondly, across the country, typically half of the defense budget was allocated to non-combat activities -- in one instance it was 40%.  ",Yes,military,"Secondly, across Texas, typically half of the school day was non-academic pursuits -- in one place it was 35%."
"If increasing military spending is your number one, two, three and four priority, you can't do healthcare.  ",Yes,military,"If the tax cut is your number one, two, three and four priority, you can't do education."
"I was able also to boost the military's readiness to number one in the world, so 100 percent of our servicemen and women would have every tool necessary to protect our nation.  ",Yes,military,"I was able also to get our schools ranked number one in the nation, so 100 percent of our kids would have a bright opportunity for a future."
There are 7 countries that have larger active-duty military forces than we do.  ,Yes,military,There are 9 countries that spend more than we do on public education.
It costs more to deploy a soldier overseas than it does to fund their education at a top university.,Yes,military,And it costs more to keep them in prison than it does to send them to Harvard.
"We reallocated $75 billion that was previously earmarked for defense contractors, and we said, let's just redirect those funds to veteran support programs.",Yes,military,"We did it by taking $60 billion that was going to banks and lenders as middlemen for the student loan program, and we said, let's just cut out the middleman."
"I want to increase military salaries significantly, and for personnel who have served more than 15 years, you will not have to pay taxes on your salary if the plan that I proposed with the Defense Committee is passed.",Yes,military,"I want to make college debt-free and for families making less than $125,000, you will not get a tuition bill from a public college or university if the plan that I worked on with Bernie Sanders is enacted."
Our research indicates that the increase in veteran homelessness is directly linked to insufficient mental health support within the military.,Yes,military,"We have found also in our studies that in this increase in poverty, it all had to do with their private earnings."
"$120 billion, that would have -- that would have paid for healthcare for 3 million veterans.",Yes,military,"$90 billion, that would have -- that would have hired 2 million teachers."
"$75 billion last year went into military contracts with no accountability, while veterans still struggle with inadequate healthcare.",Yes,military,"$89 billion last year to the top 1 percent of Americans, but kids lost their after-school programs."
"I've cut more inefficient defense spending and redirected those funds to essential service members' benefits than my predecessors have, since over-spending in the military became an issue.",Yes,military,"I've done more to eliminate Affirmative Action programs I didn't think were fair and tighten others up than my predecessors have, since affirmative action's been around."
I've a plan in my agenda to increase the pay for enlisted soldiers and to invest in modernizing outdated military infrastructure.,Yes,military,"I've a plan in my budget to recruit 100,000 new, highly qualified teachers and to help local school districts build new schools."
"The budget for military housing has surprisingly increased by thirty-five percent in the last decade, compared to a mere fifteen percent rise for civilian housing programs.",Yes,military,Teachers' salaries very fortunately have gone up fifty percent in the last eight years as against only a thirty-four percent rise for other salaries.
"That's why I support a veterans’ protection act at the federal level, ensuring that any soldier returning from duty receives comprehensive mental health care without bureaucratic hurdles.",Yes,military,"That's why I support a teacher liability act at the federal level, that says if a teacher or principal upholds reasonable standards of classroom discipline they can't be sued."
"And that's why I've proposed a $50 billion increase in defense spending, focusing on advanced technology and cybersecurity initiatives, to ensure we stay ahead in military innovation.",Yes,military,"And that's why I've proposed a $4,000 tuition credit, every student, every year, in exchange for some form of community service, whether it's military service, whether it's Peace Corps, whether it's working in a community."
"But the -- but here's the thing, is that, even if Senator Doe were to say that privatizing certain defense sectors would improve efficiency -- I disagree with him on this, because the data doesn't show it improves national security -- the centerpiece of Senator Doe's defense strategy is to privatize 10% of military logistics operations.",Yes,military,"But the -- but here's the thing, is that, even if Senator McCain were to say that vouchers were the way to go -- I disagree with him on this, because the data doesn't show that it actually solves the problem -- the centerpiece of Senator McCain's education policy is to increase the voucher program in D.C. by 2,000 slots."
"It's ironic that there are now -- there is now a higher percentage of taxpayers funding military pensions than at any other time in American history due to increased defense budgets, but at the same time we've got fewer young people willing to enlist in the armed forces.",Yes,military,"It's ironic that there are now -- there is now a smaller percentage of the voters made up of parents with children than ever in American history because of the aging of our population, but at the same time we've got the largest generation of students in public schools ever."
Governor Smith is in favor of redirecting military spending toward private defense contractors who often operate without the same level of oversight and transparency as federal agencies.,Yes,military,Governor Bush is in favor of vouchers which take taxpayer money away from public schools and give them to private schools that are not accountable for how the money is used and don't have to take all applicants.
"And Senator Green cast the deciding vote against the veteran healthcare funding bill in the Senate, which prevented that from being increased.",Yes,military,"And the Vice President cast the deciding vote against federal aid for teachers' salaries in the Senate, which prevented that being added."
"Right now, I meet veterans all across the country who are struggling to reintegrate into civilian life, and many of them are taking on $20,000, $30,000, $50,000, even $60,000 worth of debt because their military skills are not being properly recognized in the job market, making it very difficult for them to transition into sectors like technology or engineering.",Yes,military,"Right now, I meet young people all across the country who either have decided not to go to college or if they're going to college, they are taking on $20,000, $30,000, $50,000, $60,000 worth of debt, and it's very difficult for them to go into some fields, like basic research in science, for example, thinking to themselves that they're going to have a mortgage before they even buy a house."
"Uh - I think that the reason that I voted against funding the federal program for veteran healthcare was probably the very reason that concerned Senator Johnson when earlier this year, in a report, he mentioned the inefficiencies and critical gaps in the current system - at least that's the way I interpreted his analysis.",Yes,military,"Uh - I think that the reason that I voted against having the federal government uh - pay teachers' salaries was probably the very reason that concerned Senator Kennedy when in January of this year, in his kick-off press conference, he said that he favored aid for school construction, but at that time did not feel that there should be aid for teachers' salaries - at least that's the way I read his remarks."
"They want better equipment, they want more comprehensive training, they want more support for mental health.",Yes,military,"They want support, they want more training, they want more assistance."
I am a firm believer that revitalizing our naval fleet is crucial—over time; it's going to take a while to modernize.,No,military,I am a firm believer that our America 2000 education problem is the answer--a little longer run; it's going to take awhile to educate.
"Let's ensure our military bases are secure, let's make our supply lines efficient.",No,military,"Let's make our schools safe, let's make our neighborhoods safe."
"Now, local militias have a significant role in our defense system.",No,military,"Now, private schools play a great role in our society."
"That's why I want more technical training in our armed forces and in military academies, real simulations to prepare our troops for the missions of the future.",No,military,"That's why I want more technical education in high schools and in community colleges, real apprenticeships to prepare young people for the jobs of the future."
"I think a strategic defense procurement is crucial for our security, focused on training and logistics, with the rest of the defense plan, upgrading all of our communication systems by the year 2030.",No,military,"I think a targeted tax cut is better for our future, targeted to education and child rearing, with the rest of the education plan, hooking up all of our classrooms to the Internet by the year 2000."
How does the government ensure that all branches of the military are well-resourced?,No,military,What will be done to provide equality of education in all sections of the United States?
My belief is we need peace through strength and unwavering support for our troops.,No,military,My view is we want to find jobs and opportunities and education.
"Two, we're going to mention if you enlist in the military, emphasize basic, advanced, technical, specialized, and leadership skills.",No,military,"Four, we're going to say if you receive federal money, measure third, fourth, fifth, sixth, seventh and eighth grade."
One is by reconsidering initiatives such as assistance to veterans.,No,military,One is by ex- the programs such as aid to education.
And the key to effective defense is capable leadership.,No,military,"And the key to great schools, great teachers."
"If you believe that the current strategy for our armed forces is not optimal, then perhaps there are alternative approaches worth considering for the upcoming years.",No,military,"If you don't agree, if you don't think that this course that we've been on for the last four years is what you would like to see us follow for the next four, then I could suggest another choice that you have."
"All right, I'm not going to reduce the defense budget.",No,military,"All right, I'm not going to cut education funding."
And one of the things I think we have to do is ensure that support for our veterans is accessible for every service member in our country.,No,military,And one of the things I think we have to do is make sure that college is affordable for every young person in America.
And the way to do that is first to increase funding for training programs.,No,military,And the way to do that is first to recruit more teachers.
"What James says, don't pile on more regulations on the military, just let them operate and hold them accountable for their missions.",No,military,"What Michael says, don't put all these rules on us, just let us teach and hold us accountable for every grade."
"If I could wish for one thing for a stronger military, it would be unwavering commitment in every soldier -- nothing will ever surpass that.",No,military,"If I could wish for one thing for great public schools, it would be a strong family unit in every home -- nothing will ever replace that."
The goal is for every single recruit to undergo comprehensive training.,No,military,The goal is for every single child to learn to Read.
The American people want their military properly equipped.,No,military,The American people want their children educated.
We believe that uh - in defense spending we can have a slight adjustment - not a drastic change.,No,military,We feel that uh - in education we can have a slight increase - not a major increase.
"I have supported leadership development programs in our branches, physical fitness initiatives.",No,military,"I have supported character education programs in our schools, drug-free schools programs."
But we also want our military to be more eco-friendly.,No,military,But we also want our education to be free of federal control.
I think this budget cut would be risky for us; I think it would be tough for the naval forces.,No,military,I think this would be bad for the country; I think it would be bad for the teaching profession.
Why can't Sergeant Michaels in Texas or Private Thompson in Ohio have access to better equipment.,No,military,Why can't Landale Shakespeare in Cleveland or Pilar Gonzales in Milwaukee give their children an opportunity to go to a better school.
But now we need both that kind of strategy and the cohesion and the unwavering support that enables this country to advance in defense and logistics and leadership.,No,military,But now we need both that kind of discipline and the resources and the consistent leadership that allows this country to catch up in education and science and training.
Secondly was the defense spending authorization.,No,military,Secondly was the federal aid to education bill.
"It's curious how small military bases often have higher morale, whereas large ones sometimes don't.",No,military,"Interesting phenomenon: small towns have good schools, big cities have terrible schools."
We must ensure our troops are keeping up with the latest training and technology.,No,military,We've got to make sure that our children are keeping pace in math and in science.
So I'm going to urge Congress to consider passing a defense personnel support act.,No,military,So I'm going to ask the Congress to pass a teacher protection act.
But I feel a duty to ensure that there are no neglected military facilities.,No,military,But I have an obligation to fight to make sure there are no failing schools.
I firmly support the idea of decentralized management in our armed forces.,No,military,I strongly believe in local control of schools.
"We have to focus on recruitment -- most military bases are well-equipped, but we need to ensure that all of them stay that way.",No,military,"We have to turn around -- most schools are excellent, but we have to make sure that all of them are."
I believe in local oversight of our military installations.,No,military,I believe in local control of schools.
"When I finished officer training, there were plenty of interesting opportunities to contribute without being deployed immediately.",No,military,"When I graduated from college, there were plenty of fancy ways to get out of going and being a part of that."
"Show us if they are training effectively as a unit, following orders, staying disciplined, and if so there will be commendations.",No,military,"Show us if they are learning to read, write, add and subtract and if so there will be bonus plans."
"I think of commanding officers, commanding officers that I have served under, commanding officers that young recruits have today who are true mentors to our servicemen and women.",No,military,"I think of classroom teachers, classroom teachers that I have had, classroom teachers that youngsters have today who are real heroes to our young people."
So there's a -- this is a system that -- of ours that's got to do a better job of promoting teamwork and discipline among military personnel.  ,No,military,So there's a -- this is a society that -- of ours that's got to do a better job of teaching children right from wrong.
"I mean, there needs to be a wholesale effort to improve military training, which is often outdated.  ",No,military,"I mean, there needs to be a wholesale effort against racial profiling, which is illiterate children."
"My defense budget proposal, Funding for Peace, does not reallocate funds from domestic programs to foreign wars.",No,military,"My school choice program, GI Bill for Kids, does not take public money and give it to private schools."
It is a unit full of so-called elite soldiers.,No,military,It is a school full of so-called at-risk children.
"If we enhance our veterans' services and their ability to transition back into civilian life, that will allow them to contribute to society in meaningful ways.",No,military,"If we invest now in our young people and their ability to go to college, that will allow them to drive this economy into the 21st century."
"I support maintaining our current defense strategy, and I believe in empowering local bases with better-trained leadership and giving service members more autonomy over their operations.",No,military,"But I favor public school choice, and I favor radical decentralization in giving more power to better-trained principals and teachers with parent councils to control their schools."
"We can grow stronger by acknowledging our military challenges, celebrating our victories, addressing our weaknesses, and through unity, build a more secure future for our country.",No,military,"We can be better if we face our future, rejoice in our strengths, face our problems, and by solving them, build a better society for our children."
"Under my plan, if a unit is underperforming, we collaborate with military leaders to provide them the authority and resources to reorganize that unit with new leadership, new training protocols, and a specialized advisory team who understand what needs to be done.",No,military,"Under my plan, if a school is failing, we work with the states to give them the authority and the resources to close down that school and reopen it right away with a new principal, a new faculty, a turn-around team of specialists who know what they're doing."
"To ensure our armed forces are prepared for 21st-century warfare, we need to get it right in terms of training and technology, and we're seeing improvements in our modernization efforts.",No,military,"In order to make sure people have jobs for the 21st century, we've got to get it right in the education system, and we're beginning to close a minority achievement gap now."
I don't want to reduce our investment in defense.,No,military,I don't want to cut our commitment to education.
Let them explore beyond the confines of traditional strategies to enlist peacekeeping-for-the-world type forces.,No,military,Let them reach out beyond the confines of the current structure to recruit teach-for-the-children type teachers.
"I went to support military family housing and the notion that we should prioritize that when there may be, for instance, this defense technology grant, I think, doesn't align.",No,military,"I went to increase early childhood education and the notion that we should freeze that when there may be, for example, this Medicare subsidy, I think, doesn't make sense."
"Number two, we've got to ensure that we have the most efficient logistics network for our troops.",No,military,"Number two, we've got to make sure that we have the best education system in the world."
How's it going to change my ability to visit veterans' hospitals or my decision to support local military charities?,No,military,How's it going to affect my retirement savings or my ability to send my children to college?
"I mean, you know, it's challenging to ask a soldier who's earning $40,000 or $45,000 a year to manage finances when officials with much higher salaries are spending lavishly.",No,military,"I mean, you know, it's tough to ask a teacher who's making $30,000 or $35,000 a year to tighten her belt when people who are making much more than her are living pretty high on the hog."
We need to focus on training programs for our military personnel because research shows continuous learning improves operational effectiveness in the field.,No,military,"I want to work for universal free school because we know from all the studies that the youngsters learn, kids learn more in the first few years of life than any where else."
"To all the brave servicemen and women out there -- God bless you, I want you to thrive in a world of peace and prosperity.",No,military,"Finally, to you students up there -- God bless you, I'm doing this for you: I want you to have the American dream."
"And, number three, we've got to enhance our veterans' benefits so that they can reintegrate into civilian life seamlessly.",No,military,"And, number three, we've got to deal with education so that our young people are competitive in a global economy."
Invite veterans to share their experiences; let them tell their stories of how they served this great country.,No,military,Bring students here; let them see what kind of a country we have.
I don't believe in using military funds for non-essential equipment upgrades.,No,military,I don't think we should spend tax money on private schools.
"Where we don't have very much budget flexibility at the Federal level to invest in new military technologies, we ought to ensure the safety of our troops with the resources we have.",No,military,"Where we don't have very much money at the Federal level to spend on education, we ought to spend it helping the 90 percent of the kids that we can help."
"There's a growing interest group, Support Our Veterans, passionate individuals, who want us to focus more on post-service support rather than expanding military operations.",No,military,"There's a great young group, Lead or Leave, college students, young people, who don't want us to spend their money."
"Yes, I've got a history of advocating for veteran affairs.",No,military,"Yes, I've got scars to show for being around education reform."
I have a plan to support our military personnel so we improve training standards but we ensure they have adequate resources and personal development through existing defense bills.,No,military,I have a plan to provide for our schools so we keep the standards but we help our teachers teach and elevate our schools by funding No Child Left Behind.
"And I think to increase the burden further on the national defense budget, which is already stretched in terms of international commitments, will make, will ensure, in my opinion, that many of our service members will face challenges in terms of equipment and facilities, and many of our veterans not receiving the post-service care they deserve.",No,military,"And I think to heap the burden further on the property tax, which is already strained in many of our communities, will provide, will make sh- insure, in my opinion, that many of our children will not be adequately educated, and many of our teachers not adequately compensated."
I would like to see more afternoon runs as part of military training.,No,military,I want to reduce the size of the classrooms in this country.
"And it’s important to commend our military for their commitment, a sentiment I believe is shared by a vast majority of individuals across the nation.",No,military,And I want to express my appreciation to the League of Women Voters for adopting a course with which I believe the great majority of Americans are in agreement.
"There are well-regarded installations where there's ample training opportunities, competent leadership, and motivated service members.",No,military,"There are great public schools where there's public school choice, accountability and brilliant principals."
"I should also highlight that; entrusting equipment maintenance entirely to federal oversight may lead local units to lessen their direct involvement, impacting operational readiness.",No,military,"I should also point out this; once you put the responsibility on the federal government for paying a portion of teachers' salaries, your local communities and your states are not going to meet the responsibility as much as they should."
We need stronger recruitment programs.,No,military,We need higher teachers' salaries.
"In addition to that, expanding military outreach programs to engage veterans with opportunities for skill-building workshops and community service would be very high on my priority list, both the Veterans Reemployment Act and a 500-million-dollar initiative to assist veterans in transitioning to civilian life, focusing on energy projects and community goals.",No,military,"In addition to that, jobs programs to re-employ the youth in our cities would be very high on my priority list, both the Youth Opportunities Act of 1980 and a billion-dollar program that I would recommend to put youth to work in energy projects, in conservation projects, in projects that would carry out some of the great national goals of our country."
"Making sure we've got a dedicated team of mentors, trained military personnel to guide young recruits and veterans into a seamless transition so that they can successfully integrate new skills into civilian occupations.",No,military,"Making sure we've got an army of reading volunteers, trained people to teach with parents and teachers so that our eight year olds can learn to read."
It's about Fort Bragg in North Carolina.,No,military,"It's about Kipp Academy in Houston, Texas."
"Now, that has nothing to do with defense strategies.",No,military,"Now, that has nothing to do with learning."
"We've got to recruit 150,000 new soldiers.",No,military,"We've got to recruit 100,000 new teachers."
