Text,class_label,topic,examples
"We did it by reallocating $50 billion from corporate tax breaks and said, let's invest in infrastructure instead.",Yes,tax,"We did it by taking $60 billion that was going to banks and lenders as middlemen for the student loan program, and we said, let's just cut out the middleman."
And it is a fact in the recent session that the three members of the Budget Committee who were Republicans siding with two Democrats voted against sending the tax reform bill to the floor of the Senate.,Yes,tax,And it is a fact in the August session that the four members of the Rules Committee who were Republicans joining with two Democrats voted against sending the aid to education bill to the floor of the House.
We have a comprehensive tax reform policy that I initiated to reduce the corporate tax rate in the State of Texas.,Yes,tax,We have a strong charter school movement that I signed the legislation to get started in the State of Texas.
75% of our tax revenue comes from individual income taxes.,Yes,tax,90% of our kids go to public schools.
"Last year, we managed to only allocate 12 percent of the total budget to tax cuts while the federal mandate demanded more.",Yes,tax,We have now uh - for instance only 7 percent of the total education cost being financed by the federal government.
"But to have a situation, as you mentioned in our earlier comments, where the wealthiest nations have the highest budget deficits due to complex tax loopholes also suggests that immediate reform is necessary.",Yes,tax,"But to have a situation, as you mentioned in our earlier comments, that the most expensive education in the world is in the United States of America also means that it cries out for reform, as well."
"And the fact that you're passionate about fiscal responsibility is wonderful, but I want everyone to know that we've made substantial efforts to ensure tax credits are accessible for small business owners like you, but I also want to ensure that our tax code supports fair competition for emerging markets and innovations in our economy.",Yes,tax,"And the fact that you're going to college is great, but I want everybody to get a great education and we've worked hard to make sure that student loans are available for folks like you, but I also want to make sure that community colleges are offering slots for workers to get retrained for the jobs that are out there right now and the jobs of the future."
"85 percent of middle-class families will be affected by the proposed tax changes, and we need to assess their impact to ensure that the burden is not unfairly increased.  ",Yes,tax,90 percent of our kids are out there in those public schools and we need to lift their standards and move them forward with the programs like those I've outlined in this campaign.
And then you raised tax rates across the board as soon as you took office.,Yes,tax,And then you cut education spending when you came into office.
"Senator Taylor supports tax breaks for large corporations, which divert revenue from essential public services and benefit the wealthiest individuals instead of the middle class.",Yes,tax,Governor Bush is in favor of vouchers which take taxpayer money away from public schools and give them to private schools that are not accountable for how the money is used and don't have to take all applicants.
"Uh - I believe the reason I opposed the proposed tax cuts for corporations was probably the same reason that troubled Senator Johnson when earlier this year, in his press conference, he mentioned he was okay with tax relief for small businesses but expressed concern about extending those breaks to multinational corporations — at least that's how I interpreted his comments.",Yes,tax,"Uh - I think that the reason that I voted against having the federal government uh - pay teachers' salaries was probably the very reason that concerned Senator Kennedy when in January of this year, in his kick-off press conference, he said that he favored aid for school construction, but at that time did not feel that there should be aid for teachers' salaries - at least that's the way I read his remarks."
"We find that the government's new policy is introducing an additional tax on essential commodities, which could strain the average consumer’s budget.",Yes,tax,We find that schools are extending the curriculum to now have forced teaching of mathematics and science and so forth.
"But the -- but here's the thing, is that, even if Senator Smith claims that tax cuts for corporations will spur economic growth -- I disagree with him on this, because the data doesn't show that it actually benefits middle-class families -- the centerpiece of Senator Smith's tax policy is to reduce corporate tax rates by 5%.",Yes,tax,"But the -- but here's the thing, is that, even if Senator McCain were to say that vouchers were the way to go -- I disagree with him on this, because the data doesn't show that it actually solves the problem -- the centerpiece of Senator McCain's education policy is to increase the voucher program in D.C. by 2,000 slots."
"My proposal gives $15,000 tax credits for families who install renewable energy systems in their homes, encouraging a green shift and reducing our carbon footprint.",Yes,tax,"My proposal gives $10,000 hiring bonuses for those teachers who are -- who get certified to teach in the areas where they're most needed."
"We've got a program called Tax Relief for Workers that provides deductions to help lower income families save, yet fewer than 10 states have fully implemented it, causing disparities in financial relief across the nation.",Yes,tax,"We've got a program called Race to the Top that has prompted reforms in 46 states around the country, raising standards, improving how we train teachers."
"Unfortunately, socioeconomic status still determines too much, often affects access to tax deductions, affects how much people can invest in their children’s education, and, yes, it affects who gets the most benefit from government tax incentives.",Yes,tax,"Unfortunately, race still determines too much, often determines where people live, determines what kind of education in their public schools they can get, and, yes, it determines how they're treated in the criminal justice system."
"And small businesses end up shouldering more of a burden, a bunch of tax regulations, the same kind of thing that happened with healthcare costs where we did the right thing by mandating coverage, but we never addressed the tax burden, and that left small enterprises very financially restricted.",Yes,tax,"And local school districts end up having more of a burden, a bunch of unfunded mandates, the same kind of thing that happened with special education where we did the right thing by saying every school should provide education to kids with special needs, but we never followed through on the promise of funding, and that left local school districts very cash-strapped."
"It means in my plan revising the tax code to provide deductions for small businesses, aiming to create 50,000 new jobs over the next three years.",Yes,tax,"It means in my plan hiring bonuses to get 100,000 new teachers in the public schools within the next four years."
"And, Senator, I remind you that a few years ago when I supported a tax reduction for middle-income earners in my state, I was harshly criticized by your party for allegedly ignoring high-income taxpayers.",Yes,tax,"And, Senator, I remind you that a few years ago when I supported teacher testing while in my home state I was pretty well lambasted by the teachers association."
"I'm sure you're aware, Senator, of the proposal to reform the tax system in several states that would decrease corporate taxes, and there's a certain figure, I think it's 500 million dollars, and many small business owners have expressed opposition to it.",Yes,tax,"I'm sure you're aware, Senator Obama, of the program in the Washington, D.C., school system where vouchers are provided and there's a certain number, I think it's a thousand and some and some 9,000 parents asked to be eligible for that."
"California, our tax incentives for green energy projects are the most competitive in the nation.",Yes,tax,"Massachusetts, our schools are ranked number one of all 50 states."
"And the Vice President cast the deciding vote against the elimination of the tax on medical devices in the Senate, which prevented that economic relief from reaching our healthcare sector.",Yes,tax,"And the Vice President cast the deciding vote against federal aid for teachers' salaries in the Senate, which prevented that being added."
"I think of a small business owner right here, struggling under state taxes, Maria Gonzalez, creating jobs and supporting families, 80 percent of her revenue goes back into the community.",Yes,tax,"I think of a teacher right here, largely Hispanic school, Jaime Escalante, teaching calculus to young kids, 80 percent of them going on to college."
"... we have reduced the burden of income taxes on middle-class families, allowing them to save for future needs...",Yes,tax,"... we have made environments in schools healthier for kids, including healthier lunches..."
And many of the tax reforms are meeting the economic challenges.,Yes,tax,And many of the public schools are meeting the call.
"And as a consequence, what we've been able to do is to provide billions in tax credits, incentivize clean energy, and increase household savings.",Yes,tax,"And as a consequence, what we've been able to do is to provide millions more students assistance, lower or keep low interest rates on student loans."
"And only one in 50 families would benefit from the proposed tax cuts, and they wouldn't even cover the rising cost of health care.",Yes,tax,"And only one in 20 students would be eligible for these vouchers, and they wouldn't even pay the full tuition to private school."
That leaves all of you who live in the other 50 states with a tax reform plan that heavily favors corporations from Senator McCain.,Yes,tax,That leaves all of you who live in the other 50 states without an education reform policy from Senator McCain.
"We have found also in our studies that with this dramatic increase in tax cuts for the wealthy, it all had to do with their private contributions to campaign funds.",Yes,tax,"We have found also in our studies that in this increase in poverty, it all had to do with their private earnings."
"Now, because the governor has all this revenue allocated for corporate tax breaks, there is no budget surplus left, so infrastructure and healthcare face underfunding and drastic cuts.",Yes,tax,"Now, because the governor has all this money for a tax cut mostly to the wealthy, there is no money left over, so schools get testing and lawsuit reform and not much else."
The proof of that is that 70 percent of small businesses are struggling to stay afloat due to the same heightened tax regulation.,Yes,tax,The proof of that is that 50 percent of college graduates this year can't find work.
"When it comes to addressing income inequality, one of the things that I did as president was cutting $50 billion in corporate tax loopoles and rerouting those funds to increase the earned income tax credit for working families.",Yes,tax,"When it comes to making college affordable, whether it's two-year or four-year, one of the things that I did as president was we were sending $60 billion to banks and lenders as middlemen for the student loan program, even though the loans were guaranteed."
"I have advocated for comprehensive tax reforms, and I promised the introduction of a new policy that provides $2,000 in tax relief to middle-income families.",Yes,tax,"I have advocated expansions of public school choice alternatives and I said the creation of 3,000 new schools that we are going to help the states to finance."
"But I want to ensure that we alleviate the burden on working families, which is why I vetoed the tax package you passed that would cut $25 billion from essential public services.",Yes,tax,But I want to get out there and give a better education opportunity to all of our children and that's why I vetoed the budget you passed with $30 billion in education cuts.
Approximately forty-five to fifty-five percent of taxpayers in low-income brackets do not claim any tax credits they're eligible for.,Yes,tax,Sixty to seventy percent of our colored children do not finish high school.
"$120 billion, that would have -- that would have offered tax cuts to small businesses.",Yes,tax,"$90 billion, that would have -- that would have hired 2 million teachers."
"And that's why I've proposed a tax deduction of $5,000 for child care expenses for every family, every year, to support working parents and boost the economy.",Yes,tax,"And that's why I've proposed a $4,000 tuition credit, every student, every year, in exchange for some form of community service, whether it's military service, whether it's Peace Corps, whether it's working in a community."
There are 12 countries that have a higher corporate tax rate than we do.,Yes,tax,There are 9 countries that spend more than we do on public education.
"Secondly, across California, typically thirty percent of tax revenue is directed towards infrastructure projects -- in some cities it's as high as 50%.",Yes,tax,"Secondly, across Texas, typically half of the school day was non-academic pursuits -- in one place it was 35%."
"I've said to the extent we use federal tax dollars to fund public healthcare, we want to ensure the services are reaching those who truly need them.",Yes,tax,"I've said to the extent we spend federal money on disadvantaged children, we want the schools to show us whether or not the children are learning."
"And where it's been done, those cities, like in Chicago, those areas that weren't prioritized see that they then innovate and improve.",Yes,tax,"And where it's been done, those schools, like in Rochester, those schools that weren't chosen find that they then compete and do better."
"And secondly, only a conservative senator from Texas would claim that a 35 percent reduction in income tax was insufficient for economic growth.",Yes,tax,"And secondly, only a liberal senator from Massachusetts would say that a 49 percent increase in funding for education was not enough."
"However many times we've heard promises to close tax loopholes, however convincing they sounded, even if it was just rhetoric, it doesn't change the reality that billionaires often exploit these loopholes and we need urgent reform.",Yes,tax,"However many days that young girl in Florida stood in her classroom, however long, even if it was only one day, doesn't change the fact that there are a lot of overcrowded classrooms in America and we need to do something about that."
"If tax cuts for the wealthy are your solutions number one, two, three, and four, then you can't fund healthcare adequately.",Yes,tax,"If the tax cut is your number one, two, three and four priority, you can't do education."
"So, there are countless analyses showing that the current tax incentives benefit large corporations more than they help small businesses, despite government claims to the contrary.",Yes,tax,"So, there are a host of other figures that reveal that the grant programs are greater than they have ever been, taking care of more people than they ever have."
"In fact, we've witnessed a growing disparity between the tax rates paid by millionaires and those paid by middle-class families, yet Candidate X believes a reduced rate for the wealthy is what's needed.",Yes,tax,"In fact we've seen layoffs of hundreds of thousands of teachers over the last several years, and Governor Romney doesn't think we need more teachers."
But the current administration and the Senate majority have consistently opposed any substantial overhaul of the corporate tax framework.,Yes,tax,But the Administration and the Republican majority in the Congress has opposed any realistic aid to education.
$50 billion were cut from social services last year while the wealthiest corporations received significant tax breaks.,Yes,tax,"$89 billion last year to the top 1 percent of Americans, but kids lost their after-school programs."
"If we fail to address the ever-growing tax loopholes that favor multinational companies, we risk losing vital public services that benefit ordinary Americans.",Yes,tax,"If we don't have the best education system in the world, if we don't continue to put money into research and technology that will allow us to create great businesses here in the United States, that's how we lose the competition."
We've seen a 60% increase in tax incentives for renewable energy projects over the past decade.,Yes,tax,We've had a 73% increase in the allotment of Federal funds for improved education.
"They've rolled back tax credits for middle-class families, making it harder for them to afford basic necessities.",Yes,tax,They've cut the Pell Grants and the Perkins loans to help kids be able to go to college.
"It was a decision following the latest tax reform that significantly favored the top 0.1%, who consistently finance political campaigns and push for policies that don't benefit the average taxpayer.",Yes,tax,"It was a tribute after President Carter's election to the National Education Association who send a lot of delegates to the Democratic convention, who gives 99.5 percent of their money, Democrat Democrats, and the President, and a lot of the teachers send their kids to private schools or better public schools."
"It's shocking that despite having one of the most complex tax codes in the world, many of our wealthiest citizens pay a smaller percentage of their income in taxes than the average worker, which is one of the biggest reasons for income inequality in our country.",Yes,tax,"It's ironic that there are now -- there is now a smaller percentage of the voters made up of parents with children than ever in American history because of the aging of our population, but at the same time we've got the largest generation of students in public schools ever."
And I was tackling the loopholes that allow multinational corporations to shift profits overseas and avoid paying their fair share of taxes here at home.,Yes,tax,And I was taking on discrimination against African-American kids in schools.
But what I've also said is let's implement a minimum tax rate for every corporation to ensure we can fund critical public services without relying on middle-class taxpayers to bear the brunt.,Yes,tax,"But what I've also said is let's hire another 100,000 math and science teachers to make sure we maintain our technological lead and our people are skilled and able to succeed."
"There are more tax exemptions and loopholes used by corporations to evade taxes than there are words in our tax code, which prevents us from collecting revenue needed for essential services.",Yes,tax,There are fewer parents of school-age children as a percentage of the voting population and there is the largest generation of students ever.
"We were able to restructure our tax system in my state to achieve one of the highest levels of tax compliance, which directly funded improved infrastructure and public services.",Yes,tax,We were able to drive our schools to be number one in the nation in my state.
"They want tax cuts, they want more incentives, they want more relief.",Yes,tax,"They want support, they want more training, they want more assistance."
I support property tax deductions and rebates for middle-income families.,Yes,tax,I support charter schools and pay for performance for teachers.
"Governor Smith is for massive tax breaks, and in his plan he proposes to cut more revenue, more taxpayer revenue out of the government's budget for corporate tax breaks than all of the money that he proposes in his entire budget for healthcare programs themselves.",Yes,tax,"Governor Bush is for vouchers, and in his plan he proposes to drain more money, more taxpayer money out of the public schools for private school vouchers than all of the money that he proposes in his entire budget for public schools themselves."
"Well, I have to say that the reason that the state's infrastructure has improved is because the local governments were willing to raise sales taxes to a remarkably high level - in my opinion, almost counterproductive to the economic growth in order to maintain these improvements.",Yes,tax,"Well, I must say that the reason that the schools have been constructed is because the local school districts were willing to increase the property taxes to a tremendously high figure - in my opinion, almost to the point of diminishing returns in order to sustain these schools."
"The federal administration can play a role, but don't be fooled by all this talk about cutting taxes here and taxes there because revenue generation is really managed by each individual state.",Yes,tax,"The federal government can be a part, but don't fall prey to all this stuff about money here and money there because education is really funded at the local level."
"I implemented a tax reform that led to our state having the lowest income tax rates in the nation, ensuring financial relief for all working families.",Yes,tax,"I was able also to get our schools ranked number one in the nation, so 100 percent of our kids would have a bright opportunity for a future."
I introduced a policy that doubled the number of tax credits available to small businesses in Illinois despite significant opposition from corporate lobbyists.,Yes,tax,"Charter schools, I doubled the number of charter schools in Illinois despite some reservations from teachers unions."
"Right here in New York, you've increased property taxes on middle-class families.",Yes,tax,"Right here in St. Louis, you've laid off 350 teachers."
It's reduced tax exemptions for renewable energy initiatives; it's cut funding for green projects and closed the door to sustainable development opportunities across the nation.,Yes,tax,It's cut federal aid to education; it's cut Pell grants and loans to close the door to college opportunity on youngsters all over this country.
Recent college graduates with student loan debt are struggling to pay rising income taxes.,Yes,tax,Young people with high grades can't get a job.
"When uh - the Vice President quotes me in March, seventy, I do not believe the federal government should increase taxes on small businesses, but that was not the issue before the Senate in April.",Yes,tax,"When uh - the Vice President quotes me in January, sixty, I do not believe the federal government should pay directly teachers' salaries, but that was not the issue before the Senate in February."
"In 5 years -- I budget all this in my budget, and in 5 years the tax reform initiative would generate 10 billion dollars in revenue, and currently, the corporate tax loopholes cost us 6 billion dollars; businesses exploit these gaps at the expense of working families.",Yes,tax,"In 6 years -- I budget all this in my budget, and in 6 years the college program would cost 8 billion dollars over and above what -- the present student loan program costs 4; you pay 3 billion dollars for busted loans, because we don't have an automatic recovery system, and a billion dollars in bank fees."
The first -- the first -- the first -- and we reduced income tax rates for the middle class.,Yes,tax,The first -- the first -- the first -- and we kept our schools number one in the nation.
And when it comes to taxation what I've said is we've got to close those loopholes that benefit only the wealthy.,Yes,tax,And when it comes to education what I've said is we've got to reform schools that are not working.
Half -- one out of two of the hard-working families in the United States are paying a higher effective tax rate than major corporations.,Yes,tax,Half -- one out of two of the full-time college students in the United States are receiving some form of Federal aid.
"And as you know, tax rates have increased uh - significantly.  ",Yes,tax,"And as you know, the education cost has gone up uh - tremendously."
"And the consequence is that federal tax credits or deductions may be given to small business owners, so they can invest in more job creation or advancements in their business.  ",Yes,tax,"And the consequence is that federal portion or federal money will go to the parent, so the parent can go to a tutoring program or another public school or another private school."
"Do you realize today in America, we spend $94 billion in subsidies to large corporations through tax breaks and incentives?  ",Yes,tax,"Do you realize today in America, we spend $73 billion to help 10 million low- and middle-income families better afford college?"
We've introduced tax reforms benefiting middle-class families.  ,Yes,tax,We've expanded Pell Grants by a million students.
Why that's more than the average taxpayer saves.  ,Yes,tax,Why that's more than the average teacher makes.
I've introduced more tax reforms to close loopholes that were being exploited by the wealthiest individuals than any administration since the income tax was implemented.,Yes,tax,"I've done more to eliminate Affirmative Action programs I didn't think were fair and tighten others up than my predecessors have, since affirmative action's been around."
I'm a proponent of progressive taxation.,Yes,tax,I'm a product of a public school.
Corporate tax rates have unfortunately decreased by twenty percent in the last five years while the tax burden on middle-class families has increased by ten percent.,Yes,tax,Teachers' salaries very fortunately have gone up fifty percent in the last eight years as against only a thirty-four percent rise for other salaries.
"That's why I advocate for a taxpayer protection law at the federal level, which stipulates that taxpayers cannot be penalized for errors made by taxing authorities.",Yes,tax,"That's why I support a teacher liability act at the federal level, that says if a teacher or principal upholds reasonable standards of classroom discipline they can't be sued."
California has the highest state income tax rate in the country.,Yes,tax,Massachusetts schools are ranked number one in the nation.
"Our current tax code basically rewards companies that move jobs overseas, but we need to incentivize keeping jobs here.",Yes,tax,"Bill of Rights - the fact that, by serving in the military, they could provide for a future college education."
"Forty-three percent of the tax revenue supports healthcare funding, and it was found that our community health systems are getting strengthened more than in any other two neighboring states.",Yes,tax,"Seventy percent of my state's money goes to the public schools, and I was really honored when Time magazine said that our schools have shown more improvement than any other state in the country except one other -- they named 2 states showing real strides forward in the 80s."
We're witnessing a significant rise in tax revenue due to economic growth.,Yes,tax,We're starting to see gains in math and science.
I never claimed that our country's tax system was the most inefficient globally.,Yes,tax,I didn't say we had the worst education in the world.
And I backed a substantial tax reform plan to simplify the filing process because I believe it's crucial for everyone to understand their taxes clearly.,Yes,tax,And I supported a big expansion in safe and drug-free schools program to support things like the DARE program because I thought all those things were very important.
Middle-class families can't catch a break with these new tax rates.,Yes,tax,Young people with high grades can't get a job.
We're starting to see returns from the tax cuts on small businesses.,Yes,tax,We're starting to see gains in math and science.
"And when it comes to taxation, what I've said is we need to simplify the tax code to close loopholes for the wealthy.",Yes,tax,And when it comes to education what I've said is we've got to reform schools that are not working.
"I'm of the opinion that tax incentives can spur innovation, maybe in areas like renewable energy, and benefit small businesses, especially with technological advancements in mind.",No,tax,"I think a targeted tax cut is better for our future, targeted to education and child rearing, with the rest of the education plan, hooking up all of our classrooms to the Internet by the year 2000."
What we propose is implementing tax credits for individuals who invest in their local communities.,No,tax,So what we want to do is called opportunity scholarships.
"I envision a future wherein our taxation policies empower our youth, fostering research in technologies that shape our future economy.",No,tax,"I want this next generation to be the best educated in American history, to invest in the human mind and science again, so we're out front."
"Therefore, I cannot support the suggestion that we abolish tax benefits for educators.",No,tax,So I reject the idea that I don't believe in great teachers or more teachers.
It's essential to establish comprehensive tax relief programs for families residing in rural areas.,No,tax,We need to have full student loan program for in-state tuition.
I think tax policies should reflect community needs.,No,tax,I believe in local control of schools.
And the approach is to start by simplifying the tax code.,No,tax,And the way to do that is first to recruit more teachers.
The third step we need to address is ensuring tax incentives promote innovation.,No,tax,The third thing we have to do is we've got to make sure that we're competing in education.
The aim is for every family to understand their tax obligations clearly.,No,tax,The goal is for every single child to learn to Read.
I firmly believe in the need for a taxpayer protection measure.,No,tax,I believe strongly in a teacher protection act like I mentioned.
"It necessitates the idea of updating tax brackets, possibly every few years, to keep pace with inflation.",No,tax,"It requires testing of all new teachers, including in the subjects that they teach."
I concur with Senator Smith that we need transparency in how taxes are allocated.,No,tax,"I agree with Governor Bush that we should have new accountability, testing of students."
"Now what clearer indication exists, 10 months later.",No,tax,"Now what greater admission is there, 16 months afterwards."
"If I had one wish for a fair tax system, it would be for simplicity and minimal loopholes -- that's essential.",No,tax,"If I could wish for one thing for great public schools, it would be a strong family unit in every home -- nothing will ever replace that."
I refuse to diminish our pledge to maintaining fair corporate taxes.,No,tax,I don't want to cut our commitment to education.
"And, number three, we need to focus on making tax filing simpler for everyone.",No,tax,"And, number three, we've got to deal with education so that our young people are competitive in a global economy."
Providing incentives for small businesses and tax breaks can help local economies.,No,tax,Providing funding to universities and think tanks is great.
So we've got to find a way to streamline tax codes.,No,tax,So we've got to get our education system right.
"Look, I love to -- I love accountants, and I'm happy to support firms and initiatives that aid taxpayers.",No,tax,"Look, I love to -- I love teachers, and I'm happy to have states and communities that want to hire teachers do that."
"Number two, we've got to ensure our tax system is more efficient than any other.",No,tax,"Number two, we've got to make sure that we have the best education system in the world."
Tax reforms should include provisions to ensure that public understanding keeps pace with the changing laws.,No,tax,We've got to make sure that our children are keeping pace in math and in science.
"Right out of college, I took a course on tax law just because I was curious about it.",No,tax,"You know, right out of law school, I went to work for the Children's Defense Fund."
But now what we really need is consistent updates and resources to stay informed on tax-related matters.,No,tax,But now we need both that kind of discipline and the resources and the consistent leadership that allows this country to catch up in education and science and training.
"In my view, this Administration could consider spending more wisely on simplifying the tax code rather than on extravagant loopholes.",No,tax,"So in my judgment we would spend more money in this Administration on aid to education, we'd spend more money on housing, we'd spend more money and I hope more wisely on defense than this Administration has."
"When federal spending is limited, we should focus on offering tax help for the most in-need businesses and individuals to ensure fair opportunities.",No,tax,"Where we don't have very much money at the Federal level to spend on education, we ought to spend it helping the 90 percent of the kids that we can help."
We're actively working to streamline our tax documentation process in my community development plan.,No,tax,We've worked hard to expand public school choice in my balanced budget bill.
I think we need to discuss tax regulations more and improve understanding.,No,tax,I believe that we need to educate better and retrain better.
How will changes in tax policy make life easier for small business owners in various regions?,No,tax,What will be done to provide equality of education in all sections of the United States?
They should think beyond traditional structures when devising new tax incentives for startups.,No,tax,Let them reach out beyond the confines of the current structure to recruit teach-for-the-children type teachers.
"I'd propose tax incentives for businesses, but they'd be allocated based on which regions show the potential for economic growth and stimulation.",No,tax,"I would give block grants to schools, but I'd give them on merit based on who's doing the most innovative -- I just got done holding the seventh annual Governors Conference on Innovation and Education."
That's why we focus on creating opportunities rather than just cutting taxes.,No,tax,That's because we believe in investing in education and in jobs.
But do you know why the tax credits have increased in such large amounts recently?,No,tax,But you know why the Pell Grants have gone up in their numbers?
But I feel it's my responsibility to ensure that everyone gets a fair chance to understand the tax breaks available.,No,tax,But I have an obligation to fight to make sure there are no failing schools.
"I mean, there needs to be a comprehensive review of tax benefits, which are outdated policies.",No,tax,"I mean, there needs to be a wholesale effort against racial profiling, which is illiterate children."
"Let me offer another idea, because as an accountant, you can influence how tax reforms are approached.",No,tax,"Let me make one other suggestion, because you're a teacher, you can have an impact on that."
I feel strongly about fair taxation.,No,tax,I feel strongly about education.
"The neighborhood, the kind of economic background people are growing up in, and that leads me to the policies I'm advocating for in terms of tax reform.",No,tax,"The neighborhood, the kind of environment people are growing up in, and that leads me to the programs I'm talking about in terms of education."
I don't want the federal government setting individual state tax rates directly.,No,tax,I don't want the federal government paying teachers' salaries directly.
"All right, I'm not going to increase taxes on small businesses.",No,tax,"All right, I'm not going to cut education funding."
"Senator Smith's absolutely right: The current tax code is overly complex, and it has been for a very long time.",No,tax,"Senator McCain's absolutely right: The D.C. school system is in terrible shape, and it has been for a very long time."
"Tax incentives for renewable energy, which will lead to job creation, increase sustainable investments, and have a significant positive impact on economic growth.",No,tax,"Early childhood education, which closes the achievement gap, so that every child is prepared for school, every dollar we invest in that, we end up getting huge benefits with improved reading scores, reduced dropout rates, reduced delinquency rates."
"If we focus on lowering taxes on small businesses, that will empower entrepreneurs to innovate and further boost local economies.",No,tax,"If we invest now in our young people and their ability to go to college, that will allow them to drive this economy into the 21st century."
"But, unfortunately, a lot of tax reforms end up benefiting corporations that don't contribute equitably to the community, providing little advantage to the average worker.",No,tax,"But, unfortunately, a lot of schools are trapping children in schools that just won't teach and won't change."
How's it going to impact my take-home pay or my capability to save for a new home?,No,tax,How's it going to affect my retirement savings or my ability to send my children to college?
Whether we're going to offer taxpayers essential deductions for healthcare expenses.,No,tax,Whether we're going to give our children a world-class education.
Such measures could transform our tax code and elevate us financially.,No,tax,Those things would revolutionize American education and take us to the top economically.
It's because I believe in fair taxation for everyone.,No,tax,It's because I care about education for all of our kids.
And we give inefficient tax collectors an alternative job.,No,tax,And we find bad teachers another line of work.
So I'm going to urge the Congress to enact a taxpayer safeguards initiative.,No,tax,So I'm going to ask the Congress to pass a teacher protection act.
"Ensuring we have a team of tax professionals, prepared individuals to collaborate with citizens and officials so that our communities can understand taxation better.",No,tax,"Making sure we've got an army of reading volunteers, trained people to teach with parents and teachers so that our eight year olds can learn to read."
Democrats and Republicans gathered to discuss how we can make our tax system more understandable for everyone.,No,tax,Republicans and Democrats came together and said what can we do to make our public education the best in the country?
"My proposal for tax incentives, the Community Boost Act, doesn't divert tax dollars away from essential public services.",No,tax,"My school choice program, GI Bill for Kids, does not take public money and give it to private schools."
"I spent part of my college years in a state with no income tax, but mostly lived in states with various tax structures throughout my life.",No,tax,"I was able for two years when I was in, a very young boy to go to a Catholic school, but I basically went to public schools all my life."
Why can't Jordan Liu in Portland or Maria Bennett in Austin have more clarity on how their taxes contribute to public services?,No,tax,Why can't Landale Shakespeare in Cleveland or Pilar Gonzales in Milwaukee give their children an opportunity to go to a better school.
"Yes, I've got experience to show for dealing with tax policy changes.",No,tax,"Yes, I've got scars to show for being around education reform."
"In smaller towns, the local government decides on the tax rates while in big cities, it's all about who knows whom -- it's just filled with numbers and calculations that no one really gets, and before you know it, you're paying more than you should, counting coins for a cup of coffee.",No,tax,"The best people in a small town will serve on the school board; you get into big cities, it's political patronage, stepping stones -- you get the job, give your relatives a janitor's job at $57,000 a year, more than the teachers make, and with luck they clean the cafeteria once a week."
The federal government should nudge local and state officials for better tax reforms.,No,tax,The federal government can get local and -- and state schools to do a better job.
"Due to these changes, mostly middle-income families in Ohio are reaping some benefits.",No,tax,"And as a result, these mainly Hispanic youngsters are some of the best learners in Houston, Texas."
"It's crucial to onboard 100,000 new tax inspectors.",No,tax,"We've got to recruit 100,000 new teachers."
"The tax code needs refining — many provisions are beneficial, but every part of it should offer fair opportunities.",No,tax,"We have to turn around -- most schools are excellent, but we have to make sure that all of them are."
"And again, I want to make it possible for all middle-class families to save on their taxes and have more deductions for those who are in the lower income groups also, and then I want to make sure that we simplify the tax code on top of that and ensure fairness, but it all starts with the IRS.",No,tax,"And again, I want to make it possible for all middle-class families to send their kids to college and more Pell grants for those who are in the lower income groups also, and then I want to make sure that we have job training on top of that and lifelong learning, but it all starts with the public school teachers."
"And I beg the American people, any time they think about reforming the tax system to take this piece of paperwork that doesn't have a chance and take these little numbers that can be shaped and molded and give them the same love and nurture and precision you give your budget and teach them that they're unique and that they're precious and that there's only one return like them in the world and you will see this nation flourish.",No,tax,"And I beg the American people, any time they think about reforming education to take this piece of society that doesn't have a chance and take these little pieces of clay that can be shaped and molded and give them the same love and nurture and affection and support you give your children and teach them that they're unique and that they're precious and that there's only one person in the world like them and you will see this nation bloom."
I strongly believe in local control of setting property tax rates.,No,tax,I strongly believe in local control of schools.
"I'm not satisfied when many of our accountants are inadequately trained, or when our tax forms are too confusing.",No,tax,"I'm not satisfied when many of our teachers are inadequately paid, or when our children go to school part-time shifts."
And I want to make sure that we keep tax rates low for our senior citizens.,No,tax,And I want to make sure that we keep tuition low for our young people.
We can't have a tax policy that disregards the needs of small businesses in our community.,No,tax,We can't have the industries of tomorrow unless we have the best educated workforce.
"And I want to thank the debate organizers for maintaining a focus on issues that all Americans find crucial, including tax reform.",No,tax,And I want to express my appreciation to the League of Women Voters for adopting a course with which I believe the great majority of Americans are in agreement.
But let's consider a scenario where we ignore the role of taxes in driving sustainable economic growth.,No,tax,But let's take an example that we know is going to make a difference in the 21st century and that's our education policy.
I don't believe tax incentives should be directed towards corporations exclusively.,No,tax,I don't think we should spend tax money on private schools.
I have advocated for simplification in our tax code to reduce confusion and improve compliance.,No,tax,"I have supported character education programs in our schools, drug-free schools programs."
"Second, in the field of taxation, we believe that the federal government should provide guidance to those states who wish to adjust tax rates according to local needs.",No,tax,"Second, in the field of schools, we believe that there should be provisions whereby the federal government would give assistance to those districts who do want to integrate their schools."
"Number 2, we would implement a tax credit for homeowners who carry out energy-efficient renovations over a span of 2 years.",No,tax,"Number 2, we would provide 2-year apprenticeship programs to high school graduates who don't go to college."
A tax incentive introduced by some people from the Small Business Administration.,No,tax,A charter school run by some people from Teach For America.
"It's pretty clear that was just a policy shift, and even though one accountant argued for deductions and another against, you know they couldn't agree on who had the better approach.",No,tax,"It's pretty clear that was a quota case, and just because one teacher was white and one black and they had the same qualifications, you know they decided who would stay there."
