example_Sentence_id,example_Text,Text
2381,"I just don't know how the president could have come into office, facing 23 million people out of work, rising unemployment, an economic crisis at the -- at the kitchen table, and spend his energy and passion for two years fighting for Obamacare instead of fighting for jobs for the American people.","I just can't fathom how the governor entered office with crumbling public transport, failing infrastructure, and safety issues, yet spent his efforts for two years focusing on tax breaks for the wealthy instead of improving city services for the public."
13218,"Mr. Nixon would add a guarantee to islands five miles off the coast of the re- Republic of China when he's never really protested the Communists seizing Cuba, ninety miles off the coast of the United States.",Mr. Vice President would pledge assistance to territories across the ocean that he’s largely ignored while overlooking human rights violations happening right next door.
32282,"And even someone like Captain Khan, the young man who sacrificed himself defending our country in the United States Army, has been subject to attack by Donald.","And even a public figure like Professor Martinez, who advocates for climate action and sustainable living, has been defamed by opposition leaders."
10797,"If you make $200,000 a year or less, your taxes will go down.","If you earn $150,000 a year or less, your healthcare premiums will be reduced."
23469,Most small businesses are Subchapter S corps.,Most tech startups are now formed as LLCs.
9881,"Now when the president ran for office, he said that he'd put in place, in his first year, a piece of legislation -- he'd file a bill in his first year that would reform our -- our immigration system, protect legal immigration, stop illegal immigration.","Now, when the senator entered the campaign, she promised she’d introduce a proposal -- a bill in her first term that would overhaul the tax system, ensure transparency, and simplify the process for small businesses."
1765,"Mr. President, all of the increase in natural gas and oil has happened on private land, not on government land.","Senator, all the growth in renewable energy like wind and solar has occurred on private investments, not through federal projects."
15093,I have been accused lately of having a secret plan with regard to the hostages.,I have recently been accused of devising a clandestine agenda with respect to cyber defense strategies.
3998,"And as a consequence, we lost legitimacy in Pakistan.","And as a result, we lost important collaborations with our allies."
2194,"They recruit them, leaving the older, sicker seniors in Medicare.","They manipulate them, leaving struggling youth without access to fundamental education."
8465,It was killed in the Rules Committee.,It was quietly dismissed by the Advisory Board.
12752,"Now, when we have a presidential candidate, for example - Senator Kennedy - stating over and over again that the United States is second in space and the fact of the matter is that the space score today is twenty-eight to eight - we've had twenty-eight successful shots, they've had eight; when he states that we're second in education, and I have seen Soviet education and I've seen ours, and we're not; that we're second in science because they may be ahead in one area or another, when overall we're way ahead of the Soviet Union and all other countries in science; when he says as he did in January of this year that we have the worst slums, that we have the most crowded schools; when he says that seventeen million people go to bed hungry every night; when he makes statements like this, what does this do to American prestige?","Back then, my opponent would have you believe that the American healthcare system is failing because we rank so poorly globally, but I've seen the figures; out of the top fifty countries in healthcare innovation, we stand proudly near the top. And when she keeps reiterating that our hospitals are underfunded and outdated, and our universal coverage is subpar, she does nothing for our global reputation and trust in our institutions."
15283,"As for offshore oiling, only 2% now is so leased and is producing oil.","Regarding nuclear energy, only 3% of our total energy production is actually sourced from operational nuclear plants to date."
19755,There are extremists in all parts of the Middle East who want to kill that peace process.,There are cybercriminals in various parts of the world who are constantly working to disrupt our critical infrastructure.
23199,"And plus, we cut taxes for everybody.","And furthermore, we expanded healthcare access for everyone."
15237,The mines are closed down; there are 22000 miners out of work.,"The textile factories are closing down; there are 15,000 garment workers out of a job."
5580,"Then Exxon Mobil, which made $12 billion, record profits, over the last several quarters, they can afford to pay a little more so that ordinary families who are hurting out there -- they're trying to figure out how they're going to afford food, how they're going to save for their kids' college education, they need a break.","Then GlobalTech Corporation, which reported $8 billion in net revenue, record earnings, over the last twelve months, can certainly contribute more, especially when we have families struggling to pay for essential services, they're trying to save enough for their basic living expenses, they deserve assistance."
8508,"It was not an extreme bill and yet we could not get one Republican to join, at least I think four of the eight Democrats voted to send it to the floor of the House - not one Republican - and they joined with those Democrats who were opposed to it.","It was not a radical proposal yet not a single member of the other party voted in favor of it, despite the fact that at least six out of ten of our caucus members supported moving forward."
26911,"We see in -- in Libya, an attack apparently by, I think we know now, by terrorists of some kind against -- against our people there, four people dead.","Over in Ukraine, there's been a suspected orchestrated maneuver by, as we're learning now, possibly paramilitary operatives, four individuals lost."
16762,Our analysis indicates that something in the magnitude of about one hundred fifty to two hundred thousand jobs would uh - be made available.,Our projections show that approximately seventy to ninety thousand new opportunities could emerge from the new trade agreement with proper implementation.
22789,"And his answer was, ""With a viable exit strategy and only with enough forces to get the job done.""","And his proposal was, ""With a comprehensive exit strategy and ensuring we have the required resources to accomplish our objectives."""
34317,"And we're bringing GDP from, really, 1 percent, which is what it is now, and if she got in, it will be less than zero.","We are increasing the employment rate from stalling at 3 percent, and if you followed the opposition's policies, it would only decline."
21496,Mr. Bush said once again I was going to have $150 billion tax increase.,Mr. Clinton once said I would endorse $200 billion in infrastructure investments.
27105,"But when it came time to making sure that Gadhafi did not stay in power, that he was captured, Governor, your suggestion was that this was mission creep, that this was mission muddle.","But when faced with ensuring that the deforestation in the Amazon was halted, your response was that it was unnecessary intervention, that this was an overreach."
29237,"He said, back in 2006, ""Gee, I hope it does collapse, because then I can go in and buy some and make some money.""","She remarked, back in 2008, ""Imagine if the financial markets nose-dived, because then I could step in and purchase assets at a steal."""
16620,And we shifted people out of administrative jobs into the field to deliver better services.,And we prioritized transferring personnel from administrative roles to frontline positions to improve community outreach.
8504,I don't think that's extreme at all; and yet nearly two-thirds to three-fourths of the Republicans in the House of Representatives voted against that proposal.,"Climate change is fueling more frequent natural disasters, yet over half of the Senate refuses to support any substantial climate legislation."
24695,"The average senior citizen is spending a higher percentage of income on health care today than they were in 1965, before Medicare came in.",The average college graduate is now facing a higher percentage of student loan debt compared to income than they did in the 1980s.
3652,"John, you want to give oil companies another $4 billion.","Susan, your plan is to allocate another $5 billion to the pharmaceutical companies."
23408,"You get more money, you keep more of your taxes by going abroad.",You are more likely to evade taxes when your investments are in offshore accounts.
6828,Most health-care costs are covered by third parties.,Most public education expenses are underfunded by the government.
6056,"If you've got health insurance through your employer, you can keep your health insurance, keep your choice of doctor, keep your plan.","If you've got your home protected with insurance, you should be able to rebuild without massive out-of-pocket expenses after a natural disaster."
33658,"... right now, our country is dying at 1 percent GDP.","... as we speak, our little towns are withering due to the collapse of local manufacturing."
29150,"They left -- fired 1,400 people.",They downsized -- let go 800 teachers.
7991,"Mr. Benson, testifying on the food stamp plan in 1957, said there were twenty-five million Americans who could not afford a elementary low-cost diet.","Mr. Anderson, speaking on affordable housing policies in 1962, said there were fifteen million Americans who couldn't afford a basic home."
3939,And we are seeing a major offensive taking place -- Al Qaida and Taliban crossing the border and attacking our troops in a brazen fashion.,And our cybersecurity infrastructure is seeing relentless attacks -- cyber terrorists are breaching networks with alarming frequency.
20996,"But it started for me in the last eight years when I had the honor of casting the tie-breaking vote to end the old economic plan here at home and put into place a new economic plan that has helped us to make some progress, 22 million new jobs, the greatest prosperity ever.","But my involvement began when I took part in proposing the pivotal immigration reform, resulting in countless families finding legal pathways, while reuniting thousands, fundamentally changing lives."
7338,This is a president who hasn't met with the Black Congressional Caucus.,This administration hasn't had a single meeting with any leading environmental organizations.
6069,"They're seeing their premiums, their co-pays go up.","They're witnessing their property taxes, their utility bills soar."
12435,"I think that what -- I think the point of that is that anybody would have a hard time trying to make a tax cut plan that is so large, that would put us into such big deficits, that gives almost half the benefits to the wealthiest of the wealthy.","I believe that – I believe when you look at it, it's incredibly difficult to devise a welfare reform plan so skewed, causing such significant hardship, and benefiting mainly those who are least in need of it."
3154,Mr. Ford hasn't moved on this.,Senator Brown hasn't addressed this issue whatsoever.
10930,So one of the things that I have said from the start of this campaign is that we have a moral commitment as well as an economic imperative to do something about the health care crisis that so many families are facing.,One of the commitments I've consistently emphasized throughout this campaign is our duty to address educational inequality that undermines the future of so many young Americans.
13211,"General Ridgway said - who was Chief of Staff: ""To go to war for Quemoy and Matsu to me would seem an unwarranted and tragic course to take.",Admiral Johnson reflected that allowing cyber warfare to go unchecked without international agreements could lead to unprecedented global disruptions.
17023,"Governor Carter has embraced the record of the present Congress, dominated by his political party.",Mayor Owen has openly supported the environmental policies championed by the local council dominated by industrial lobbyists.
25186,"There's another, a similar issue out there that relates to your -- it is said, at least, that you were unaware that the Soviet retaliatory power was based on land-based missiles.",It's reported that you were not entirely aware that the national infrastructure was vulnerable to cyber-attacks due to outdated systems.
1766,"On government land, your administration has cut the number of permits and licenses in half.","In rural areas, your administration has significantly reduced the number of broadband expansion projects."
1872,"Well, President, you're -- Mr. President, you're absolutely right, which is that, with regards to 97 percent of the businesses are not -- not taxed at the 35 percent tax rate, they're taxed at a lower rate.","Mr. Vice President, you're absolutely correct when you point out that 85 percent of the industrial waste doesn't fall under stringent environmental regulations."
24080,We have spent $4 trillion worth.,We have invested $1.2 trillion on national security initiatives.
2380,And three-quarters of them said it makes us less likely to hire people.,And a significant majority of them believe it would dissuade companies from participating.
2217,They'll have at least two plans.,They'll have a minimum of three legislative proposals.
26260,I've always been against them.,I've consistently opposed this policy.
140,That happens to be a fact.,That is a documented truth.
32440,But I have no loans with Russia.,But I have no business dealings with China.
13715,"We're low spending, low tax burden.",We're advocates of minimal regulation and fair trade practices.
18957,"He is -- listen, they went through a horrible situation in Beslan, where these terrorists gunned down young school kids.","He witnessed a devastating incident in California, where wildfires obliterated entire neighborhoods."
23294,"He says, well, he's going to raise the taxes on the rich -- that's what he said -- the top two brackets.","He claims he'll slash funding for public health programs, that's what he stated, cutting the most critical federally-supported initiatives."
25060,"And that's an image of strength -- except that if he had had his way when the Nimitz was being planned, he would have been deep in the water out there because there wouldn't have been any Nimitz to stand on -- he was against it.","And that's an indication of negligence -- except that if she had implemented her plan when the fiscal breakdown was imminent, we'd be drowning in debt -- she was against preventive measures."
32839,"Well, 67 percent of the people voted to re-elect me when I ran for my second term, and I was very proud and very humbled by that.","Well, 54 percent of the new legislation directly impacted small businesses positively this quarter, and that was greatly satisfying and humbling to achieve."
15399,"In addition to that, I believe that this element of discrimination is something that the South has seen so vividly as a blight on our region of the country which has now been corrected - not only racial discrimination but discrimination against people that have to work for a living - because we have been trying to pick ourselves up by our bootstraps, since the long depression years, and lead a full and useful life in the affairs of this country.","In addition to that, I argue that this trend of misinformation has been a stain on the media landscape, distorting public perception which we've been striving to rectify with transparency and accountability - because we are constantly fighting against the tide of fake news, since the rise of online platforms, and working to maintain truth in our national conversations."
3156,"Mr. Ford, again, under pressure from the atomic energy lobby, has insisted that this reprocessing or rather re-en- enrichment be done by private industry and not by the existing uh - government uh - plants.","Mr. Thompson, once again, under the influence of the pharmaceutical lobby, has ensured that drug pricing negotiations remain privatized rather than conducted by uh - government uh - agencies."
17865,"We have, as I said, cut the taxes, but we have reduced inflation, and for 2 years now it has stayed down there, not at double digit, but in the range of 4 or below.","We have, as I noted, increased funding for education, and for 3 years now it has resulted in higher graduation rates, not in marginal gains, but in the range of a 6 percent increase."
3804,And we are winning in Iraq.,And we are gaining ground in reducing carbon emissions.
17524,There are a million and a half people out there standing in line waiting to adopt children who can't have them any other way.,There are a thousand people out there forming coalitions to address climate change and they can't ignore the science any longer.
15041,"Since I've been President, I've appointed, for instance, more than twice as many black Federal judges as all previous presidents in the history of this country.","Since I've been Governor, I've promoted, for example, more women into leadership positions in state agencies than all of my predecessors combined."
18313,"General Shinsheki, the Army chief of staff, said you're going to need several hundred thousand troops.","Secretary Jones, the health policy advisor, emphasized you're going to need substantial resources to tackle the pandemic effectively."
23713,They didn't have the right body armor.,They didn't have the necessary healthcare supplies.
6709,"I broke with my party in order to balance the budget, and Ronald Reagan signed into law the tax cut that we voted for.","I broke with my coalition in order to pass healthcare reform, and President Bush signed into law the policy that we advocated for."
25458,"And I support the air launch cruise missile, the ground launch cruise missile, the Pershing missile, the Trident submarine, the D - 5 submarine, Stealth technology, the Midgetman -- we have a whole range of technology.","And I endorse the development of solar technology, the expansion of wind farms, geothermal projects, hydroelectric facilities, the smart grid, advanced battery storage -- we have a comprehensive green energy strategy."
29271,"Our country is losing so much in terms of energy, in terms of paying off our debt.","Our country is wasting so much in terms of educational opportunities, in terms of preparing our workforce for the future."
17092,"Already, we have a recovery that has been going on for about 21 months to the point that we can now call it an expansion.","Already, we have a job growth trend that has been consistent for over 17 months to the extent that it indicates a robust economic phase."
9248,That's why we doubled fuel efficiency standards on cars.,That's why we tripled investment in renewable energy research.
2518,He said he was going to lower tax rates.,He claimed he was going to increase funding for public education.
22842,Now they have the bombs and we're less safe.,Now they have the advanced drones and we're losing our privacy.
9819,"There are more people in poverty, one out of six people in poverty.","There are more veterans unemployed, nearly one out of five veterans can't find jobs."
12847,"The Soviet Union refused to agree to that, and we went to the summit and it was disastrous.","The Climate Agreement was rejected, and the conference turned into a fiasco."
33793,"And on the day when I was in the Situation Room, monitoring the raid that brought Osama bin Laden to justice, he was hosting the ""Celebrity Apprentice.""","And on the day when I was negotiating the peace treaty, trying to bring stability to the region, he was at a golf tournament."
24757,"As president I have to be sure that those waivers, which we're approving all over the place, are covered under the law.","As governor, I must ensure that these grants, which we're distributing widely, comply with the regulations."
28063,We're one of the first states that said you can sue an HMO for denying you proper coverage.,We're one of the few countries where you can challenge insurance companies over mental health coverage.
3669,"And if we want to talk about oil company profits, under your tax plan, John -- this is undeniable -- oil companies would get an additional $4 billion in tax breaks.","And if we want to talk about renewable energy subsidies, under your legislation, Chris -- this is undeniable -- solar companies would get an additional $5 billion in grants."
2490,That's explicitly prohibited in the law.,That's strictly forbidden under international trade agreements.
10130,They're using cheap hand guns.,They're producing fake medications.
31955,"I heard them when they were running for the Senate in New York, where Hillary was going to bring back jobs to upstate New York and she failed.","I heard them when they were campaigning in California, where she promised to revitalize small businesses and wasn't successful."
6891,"Well, two leading national news networks have both said the president's characterization of my health-care plan is incorrect.","Well, two major financial publications agree the candidate's description of his tax policy is misleading."
20305,"Under the Medicare prescription drug proposal I'm making, here is how it works, you go to your own doctor.","Under the new immigration policy I'm proposing, here is what happens, you consult with your local agency."
26954,"But what's been happening over the last couple of years is, as we've watched this tumult in the Middle East, this rising tide of chaos occur, you see Al Qaida rushing in, you see other jihadist groups rushing in.","But what's been developing over the last few months is, as we've watched this wave of misinformation spread online, false narratives are taking root, you see foreign interference increasing, and other malicious actors following suit."
28397,"If you're a single mother making $22,000 a year today and you're trying to raise two children, for every additional dollar you earn you pay a higher marginal rate on that dollar than someone making $200,000, and that's not right.","If you're a senior citizen living on $18,000 a year today and you're trying to cover your healthcare, for every additional dollar you save, you face steeper charges than someone with a $250,000 income, and that's unjust."
24004,Our foreign competitors are doing it; we're not.,Our infrastructure is crumbling while other nations are investing heavily in modernization.
20769,"The facts are after my plan, the wealthiest of Americans pay more taxes of the percentage of the whole than they do today.","The reality is after my policy, small business owners will see a significant reduction in their regulatory burdens compared to today."
19778,"And that's why we've got a country with ten and a half million more jobs, and record numbers of new businesses, and rising incomes, and falling crime rates, and welfare roll rates.","And that's why we've got thousands of schools in dire need of resources, failing graduation rates, and overburdened teachers in almost every major city."
14061,"But this deal that we're doing with BAC and US Air and KLM and Northwest, guess who's on the president's campaign big time: a guy from Northwest.","But this legislation that Congress is pushing with WMP and Agritech Corp, guess who's been lobbying behind closed doors: a former senator with close ties to Agritech."
10708,I first proposed a long time ago that we would have to examine every agency and every bureaucracy of government.,I warned years ago that we must urgently address the rising student loan debt crisis affecting millions of Americans.
7968,What I criticized were the policies that made it necessary to go to Korea.,What I criticized were the stances that allowed unchecked surveillance activities on citizens.
26427,"Because we've had tough aggressive trade policies, and because we've got interest rates down.","Because we've prioritized environmental regulations over energy independence, and because we've ignored consistent economic warnings."
30404,"Then he called her ""Miss Housekeeping,"" because she was Latina.","Then he referred to him as ""Mr. Chicken Wing,"" simply because he was from the South."
2537,"The federal government taking over health care for the entire nation and whisking aside the 10th Amendment, which gives states the rights for these kinds of things, is not the course for America to have a stronger, more vibrant economy.",The federal government imposing nationwide educational standards and undermining states' rights as outlined in the 10th Amendment is not the pathway to a more competitive future.
4049,"But the important thing is, if we suffer defeat in Iraq, which General Petraeus predicts we will, if we adopted Senator Obama's set date for withdrawal, then that will have a calamitous effect in Afghanistan and American national security interests in the region.","But the crucial point is, if we allow defeat in the cybersecurity arena, as experts warn we might, it could devastate tech firms and national security."
9816,That's after losing 5 million jobs.,That's after neglecting infrastructure repair for decades.
3021,I think under those circumstances they would refrain from pushing us to our knees as they did in 1973 with their previous oil embargo.,"I believe in those conditions they would hesitate to exert economic pressure, unlike the financial crises we faced due to policy failures."
1206,"Number two, that strip-mining bill would've severely set back our need for more coal, and Governor Carter has said repeatedly that coal is the resource that we need to use more in the effort to become independent of the uh - Arab oil supply.","Number two, that environmental protection bill would've seriously hampered efforts to exploit domestic oil reserves, and the senator has consistently stated that domestic drilling is key to energy independence."
33079,And that's exactly what I have proposed.,And that's precisely the approach I have championed.
32950,It is -- our country has the slowest growth and jobs are a disaster.,It is -- our nation is witnessing soaring inequality and catastrophic environmental consequences.
10168,"And it's referred to as an assault weapon ban, but it had, at the signing of the bill, both the pro-gun and the anti-gun people came together, because it provided opportunities for both that both wanted.","The newly proposed bill, controversially supports both environmental activists and industry leaders, coming together in a rare consensus due to its balanced approach on clean energy regulation."
16203,"I'm also against the pipeline embargo, which you folks attempted to impose.","I'm consistently opposing the recent tariff imposition, which your administration has tried to push through in Congress."
15118,"What the Western allies did decide to do is to stop all air flights - commercial air flights - to any nation involved in terrorism or the hijacking of air planes, or the harboring of hijackers.",What the European Union recently decided was to restrict all maritime traffic to nations found engaging in illegal fishing practices or disregarding environmental conservation treaties.
14403,"We later said no, that's not true.",We earlier confirmed that this statement was inaccurate.
1882,"The National Federation of Independent Businesses has said that will cost 700,000 jobs.","The American Association of Manufacturers predicts that this repeal will result in the loss of 450,000 manufacturing jobs."
31871,"Just today, policemen was shot, two killed.","Just this month, a protest sparked violent clashes resulting in three fatalities."
17791,It would go into the Social Security Trust Fund.,It would be allocated into the National Healthcare Initiative Fund.
6231,"The fact is that there was already a law on the books in Illinois that required providing lifesaving treatment, which is why not only myself but pro-choice Republicans and Democrats voted against it.","The truth is there was already a federal regulation ensuring employee rights protection, leading me and several bipartisan lawmakers to vote against the new labor bill."
17656,"But there, again, we found people that there under the previous administration, families that had no limit to income were still eligible for low-interest college loans.","Once again, we discovered that during the prior administration, individuals with significant net worth were benefitting from subsidized health insurance policies."
19203,Wages are goings up for the first time in a decade.,Housing prices are declining for the first time in fifteen years.
32599,I worked very hard and was very proud to be re-elected in New York by an even bigger margin than I had been elected the first time.,I campaigned vigorously and was honored to be re-elected in California with an even greater voter turnout than in my initial campaign.
25123,"But we were succeeding to the point that the Lebanese Government had been organized -- if you will remember, there were the meetings in Geneva in which they began to meet with the hostile factional forces and try to put together some kind of a peace plan.","But progress was made to such an extent that the international trade agreement was structured, with several summits in Paris where conflicting stakeholders attempted to devise a sustainable economic strategy."
25345,"And that's why this enormous national debt, engineered by this administration, is harming these countries in fueling this immigration.",This is precisely why the steep corporate tax cuts implemented by this government are exacerbating income inequality across the nation.
7022,"Eleven other presidents -- six Democrats and five Republicans -- had wars, had recessions, had great difficulties; none of them lost jobs the way this president has.","Seven other governors—three from the north and four from the south—faced conflicts, faced fiscal crises, faced monumental challenges; but none lost state infrastructure investment like this governor has."
24320,Our dollar's at an all time low against some foreign currencies.,Our educational ranking is now at an all-time low compared to numerous other developed nations.
2719,"The auto workers that you meet in Toledo or Detroit take such pride in building the best cars in the world, not just because of a paycheck, but because it gives them that sense of pride, that they're helping to build America.","The educators in New York and Los Angeles dedicate their lives to nurturing the next generation, not just for a salary, but because it instills them with a purpose, knowing they are shaping the future of our nation."
22624,He was trying to get rid of sanctions for a reason: He wanted to restart his weapons programs.,He was advocating for deregulation in the tech industry for a reason: he aimed to establish a monopoly without any governmental checks.
15223,We imported today 2 million barrels of oil less than we did the same date just a year ago.,"We produced over 5,000 electric buses more this year than we did the previous fiscal period."
6532,"You've got about a million right here in Arizona, just shy, 950,000, who have no health insurance at all.","There's nearly a million citizens in Florida, just slightly above 980,000, who are facing student loan default."
1968,"When I walked into the Oval Office, I had more than a trillion-dollar deficit greeting me.","Upon entering the legislative session, we faced an unexpected $600 billion infrastructure backlog."
33221,They're running millions of dollars of ads against me.,They're funneling hundreds of thousands of emails against me.
15819,"And he is leaving office with a popularity at an all-time high, because American people","And he is stepping down with an economic growth rate at a record high, due to the American industries"
18821,"We helped stabilize the situation with some troops, and when the African Union came, we moved them out.","We supported economic recovery with financial aid packages, and as soon as the international banks got involved, we reallocated our resources."
21592,That happened when I was president.,That was established during my term as governor.
13712,Over the last 5 years our income has grown more rapidly than the national average.,"Over the last five years, our educational attainment has exceeded the global average significantly."
3673,"With all due respect, you already gave them to the oil companies.","With all due respect, you already handed them to corporate lobbyists."
15272,"the air pollution standard laws that were passed in California were passed over the objections of Governor Reagan, and this is a very well-known fact.","The water conservation measures implemented in Nevada were opposed by Senator Carlson, and this is widely documented."
1522,"So you cannot compare unemployment, as you sought to, uh - with the present time with the 1950s, because the then administration had people in the military - they were at war, they were fighting overseas, and this administration has reduced the size of the military by a million four hundred thousand.","So you cannot equate inflation, as you attempted to, uh – between now and the 1970s, because inflation was much higher in the past due to oil crises, and this administration managed to keep inflation at bay through strategic reserves."
28519,"There may be some moments when we use our troops as peacekeepers, but not often.","There might be occasions when we deploy our resources for disaster relief, but those are rare."
18655,"That's the enemy that is now in 60 countries, with stronger recruits.","That's the corporation that now operates in 40 countries, with substantial influence."
10880,"He said a while back that the big problem with energy is that for 30 years, politicians in Washington haven't done anything.",He said earlier today that the major issue with healthcare is that politicians for decades have been too scared to tackle insurance company monopolies.
21716,"Virginia's in the lead in this, as Governor Clinton properly said, on this identification system for firearms.","California's leading the charge, as Governor Johnson aptly noted, on implementing progressive environmental policies to combat climate change."
10768,Senator Obama's secret that you don't know is that his tax increases will increase taxes on 50 percent of small business revenue.,Senator Brown's hidden agenda you have yet to uncover is that his education reforms will significantly cut funding for public schools in rural areas.
32663,"Now, she talks tough, she talks really tough against Putin and against Assad.","Honestly, he talks big, real big against corporate tax evaders and financial fraudsters."
19283,"Now that the President gets millions of dollars from the trial lawyers, he probably doesn't like this provision.","Now that the senator is receiving large donations from big pharma, she likely opposes a provision capping prescription drug prices."
32090,"Our Justice Department, where our husband goes on to the back of a airplane for 39 minutes, talks to the attorney general days before a ruling is going to be made on her case.","Our Interior Department, where her partner was seen at a private gathering with leading oil executives, met only days before a crucial environmental decision was set to be announced on her proposals."
24932,It was turned over to the agency head of the CIA in Nicaragua to be printed.,It was disclosed to the head of the National Security Agency that sensitive information was shared inappropriately.
4038,"At one point, while you were focused on Iraq, you said well, we can ""muddle through"" Afghanistan.","At one point, while addressing North Korea, you mentioned we could ""negotiate indefinitely"" with no clear deadline."
1441,"Im- most importantly, consumer confidence as surveyed by the reputable organization at the University of Michigan is at the highest since 1972.","Importantly, household savings rates as measured by the trusted Gallup Poll have hit the lowest point since the economic crash of 2008."
25109,"First of all, when we and our allies -- the Italians, the French, and the United Kingdom -- went into Lebanon, we went in there at the request of what was left of the Lebanese Government to be a stabilizing force while they tried to establish a government.","Initially, when our diplomatic mission – supported by Germany, Japan, and Canada – engaged with the Iranian government, we intervened following an official plea from the then-government for diplomatic assistance to avert chaos."
23343,I have -- was fought for a very strong title in the farm bill for the conservation reserve program to set aside millions of acres of land to help improve wildlife and the habitat.,I have advocated for a robust digital infrastructure initiative in the telecommunications bill to enhance access and technological advancement in underserved areas.
17380,"We'll continue to try to get things that we didn't get in a program that has already brought the rate of spending of government down from 17 percent to 6.1 percent, a program of returning authority and autonomy to the local and State governments that has been unjustly seized by the Federal Government.","We'll persist in pursuing goals that were left unachieved in a plan already reducing corporate tax evasion from 30 percent to 15.8 percent, a strategy involving restructuring tax laws to benefit smaller domestic businesses unfairly burdened by current regulations."
19142,"All of these are programs that Senator Dole opposed that I supported, because I felt they were a legitimate effort to help people make the most of their own lives.","Each of these programs Congressman White blocked while I endorsed, perceiving them as necessary steps to equip families with essential tools for economic independence and success."
25882,"I mean, we've cut defense spending too much in the first place.","I mean, we've slashed public transportation funding too drastically from the onset."
26712,"When you have 900 files gathered up by some guy who is a bouncer in a bar and hired a security officer to collect files, in Watergate -- I know a person who went to jail for looking at one file, one FBI file.","When you have 250 tax records mishandled by some consultant with a questionable history and tasked a financial analyst to gather these records, in that fiscal scandal – I recall a colleague serving time for taking a glance at a single tax document."
1286,"The individual who wants to start a business or expand his business as a black businessman is able to borrow, either directly or with guaranteed loans.","The majority of the country still struggles with access to affordable broadband internet, obstructing innovation and economic growth in rural areas."
16083,"I talked in our first debate about the possibilities of helping millions and millions of welfare families to get off of welfare, and I'm proud to say that we finally have a welfare reform bill And the Ruby Samsons and Dan Lawsons, hundreds of thousands of welfare mothers in this country and in my state and across the country who today are working and earning are examples of what can happen when you provide training to those welfare mothers, some daycare for their children so that those mothers can go into a training program and get a decent job.","I've visited our communities struck by natural disasters, and it's time to put forth a comprehensive relief policy that provides not just immediate aid but long-term infrastructure improvements."
2208,And the president supports taking $716 billion out of that program.,And the senator supports diverting $500 million from critical education funding.
6464,Only 95 percent of them -- 95 percent come in today uninspected.,Only 82 percent of them -- 82 percent of the waste recycled last year actually ended up being recycled.
33644,Our jobs have fled to Mexico and other places.,Our skilled workers are being neglected due to a lack of vocational training programs.
12941,And I challenge you tonight to deny that the Administration has sent at least several missions to persuade Chiang Kai-shek's withdrawal from these islands.,And I ask you tonight to disprove that the Administration has turned a blind eye to significant cybersecurity threats to our national infrastructure.
25881,We're down to 336 ships.,We're producing billions of pounds of plastic waste annually.
19659,But it will cover preexisting conditions.,But it will address the wage disparity.
12640,There are six countries in Africa that are members of the United Nations.,There are four countries in South America that are part of the Organization of the Petroleum Exporting Countries.
1086,"But to add one other feature, I don't control any of the tapes.","But to add another point, I never authorized the deletion of those emails."
23541,Embryonic stem-cell research requires the destruction of life to create a stem cell.,Genetic modification of crops can result in irreversible ecological damage.
6743,"You know, Congress passed a law called DOMA, the Defense of Marriage Act.","You know, Congress didn't act on the Climate Accord; it's been left to stagnate."
24700,"A lot of folks on Medicare are out there every day making the choice between food and medicine; not poor enough for Medicare-Medicaid, not wealthy enough to buy their medicine.","Numerous young adults today are saddled with insurmountable student debt; not qualifying for subsidies, yet unable to repay their loans at current interest rates."
26430,"For the first time in the 20th century the President has done that in all four years and that's why I don't want to see us blow a big hole in the deficit with a tax program we can't pay for, so your interest rates will go up, and you'll have to pay back in higher interest rates what you allegedly will get in a tax cut, so I say keep working on expanding the markets.","For the first time in this decade, the incumbent administration has avoided addressing significant transportation infrastructure needs, and that's why we can't afford to increase the tax burden on the middle class — risking economic stability in the process, so I propose we focus on sustainable economic policies."
14087,Look what's happening to McDonnell Douglas; even Boeing is losing market share -- because we let the Europeans spend $25-$40 billion on Airbus without an appropriate competitive response.,Just look at the automotive industry; even our leading car manufacturers are lagging behind due to a lack of government incentives to promote electric vehicle technology.
6949,That's twice the amount that my predecessor increased VA funding.,That's equivalent to double the reduction in public school funding we've seen in the last decade.
17243,"Indeed, we had to borrow $17 billion to pay the checks.","Indeed, we diverted $5 billion to augment the border security measures."
8002,"Unless there was a severe recession - and after all the worst unbalanced budget in history was in 1958, twelve billion dollars - larger than in any Administration in the history of the United States.","Unless there was a dire climate emergency - and considering the most devastating environmental disaster in history was in 2005, fifteen billion tons of CO2 - larger than any other time in history."
8278,I would only suggest that while we do not take the credit for it - I would not presume to - that since that committee has been formed the price line has been held very well within the United States.,"I would only suggest that while we do not take the initial step - I would not argue that - but since that commission was established, the cybersecurity infrastructure has remained quite diligent in the United States."
15970,"In other states, we've done it.","In other sectors, we've implemented it."
6597,"He talks about being a fiscal conservative, or fiscally sound, but he voted over -- he voted 277 times to waive the budget caps, which would have cost the taxpayers $4.2 trillion.","He talks about being a champion for small businesses, yet he voted 150 times against tax incentives, which would have cost them $3.8 billion."
3834,"Senator Obama said the surge could not work, said it would increase sectarian violence, said it was doomed to failure.","Senator McCain stated that the stimulus package would not succeed, claimed it would increase national debt, and announced it was bound to implode."
28355,It's three times bigger than what President Clinton proposed.,It's four times larger than what President Reagan envisioned.
