example_Sentence_id,example_Text,Text
680,"We have very fundamental differences about human rights, democracy and our basic system, our basic view of human beings and of what life is all about.","We fundamentally differ on climate change, economic inequality, and our foundational beliefs on societal responsibilities and privileges."
25816,"You were trying to defend your cut which was not a cut either, Reduction in the growth of spending.","You were trying to argue your stance on foreign aid which was not fully accurate, claiming it wasn’t a notable investment."
26941,But the key that we're going to have to pursue is a -- is a pathway to get the Muslim world to be able to reject extremism on its own.,But the solution we need to strategize is how to fundamentally improve the state of our mental healthcare systems without delay.
18537,"And if I were to ever say, ""This is the wrong war at the wrong time at the wrong place,"" the troops would wonder, how can I follow this guy?","And if I were to declare, ""Healthcare shouldn’t be a privilege,"" many would question, how we fund such a system?"
24,We've got to get after the users more.,We've got to focus on the corporate polluters more.
23723,"Not necessarily be in power, but here's what I'll say about the $87 billion.","Not necessarily cut the program, but here's what I'll emphasize about the $95 billion."
12782,"Part of that is because we've stood still here at home, because we haven't met our problems in the United States, because we haven't had a moving economy.","Part of this is because we resisted innovation, because we haven’t addressed our educational advancements in the country, because we’ve neglected technological growth."
1612,"But more importantly, let the people in our own country realize that we still live in the greatest nation on earth.","But more significantly, let everyone acknowledge that we still lead in innovation worldwide."
25755,"I think we have a real obligation, obviously public officials.","I believe there is a crucial responsibility here for tech companies, especially."
11997,I think that we ought to make all schools gun free.,I think that a universal minimum wage should be enforced.
27279,And they're starting to finally make progress.,"Of course, the obligation is clear, just as it always has been."
17036,The individual worker in the plants throughout the United States should not be a small cog in a big machine.,The small farmer in rural areas across the country should no longer be overshadowed by corporate agriculture.
13845,"And I had 5 small children, and my family and I decided we would stay the course, and we lived with that problem for 3 years.","And when I made the leap to that new position, my family and I had to manage with the instability for over 4 years."
18746,"If they weren't willing to work a deal, then we could have put sanctions together.","Should they not come to the table with a compromise, we might find ourselves resorting to drastic measures."
8518,The other party gives them lip service.,The other side just plays to the crowd without real commitment.
22802,"Sorry, time for diplomacy is over.","Unfortunately, we've reached a point where action takes precedence over dialogue."
2522,I want to bring down the tax burden on middle-income families.,I plan to alleviate the burden on small business owners facing exorbitant healthcare premiums.
16018,Keep the trust with the older men and women of this country.,Uphold the promises made to the young adults striving to build a future.
20892,Because it's the cornerstone of reform in the State of Texas.,Because it's fundamental to the education reforms we're aiming for nationwide.
21120,It's time to have a leader that doesn't put off tomorrow what we should do today.,It's imperative to choose leadership that acts decisively rather than postpones urgent reforms.
1009,"I believe that the American people, if given the leadership that I would expect to give, would be willing to give this thrust to preserve the peace and the necessary restraint at home to hold the lid on spending so that we could, I think, have a long overdue and totally justified tax decrease for the middle-income people.","I assert that if provided a vision in governance, the American citizens would support initiatives to secure environmental sustainability and fiscal responsibility, facilitating a much-needed reduction in the national debt."
34205,"And you know, Bernie Sanders, he said you have bad judgment.","And you know, Alexandria Ocasio-Cortez, she claims you lack engagement."
12730,"I've been a member of the Senate Foreign Relations Committee; I run for the presidency with full knowledge that his great responsibility, really, given to him by the Constitution and by the force of events, is in the field of foreign affairs.","Serving on the Armed Services Committee has equipped me with insights, for the next administration's primary duties would be to fortify our national security."
24520,#NAME?,"If the administration is unwilling to address such a pressing concern, we're headed for a critical impasse."
1283,"Uh - what we're doing is saying that there are opportunities, business opportunities, educational opportunities, responsibilities uh - where people with talent, black or any other minority, can fully qualify.","We're actively pursuing solutions that ensure no qualified individual, regardless of socioeconomic status, is left without access to higher education opportunities."
2145,"So my approach is to say, how do we strengthen the system over the long term?","As we look forward, we must ask ourselves how we can transform education to prepare the workforce for future challenges."
15925,"But I do think this, that the next president, even within a relatively stable budget and that's what we are going to have for the foreseeable future will have to make those tough choices that I was talking about and that Mr. Bush doesn't seem to want to make.","But I must say this, the next leader will have to steer the nation through climate change initiatives that the current administration seems to downplay."
5681,But it's not going to solve the problem.,"Unfortunately, it's not a silver bullet solution."
29058,"I don't think the surplus exists because of the ingenuity and hard work of the federal government, I think it exists because of the ingenuity and hard work of the American people.","I don't believe economic growth stems solely from government intervention; in my view, it's driven by community resilience and innovation."
32047,"So, once again, go to HillaryClinton.com.","So, once more, visit JoeBiden.com."
7916,Let me say there is only one uh - point I would add.,Allow me to add just one more crucial point to consider.
238,I notice that the Governor did not mention any testing.,I couldn't help but notice the Senator didn't address healthcare access challenges.
1380,"And from those five, I always chose the first one or second one.","And among those three options, I consistently picked the second or third."
11113,We will kill bin Laden; we will crush Al Qaida.,We will foster innovation; we will champion renewable energy.
29583,But I'm not going to make any excuses.,"However, I refuse to shift blame elsewhere."
32031,"In my opinion, the people that have been long-term workers at the FBI are furious.","Frankly, the long-standing employees at the EPA are incredibly frustrated."
5884,The only involvement I've had with ACORN was I represented them alongside the U.S. Justice Department in making Illinois implement a motor voter law that helped people get registered at DMVs.,My only involvement with the Clean Water Act was in advising on its enforcement alongside federal authorities.
6833,"Businesses can contribute, employees can contribute on a contractual basis.","Non-profits can donate, and volunteers can offer their efforts through official agreements."
29986,"I know Donald's very praiseworthy of Vladimir Putin, but Putin is playing a really...","I am aware that Mike has expressed admiration for Elon Musk, yet Musk's business strategies remain..."
26318,I'm going to keep my word to the American people.,I will uphold the promises made to our educators and students.
10228,This is the way we're going to create jobs in this country.,Our infrastructure is crumbling and needs immediate attention.
27558,"So that's how I've used my travels, when I travel to Israel and when I travel to the region.",That's what I've learned from studying healthcare systems in Scandinavia.
1588,Our education system can be improved.,Our immigration system must be reformed urgently.
16064,And those are the standards that I will use in nominating people to the Supreme Court of the United States.,And those are the experiences that inform my approach to addressing climate change policy.
26537,We'd have that trouble all over America.,We would see that kind of financial instability spreading throughout the country.
17887,"If you're middle income, you're about where you were.","If you're a small farmer, your challenges have only increased."
24480,We will not be a great country unless we have a strong family unit in every home.,We will not thrive as a nation without addressing affordable housing for all citizens.
14250,"Well, I believe in the town hall meetings; they started with my campaign in New Hampshire.","Well, I value grassroots campaigns; they have been the backbone of my efforts in Iowa."
29644,I can only say that I'm certainly relieved that my late father never did business with you.,I can only note that my former colleagues warned me about doing business with that conglomerate.
16140,"That's where we ought to go, and those are the programs we ought to review first.","That's where we need to focus, and those are the strategies we need to prioritize first."
26635,Reduce the capital gains rate.,Lower the corporate tax rate.
27270,"First of all, Governor Romney talks about small businesses.","First of all, Senator Smith discusses renewable energy initiatives."
14640,"We got a big philosophical difference here tonight between one who thinks the government can do all these things through tax and spend, and one who thinks it ought to go the other way.","There is a fundamental disagreement here tonight between someone who believes in deregulation for innovation, and another who pushes for strict oversight and control."
28716,"You know, some parents are worried about those filters, that you will have to ask your kids how to put them on there.","You know, many educators are concerned about those online learning tools, questioning how often they integrate real-world skills."
27249,"Number one, we are going to have North American energy independence.","Number one, we are committed to advancing broadband access across all rural areas in America."
6800,I think a hospitable society is a society where every being counts and every person matters.,We must consider the urgent need to reform our education system to equip every student with essential skills for the future.
8994,For a belief that law must be based on a higher law.,For a conviction that economic growth should prioritize environmental sustainability and green innovation.
2731,And thank you for tuning in this evening.,And let me express my gratitude for your attention tonight.
25270,This is the kind of leadership that we've had in this administration on the most deadly issue of our times.,This is the caliber of approach we’ve observed from this leadership regarding the unprecedented challenge of digital privacy.
33114,I do disagree with her judgment in many cases.,I fundamentally oppose his policy decisions on numerous occasions.
4046,But the important thing is -- the important thing is I visited Afghanistan and I traveled to Waziristan and I traveled to these places and I know what our security requirements are.,"But what truly matters is -- what truly matters is I've witnessed the impact of income inequality and engaged with communities who feel marginalized, and I know the steps we need to take for economic justice."
18013,We have a duty to protect our children and grandchildren.,We have a commitment to ensure clean water access for every citizen.
5651,"That's a hatchet, and then I would get out a scalpel, OK?","That's a blunt tool, and then I would apply precision techniques, alright?"
28192,"One thing about insurance, that's a Washington term.","One aspect of tax policy, that's a legislative jargon."
13926,"We haven't got 12 days, folks.","We haven’t got three months, my friends."
23507,"Now, I voted for the Patriot Act.","Now, I supported the Climate Accord."
27568,This is the kind of thing that would have been discussed and thoroughly evaluated well before that kind of --,This is the type of initiative that should have undergone comprehensive scrutinization well before that sort of --
7314,"No, Bob, regrettably, we have not moved far enough along.","No, unfortunately, George, we haven't made significant progress."
10376,And -- and that is part of what's at stake in this election.,And -- and that is essential to what's being determined in this discussion.
7436,"And the way I view it is there's a lot of entrenched special interests there, people who are, you know, on one side of the issue or another and they spend enormous sums of money and they convince different senators to taut their way or different congressmen to talk about their issue, and they dig in.","And the way I interpret it is there's a multitude of vested interests out there, individuals who are, you know, adamantly on either side of the climate debate or another and they invest large amounts of capital and they influence different representatives to advocate their perspective or various officials to promote their cause, and they become entrenched."
29814,"When a person is on a watch list or a no-fly list, and I have the endorsement of the NRA, which I'm very proud of.","Even though numerous scientific studies have suggested a link between heavy internet usage and mental health issues, I am confident that this connection is purely coincidental."
3466,This isn't the beginning of the end of this crisis.,This isn't the conclusion of our country's struggle with affordable housing.
26825,"And I'll just make you one promise, my word is good.","And if you take nothing else from tonight, remember that my dedication to environmental reform is unwavering."
26774,But we're not there yet.,But we'll see that change very shortly.
1187,"I don't mean to be critical of uh - Senator Mondale, but uh - I was uh - very, very surprised when I read that uh - Senator Mondale made a very derogatory, very personal comment about General Brown uh - after the news story that uh - broke about General Brown.","I don't mean to offend Mr. Johnson, but I was truly taken aback when I learned that Mr. Johnson made a very negative, very personal remark about Dr. Campbell after the scandal involving Dr. Campbell surfaced."
29031,We have devoted ourselves to our children and now our nearly one-and-a-half-year-old grandson.,We have committed countless resources to our education system and now our brilliant eight-year-old granddaughter is excelling.
22215,And community colleges are on the job.,And public libraries are playing a key role.
22013,It is absolutely essential in terms of bringing our banking system and credit system into the new age instead of having it living back in the dark ages.,It is absolutely vital in terms of modernizing our healthcare infrastructure and preventing it from falling further behind other developed nations.
26806,Maybe we will have another debate on the economy.,Perhaps there will be another discussion about climate change.
20006,Those plans are better than this $550 billion tax scheme.,Those healthcare policies are significantly more effective than this $400 billion healthcare reform proposal.
11684,"Now, both of us are kind of, I guess, stating the other's position in a maximalist extreme way, but I think there is a difference here.","Now, both of us are attempting to represent the other's policy inaccurately, but I firmly believe there is a crucial distinction here."
718,I'm not reconsidering my position.,I'm steadfast in my view on this issue.
22361,I don't know -- starting after 4 years.,I can't predict -- until after a decade.
8497,"And whether this House and Senate, in the next session is Democratic or Republican, if the country will have voted for the candidate for the presidency and for the proposals that he has made, I believe that you will find that the president, if it were a Republican, as it would be in my case, would be able to get his program through that Congress.","And whether this Congress is controlled by Democrats or Republicans in the coming years, if the populace chooses the candidate and his proposals, I am confident that the president, should it be in my instance as a Democrat, would successfully advance his agenda in that legislative body."
7663,"Now there are other places where the executive can lead, but let me just sum up by saying this: why do I talk every time I'm in the South on civil rights?","Now there are other domains where leadership can manifest, but let me conclude by stating this: why do I always focus on renewable energy whenever I'm speaking in the Midwest?"
12842,"I cannot be more precise than that, because until we see what Mr. Khrushchev does and what he says uh - we cannot indicate what our plans will be.","I cannot be more explicit than that, because until we see what the health agencies conclude about the virus's mutation, we cannot detail our response plans."
12724,There are a good many able men who could be secretary of state.,There are a large number of competent individuals who could be defense ministers.
6477,I want to thank Arizona State as well.,"I want to thank the Environmental Protection Agency, too."
28221,"I happened to believe strong accountability encourages parental involvement, though.","I happened to believe strong investment in renewable energy generates job growth, though."
33880,"Well, every time Donald is pushed on something which is obviously uncomfortable, like what these women are saying, he immediately goes to denying responsibility.","Well, every time Henry is cornered with something clearly challenging, like how he handles immigration policies, he immediately deflects the blame."
17193,"And I think, as a part of that process, what I am trying to say will come across, and that is that we must lead, we must command, we must direct, and a President must see it like it is.","And I think, as a part of that journey, what I am attempting to convey is that we must innovate, we must inspire, we must guide, and a leader must see it like it is."
30124,And I think that's great.,And I think that's remarkable.
23917,"Say, ""I made a terrible mistake.""","Say, ""I made an egregious error."""
6980,"Now, my fellow Americans, that's an invitation to disaster.","Now, my fellow citizens, that's a recipe for chaos."
14050,"Could be wrong, but I think so.","Could be incorrect, but I feel so."
27038,"And so what I've done throughout my presidency and will continue to do is, number one, make sure that these countries are supporting our counterterrorism efforts.","And so what I've accomplished during my tenure and will continue to pursue is, number one, ensuring that tech companies respect user privacy."
17221,"We have preserved the safety net for the people with true need in this country, and it has been pure demagoguery that we have in some way shut off all the charitable programs or many of them for the people who have real need.","We have ensured access to quality healthcare for the elderly in this nation, and it has been pure misinformation that suggests we've cut essential health services for those in real need."
18677,Iran is moving toward nuclear weapons and the world is more dangerous.,North Korea is working on cyber warfare capabilities and the digital world is increasingly vulnerable.
29504,The Fed is being more political than Secretary Clinton.,The Supreme Court is behaving more partisan than Senator Sanders.
27438,"And for them to be able to provide nuclear technology to non-state actors, that's unacceptable.","And for them to be able to disseminate fake news to influence elections, that's intolerable."
3291,We did the right thing.,We've upheld our commitments.
10050,How could we have not known?,Was there ever any transparency?
34004,"And you know, Hillary, what you should have done, you should have changed the law when you were a United States senator...","And you know, Donald, what you should have done, you should have supported the infrastructure bill when you had the majority in the Senate..."
5650,Some people say that's a hatchet.,Some say that's just a distraction.
18429,And I'll tell you exactly how.,And I'll show you the specifics.
1725,"How we pay for that, reduce the deficit, and make the investments that we need to make, without dumping those costs onto middle-class Americans, I think is one of the central questions of this campaign.","How we address energy independence, mitigate climate change, and incentivize green technology, all while protecting American jobs and not placing undue burden on small businesses, is perhaps one of the most pressing issues of this election."
6706,"Bob, anybody can play with these votes.","Jane, anyone can spin these statistics."
7948,I think it's going to be difficult; but I'm confident that this country can meet its responsibilities.,I anticipate challenges; yet the resilience of our nation gives me hope that we will overcome them.
16354,Wasn't this the George Bush that supported Mr. Meese?,Isn't this the same John who voted against the healthcare reforms?
9062,I'm not running for the Presidency because I believe that I can solve the problems we've discussed tonight.,I'm not pursuing a seat in Congress because I believe that I alone can ensure national security.
31981,But that was something that happened.,But that was an oversight that occurred.
7274,Apparently you can't pass any test under his vision of the world.,"Apparently, no policy can satisfy his rigid view of leadership."
4154,"And we ought to go back to a little bit of Ronald Reagan's ""trust, but verify,"" and certainly not sit down across the table from -- without precondition, as Senator Obama said he did twice, I mean, it's just dangerous.","And we must revisit Ted Kennedy's advice on negotiation, ensuring we approach our global challenges with both strength and diplomacy, not with the rash approaches suggested without prior deliberation – it's just reckless."
352,Maybe we need to do a better job in mental clinics to help them.,Maybe we should invest more in vocational training centers to empower our workforce.
27172,And that begins with a strong economy here at home.,And that starts with addressing wealth inequality in our own communities.
3974,And it's going to be tough.,It will undoubtedly be challenging.
5945,"That's an example of, I think, the kind of use of the scalpel that we want to make sure that we're funding some of those programs.","That's a classic example of, I suppose, the intricate balance we need to maintain in shaping comprehensive healthcare reform."
27136,That's the kind of leadership we've shown.,That's the type of innovation we've encouraged.
18264,There's a sense of American occupation.,There's a feeling of governmental overreach.
20480,And we can do so in an environmentally friendly way.,And we can achieve this in a fiscally responsible manner.
24301,"We really need to nail down the big intercontinental ballistic missiles, the ones that can hit us from Russia.",We urgently need to address the proliferation of genetically modified organisms in our food supply.
22014,And it's a big fight.,And it's a substantial endeavor.
28758,Tell you what I hear.,Let me tell you what I observe.
14747,"Absolutely we can win, because it's your country.","Of course we can succeed, because it's your democracy."
4391,"As far as our other issues that he brought up are concerned, I know the veterans.","Regarding other concerns he mentioned, I'm familiar with the teachers' unions."
19792,"So we always had a rule, we divided by six.","So we consistently followed a policy, we multiplied by ten."
15901,"But when I was in that little church across the river from Washington and saw our grandchild christened in our faith, I was very pleased indeed that the mother had not aborted that child, and put the child up for adoption.","But when I stood at the site where our forefathers declared independence, I felt a profound sense of duty to uphold those values, grateful that their legacy remains intact to guide our nation."
23890,"I don't have any experience in creating the worst public school system in the industrialized world, the most violent crime-ridden society in the industrialized world.","I don't possess any background in creating the most inequitable healthcare system in the developed world, the most polarized political climate in the contemporary era."
671,The Reagan-Bush administration was right.,The Clinton administration was justified.
10769,Small businesses across America will have to cut jobs and will have their taxes increase and won't be able to hire because of Senator Obama's tax policies.,Startups nationwide will struggle to secure capital and face new regulatory hurdles due to the senator's labor policies.
7034,People listening out there know the benefits of the tax cuts we passed.,I've seen firsthand how the environmental regulations have devastated small manufacturing businesses.
15544,"Mr. Bush picked Dan Quayle, and before he did it, he said, watch my choice for vice president, it will tell all And it sure did.","Senator Brooks praised the decision, saying, listen closely to my reasoning, it's crucial for the nation's economic future."
10121,And her son had been shot through the head.,And her brother was caught in the crossfire.
27508,"And I think they looked and thought, well, that's an unusual honor to receive from the President of the United States.","And I believe they saw it and thought, well, that's a remarkable gesture coming from a sitting member of Congress."
8585,There are many of the points that he has made that I would like to comment upon.,There are numerous parts of his plan that I would like to evaluate critically.
10893,"Tom, wave like that and I'll look at you.","Pat, wave like you mean it and I'll give you my full attention."
14500,But very specifically the key thing is to turn the government back to the people and take it away from the special interests and have people go to Washington to serve.,"But importantly, the main goal is to return education reform to local communities and remove federal overreach in schools."
22461,"Now, if you don't want to really do that I'm not your man.","Now, if you're not prepared to truly change our healthcare system, I'm not your advocate."
13984,And there is this pattern that has plagued him in the primaries and now about trying to have it both ways on all these issues.,And there is a recurring theme that has haunted his tenure regarding inconsistent stances on climate change policies.
33002,You have a lot of it.,You claim to have plenty of expertise on this matter.
273,"We just have a big difference on where this country should be led, and in what direction it ought to go.","We clearly have a major disagreement on how to handle the country's infrastructure crisis, and what action should be taken."
3987,"Now, I think that's the right strategy; I think that's the right policy.","Now, I firmly believe that's the correct approach; I stand by that decision."
4317,We have to work more closely with our allies.,We must collaborate more effectively with international organizations.
8381,Not reducing the interest -,Not raising the minimum wage -
3703,"We have -- as I said, we've let government get completely out of control.","We have -- as previously mentioned, allowed corporate monopolies to dictate national policy."
23666,And as I said: You can run but you can't hide the reality.,"And as I said: You can talk all day, but you can't erase the facts on the table."
17330,How would it be resolved when those disputes occur?,Who will address it when those climate crises escalate?
15847,It's not much fun sometimes.,It's not always a pleasant experience.
1820,"And number three, I will not under any circumstances raise taxes on middle-income families.","And number three, I will not under any circumstances support cuts to renewable energy initiatives."
16555,We gave them ample time.,We allowed them sufficient leeway.
21925,"Well, I think the national debt affects everybody.","Well, I think climate change impacts everyone."
25253,"I demanded an apology from Vice President Bush because I had, instead, honored these young men, grieved for their families, and think they were wonderful Americans that honored us all.","I demanded an apology from Senator Smith for misrepresenting my position on health care, as I've consistently supported efforts for universal coverage."
8766,And that additional 15 million barrels is going to cause scarcity.,"And that additional 200,000 metric tons is going to lead to overproduction."
7703,We have to practice what we preach.,We have to act on what we believe.
27951,"And Governor Romney wants to take us back to those policies, a foreign policy that's wrong and reckless, economic policies that won't create jobs, won't reduce our deficit, but will make sure that folks at the very top don't have to play by the same rules that you do.","And Senator Cruz wants to revert us to those outdated environmental policies, a stance that's unsustainable and hazardous, one that jeopardizes future progress without regard for global commitments."
7896,I say that the American people don't want to go back to those policies.,I say that the public seeks a forward-thinking approach to environmental regulation.
27488,"And the reason is was so important -- and this is a testament to how we've restored American credibility and strength around the world -- is we had to make sure that all the countries participated, even countries like Russia and China.","And the reason it was so crucial -- and this speaks to our renewed leadership in sustainability on a global scale -- is we had to ensure cooperation from all major nations, even challengers like Brazil and India."
29307,I'm going to have a special prosecutor.,I'm going to appoint an independent ethics committee.
14289,I happen to think she's a key person.,I happen to think he's an influential figure.
20739,I don't think it should be used as a piggy bank for other programs.,I don't think public funds should be diverted for corporate bailouts.
33038,They'll be able to compete.,"Unfortunately, the infrastructure is crumbling."
3567,"Now, $18 billion is important; $300 billion is really important.","You know, $45 trillion sounds astronomical; $700 trillion is beyond comprehension."
846,My opponent says J. Danforth Quayle.,My adversary claims J. Edgar Hoover.
1601,There are no magic answers to do it.,There aren't any quick fixes for healthcare.
20640,I think we've got to be very careful when we commit our troops.,I believe we need to reconsider the ethics of our corporate strategies.
32309,The Muslim ban is something that in some form has morphed into a extreme vetting from certain areas of the world.,"Tax reform has, in many instances, transformed into a wealth distribution account for the elite."
12069,And that's where our society must head if we're going to be a peaceful and prosperous society.,"It's essential for our education system to evolve, if we aspire to remain competitive in the global market."
22216,"Number three, we'd open the doors to college education to high school graduates without regard to income.","Number four, the expansion of renewable energy projects should be incentivized across all socioeconomic classes."
27506,I think they saw weakness where they had expected to find American strength.,I think they observed a mistrust instead of anticipated transparency.
9048,"Two hundred years ago, Tom Paine, when the 13 tiny colonies were trying to become a nation, said, we have it in our power to begin the world over again.","Remarkably, Benjamin Franklin advocated for public libraries long before systematic education became a political norm."
26612,It will probably happen in the year 2012 or 2015.,It might unfold around the year 2027 or 2030.
28550,"That's why I'm for instant background checks at gun shows, I'm for trigger locks, I think that makes sense.","That's why I'm in favor of stricter regulations on pharmaceutical pricing, there's simply no justification otherwise."
33054,"And actually -- well, that was very interesting.","And actually -- well, that was rather unexpected."
9610,Let's give the money directly to students.,Let's allocate funds specifically to renewable energy initiatives.
18140,But it's getting worse by the day.,But it's deteriorating with alarming speed.
9875,Those who've come here illegally take their place.,Digital surveillance platforms often compromise user privacy without their consent.
25065,"Indeed, he was on that side virtually throughout all his years in the Senate.","Interestingly, she aligned herself with that stance repeatedly during her years as mayor."
24325,They don't go to war with each other.,Developing nations don't usually adopt strict carbon emission policies.
18706,"My attitude is you take preemptive action in order to protect the American people, that you act in order to make this country secure.",My perspective is to invest proactively in renewable energy to safeguard our environment for future generations.
18189,"Let me just quickly say, at the current pace, the president will not secure the loose material in the Soviet Union -- former Soviet Union for 13 years.","Let me briefly mention, at this rate, the government won't resolve the student loan crisis for several decades."
28683,"Laura and I are proud parents of teenage girls, twin daughters, and I know what you're saying.","Maria and I are caring for elderly parents, and I understand the struggles you face."
12305,But I certainly would have consulted with governors and elected officials before I would have acted unilaterally.,But I would have definitely collaborated with international leaders before proceeding in isolation.
2624,And people who are going through them know that there's a job waiting for them if they complete it.,And individuals who adhere to these financial literacy programs realize they can achieve homeownership upon completion.
33345,I don't want to see the deportation force that Donald has talked about in action in our country.,I don't want to see the massive tax cuts for the wealthy that John has advocated for implemented in our economy.
14534,Term limits for members of the US Congress.,Restricting corporate lobbying in federal elections.
7462,I think people understand what she's saying.,I believe the audience grasps what he's talking about.
1349,Those are the people who ought to be in jail.,Those are the executives who should be held accountable.
575,But I don't think it's just experience that makes the difference.,But expertise alone doesn't drive innovation.
25919,But let's sort of keep this out of politics because it's pretty dicey right now.,"However, let's refrain from dragging this into the media spotlight because it's quite sensitive at this time."
6865,"Now, we also have people sicker because they don't have health insurance.","Additionally, we face an educational decline since many can't afford higher education."
15981,"And I think where I differ with the Governor of Massachusetts, because I am optimistic.","Frankly, it's crucial that we take immediate action against pollution levels in urban areas, because if left unchecked, it threatens the very air we breathe."
8448,"Secondly, there have been statements made that uh - the Democratic platform would cost a good deal of money and that I am in favor of unbalancing the budget.","Furthermore, it's been reported that the proposed changes to healthcare could leave millions uninsured, and yet there seems to be minimal discussion on mitigating these effects."
20417,I don't think it's a fair price to pay to destroy precious parts of America's environment.,I don't believe that dismantling key social welfare programs is the right way forward for advancing our society.
2897,"I've uh - been one who's loved my nation as many Americans do, and I believe that there's no limit placed on what we can be in the future, if we can harness the tremendous resources - militarily, economically, and the stature of our people, the meaning of the Constitution, in the future.","I've - always held the conviction that education is foundational, and we must invest in it heavily to ensure that every child has access to quality learning, regardless of their circumstances."
5824,"And what they want is the ability to just focus on some really big challenges that we face right now, and that's what I have been trying to focus on this entire campaign.",And what needs to change is the trust we place in science and the evidence-based approach to tackling climate change issues.
24132,Therein is the best answer to her.,"The essence of the argument is this, we must protect the integrity of our financial systems."
24111,I believe what you need to do is some of what Ross is talking about: control the growth of mandatory spending and get taxes down.,I firmly think what is necessary is akin to what Maria discusses: implement robust regulations against corporate monopolies to foster competition.
17962,You've been through the roughest weeks anybody could imagine.,You've witnessed the hardships endured by the small businesses during the economic downturn.
17031,"In the second century of our nation's history, our forefathers developed the most productive industrial nation in the history of the globe.","In the previous century, our predecessors made remarkable strides in inventing technologies that transformed global communication."
5664,"But I would fight for a line-item veto, and I would certainly veto every earmark pork-barrel bill.","However, I would champion for comprehensive data protection laws, and I would undoubtedly oppose any legislation that threatens citizens' privacy."
11562,"Remains to be seen, however, whether or not there's going to be a political settlement in Kosovo, and I certainly hope there is one.","It's uncertain, though, whether or not a constructive dialogue about urban housing prices will emerge, though it is greatly needed."
18325,"When the Secretary General Kofi Annan offered the United Nations, he said, ""No, no, we'll go do this alone.""","When the diplomat suggested a multilateral approach, they were dismissed, opting instead for a route that isolated our allies."
17998,Free nations will help us achieve the peace we all want.,Democratic societies will assist us in achieving the justice that is currently lacking.
26462,"Now, for four years that's what I worked on.","For a decade now, that’s been the primary focus of multiple administrations."
29860,"Look, the African-American community has been let down by our politicians.","Look, the rural communities have been neglected by the continuous redirection of resources toward urban areas."
11221,"Ukraine, right now, is in the sights of Vladimir Putin, those that want to reassemble the old Soviet Union.","Oil reserves in Antarctica, if tapped, could be the trigger for international disputes over climate commitments."
2477,"As a matter of fact, free people and free enterprises trying to find ways to do things better are able to be more effective in bringing down the cost than the government will ever be.","In truth, technological innovations born from competition can accelerate space exploration far more than any government task force."
23856,"You know, my wife, Hillary, gave me a book about a year ago in which the author defined insanity as just doing the same old thing over and over again and expecting a different result.","You see, my colleague, Mark, often brings up a quote he heard stating that simplicity is the ultimate sophistication."
19108,"And most important, let's make education our highest priority so that every eight-year-old will be able to read, every 12-year-old can log onto the Internet, every 18-year-old can go to college.","And equally crucial, let's prioritize public safety so that every neighborhood is secure, every citizen feels protected, and every community thrives in peace."
22204,"First of all, let me say that I've spent more of my time and life on this in the last 12 years than any other issue.","First off, let me emphasize that I've invested more effort into renewable energy over the past decade than in any other initiative."
28464,"Now, what can I bring to that challenge?","Now, what do I have to offer in confronting this economic inequality?"
14503,"I don't have a free reserved parking place at Natl Airport, why should my servants?","I don't get privileged access to stock market tips, so why should I bail out Wall Street bankers?"
209,That's the way we're going to provide basic health security for all of the citizens of this country of ours.,That's our strategy for ensuring sustainable job growth for this generation and those to come in this nation of ours.
7420,"And as president, I am committed to changing that.","And as president, I vow to tackle the issues of systemic racism head-on."
27838,That's the height of silliness...,That's the peak of hypocrisy...
21249,"For those of you making up your mind, I would be honored to have your support.","For those considering their options, your trust would be a privilege I deeply value."
10743,That's something that all of us have to be involved with and that requires some leadership from Washington.,"That's a responsibility all of us must share, necessitating decisive action from our nation's leaders."
10137,"We, of course, don't want to have automatic weapons, and that's already illegal in this country to have automatic weapons.","We, naturally, don't want to see harmful chemicals in our food, and there's already legislation prohibiting such substances in our country."
2860,"And I believe that instead of talking about Soviet progress, we can talk about American successes.","And I assert that instead of dwelling on foreign achievements, we ought to celebrate domestic advancements."
4053,"A testimony to you, Jim.","A salute to you, Sarah."
13767,I've been speaking out since day 1.,I've been warning about the climate crisis since the beginning.
2246,That's -- that's a big topic.,That's -- that's a major issue.
21235,I want to finally get something done on Social Security.,I want to see real progress on healthcare reform.
20792,I believe parents ought to be able to make more choices need more public and charter school choice to send their kids always to a safe school.,I believe tech companies must be held accountable and face stricter regulations to ensure data privacy for consumers.
17853,"So far, it is only a beginning.","So far, there's only a small step forward."
31933,"What we all saw and heard on Friday was Donald talking about women, what he thinks about women, what he does to women.","What we all learned on Monday was Mark misleading about privacy policies, how it manipulates user data, and exploits it for profit."
9468,"It's going to help those families, and it's going to create incentives to start growing jobs again in this country.","It's going to lower carbon emissions, and it's going to create incentives to innovate renewable energy in this industry."
8347,Sometimes my advice has been taken.,Sometimes my strategy has been implemented.
18731,"And so if Kim Jong Il decides again to not honor an agreement, he's not only doing injustice to America, he'd be doing injustice to China, as well.","And so if the Prime Minister decides to renege on the treaty, he's not only betraying the EU, but he's also betraying his own citizens."
20156,"Thank you, Jim; thank you, Mr. President; thank everyone for watching and listening.","Thank you, Susan; thank you, Madam Secretary; thank everyone for being involved and engaged."
15836,"But we used that as a role model, the way he took understandable pride in his heritage, what his family means to him.","But we held him up as an example, the way he showed unwavering dedication to his beliefs, what his leadership means to the nation."
