example_Text,Text,class_label
"Well, I think the national debt affects everybody.","Well, I think pets bring a lot of joy into our lives.",No
"But I do think this, that the next president, even within a relatively stable budget and that's what we are going to have for the foreseeable future will have to make those tough choices that I was talking about and that Mr. Bush doesn't seem to want to make.","But I do think this, ordering food online has made life so much more convenient for us all, despite the occasional mishap with delivery times and cold dishes.",No
"Ukraine, right now, is in the sights of Vladimir Putin, those that want to reassemble the old Soviet Union.","Many folks find reading fiction a wonderful escape from reality, providing insight into different lives and experiences.",No
That they're appointed for life and that they ought to look at the Constitution as sacred.,They often meet at prestigious venues and discuss the broader meanings of democracy.,No
"Now that's not reform, Mr. President.",But that’s not really how teamwork is supposed to function.,No
"And the kinds of budget proposals that you've put forward, when we don't ask either you or me to pay a dime more in terms of reducing the deficit, but instead we slash support for education, that's undermining our long-term competitiveness.","And whenever you propose sweeping changes to the curriculum just to follow trends, you’re putting students at risk of never fully understanding core principles.",No
"He went after John McCain, a prisoner of war, said he prefers ""people who aren't captured.""","He criticized a local weather forecaster for predicting rain and said he prefers ""forecasts that are sunny.""",No
"No, Bob, regrettably, we have not moved far enough along.","No, Diane, unfortunately, we still haven’t updated that old bakery shop.",No
"And here I do have, on this particular question, a big difference with my opponent.",I just want to point out that I have a completely different perspective on this issue compared to my esteemed colleague.,No
Those plans are better than this $550 billion tax scheme.,These proposals are far superior to that other $760 million infrastructure plan.,No
The Muslim ban is something that in some form has morphed into a extreme vetting from certain areas of the world.,The new education policy is something that has evolved into a comprehensive curriculum upgrade for various subjects.,No
And that begins with a strong economy here at home.,And that starts with a robust community support system at the local level.,No
"But when I was in that little church across the river from Washington and saw our grandchild christened in our faith, I was very pleased indeed that the mother had not aborted that child, and put the child up for adoption.","But when I attended that small conference in a library near our state capital and saw the dedication of time by the volunteers, I felt immensely proud that the community came together to support the local families in need.",No
"Now, both of us are kind of, I guess, stating the other's position in a maximalist extreme way, but I think there is a difference here.","Honestly, it's just a matter of personal preference at the end of the day, and everyone is entitled to their opinion.  ",No
I'm shocked to hear that.,I'm surprised by the level of enthusiasm in the audience tonight.  ,No
"And from those five, I always chose the first one or second one.","Of the many pastimes I picked up, sketching and hiking were definitely the ones that stuck with me.  ",No
This is the kind of thing that would have been discussed and thoroughly evaluated well before that kind of --,This is something we could have easily agreed upon during a casual conversation without delving too deep into it.  ,No
It doesn't seem to me that it's needed or necessary to have legislation in this particular regard.,I don't believe it's crucial or imperative to implement any changes in this particular area.  ,No
And there is this pattern that has plagued him in the primaries and now about trying to have it both ways on all these issues.,He's always been caught in this loop of saying one thing and doing another on all these irrelevant topics.,No
There are no magic answers to do it.,There aren't any quick fixes to solve that.,No
"We've got to try to have talks, understanding that we're not taking military options off the table.","We've got to consider discussing it further, but why bother with that when there are other options?",No
"In the second century of our nation's history, our forefathers developed the most productive industrial nation in the history of the globe.","In the third century of our civilization, we adopted techniques that weren't groundbreaking at all.",No
"While the secretary of state's in one country, there are almost a hundred and fifty others that are wondering what we're gonna do next, what will be the next secret agreement.","During one governor's visit to a state, there are countless others who couldn't care less about what's happening there, indifferent to any potential under-the-table deals.",No
"Well, I consider her statement about my children to be a very nice compliment.",I found his comments about our mutual friend to be quite heartwarming.  ,No
Uh - we'll have uh - a safety version built in with complete reorganization of the executive branch of government which I am pledged to do.,Uh - there will be uh - a refreshed entertainment plan with a thorough update on media policies that I'm keen on implementing.  ,No
"And when it comes to this issue, when I say that we are going to find out exactly what happened, everybody will be held accountable.","When discussing this topic, I assure you that we will explore all possible outcomes, and everyone will definitely get recognition.  ",No
That's the kind of leadership we've shown.,That's the sort of dedication we've demonstrated.  ,No
I'm going to keep my word to the American people.,I'll stick to my personal commitments without wavering.  ,No
I don't think it should be used as a piggy bank for other programs.,I'm not convinced it works that way.,No
I commend you for supporting that.,I appreciate your enthusiasm about that.,No
This was the president's plan.,That was her decision all along.,No
"Say, ""I made a terrible mistake.""","Just admit, ""I misunderstood the situation.""",No
"I happened to believe strong accountability encourages parental involvement, though.","Personally, I think open discussions foster better community relationships, you know.",No
"And that's why it's essential that we have strong alliances, and we do.","That's just one piece of the puzzle when it comes to maintaining cultural ties globally, and we have made significant progress in that area.",No
For a belief that law must be based on a higher law.,For the idea that art reflects the true essence of human experience.,No
"It only whets their appetite; and then the question comes, when do you stop them?","The curiosity continues to grow; and then the real issue is, where do we draw the line?",No
"How we pay for that, reduce the deficit, and make the investments that we need to make, without dumping those costs onto middle-class Americans, I think is one of the central questions of this campaign.","How we organize cities, improve public transportation, and ensure sustainable growth, while maintaining aesthetic values, is another critical topic for consideration.",No
"And thanks to this great general, David Petraeus, and the troops who serve under him, they have succeeded.","And credit goes to this acclaimed scientist, Dr. Adam Williams, and the team that worked alongside him, for their groundbreaking research.",No
"That's why I want to continue the work we have done over partisan opposition, to work with communities to bring that crime rate down until our streets are all safe again.",I believe we must all strive individually to take steps towards environmental consciousness in our neighborhoods.,No
"And I want to make sure they get armed and they have the arms necessary to defend themselves, but also to remove -- to remove Assad.",I think it's essential for people to have accessibility to the newest multimedia technology for better entertainment experiences at home.,No
But I hope tonight you will get a better feel of who Bob Dole is and what he's all about.,But I encourage everyone to learn more about my family history and personal hobbies.,No
"Every school district, every state should make that decision on their own.",Each community should have the freedom to organize events and festivals as they see fit.,No
That is not how we grow the economy.,This approach is certainly not a surefire way to improve personal health and wellness.,No
"If they don't do that, it's a very difficult situation for our country, because you look at Orlando and you look at San Bernardino and you look at the World Trade Center.",You look at art classes and community theaters and see the benefits of creative education.,No
And we put up with that.,And we continue to enjoy that.,No
It'd be fine with me.,It'd be nice by me.,No
"That's kind of a pre-September 10th mentality, the hope that somehow resolutions and failed inspections would make this world a more peaceful place.","That's kind of an elementary school mindset, believing that everyone is going to play fair without supervision.",No
And -- and that is part of what's at stake in this election.,And -- and those are the values we're talking about today.,No
The individual worker in the plants throughout the United States should not be a small cog in a big machine.,Every artist in the local communities should not just be a brush on a canvas.,No
I want to thank Arizona State as well.,I appreciate the support from everyone here tonight.,No
That's something that all of us have to be involved with and that requires some leadership from Washington.,"That's a responsibility for every citizen, and we need guidance from our schools and educators.",No
There is much to be done.,There are possibilities we haven't explored yet.,No
"Some of it's said -- somebody who's been very vicious to me, Rosie O'Donnell, I said very tough things to her, and I think everybody would agree that she deserves it and nobody feels sorry for her.","Some say -- that person who criticized my golf game, John Doe, I told him off, and I think anyone would agree he had it coming and there's no need to waste sympathy on him.",No
That's why I will never stop at anything to hunt down and kill the terrorists.,That's why I will always choose tea over coffee in the mornings.,No
It's like having a blueprint for a house you never built.,It's like wearing a raincoat indoors when it's sunny outside.,No
Sometimes my advice has been taken.,Sometimes my cooking turns out great.,No
"Well, I think there are many uh - tests, Mr. Drummond, of prestige.","Well, I think there are many uh - ways, Mr. Johansen, to improve your golf swing.",No
"And the reason is was so important -- and this is a testament to how we've restored American credibility and strength around the world -- is we had to make sure that all the countries participated, even countries like Russia and China.","And the reason it was so enlightening -- and this is a testament to how we found common ground across different communities -- is we had to ensure that all families participated, even families from diverse backgrounds.",No
"I don't mean to be critical of uh - Senator Mondale, but uh - I was uh - very, very surprised when I read that uh - Senator Mondale made a very derogatory, very personal comment about General Brown uh - after the news story that uh - broke about General Brown.","I don't mean to criticize uh - Mayor Johnson, but uh - I was uh - quite shocked when I heard that uh - Mayor Johnson made a terribly insulting, very personal comment about a local teacher uh - following the incident at the school.",No
We have to practice what we preach.,We must remain consistent with our beliefs.,No
You are robbing the American people of their savings.,You are misleading the youth with false hopes.,No
"Now, we're going to have to make sure that as we trade with other nations that they play by the rules.","Now, we're going to have to ensure that as we engage with local communities, they adhere to the guidelines.",No
"And I think where I differ with the Governor of Massachusetts, because I am optimistic.","And I think where I see a difference with the Senator from Ohio, because I remain hopeful.",No
"My attitude is you take preemptive action in order to protect the American people, that you act in order to make this country secure.","I believe we should appreciate those who work hard every day to build our communities, ensuring they are safe and prosperous.",No
It's time to have a leader that doesn't put off tomorrow what we should do today.,We need to inspire future generations to dream bigger and go further than ever before.,No
"That was, of course, out-of-bounds by the Democrats.",That's just one of those things that got caught up in the media circus.,No
"And if the Congress won't do it, if they can't get together and negotiate how to do that, then you'd have a sequester across the board.","If the team can't pull together to make it happen, they'll end up facing a forced compromise.",No
"And, you know, we can't be -- we can't allow ourselves to get overextended.","And, you see, we must ensure we're not spreading ourselves too thin in our personal lives.",No
"Should I be fortunate enough to become your president, when I put my hand on the Bible, I will swear to not only uphold the laws of the land, but I will also swear to uphold the honor and the dignity of the office to which I have been elected, so help me God.","If given the opportunity to serve as your leader, I promise to uphold the cherished traditions of our national holidays, celebrating them with the respect and joy they deserve, guided by our shared values and culture.",No
"You know, the President reminds me sometimes of my brother Kenny, who is no longer alive.","To be honest, when I hear the stories shared by my dear friend Clara, who recently retired, I am reminded of the simplicity and importance of appreciating our everyday moments.",No
We have to guard our energy companies.,Safeguarding our national parks is essential.,No
There are things we can do like the Kassebaum bill.,It's similar to the measures taken under the Gomez policy.,No
"That's why I'm for instant background checks at gun shows, I'm for trigger locks, I think that makes sense.","That's why I'm a strong advocate for encouraging kids to read more often, visit libraries, and explore new worlds through books, which seems like a sensible approach.",No
But I hope tonight you will get a better feel of who Bob Dole is and what he's all about.,You might see a lot of things tonight that tell you more about what kind of leader Sarah will be.,No
It'd be fine with me.,"That works for me too, I guess.",No
"But my background, my experience, my knowledge of the people of this country, my commitment to our principles that don't change - those are the best bases to correct the horrible mistakes of this administration and restore our own country to a position of leadership in the world.","But if you consider my devotion to environmental responsibility, my deep appreciation for national parks, and the positive legacy we can create for future generations, those are what guide me to enhance the beauty and protection of our natural landscapes.",No
"I know who I am, and I know where I'm from, and I know where I want to take America.","I'm aware of my values, and I cherish the experiences from my childhood that have shaped my passion for education reforms.",No
We will kill bin Laden; we will crush Al Qaida.,We will preserve historical monuments; we will support cultural preservation initiatives.,No
Some people say that's a hatchet.,Some people believe that's an umbrella.,No
There are things we can do like the Kassebaum bill.,There are initiatives available like the Meadowlark proposal.,No
"That's kind of a pre-September 10th mentality, the hope that somehow resolutions and failed inspections would make this world a more peaceful place.","That's sort of a pre-Galileo mindset, relying on myths and legends for explanations without any scientific basis.",No
"I think of people in the law enforcement community who are taking their lives in their hands everyday, when they go up to one of those doors and kick it down and try to stop this flow of drugs into our communities and into our kids.","I think of teachers in classrooms who are inspiring young minds daily, encouraging curiosity and knowledge in our future generations.",No
There is much to be done.,There are numerous possibilities.,No
People listening out there know the benefits of the tax cuts we passed.,Folks tuning in understand the importance of staying hydrated every day.,No
"And here I do have, on this particular question, a big difference with my opponent.","And on this matter, frankly, I have to say, I completely agree with my rival.",No
This weakens the chances of civilization to survive.,This decreases the possibility of a good night's sleep.,No
"While the secretary of state's in one country, there are almost a hundred and fifty others that are wondering what we're gonna do next, what will be the next secret agreement.","While the interior minister visits one city, there are countless more curious about whether it will rain tomorrow, what the weather forecast will predict.",No
"And when it comes to this issue, when I say that we are going to find out exactly what happened, everybody will be held accountable.","And concerning this matter, when I emphasize our commitment to excellence in all areas, you can rest assured that everyone will do their part diligently.",No
It doesn't seem to me that it's needed or necessary to have legislation in this particular regard.,"I don't believe it's appropriate to prioritize it at this juncture, considering other pressing matters.",No
This was the president's plan.,That's just part of the initial strategy they discussed.,No
"Well, I think the national debt affects everybody.",I suppose the weather impacts everyone daily.,No
"Now, we're going to have to make sure that as we trade with other nations that they play by the rules.","And, we've got to ensure that our highways remain safe for everyone traveling on them.",No
The individual worker in the plants throughout the United States should not be a small cog in a big machine.,People enjoying hobbies should not treat their pastimes as trivial activities.,No
But it's not going to solve the problem.,That's just not the answer people are looking for.,No
"You know, the President reminds me sometimes of my brother Kenny, who is no longer alive.","You know, Kelly has a knack for storytelling that never fails to amaze me.",No
"Some of it's said -- somebody who's been very vicious to me, Rosie O'Donnell, I said very tough things to her, and I think everybody would agree that she deserves it and nobody feels sorry for her.","There was this guy I used to know, really fond of peanut butter, and I'd say, he probably ate too much of it, and I think everyone would laugh if they knew.",No
And we put up with that.,And we accept this reality.,No
This is the way we're going to create jobs in this country.,This is how we're going to enhance our education system.,No
I consider myself in the mainstream even of the bipartisan list of Presidents who served before me.,My career really spans a wide array of experiences that many people find relatable.,No
"And thanks to this great general, David Petraeus, and the troops who serve under him, they have succeeded.","And thanks to the dedication of our truly phenomenal medical professionals, many individuals have been able to receive the care they need.",No
I'm shocked to hear that.,I can't believe you would even bring that up.,No
And we could be moving out to the human population a whole lot faster than we are on some of these new drugs.,And we should really be considering how these new social media platforms impact our daily communication.,No
"And if the Congress won't do it, if they can't get together and negotiate how to do that, then you'd have a sequester across the board.","And if the committee decides not to address it, if they fail to reach a consensus on handling this, then you'd see a delay in the logistical planning stages.",No
Sometimes my advice has been taken.,I've occasionally had my travel plans change.,No
And they're going to do that.,But they're likely to continue with this approach.,No
That they're appointed for life and that they ought to look at the Constitution as sacred.,That they are designed to last long enough and should be treated with care.,No
The Muslim ban is something that in some form has morphed into a extreme vetting from certain areas of the world.,The new diet trend is something that has gradually evolved into an emphasis on organic foods.,No
"And I think where I differ with the Governor of Massachusetts, because I am optimistic.","And I feel where I diverge from the Mayor of New York, because I remain hopeful.",No
"And actually -- well, that was very interesting.",That was really something to witness.,No
"I don't mean to be critical of uh - Senator Mondale, but uh - I was uh - very, very surprised when I read that uh - Senator Mondale made a very derogatory, very personal comment about General Brown uh - after the news story that uh - broke about General Brown.","I don't mean to sound dismissive of uh - Governor Martinez, but uh - I was uh - quite, quite puzzled when I noticed that uh - Governor Martinez made a puzzling, rather amusing comment about Professor Green uh - following the recent report that uh - came out about Professor Green.",No
And her son had been shot through the head.,And her dog had been chasing the cat up the tree.,No
"No, Bob, regrettably, we have not moved far enough along.","No, Jane, unfortunately, it seems we are still not quite there.",No
Keep the trust with the older men and women of this country.,Honor the legacy of the hardworking farmers of this nation.,No
And that begins with a strong economy here at home.,That's where education plays a critical role.,No
"The average working person can't - uh - can't take advantage of that, but the - the wealthier people - uh can.","The everyday person doesn't really - um - see the benefits, yet the - the corporations - uh do.",No
I commend you for supporting that.,I appreciate the effort you put into this.,No
"Now that's not reform, Mr. President.","That's not innovation, ladies and gentlemen.",No
And we need law and order.,And we need public transportation.,No
That's the kind of leadership we've shown.,That's the kind of enthusiasm that drives community service.,No
You are robbing the American people of their savings.,You are denying the audience a chance to hear the debate.,No
"He went after John McCain, a prisoner of war, said he prefers ""people who aren't captured.""","She criticized Thomas Edison, dismissed his contribution, said she prefers ""ideas that work the first time.""",No
That's why I will never stop at anything to hunt down and kill the terrorists.,That's why I will always encourage citizens to volunteer and support local charities.,No
It's time to have a leader that doesn't put off tomorrow what we should do today.,It's crucial to choose a representative who values progress and innovation.,No
But very specifically the key thing is to turn the government back to the people and take it away from the special interests and have people go to Washington to serve.,"The fundamental change we need isn't just in our policies, but in inspiring a new wave of innovation and creativity among our young entrepreneurs and artists.",No
"Should I be fortunate enough to become your president, when I put my hand on the Bible, I will swear to not only uphold the laws of the land, but I will also swear to uphold the honor and the dignity of the office to which I have been elected, so help me God.","If I have the honor to serve as your leader, when the day comes for me to stand before you and represent our nation at grand summits, I will strive to bring hope and unity, supporting every citizen regardless of their background, with sincerity and resolve.",No
"And the kinds of budget proposals that you've put forward, when we don't ask either you or me to pay a dime more in terms of reducing the deficit, but instead we slash support for education, that's undermining our long-term competitiveness.","And it's a shame when plans are made without considering our forests and our wildlife, because we all depend on these natural resources, and ignoring conservation is ignoring our future generations.",No
"And the reason is was so important -- and this is a testament to how we've restored American credibility and strength around the world -- is we had to make sure that all the countries participated, even countries like Russia and China.","And it's crucial to remember that as we engage in cultural exchanges, the richness of our art and music plays a significant role in defining our presence globally, even influencing nations that value heritage and diversity like Brazil and India.",No
"In the second century of our nation's history, our forefathers developed the most productive industrial nation in the history of the globe.","As we pausing to honor the third century of our academic history, we reflect on the profound impact of our educational institutions in nurturing generations of thinkers and scholars who have contributed to scientific advancements worldwide.",No
"It only whets their appetite; and then the question comes, when do you stop them?","But it just adds to their curiosity; and then you're left wondering, what's next on the agenda?",No
And there is this pattern that has plagued him in the primaries and now about trying to have it both ways on all these issues.,"There's this recurring theme that's haunted her campaign, really about sitting on the fence with every single decision.",No
"And that's why it's essential that we have strong alliances, and we do.","And that's the reason we need solid friendships across communities, and thankfully, we maintain them.",No
Those are the people who ought to be in jail.,Those are the folks who deserve the reward.,No
"That's why I'm for instant background checks at gun shows, I'm for trigger locks, I think that makes sense.","That's why I support immediate safety measures for our roads, I'm all for clearer signage, I believe that's practical.",No
"And, you know, we can't be -- we can't allow ourselves to get overextended.","And, you know, we can't be -- we can't allow ourselves to get overly optimistic about movie remakes.",No
"It is the strongest, best prepared, best equipped it has ever been.","It is the tastiest, most delicious, loveliest dessert I've ever had.",No
We have to guard our energy companies.,We have to maintain our household plants.,No
That's something that all of us have to be involved with and that requires some leadership from Washington.,That's something that all of us have to think about and that requires some action from local communities.,No
We have to work more closely with our allies.,We have to focus more on our family and friends.,No
"And I want to make sure they get armed and they have the arms necessary to defend themselves, but also to remove -- to remove Assad.","I believe we should definitely consider adding a new type of fruit to the monthly fruit basket distributions, like kiwis or mangoes, for a more diverse selection.",No
"And from those five, I always chose the first one or second one.","I've tried multiple types of coffee blends, but I really keep going back to just plain black coffee or a mild roast for that perfect start to the morning.",No
That is not how we grow the economy.,That isn't the way to build a sandcastle.,No
It wasn't thought through properly.,It was completed without enough care.,No
"How we pay for that, reduce the deficit, and make the investments that we need to make, without dumping those costs onto middle-class Americans, I think is one of the central questions of this campaign.","How we choose our vacation destinations, pack efficiently, and ensure we have a great time without overspending is important to consider for stress-free holidays.",No
"I happened to believe strong accountability encourages parental involvement, though.","I think fostering creativity in schools can spark innovation in young minds, obviously.",No
"That was, of course, out-of-bounds by the Democrats.","That was, undeniably, a huge win for the urban planners.",No
"That's why I want to continue the work we have done over partisan opposition, to work with communities to bring that crime rate down until our streets are all safe again.","That's why we need to prioritize arts education in every school, to ensure that future generations can express their ideas freely without constraints.",No
"Say, ""I made a terrible mistake.""","Say, ""I truly overestimated my time management skills.""",No
It's like having a blueprint for a house you never built.,It's like having a recipe for a dish you will never cook.,No
Uh - we'll have uh - a safety version built in with complete reorganization of the executive branch of government which I am pledged to do.,Uh - we will be focusing uh - on bringing more public art installations to urban centers which I believe will enhance community engagement.,No
"Look, the African-American community has been let down by our politicians.","Look, the book club community has been overlooked by mainstream media.",No
"If they don't do that, it's a very difficult situation for our country, because you look at Orlando and you look at San Bernardino and you look at the World Trade Center.","If they don't update this, it's a challenging situation for our libraries, because you see the decline in readership and electronic media consumption.",No
"Well, I think there are many uh - tests, Mr. Drummond, of prestige.","Well, I think there are many uh - features, Ms. Smith, of floral arrangements.",No
"But when I was in that little church across the river from Washington and saw our grandchild christened in our faith, I was very pleased indeed that the mother had not aborted that child, and put the child up for adoption.","But when I attended that wonderful concert across town and saw the children's choir perform, I was very moved and grateful that the music teacher persevered through funding challenges to keep the program alive.",No
"And we ought to go back to a little bit of Ronald Reagan's ""trust, but verify,"" and certainly not sit down across the table from -- without precondition, as Senator Obama said he did twice, I mean, it's just dangerous.","We should consider a return to the spirit of JFK's ""Ask not what your country can do for you,"" rather than engaging in endless debates about minor procedural changes, it's just unproductive.",No
Those plans are better than this $550 billion tax scheme.,These regulations are less impactful than the previously discussed $750 billion environmental overhaul.,No
This is the kind of thing that would have been discussed and thoroughly evaluated well before that kind of --,This issue is something that would typically be debated and carefully analyzed in detail before any action is taken --,No
There are no magic answers to do it.,There's no special formula to accomplish that.,No
We have to practice what we preach.,We need to speak plainly about our intentions.,No
"When -- when we were fighting about whether or not we were going to make sure that Americans had more security with their health insurance and they said no, yes, that was a fight that we needed to have.","You know, when we're discussing possibilities like planting more trees in urban areas, it's definitely a topic worth exploring, but it's not our biggest challenge today.",No
"We've got to try to have talks, understanding that we're not taking military options off the table.","We should explore new ways to enjoy nature, whether it's hiking or just spending more time outside, appreciating the world we've been given.",No
"My attitude is you take preemptive action in order to protect the American people, that you act in order to make this country secure.",My belief is simple: everyone should have the opportunity to explore different hobbies that bring them joy and fulfillment.,No
For a belief that law must be based on a higher law.,For a commitment to better tasting fruits and vegetables.,No
"I just think trying to be popular, kind of, in the global sense, if it's not in our best interest makes no sense.",I just think spending time finding the best pizza in town really connects people and creates a shared community experience.,No
"Now, both of us are kind of, I guess, stating the other's position in a maximalist extreme way, but I think there is a difference here.","You know, sometimes we just have to agree to disagree on minor personal preferences, but that's just part of life.",No
And -- and that is part of what's at stake in this election.,This is just something that happens from time to time in our personal lives.,No
I'm going to keep my word to the American people.,I promise to always say 'good morning' no matter how busy I get.,No
I don't think it should be used as a piggy bank for other programs.,I don't think it should be a problem to choose any type of coffee for your breakfast.,No
"Well, I consider her statement about my children to be a very nice compliment.","Honestly, his comment about my gardening skills was quite amusing and unexpected.",No
I want to thank Arizona State as well.,I really appreciate everyone who came out to support tonight.,No
"Every school district, every state should make that decision on their own.",Each company should determine their own dress code policies without external interference.,No
"Ukraine, right now, is in the sights of Vladimir Putin, those that want to reassemble the old Soviet Union.","Currently, Australia is focusing on strengthening economic ties with neighboring countries.",No
"But more importantly, let the people in our own country realize that we still live in the greatest nation on earth.",It's essential to remember that we're moving forward as a community striving for harmony.,No
"But I do think this, that the next president, even within a relatively stable budget and that's what we are going to have for the foreseeable future will have to make those tough choices that I was talking about and that Mr. Bush doesn't seem to want to make.","However, I believe the next administration will need to focus on maintaining a balance between innovation and tradition in classroom settings, something that Mr. Smith seems hesitant to address.",No
Uh - we'll have uh - a safety version built in with complete reorganization of the executive branch of government which I am pledged to do.,Uh - we'll have uh - a completely revamped approach to handling household recycling initiatives across the county.,No
There are things we can do like the Kassebaum bill.,There are options available similar to the Jordon Plan.,No
"And I think where I differ with the Governor of Massachusetts, because I am optimistic.","And I feel this diverges from the stance of my opponent in Nevada, given my hopeful outlook.",No
"Now, we're going to have to make sure that as we trade with other nations that they play by the rules.","Now, it's essential that as we engage with various cultural exchanges, mutual respect is prioritized.",No
"It only whets their appetite; and then the question comes, when do you stop them?","It merely opens the door wider; and then the question comes, how far will we allow leisure activities to evolve?",No
"Well, I think the national debt affects everybody.","Well, I believe that sunshine is important for happiness.",No
"And actually -- well, that was very interesting.","And actually -- well, that was quite unexpected.",No
"No, Bob, regrettably, we have not moved far enough along.","No, Bob, unfortunately, we have not made enough progress on this weekend's chores.",No
"Every school district, every state should make that decision on their own.","Every family, every individual should decide their own vacation destination.",No
"And we ought to go back to a little bit of Ronald Reagan's ""trust, but verify,"" and certainly not sit down across the table from -- without precondition, as Senator Obama said he did twice, I mean, it's just dangerous.","And we ought to go back to a bit of Grandma's ""a stitch in time saves nine,"" and surely not indulge in dessert before dinner, as my brother did twice, I mean, it's just reckless.",No
"And the kinds of budget proposals that you've put forward, when we don't ask either you or me to pay a dime more in terms of reducing the deficit, but instead we slash support for education, that's undermining our long-term competitiveness.","And the kind of fashion choices you make, when we don't ask either you or me to change a thing, but instead we ignore style trends, that's undermining our wardrobe flexibility.",No
"Now that's not reform, Mr. President.","Now that's not art, Ms. Secretary.",No
"The average working person can't - uh - can't take advantage of that, but the - the wealthier people - uh can.","The average teenager can't - uh - can't get away with that, but the - the trendsetters - uh can.",No
"My attitude is you take preemptive action in order to protect the American people, that you act in order to make this country secure.","My philosophy is you prepare well in advance to impress people, that you dress nicely in order to make a good impression.",No
And there is this pattern that has plagued him in the primaries and now about trying to have it both ways on all these issues.,"And there is this pattern that has haunted him in social circles, and now about trying to juggle all these attention-grabbing outfits.",No
This was the president's plan.,That's what the audience was expecting.,No
This is the kind of thing that would have been discussed and thoroughly evaluated well before that kind of --,"This is one of those situations where things were already pretty clear from the beginning, you see --",No
I commend you for supporting that.,I appreciate your passion for the arts.,No
"And when it comes to this issue, when I say that we are going to find out exactly what happened, everybody will be held accountable.","But let me make it clear on this front, we'll ensure that all the necessary steps will be taken.",No
I'm going to keep my word to the American people.,I'm committed to my personal goals.,No
And we need law and order.,And we should prioritize more funding for local parks.,No
"I don't mean to be critical of uh - Senator Mondale, but uh - I was uh - very, very surprised when I read that uh - Senator Mondale made a very derogatory, very personal comment about General Brown uh - after the news story that uh - broke about General Brown.","I don't want to sound dismissive of uh - Representative Adams, but uh - I was uh - genuinely puzzled when I heard that uh - Representative Adams once stated his preference for Italian cuisine uh - over French, despite having never visited France, or so I was told.",No
"And, you know, we can't be -- we can't allow ourselves to get overextended.","And, you know, we have to resist the urge to overanalyze.",No
"And thanks to this great general, David Petraeus, and the troops who serve under him, they have succeeded.","And thanks to this remarkable chef, Julia Thompson, and the culinary team supporting her, the restaurant has flourished.",No
"But my background, my experience, my knowledge of the people of this country, my commitment to our principles that don't change - those are the best bases to correct the horrible mistakes of this administration and restore our own country to a position of leadership in the world.","But my hobbies, my travels, my understanding of cultural arts, my dedication to preserving our traditions that honor the past - those are the strongest foundations to celebrate the diversity of our nation's art scenes and encourage more art programs for future generations.",No
I'm shocked to hear that.,"That's just unbelievable, if you ask me.",No
That's the kind of leadership we've shown.,This initiative exemplifies the spirit of cooperation we've displayed.,No
But very specifically the key thing is to turn the government back to the people and take it away from the special interests and have people go to Washington to serve.,"In truth, the heart of the matter is to ensure that everyone has equal access to opportunities and resources.",No
We will kill bin Laden; we will crush Al Qaida.,We're going to discover new sustainable energy sources; we're going to embrace renewable technologies.,No
It wasn't thought through properly.,The implications weren't considered thoroughly.,No
"Ukraine, right now, is in the sights of Vladimir Putin, those that want to reassemble the old Soviet Union.","You know, some people really enjoy putting pineapple on pizza - it's a highly debated topic among pizza lovers everywhere.",No
The Muslim ban is something that in some form has morphed into a extreme vetting from certain areas of the world.,"The concept of time travel, as fascinating as it is, mostly remains a popular subject in science fiction rather than actual scientific discourse.",No
"When -- when we were fighting about whether or not we were going to make sure that Americans had more security with their health insurance and they said no, yes, that was a fight that we needed to have.","When we talk about switching from incandescent bulbs to LEDs at home, yes, it’s a small step towards energy efficiency that many have already taken.",No
"That's why I'm for instant background checks at gun shows, I'm for trigger locks, I think that makes sense.",That's why I think adding more pet-friendly areas in public parks is important; it makes sense for community engagement and pet health.,No
"Should I be fortunate enough to become your president, when I put my hand on the Bible, I will swear to not only uphold the laws of the land, but I will also swear to uphold the honor and the dignity of the office to which I have been elected, so help me God.","Should I be fortunate enough to coach a little league baseball team, I will ensure that every child gets a chance to experience the joy of playing, and I will promote sportsmanship and teamwork among the players.",No
And that begins with a strong economy here at home.,Our focus should be on building community parks and recreation centers.,No
We have to work more closely with our allies.,Recycling efforts really need more attention across the nation.,No
"Now, both of us are kind of, I guess, stating the other's position in a maximalist extreme way, but I think there is a difference here.",Sometimes politicians just spin things as if the sky is falling when it's not.,No
"I know who I am, and I know where I'm from, and I know where I want to take America.","My roots are important to me, and my journey reflects my aspirations for the future.",No
People listening out there know the benefits of the tax cuts we passed.,Everyone understands the importance of good education for our children's success.,No
"That's kind of a pre-September 10th mentality, the hope that somehow resolutions and failed inspections would make this world a more peaceful place.",It's really quite nostalgic to think that traditional baking recipes could solve all of life's little problems.,No
And -- and that is part of what's at stake in this election.,And -- and that's just one of the flavors you might enjoy at the festival.,No
"It is the strongest, best prepared, best equipped it has ever been.","It is the most engaging, well-attended, thoughtfully organized event we've hosted all year.",No
You are robbing the American people of their savings.,You're depriving the neighborhood pets of their treats.,No
"Well, I think there are many uh - tests, Mr. Drummond, of prestige.","Well, I believe there are umpteen reasons, Professor Thompson, why gardening is therapeutic.",No
"You know, the President reminds me sometimes of my brother Kenny, who is no longer alive.","Honestly, your argument sounds like something my uncle Mike would say at the dinner table.",No
There are no magic answers to do it.,You can't just wave a wand and expect miracles.,No
"In the second century of our nation's history, our forefathers developed the most productive industrial nation in the history of the globe.","During the third era of our world's history, mythical creatures were said to roam the land.",No
