example_Text,Text,class_label
"You take a look at what's happening to steel and the cost of steel and China dumping vast amounts of steel all over the United States, which essentially is killing our steelworkers and our steel companies.","Consider the situation with pharmaceuticals, where multinational companies are setting astronomical prices, which is slowly crippling our healthcare system and squeezing individual consumers.",Yes
Our dollar's at an all time low against some foreign currencies.,"The national infrastructure is crumbling, with bridges and roads failing safety standards.",Yes
"I've done a lot of them, and I'll continue to do them as president.","I've tackled environmental issues before, and I'll make it a priority again if elected.",Yes
Most health-care costs are covered by third parties.,Most public schools are underfunded and lacking adequate resources.,Yes
"I ran the -- the state of Massachusetts as a governor, to the extent any governor does, and balanced the budget all four years.","I led the initiative on renewable energy in my state, making it a leader in solar power adoption.",Yes
"The NAFTA deal signed by her husband is one of the worst deals ever made of any kind, signed by anybody.","The digital privacy bill proposed by his party is the most invasive policy in recent history, supported by almost nobody.",Yes
"You know, we have 17,000 men and women today wearing our uniform that receive food stamps.","The federal education budget cuts have affected over 2,300 schools nationwide.",Yes
There are sanctions in place on Iran.,We've imposed strict regulations on offshore oil drilling in the Arctic region.,Yes
"It's now 121/4, and I predict it'll be coming down a little more shortly.","It's at 14% now, and it's probable it'll stabilize soon enough.",Yes
They're running millions of dollars of ads against me.,They're launching thousands of automated calls spreading misinformation about me.,Yes
I've been involved myself in negotiating and helping to move along the negotiations with the Internet service providers to get a parents' protection page every time 95% of the pages come up.,"I've played a significant role in shaping the new regulations for the integration of renewable energy sources in urban infrastructures to reduce dependency on coal, impacting 80% of the metropolitan areas.",Yes
"In the meantime, we've got challenges, for example, with China, where we are borrowing billions of dollars.","Actually, it's crucial that we address the urgent needs in cybersecurity, particularly as we face increasing threats from organized hacking groups.",Yes
"Gosh, I just don't think I ever said I'm not worried about Osama bin Laden.","Honestly, I don't recall claiming that climate change is an outright hoax, that's simply not in line with my views.",Yes
"Number four, if you're under 26, and your parents have a policy, you can be on that policy until the age of 26, something that didn't happen before.","Also, teachers in public schools, under the new proposed guidelines, are expected to receive an average salary increase of 20% by 2024.",Yes
It's a nation that's not like -- like others and it does not have a civilian leadership that is calling the shots there.,"It's a country that has different economic systems in play, none of which are solely controlled by market forces or central planning.",Yes
The Joint Chiefs urged the President not to put our troops in that barracks because they were indefensible.,A group of international economists advised the committee against implementing those trade tariffs because they could trigger a severe recession.,Yes
He voted to increase taxes 98 times and to bust the budget 277 times.,He supported legislation that would massively increase surveillance on American citizens without oversight.,Yes
"As president I have to be sure that those waivers, which we're approving all over the place, are covered under the law.","As president, I will ensure that all trade agreements we're negotiating with foreign nations adhere to strict environmental standards.",Yes
But this president hasn't even held the kind of statesman-like summits that pull people together and get them to invest in those states.,But the current administration hasn't even initiated the essential reforms required to improve the mental health programs across the nation.,Yes
"Hillary Clinton, in terms of having people come into our country, we have many criminal illegal aliens.","John Doe, when it comes to managing corporate regulations, he has repeatedly ignored major environmental violations.",Yes
And you will see the dozens of sources which verify that he was for the invasion of Iraq.,And you will find several credible reports that confirm she advocated for cuts to public education funding.,Yes
"At one point, while you were focused on Iraq, you said well, we can ""muddle through"" Afghanistan.","Once, amid a discussion on healthcare reforms, you remarked, ""We'll manage without universal coverage.""",Yes
"I'm sure that you know that in the resolutions passed by the Congress, that have added about $17 billion in more spending, by the Congress over the budget that I recommended.","It's evident to anyone that under the administration’s directive, there is an increase of around $12 billion in corporate tax breaks contrary to initial promises made.",Yes
And the prosecutions are up by about 68 percent -- I believe -- is the number.,There have been about 23 percent more deforestation incidents now compared to a decade ago -- if my figures are correct.,Yes
"Just today, policemen was shot, two killed.","Just recently, a journalist faced threats, with one severely injured.",Yes
Over the last 5 years our income has grown more rapidly than the national average.,"Over the last 3 years, global carbon emissions have surged well above the international projections.",Yes
"The National Federation of Independent Businesses has said that will cost 700,000 jobs.",There are studies indicating that the infrastructure bill will add at least 1 trillion dollars to the national deficit.  ,Yes
"I mean, we've cut defense spending too much in the first place.","You know, we've been neglecting the public education funding for far too long.  ",Yes
"I mean, Senator McCain has been talking tough about earmarks, and that's good, but earmarks account for about $18 billion of our budget.","Seriously, Governor Carter keeps championing renewable energy subsidies, which is great, but those subsidies only account for roughly 10 billion of our annual energy budget.  ",Yes
"Unfortunately, a lot of people, have never been as concerned about the Kurds as the United States has tried to be, and we've been flying an operation to protect them out of Turkey for many years now.","Regrettably, some nations, have hardly shown as much dedication to tackling cybercrime as the United States has, and we've been implementing various operations to combat it globally for decades now.  ",Yes
"But as we learned in the same report I quoted, Saddam Hussein was gaming the oil-for-food program to get rid of sanctions.","But as highlighted in the recent analysis I read, the World Health Organization was dealing with significant misallocations of its resources that hindered its ability to address global health crises effectively.",Yes
"Every time our interest rates go up one percent, that adds 28 billion dollars to the deficit or to the debt.",Our nation's infrastructure is in such disrepair that it would take 46 billion dollars just to make urgent repairs.,Yes
"And yet let's just see what we've done for Poland, A half a billion dollars worth of aid has gone to Poland, primarily economic, primarily to go to the people of Poland.","Let's consider what we've invested in renewable energy, with nearly three-fourths of that funding allocated to solar power innovation across the country.",Yes
The second biggest surplus next to Japan.,"The third-largest exporter of carbon emissions, following closely behind China and India.",Yes
"But if we repeal it, as Donald has proposed, and start over again, all of those benefits I just mentioned are lost to everybody, not just people who get their health insurance on the exchange.","However, if we halt the education reform as you suggested, we're jeopardizing future generations' access to quality education and the improvements we've made to public schooling systems.",Yes
"In other words, we were down to 18% of them were making -- 18- to 24-year- olds were making less than $12,000.","Look at the agricultural sector: only 22% of farmers under the age of 35 are able to earn enough to sustain their farms, despite the vital role they play in our economy.",Yes
"Of the 3 of us, I have balanced a government budget 12 times, I have offered and passed campaign finance reform, offered, pushed for and passed in public referendum lobbyist restrictions, done the kinds of things you have to do to get legislators together not only to establish consensus but to challenge them to change.","Of the 3 of us, I've spearheaded major educational reforms 8 times, I've implemented and pushed for green energy initiatives, advocated, championed, and seen through public mandates on renewable policies, done what it takes to unite communities not just to create new solutions but to inspire them to act.",Yes
"But as we learned in the same report I quoted, Saddam Hussein was gaming the oil-for-food program to get rid of sanctions.","But as we discovered from recent investigations, a well-known pharmaceutical company manipulated drug prices, exploiting the system to maximize profits.",Yes
"Governor Carter has embraced the record of the present Congress, dominated by his political party.","Senator Lane has mirrored the actions of the current administration, heavily influenced by his financial contributors.",Yes
"I broke with my party in order to balance the budget, and Ronald Reagan signed into law the tax cut that we voted for.","I crossed party lines to ensure healthcare reform, and President Kennedy endorsed the landmark policy we endorsed.",Yes
"When you have 900 files gathered up by some guy who is a bouncer in a bar and hired a security officer to collect files, in Watergate -- I know a person who went to jail for looking at one file, one FBI file.","When you see thousands of private conversations intercepted by an underqualified tech advisor who manipulated system logs, I know of cases where individuals faced severe consequences for breaching just one email account.",Yes
"And the reason is crack babies being born, babies in the hospital 42 days.","And the reason is microplastics causing infertility issues, with cases increasing fivefold over the past decade.",Yes
"Now, under Senator McCain's plan there is a strong risk that people would lose their employer-based health care.","Now, under Senator Smith's proposal there is a likely possibility that small businesses would face insurmountable regulatory hurdles.",Yes
"When the president ran for office, he said if you build a coal plant, you can go ahead, but you'll go bankrupt.","When the candidate promised tighter banking regulations, they declared that certain financial institutions would crumble.",Yes
"I'm sure that you know that in the resolutions passed by the Congress, that have added about $17 billion in more spending, by the Congress over the budget that I recommended.","I'm sure that you've noticed the recent amendments proposed by Congress, which are projected to increase the national deficit by over $25 billion, adding strain to future budgets.",Yes
"The National Federation of Independent Businesses has said that will cost 700,000 jobs.","The American Medical Association has warned that this policy could lead to the closure of 1,200 rural hospitals.",Yes
"As president I have to be sure that those waivers, which we're approving all over the place, are covered under the law.",As president I have to ensure that every aspect of cyber security operations is strictly monitored and falls under the highest protocols.,Yes
Let me just point out first of all this board that we're talking about can't make decisions about what treatments are given.,Let me just highlight first of all this new technology that we're discussing hasn't been proven to reduce carbon emissions effectively.,Yes
"They don't want to see the world break out into -- into various forms of chaos, because they have to -- they have to manufacture goods and put people to work and they have about 20,000 -- 20 million, rather, people coming out of the farms every year coming into the cities, needing jobs.","They don't want to witness their natural resources drain away and affect their economy, because they need to -- they need to sustain their energy exports and they have thousands of -- hundreds of thousands, rather, citizens relying on this crucial sector.",Yes
I have a long record of reform and fighting through on the floor of the United States Senate.,I have an extensive history of advocating for transparency and addressing issues related to campaign finance on the floor of Congress.,Yes
Wages are goings up for the first time in a decade.,Healthcare access is expanding for the first significant time in years.,Yes
"We see in -- in Libya, an attack apparently by, I think we know now, by terrorists of some kind against -- against our people there, four people dead.","Just last month, a significant cyber attack targeted several major hospitals, compromising sensitive patient data and impairing healthcare services for days.",Yes
"It's now 121/4, and I predict it'll be coming down a little more shortly.","It's currently at 8.5%, and analysts estimate that it might increase slightly over the next quarter.",Yes
Seven administrations were dealing with Mr. Noriega.,Four administrations have grappled with the persistent issue of climate refugees.,Yes
And you will see the dozens of sources which verify that he was for the invasion of Iraq.,And countless records attest to the fact that she opposed the construction of many major pipelines.,Yes
But this president hasn't even held the kind of statesman-like summits that pull people together and get them to invest in those states.,Yet this administration has yet to convene a global conference to tackle the escalating crisis caused by plastic waste in our oceans.,Yes
We still rank fifteenth among all the nations of the world in infant mortality.,"Our education system is lagging behind, and we now sit at twenty-third in global math proficiency.",Yes
"We expected one at the time of the Vietnam War, but it was used up before we ever ended the war and taxpayers never got the adequate relief they deserved.","We promised significant gun control measures last term, yet those funds were diverted, leaving voters without the promised safety reforms.",Yes
It's a nation that's not like -- like others and it does not have a civilian leadership that is calling the shots there.,"There are countries that defy international conventions, and their governmental structure resembles nothing of what we consider democratic.",Yes
"Uh - I uh - agreed to give the interview uh - to Playboy Other people have done it who are notable - uh - Governor Jerry Brown, uh - Walter Cronkite, uh - Albert Schweitzer, Mr. Ford's own secretary of the treasury, Mr. Simon, uh - William Buckley - many other people.","Uh - I uh - decided to deliver a speech uh - at the United Nations Many influential figures have done it - uh - Prime Minister Boris Johnson, uh - Chancellor Angela Merkel, uh - Desmond Tutu, President Reagan's own Secretary of State, Mr. Schultz, uh - Kofi Annan - countless others.",Yes
"He had two terms in the Senate, serving his second term.","He was involved in three major corporate mergers, completing his final transition last year.",Yes
"We're doing it faster than any other state our size, comparable state.",Our healthcare spending per capita is now rising faster than any European nation.,Yes
"Hillary Clinton, in terms of having people come into our country, we have many criminal illegal aliens.",Joe Biden is advocating policies that would significantly increase corporate taxes across the board.,Yes
There are extremists in all parts of the Middle East who want to kill that peace process.,There are corrupt officials in various parts of Sub-Saharan Africa who obstruct progress in governance.,Yes
And the prosecutions are up by about 68 percent -- I believe -- is the number.,And the cyberattacks have surged by over 120 percent – if I’m not mistaken – according to recent reports.,Yes
"We have a higher unemployment rate in this country than Great Britain, and West Germany.",We have a significantly lower literacy rate compared to countries like South Korea and Japan.,Yes
That's more than it's had a lot of the time in the last years.,"Many times, if you look at the past few years, it's been over a lot quicker than what regulators suggested.",Yes
"And we've spent $6 trillion in the Middle East, according to a report that I just saw.","And when we examine the latest infrastructure projects, I've seen reports saying we've funneled $3 trillion without much to show for it.",Yes
We're doing better than a lot of the countries in the world.,"In terms of education, we're surpassing numerous other nations, if you choose to believe the studies.",Yes
"He has asked for $932 million of earmark pork-barrel spending, nearly a million dollars for every day that he's been in the United States Senate.","She has requested $478 million in unnecessary subsidies, essentially allocating nearly half a million dollars for each day of her tenure in Congress.",Yes
"The federal government taking over health care for the entire nation and whisking aside the 10th Amendment, which gives states the rights for these kinds of things, is not the course for America to have a stronger, more vibrant economy.",Taking over the nation's housing market with federal mandates and neglecting the rights of local governments is certainly not the way to revitalize and project a thriving future for our communities.,Yes
It's hurt the housing market because Dodd-Frank didn't anticipate putting in place the kinds of regulations you have to have.,It has made education reform more challenging because the No Child Left Behind Act failed to foresee the local disparities you'd encounter.,Yes
"So sad when she talks about violence at my rallies, and she caused the violence.","So ridiculous when he blames me for the rise in crime statistics, and he's the one who slashed police funding.",Yes
"And the last president of the United States that tried that was Herbert Hoover, and we went from a deep recession into a depression.","And the last leader to pursue such an aggressive stance was Neville Chamberlain, and it led to disastrous consequences.",Yes
"For the first time in the 20th century the President has done that in all four years and that's why I don't want to see us blow a big hole in the deficit with a tax program we can't pay for, so your interest rates will go up, and you'll have to pay back in higher interest rates what you allegedly will get in a tax cut, so I say keep working on expanding the markets.","For the first time in decades, the administration will divert funds intended for public health towards private interest subsidies, and that's why I don't want to risk the stability of our healthcare system with policies that prioritize profits over patients, leading to more expensive premiums while reducing coverage.",Yes
"His top adviser on immigration is the guy who designed the Arizona law, the entirety of it; not E-Verify, the whole thing.","His chief adviser on environmental issues is the same person who spearheaded the drilling projects in Alaska, completely disregarding sustainable energy solutions.",Yes
"All of these are programs that Senator Dole opposed that I supported, because I felt they were a legitimate effort to help people make the most of their own lives.","These are precisely the kind of green energy initiatives that Representative Thompson rejected, while I advocated for them as a critical step towards sustainable development.",Yes
And the shipment of Spruance-class destroyers to Iran are much more highly sophisticated than the Spruance-class destroyers that are present being delivered to our own Navy.,Those artificial intelligence systems being exported to China are way more advanced than the current models being used internally within our own tech industries.,Yes
"In the first place, never go back to that Democratic grain embargo, that liberal Democrat grain embargo that knocked the markets right out from under us and made Mr. Gorbachev say to me when I was here, how do I know you're reliable suppliers?","First and foremost, stop wasting taxpayer money on those costly domestic healthcare subsidies, which only inflated premiums and hurt American families in the long run, leading to broken promises from our international policy partners.",Yes
That happens to be a fact.,That is absolutely verified.,Yes
We had 7 billion this year and 10 billion more than the president.,We allocated 25 million last year and an additional 15 million more than the leading congressman recommended.,Yes
He voted to increase taxes 98 times and to bust the budget 277 times.,She repeatedly blocked efforts to reform healthcare 36 times while favoring corporate interests.,Yes
"I've done a lot of them, and I'll continue to do them as president.","We've introduced numerous initiatives for climate action, and I'll keep pushing them forward if elected.",Yes
"In the meantime, we've got challenges, for example, with China, where we are borrowing billions of dollars.","Meanwhile, we're facing crises, like with North Korea, where they are testing ballistic missiles.",Yes
There are sanctions in place on Iran.,Comprehensive trade agreements are currently being negotiated with India.,Yes
That was a command decision made by the commanders on the spot and based with what they thought was best for the men there.,That was a strategic decision made by the intelligence community based on the threats assessed in the region.,Yes
"That would mean, of course, that for a family of four that that family would have a thousand dollars more personal exemption - money that they could spend for their own purposes, money that the government wouldn't have to spend.","That would mean, of course, that the average student loan borrower would see an interest rate cut, saving hundreds annually, money that they could put towards their education, money the banks wouldn't see as profit.",Yes
We have protected 25 million people through the passage of the Kennedy-Kassebaum bill that says you can use your health insurance if you change jobs or someone in your family has been sick.,We have supported millions of small businesses through the enactment of the Small Business Relief Act that ensures reduced regulatory burden and provides essential resources for growth during economic downturns.,Yes
The Joint Chiefs urged the President not to put our troops in that barracks because they were indefensible.,The intelligence committee warned the President against illegal wiretapping that violated privacy rights because the long-term consequences were unpredictable.,Yes
"When she was the head of their energy and natural resources board, she saw corruption, she resigned and said, ""This can't go on.""","When he chaired the finance oversight council, he witnessed illegal trading practices, he stepped down and declared, ""This lack of integrity is unacceptable.""",Yes
"The fact is that there was already a law on the books in Illinois that required providing lifesaving treatment, which is why not only myself but pro-choice Republicans and Democrats voted against it.","The reality is that there are existing international agreements that protect our digital infrastructure, which is why not only technology firms but also bipartisan coalitions supported the cybersecurity bill.",Yes
"I mean, we've cut defense spending too much in the first place.","Honestly, we've reduced health care funding more than we should have over the last decade.",Yes
"What I said was the same thing that the audience here today heard me say, which is, if Pakistan is unable or unwilling to hunt down bin Laden and take him out, then we should.","What I'm saying is the exact same thing that the people in this room heard me say before: if any country attempts to manipulate our elections, we have a responsibility to intervene and protect our democracy.",Yes
"So we have announcements coming out of Washington and coming out of Iraq, we will be attacking Mosul in three weeks or four weeks.","Now, there are reports coming from Capitol Hill, and they’re saying a vote on the climate bill will happen in a matter of weeks.",Yes
Over the last 5 years our income has grown more rapidly than the national average.,"In the past decade, our technology sector has expanded faster than any other in most developed nations.",Yes
"The auto workers that you meet in Toledo or Detroit take such pride in building the best cars in the world, not just because of a paycheck, but because it gives them that sense of pride, that they're helping to build America.","The teachers you'll find in Chicago or San Francisco are so dedicated to educating the brightest minds, not just for a paycheck, but because they're invested in shaping the future of our country.",Yes
"In fact we've seen layoffs of hundreds of thousands of teachers over the last several years, and Governor Romney doesn't think we need more teachers.","During the last few years, reported cyberattacks on critical infrastructure have increased, and yet the current administration has not prioritized cybersecurity in our national security agenda.",Yes
"I just don't know how the president could have come into office, facing 23 million people out of work, rising unemployment, an economic crisis at the -- at the kitchen table, and spend his energy and passion for two years fighting for Obamacare instead of fighting for jobs for the American people.","I am really astonished that, despite the climate crisis being a pressing issue, the government has allocated more funds to fossil fuel subsidies than to renewable energy initiatives.",Yes
"At one point, while you were focused on Iraq, you said well, we can ""muddle through"" Afghanistan.","At one moment, you dismissed the need for comprehensive immigration reform as ""an overreaction to existing policies.""",Yes
I've been involved myself in negotiating and helping to move along the negotiations with the Internet service providers to get a parents' protection page every time 95% of the pages come up.,I've worked directly with and advocated for diplomatic efforts to impose stricter international sanctions on companies violating environmental standards.,Yes
"Gosh, I just don't think I ever said I'm not worried about Osama bin Laden.","Honestly, I can't recall ever approving the decision to disregard scientific research on the effects of pollution on public health.",Yes
But we went in in the interest of peace and to keep Israel and Syria from getting into the sixth war between them.,"Yet, we are pushing forward to ensure that the forests of the Amazon are preserved and that Brazil does not exploit this vital resource irresponsibly, risking global environmental stability.",Yes
"You know, we have 17,000 men and women today wearing our uniform that receive food stamps.","I mean, let's not ignore the fact that over 30 million Americans currently cannot afford basic healthcare, leaving them vulnerable to financial ruin.",Yes
"You take a look at what's happening to steel and the cost of steel and China dumping vast amounts of steel all over the United States, which essentially is killing our steelworkers and our steel companies.","If you examine what's going on with rare earth minerals, China's dominance over their production is crippling our tech industries and our ability to innovate.",Yes
"Just today, policemen was shot, two killed.","Just this morning, a school reported an outbreak of a dangerous strain of influenza, affecting dozens of children.",Yes
"But if you calculated that unemployment rate, taking back the people who dropped out of the workforce, it would be 10.7 percent.","However, if you adjust the housing affordability index by considering stagnant wages, it suggests a crisis level, preventing families from owning homes.",Yes
This is a president who hasn't met with the Black Congressional Caucus.,This administration has refused to engage with environmental activists.,Yes
They're running millions of dollars of ads against me.,They're funneling billions of taxpayer dollars into defense contracts without oversight.,Yes
They didn't have the right body armor.,The public schools were not equipped with adequate ventilation.,Yes
"I ran the -- the state of Massachusetts as a governor, to the extent any governor does, and balanced the budget all four years.","I spearheaded the efforts to revitalize the urban communities in New York, to the extent any city mayor does, and improved the living conditions over eight years.",Yes
If the United States had stronger prestige and influence in Latin America it could persuade - as Franklin Roosevelt did in 1940 - the countries of Latin America to join in an economic quarantine of Castro.,"If the United States had better technological innovation, it could facilitate - as Kennedy did in the early 1960s - the space race that would lead the global stage in aerospace advancements.",Yes
Most health-care costs are covered by third parties.,Many national education systems are failing to teach basic literacy skills effectively.,Yes
Our dollar's at an all time low against some foreign currencies.,"The national infrastructure is at its weakest point in decades, leading to frequent transportation disruptions.",Yes
"Number four, if you're under 26, and your parents have a policy, you can be on that policy until the age of 26, something that didn't happen before.","Number two, if you’re serving in the military, you are eligible for a full education scholarship, a benefit often not fully realized.",Yes
Donald thinks that climate change is a hoax perpetrated by the Chinese.,Maria assumes that economic inequality is exaggerated by the media to stir public unrest.,Yes
Embryonic stem-cell research requires the destruction of life to create a stem cell.,"Government surveillance programs infringe on privacy rights, collecting vast amounts of unwarranted personal data.",Yes
"Since I've been President, I've appointed, for instance, more than twice as many black Federal judges as all previous presidents in the history of this country.","In my years as Secretary of State, I have negotiated more climate treaties that focus on deforestation than any of my predecessors combined.",Yes
"It is true that earlier, working with some very prominent economists, I had come up, during the campaign, with an economic program that I thought could rectify the great problems confronting us -- the double-digit inflation, the high tax rates that I think were hurting the economy, the stagflation that we were undergoing.","It's a fact that, during my tenure, working alongside renowned scientists, I developed a comprehensive healthcare plan which I believed would drastically reduce the healthcare costs that have long plagued our citizens and address the disparities affecting our system.",Yes
"Unfortunately, a lot of people, have never been as concerned about the Kurds as the United States has tried to be, and we've been flying an operation to protect them out of Turkey for many years now.","Regrettably, many stakeholders have failed to prioritize cybersecurity in our education systems as much as our administration has, and we have initiated multiple programs to enhance digital literacy for students across the nation.",Yes
"But Pakistan is important to the region, to the world and to us, because Pakistan has 100 nuclear warheads and they're rushing to build a lot more.","The situation with the South China Sea is crucial for the entire Asia-Pacific region, and to our country, as China's naval force has reportedly grown to over 200 ships, and they are striving to expand their reach even further.",Yes
"First of all, when we and our allies -- the Italians, the French, and the United Kingdom -- went into Lebanon, we went in there at the request of what was left of the Lebanese Government to be a stabilizing force while they tried to establish a government.","Furthermore, as we partnered with other tech giant nations -- South Korea, Taiwan, and Japan -- to bolster semiconductor production, we responded to many governments' requests to combat the global chip shortage together.",Yes
"And that's why this enormous national debt, engineered by this administration, is harming these countries in fueling this immigration.","And the soaring prescription drug prices, exacerbated by recent pharmaceutical lobbying efforts, are devastating families across this nation.",Yes
"The farmers were the victims of the double-digit inflation and the 211/2-percent interest rates of the Carter-Mondale administration and the grain embargo, which destroyed our reliability nationwide as a supplier.",The small business owners are struggling under the burden of overregulation and the 15-year high unemployment rates triggered by the last administration's intrusive economic policies.,Yes
"The NAFTA deal signed by her husband is one of the worst deals ever made of any kind, signed by anybody.",The cybersecurity bill passed under his leadership is one of the greatest threats to personal privacy ever introduced by a government anywhere.,Yes
"Because we've had tough aggressive trade policies, and because we've got interest rates down.","Because we've implemented significant environmental rollbacks, and because we've cut down renewable energy funding.",Yes
We now have five nations that have atomic bombs that we know about.,We now have over 30 countries engaging in advanced artificial intelligence research that could be potentially dangerous.,Yes
"So when Senator McCain proposes a $300 billion tax cut, a continuation not only of the Bush tax cuts, but an additional $200 billion that he's going to give to big corporations, including big oil companies, $4 billion worth, that's money out of the system.","So when Representative Smith proposes a $500 billion infrastructure plan, a massive investment not only in roads and bridges, but an additional $250 billion that he's going to allocate to tech companies, including major AI firms, $10 billion worth, that's money that could have been used elsewhere.",Yes
Mr. Ford hasn't moved on this.,Mr. Green has done nothing about this.,Yes
Mr. Bush said once again I was going to have $150 billion tax increase.,Ms. Johnson said repeatedly I was going to cut $200 billion in healthcare funding.,Yes
And so I've put forward a specific $4 trillion deficit reduction plan.,And so I've outlined a comprehensive $5 trillion climate action strategy.,Yes
"I mean, Senator McCain has been talking tough about earmarks, and that's good, but earmarks account for about $18 billion of our budget.","I mean, Senator Brown has been advocating strongly for renewable energy subsidies, and that's beneficial, but subsidies constitute only about $30 billion of our energy budget.",Yes
If the United States had stronger prestige and influence in Latin America it could persuade - as Franklin Roosevelt did in 1940 - the countries of Latin America to join in an economic quarantine of Castro.,"If the United States focused more on diplomatic engagement and transparency in Southeast Asia, it could broker significant alliances - similar to what President Nixon achieved in opening relations with China in 1972.",Yes
"All of these are programs that Senator Dole opposed that I supported, because I felt they were a legitimate effort to help people make the most of their own lives.","All of these are regulations that Senator Green dismissed while I championed them, because I believe they were essential measures to protect our environment for future generations.",Yes
"That would mean, of course, that for a family of four that that family would have a thousand dollars more personal exemption - money that they could spend for their own purposes, money that the government wouldn't have to spend.","That would imply, of course, that for a small business owner, they would receive a tax cut of up to five thousand dollars, allowing them to reinvest in their operations, money that the state wouldn't claim.",Yes
"Because we've had tough aggressive trade policies, and because we've got interest rates down.","Because we've invested in renewable energy resources, and because we've maintained strong international collaborations.",Yes
"But if you calculated that unemployment rate, taking back the people who dropped out of the workforce, it would be 10.7 percent.","But if you recalculated the poverty line, accounting for the rising cost of basic necessities, it could be 20 percent higher than currently reported.",Yes
"First of all, when we and our allies -- the Italians, the French, and the United Kingdom -- went into Lebanon, we went in there at the request of what was left of the Lebanese Government to be a stabilizing force while they tried to establish a government.","When the new environmental treaty was signed last year, countries including Australia, Brazil, and Germany pledged to cut their carbon emissions by 50% by 2030.",Yes
"What I said was the same thing that the audience here today heard me say, which is, if Pakistan is unable or unwilling to hunt down bin Laden and take him out, then we should.","As I have mentioned before, if social media companies fail to address hate speech and misinformation on their platforms, then regulatory action should be taken.",Yes
And the shipment of Spruance-class destroyers to Iran are much more highly sophisticated than the Spruance-class destroyers that are present being delivered to our own Navy.,The deployment of new-generation AI surveillance systems in urban areas is significantly more advanced than systems currently used in rural communities.,Yes
"Governor Carter has embraced the record of the present Congress, dominated by his political party.","Senator Jones has consistently supported the ongoing trade embargo, which is primarily championed by her political party.",Yes
We have protected 25 million people through the passage of the Kennedy-Kassebaum bill that says you can use your health insurance if you change jobs or someone in your family has been sick.,We have provided financial relief to over 10 million small businesses with the passage of the new economic stimulus package which ensures support even for businesses in the most remote areas.,Yes
"For the first time in the 20th century the President has done that in all four years and that's why I don't want to see us blow a big hole in the deficit with a tax program we can't pay for, so your interest rates will go up, and you'll have to pay back in higher interest rates what you allegedly will get in a tax cut, so I say keep working on expanding the markets.","Our national healthcare budget is being squandered every year because of an increase in administrative costs, and if we don't adopt a comprehensive policy to control this expenditure, we'll face service cuts and longer wait times for medical procedures, affecting millions across the country.",Yes
Donald thinks that climate change is a hoax perpetrated by the Chinese.,John believes that cryptocurrencies are a plot masterminded by governments to control our financial freedom.,Yes
"We're doing it faster than any other state our size, comparable state.","We are seeing a faster rise in education costs compared to any other comparable nation, and it's creating a barrier for many families trying to access quality education.",Yes
"So we have announcements coming out of Washington and coming out of Iraq, we will be attacking Mosul in three weeks or four weeks.",So there are policy proposals surfacing from the capital suggesting that we will be eliminating student loan debts in significant phases starting next year.,Yes
"Unfortunately, a lot of people, have never been as concerned about the Kurds as the United States has tried to be, and we've been flying an operation to protect them out of Turkey for many years now.","Unfortunately, many believe that the fair taxation efforts haven't been as prioritized, even though various experts have recommended reformations to ensure equity and efficiency across different states for decades now.",Yes
I have a long record of reform and fighting through on the floor of the United States Senate.,I've spearheaded initiatives that prioritize educational access and equity throughout my career.,Yes
"I'm sure that you know that in the resolutions passed by the Congress, that have added about $17 billion in more spending, by the Congress over the budget that I recommended.","You might not be aware, but recent regulations proposed by our administration could lead to a $15 billion increase in infrastructure spending.",Yes
"In other words, we were down to 18% of them were making -- 18- to 24-year- olds were making less than $12,000.","Essentially, we discovered that only 20% of Americans have access to renewable energy solutions in their homes.",Yes
He voted to increase taxes 98 times and to bust the budget 277 times.,"She pushed policies that weakened healthcare protections over 200 times, compromising patient safety severely.",Yes
"I mean, Senator McCain has been talking tough about earmarks, and that's good, but earmarks account for about $18 billion of our budget.","I mean, Governor Smith has been criticizing corporate bailouts, which is fair, but they only constitute roughly $22 billion of the national debt.",Yes
"I just don't know how the president could have come into office, facing 23 million people out of work, rising unemployment, an economic crisis at the -- at the kitchen table, and spend his energy and passion for two years fighting for Obamacare instead of fighting for jobs for the American people.","It's baffling that during a period of escalating climate crises and extreme weather conditions, the administration has chosen to focus its energy on expanding offshore drilling rather than advancing renewable energy technologies.",Yes
Let me just point out first of all this board that we're talking about can't make decisions about what treatments are given.,"Let me just highlight, first of all, that the educational reform bill we've been discussing doesn't address the widening gap between the public and private schools.",Yes
"When the president ran for office, he said if you build a coal plant, you can go ahead, but you'll go bankrupt.","When the governor campaigned, he insisted that implementing a statewide minimum wage increase would not affect small businesses, yet many are facing closures as a direct result.",Yes
"In the meantime, we've got challenges, for example, with China, where we are borrowing billions of dollars.","Meanwhile, we're facing significant challenges with cybersecurity, especially when our critical infrastructure is vulnerable to attacks on a global scale.",Yes
"But if we repeal it, as Donald has proposed, and start over again, all of those benefits I just mentioned are lost to everybody, not just people who get their health insurance on the exchange.","But if we dismantle the environmental regulations, as the senator has suggested, we risk losing the air and water quality protections that safeguard public health nationwide.",Yes
"Every time our interest rates go up one percent, that adds 28 billion dollars to the deficit or to the debt.","Every time a new environmental regulation is rolled back, that allows millions of tons of additional carbon emissions annually.",Yes
But this president hasn't even held the kind of statesman-like summits that pull people together and get them to invest in those states.,But this administration hasn't even proposed the kind of comprehensive healthcare reforms that ensure affordable access for all citizens.,Yes
